type,value,start_pos,end_pos,file_id,text,line_num
ip,2.2.0.0,34.0,40.0,E:/vmshared_storage/Kali202004/bin2text/JPEG\f74c8c8e89c039a7ab6acc3fe84ba4190077d211.txt,GPS Version ID                  : 2.2.0.0,56
