ID,FK_ID,ChildNodeID,value
75203,11739,10657,3
75204,11739,10057,5
75205,11739,10147,2
75206,11739,10007,1
75207,11740,10361,100
75208,11741,10380,100
75209,11742,10383,100
75210,11743,10438,100
75211,11744,10103,3
75212,11744,10057,2
75213,11744,10028,2
75214,11744,10070,2
75215,11744,11276,6
75216,11744,10022,30
75217,11744,10177,1
75218,11744,10338,3
75219,11744,10008,3
75220,11744,10144,3
75221,11744,10163,11
75222,11744,10161,3
75223,11744,10019,11
75224,11744,10032,16
75225,11744,10007,3
75226,11745,11971,2
75227,11745,10657,3
75228,11745,12141,1
75229,11745,10028,3
75230,11745,10006,1
75231,11745,10022,9
75232,11745,10019,25
75233,11745,10008,3
75234,11745,10057,3
75235,11745,10866,1
75236,11745,11276,4
75237,11745,11992,1
75238,11745,10147,2
75239,11745,12011,1
75240,11745,10032,14
75241,11745,10144,3
75242,11745,10338,1
75243,11745,10163,6
75244,11745,10070,2
75245,11745,10264,4
75246,11745,10007,2
75247,11746,10380,100
75248,11747,10323,100
75249,11748,10283,100
75250,11749,10380,8
75251,11749,10438,7
75252,11749,10283,85
75253,11750,11276,7
75254,11750,10028,2
75255,11750,10080,1
75256,11750,10070,2
75257,11750,10022,26
75258,11750,10103,5
75259,11750,10338,3
75260,11750,10560,9
75261,11750,10144,3
75262,11750,10008,2
75263,11750,10163,8
75264,11750,10019,8
75265,11750,10017,3
75266,11750,10057,3
75267,11750,10032,17
75268,11751,10028,3
75269,11751,11972,1
75270,11751,10392,1
75271,11751,10657,3
75272,11751,12141,1
75273,11751,10006,1
75274,11751,10022,7
75275,11751,10019,20
75276,11751,11976,2
75277,11751,10008,2
75278,11751,10560,3
75279,11751,10057,3
75280,11751,11276,4
75281,11751,11992,1
75282,11751,10147,2
75283,11751,10032,14
75284,11751,10144,2
75285,11751,10338,1
75286,11751,10163,5
75287,11751,10070,1
75288,11751,10264,3
75289,11751,10007,1
75290,11751,10122,2
75291,11751,10056,1
75292,11752,10379,100
75293,11753,10281,100
75294,11754,10361,100
75295,11755,10380,3
75296,11755,10383,96
75297,11755,10323,1
75298,11756,10282,100
75299,11757,10323,100
75300,11758,10019,5
75301,11758,10162,2
75302,11758,10028,2
75303,11758,10006,2
75304,11758,10022,30
75305,11758,10008,3
75306,11758,10161,2
75307,11758,10057,2
75308,11758,10169,1
75309,11758,11276,7
75310,11758,10032,16
75311,11758,10103,4
75312,11758,10338,4
75313,11758,10163,10
75314,11758,10070,2
75315,11758,10007,3
75316,11758,10144,3
75317,11759,10006,1
75318,11759,11972,1
75319,11759,10657,3
75320,11759,12141,1
75321,11759,10028,4
75322,11759,11971,1
75323,11759,10022,8
75324,11759,10019,23
75325,11759,10008,2
75326,11759,10057,3
75327,11759,11276,4
75328,11759,11992,1
75329,11759,10147,2
75330,11759,10032,14
75331,11759,10144,3
75332,11759,10338,1
75333,11759,10163,5
75334,11759,10070,2
75335,11759,10264,3
75336,11759,10007,2
75337,11760,10283,75
75338,11760,10328,5
75339,11760,10383,7
75340,11760,10362,13
75341,11761,10279,100
75342,11762,10323,1
75343,11762,10283,32
75344,11762,10292,10
75345,11762,10383,27
75346,11762,10362,5
75347,11762,10432,4
75348,11762,10281,13
75349,11762,10328,2
75350,11762,10430,6
75351,11763,10330,12
75352,11763,10430,9
75353,11763,10279,14
75354,11763,10429,8
75355,11763,10290,30
75356,11763,10278,27
75357,11764,10322,100
75358,11765,10279,100
75359,11766,10283,100
75360,11767,10383,98
75361,11767,10283,2
75362,11768,10279,100
75363,11769,10281,16
75364,11769,10283,34
75365,11769,10292,9
75366,11769,10323,1
75367,11769,10432,7
75368,11769,10431,22
75369,11769,10430,10
75370,11770,10429,11
75371,11770,10278,21
75372,11770,10279,11
75373,11770,10436,18
75374,11770,10290,23
75375,11770,10330,4
75376,11770,10430,13
75377,11771,10430,77
75378,11771,10322,23
75379,11772,10283,15
75380,11772,10380,20
75381,11772,10383,64
75382,11772,10281,1
75383,11773,10279,97
75384,11773,10379,3
75385,11774,10323,100
75386,11775,10279,100
75387,11776,10383,45
75388,11776,10283,55
75389,11777,10279,100
75390,11778,10290,13
75391,11778,10430,7
75392,11778,10279,6
75393,11778,10436,5
75394,11778,10332,40
75395,11778,10429,6
75396,11778,10282,10
75397,11778,10330,1
75398,11778,10278,12
75399,11779,10332,1
75400,11779,10281,4
75401,11779,10432,2
75402,11779,10292,3
75403,11779,10430,3
75404,11779,10431,7
75405,11779,10383,30
75406,11779,10283,49
75407,11780,10430,77
75408,11780,10322,23
75409,11781,10282,100
75410,11782,10281,44
75411,11782,10283,56
75412,11783,10323,100
75413,11784,10361,100
75414,11785,10281,13
75415,11785,10282,9
75416,11785,10283,78
75417,11786,10330,100
75418,11787,10361,100
75419,11788,10012,1
75420,11788,10017,2
75421,11788,10307,1
75422,11788,10130,1
75423,11788,10006,2
75424,11788,10456,1
75425,11788,10598,1
75426,11788,10338,3
75427,11788,10007,8
75428,11788,10019,5
75429,11788,10161,1
75430,11788,10031,1
75431,11788,10144,3
75432,11788,10008,3
75433,11788,10162,1
75434,11788,10174,1
75435,11788,10103,4
75436,11788,10032,18
75437,11788,10163,5
75438,11788,10169,3
75439,11788,10252,1
75440,11788,10057,2
75441,11788,11276,4
75442,11788,10028,9
75443,11788,10318,2
75444,11788,10022,13
75445,11788,10070,1
75446,11789,10318,1
75447,11789,10028,99
75448,11790,10028,9
75449,11790,11972,1
75450,11790,10258,3
75451,11790,10657,2
75452,11790,10318,2
75453,11790,10252,1
75454,11790,10006,2
75455,11790,10022,5
75456,11790,10019,10
75457,11790,10008,3
75458,11790,10057,3
75459,11790,11276,2
75460,11790,10147,1
75461,11790,10032,17
75462,11790,10144,2
75463,11790,10338,1
75464,11790,10163,3
75465,11790,10070,1
75466,11790,10264,2
75467,11790,10007,6
75468,11791,10380,100
75469,11792,10323,100
75470,11793,10032,19
75471,11793,10028,18
75472,11793,10103,4
75473,11793,10264,17
75474,11793,10022,7
75475,11793,10171,2
75476,11793,10008,3
75477,11793,10006,2
75478,11793,10144,2
75479,11793,10163,3
75480,11793,10318,4
75481,11793,10019,4
75482,11793,10057,2
75483,11793,11276,2
75484,11793,10007,14
75485,11794,10032,1
75486,11794,10264,1
75487,11794,10028,99
75488,11795,10032,16
75489,11795,10028,16
75490,11795,11276,2
75491,11795,10264,15
75492,11795,10022,2
75493,11795,10008,2
75494,11795,10006,3
75495,11795,10144,1
75496,11795,10163,1
75497,11795,10318,3
75498,11795,10019,6
75499,11795,10657,1
75500,11795,10057,3
75501,11795,10174,1
75502,11795,10007,9
75503,11796,10282,71
75504,11796,10279,29
75505,11797,10283,100
75506,11798,10281,94
75507,11798,10323,6
75508,11799,10007,25
75509,11799,10019,2
75510,11799,10028,14
75511,11799,10032,25
75512,11799,10006,2
75513,11799,10103,29
75514,11799,10174,3
75515,11800,10028,100
75516,11801,10338,1
75517,11801,10028,14
75518,11801,10258,2
75519,11801,10174,9
75520,11801,10022,2
75521,11801,10008,2
75522,11801,10006,3
75523,11801,10144,2
75524,11801,12141,1
75525,11801,10161,2
75526,11801,10019,3
75527,11801,10318,2
75528,11801,10657,2
75529,11801,10057,2
75530,11801,10032,24
75531,11801,10007,15
75532,11802,10380,100
75533,11803,10282,100
75534,11804,10028,18
75535,11804,10032,26
75536,11804,10318,6
75537,11804,10019,3
75538,11804,10007,40
75539,11804,10006,1
75540,11804,10008,2
75541,11804,10174,4
75542,11805,10028,100
75543,11806,10019,2
75544,11806,10318,5
75545,11806,10032,24
75546,11806,10258,1
75547,11806,10007,19
75548,11806,10028,16
75549,11806,10008,1
75550,11806,10006,2
75551,11806,10174,19
75552,11807,10323,100
75553,11808,10282,100
75554,11809,10541,100
75555,11810,10006,2
75556,11810,10032,39
75557,11810,10028,15
75558,11810,10318,4
75559,11810,10019,3
75560,11810,10103,5
75561,11810,10008,3
75562,11810,10007,25
75563,11810,10161,2
75564,11810,10174,3
75565,11811,10318,1
75566,11811,10028,99
75567,11812,10144,1
75568,11812,10028,13
75569,11812,10032,32
75570,11812,10014,1
75571,11812,10008,2
75572,11812,10006,2
75573,11812,10161,2
75574,11812,10019,2
75575,11812,10318,3
75576,11812,10657,1
75577,11812,10057,1
75578,11812,10174,8
75579,11812,10007,13
75580,11813,12173,100
75581,11814,10282,100
75582,11815,10283,100
75583,11816,10281,7
75584,11816,10283,93
75585,11817,10361,100
75586,11818,10019,2
75587,11818,10318,2
75588,11818,10028,12
75589,11818,10006,1
75590,11818,10022,4
75591,11818,10008,3
75592,11818,10161,3
75593,11818,10057,1
75594,11818,12178,1
75595,11818,10032,20
75596,11818,10103,40
75597,11818,10070,1
75598,11818,10130,3
75599,11818,10007,7
75600,11819,10318,4
75601,11819,10028,96
75602,11820,10022,2
75603,11820,10028,11
75604,11820,10057,1
75605,11820,10070,18
75606,11820,10264,1
75607,11820,12180,7
75608,11820,10081,2
75609,11820,10008,3
75610,11820,10006,1
75611,11820,10161,2
75612,11820,10019,3
75613,11820,10318,1
75614,11820,10130,2
75615,11820,10866,1
75616,11820,10657,1
75617,11820,10032,17
75618,11820,10007,5
75619,11821,10282,100
75620,11822,10323,100
75621,11823,10281,15
75622,11823,10283,85
75623,11824,11829,2
75624,11824,10028,9
75625,11824,10103,28
75626,11824,10022,9
75627,11824,12109,5
75628,11824,10422,3
75629,11824,10006,1
75630,11824,10008,3
75631,11824,10163,3
75632,11824,12181,9
75633,11824,10019,2
75634,11824,10057,2
75635,11824,10032,19
75636,11824,10007,5
75637,11826,10018,1
75638,11826,10028,10
75639,11826,10264,1
75640,11826,10022,4
75641,11826,12182,3
75642,11826,10008,3
75643,11826,10422,4
75644,11826,10006,2
75645,11826,10144,1
75646,11826,10163,2
75647,11826,10161,2
75648,11826,10019,8
75649,11826,10224,3
75650,11826,10866,5
75651,11826,10657,2
75652,11826,10057,2
75653,11826,10032,21
75654,11826,10007,6
75655,11827,10006,3
75656,11827,10032,30
75657,11827,11276,6
75658,11827,10019,3
75659,11827,10028,16
75660,11827,10103,6
75661,11827,10008,7
75662,11827,10007,10
75663,11827,10022,16
75664,11827,10057,3
75665,11828,10032,24
75666,11828,10028,14
75667,11828,11276,5
75668,11828,10122,1
75669,11828,10022,5
75670,11828,10338,1
75671,11828,10008,5
75672,11828,10006,3
75673,11828,10144,2
75674,11828,12141,1
75675,11828,10163,2
75676,11828,10019,10
75677,11828,10657,2
75678,11828,10264,1
75679,11828,10057,3
75680,11828,10007,6
75682,11829,10282,100
75683,11830,10380,100
75684,11831,10007,16
75685,11831,10019,4
75686,11831,10028,17
75687,11831,10006,4
75688,11831,10032,36
75689,11831,10008,6
75690,11831,10022,13
75691,11831,10057,4
75692,11832,10008,6
75693,11832,10028,14
75694,11832,10264,2
75695,11832,10022,5
75696,11832,10338,1
75697,11832,10006,3
75698,11832,10144,2
75699,11832,12141,1
75700,11832,10163,2
75701,11832,10019,8
75702,11832,10657,2
75703,11832,10057,4
75704,11832,10032,28
75705,11832,10007,12
75706,11833,10383,100
75707,11834,10007,24
75708,11834,10032,40
75709,11834,10019,3
75710,11834,10028,15
75711,11834,10006,2
75712,11834,10008,5
75713,11834,10022,10
75714,11835,10008,4
75715,11835,10028,13
75716,11835,10264,1
75717,11835,10022,3
75718,11835,10338,1
75719,11835,10006,3
75720,11835,10144,2
75721,11835,12141,1
75722,11835,10163,2
75723,11835,10019,7
75724,11835,10316,1
75725,11835,10657,2
75726,11835,10057,2
75727,11835,10032,31
75728,11835,10007,18
75729,11836,10431,100
75730,11837,10282,100
75731,11838,10323,32
75732,11838,10541,68
75733,11839,10541,100
75734,11840,11101,14
75735,11840,10007,10
75736,11840,11086,1
75737,11840,10028,15
75738,11840,10022,3
75739,11840,10103,24
75740,11840,10032,18
75741,11840,10008,5
75742,11840,10006,1
75743,11840,10019,2
75744,11840,10130,1
75745,11840,10057,1
75746,11840,10582,3
75747,11841,11101,79
75748,11841,10028,21
75749,11842,11998,16
75750,11842,10007,7
75751,11842,10028,13
75752,11842,10147,1
75753,11842,12002,3
75754,11842,11101,10
75755,11842,10022,1
75756,11842,10008,4
75757,11842,10006,2
75758,11842,10019,3
75759,11842,10130,1
75760,11842,10657,1
75761,11842,10057,2
75762,11842,10032,15
75763,11842,10582,2
75764,11843,10282,100
75765,11844,10281,15
75766,11844,10283,85
75767,11845,10282,100
75768,11846,10361,100
75769,11847,10323,100
75770,11848,10283,100
75771,11849,10022,3
75772,11849,10144,1
75773,11849,10165,1
75774,11849,10028,15
75775,11849,10006,2
75776,11849,10019,2
75777,11849,10008,5
75778,11849,10057,1
75779,11849,10169,1
75780,11849,10128,1
75781,11849,11276,8
75782,11849,11101,27
75783,11849,10032,14
75784,11849,10103,1
75785,11849,10163,1
75786,11849,10070,1
75787,11849,10174,1
75788,11849,10171,1
75789,11849,10007,13
75790,11850,11101,93
75791,11850,10028,7
75792,11851,10028,15
75793,11851,10022,1
75794,11851,10032,13
75795,11851,11276,7
75796,11851,10019,3
75797,11851,10006,3
75798,11851,10007,10
75799,11851,10008,4
75800,11851,11101,24
75801,11851,10174,2
75802,11851,10057,1
75803,11852,10281,74
75804,11852,10362,26
75805,11853,10281,70
75806,11853,12184,7
75807,11853,10362,24
75808,11854,10281,74
75809,11854,10362,26
75810,11855,10282,100
75811,11856,10264,1
75812,11856,10028,26
75813,11856,11276,4
75814,11856,10103,4
75815,11856,10022,7
75816,11856,10721,1
75817,11856,10006,4
75818,11856,10144,2
75819,11856,10163,3
75820,11856,10008,9
75821,11856,10019,3
75822,11856,10174,1
75823,11856,10057,2
75824,11856,10032,19
75825,11856,10007,14
75826,11857,10028,100
75827,11858,10032,17
75828,11858,10028,23
75829,11858,11276,3
75830,11858,10264,3
75831,11858,10022,3
75832,11858,10008,8
75833,11858,10006,5
75834,11858,10144,1
75835,11858,10163,1
75836,11858,10019,5
75837,11858,10657,1
75838,11858,10057,3
75839,11858,10174,2
75840,11858,10007,9
75841,11859,10282,67
75842,11859,10279,33
75843,11860,10282,8
75844,11860,10325,92
75845,11861,11082,100
75846,11862,10281,78
75847,11862,10541,22
75848,11863,10282,14
75849,11863,10541,86
75850,11864,10279,100
75851,11865,10198,7
75852,11865,10028,25
75853,11865,10080,1
75854,11865,10103,3
75855,11865,10022,6
75856,11865,10723,2
75857,11865,10006,4
75858,11865,10008,9
75859,11865,12185,10
75860,11865,10019,2
75861,11865,10174,1
75862,11865,10057,1
75863,11865,10032,20
75864,11865,10007,9
75866,11867,10056,1
75867,11867,10028,20
75868,11867,12000,1
75869,11867,10022,2
75870,11867,10198,3
75871,11867,10008,5
75872,11867,10006,3
75873,11867,10163,1
75874,11867,12185,7
75875,11867,11976,2
75876,11867,10019,4
75877,11867,10174,2
75878,11867,10057,2
75879,11867,10032,16
75880,11867,10007,6
75881,11868,10324,92
75882,11868,10282,1
75883,11868,10283,7
75884,11869,10279,100
75886,11870,10281,94
75887,11870,10323,6
75888,11871,10282,100
75889,11872,10006,5
75890,11872,10028,30
75891,11872,10369,1
75892,11872,10022,2
75893,11872,10008,4
75894,11872,12185,21
75895,11872,10019,2
75896,11872,10174,1
75897,11872,10057,1
75898,11872,10032,18
75899,11872,10007,14
75900,11873,10019,2
75901,11873,10369,1
75902,11873,10057,2
75903,11873,10028,27
75904,11873,10032,16
75905,11873,10006,6
75906,11873,10007,10
75907,11873,10008,3
75908,11873,10022,1
75909,11873,10174,2
75910,11873,12185,15
75911,11874,10380,7
75912,11874,10438,7
75913,11874,10283,86
75915,11875,10281,25
75916,11875,10283,75
75917,11876,10330,90
75918,11876,10282,10
75919,11877,10006,2
75920,11877,10028,23
75921,11877,11276,4
75922,11877,10022,6
75923,11877,10008,4
75924,11877,10144,2
75925,11877,10163,2
75926,11877,12185,19
75927,11877,10019,4
75928,11877,10057,1
75929,11877,10032,21
75930,11877,10007,12
75931,11878,10006,3
75932,11878,10028,19
75933,11878,11276,3
75934,11878,10022,3
75935,11878,10008,3
75936,11878,10144,1
75937,11878,10163,1
75938,11878,12185,12
75939,11878,11334,1
75940,11878,10019,5
75941,11878,10657,1
75942,11878,10057,3
75943,11878,10032,16
75944,11878,10007,8
75945,11879,10281,29
75946,11879,10283,71
75947,11880,10361,100
75948,11881,10323,1
75949,11881,10283,99
75950,11882,10281,44
75951,11882,10283,56
75952,11883,10281,100
75954,11884,10283,100
75955,11885,10281,100
75956,11886,10281,44
75957,11886,10283,56
75958,11887,10383,100
75959,11888,10022,7
75960,11888,12185,6
75961,11888,10162,1
75962,11888,10028,27
75963,11888,10006,5
75964,11888,10019,2
75965,11888,10008,2
75966,11888,10057,1
75967,11888,10169,1
75968,11888,11276,4
75969,11888,10475,3
75970,11888,10032,21
75971,11888,10103,2
75972,11888,10174,1
75973,11888,10163,3
75974,11888,10070,1
75975,11888,10130,1
75976,11888,10007,10
75977,11888,10338,2
75978,11888,10144,2
75979,11889,10264,1
75980,11889,10028,26
75981,11889,10147,1
75982,11889,11276,2
75983,11889,10174,1
75984,11889,10022,3
75985,11889,10008,2
75986,11889,10006,5
75987,11889,10144,2
75988,11889,10163,2
75989,11889,12185,5
75990,11889,10019,5
75991,11889,10475,2
75992,11889,10657,2
75993,11889,10057,2
75994,11889,10032,20
75995,11889,10007,7
75996,11890,10431,99
75997,11890,10323,1
75998,11891,10282,100
76000,11892,10332,5
76001,11892,10283,95
76002,11893,11276,4
76003,11893,10028,23
76004,11893,11245,2
76005,11893,10147,1
76006,11893,10022,7
76007,11893,12186,2
76008,11893,10103,1
76009,11893,10198,3
76010,11893,10008,9
76011,11893,10006,1
76012,11893,10144,2
76013,11893,12187,6
76014,11893,10163,3
76015,11893,10019,3
76016,11893,10475,4
76017,11893,10130,2
76018,11893,10057,2
76019,11893,10032,18
76020,11893,10007,8
76021,11894,10006,2
76022,11894,11983,1
76023,11894,10198,2
76024,11894,10657,1
76025,11894,10028,20
76026,11894,11982,1
76027,11894,12187,3
76028,11894,10022,3
76029,11894,10019,5
76030,11894,10008,5
76031,11894,10057,3
76032,11894,10128,1
76033,11894,11276,2
76034,11894,10147,2
76035,11894,12186,1
76036,11894,10475,3
76037,11894,12000,1
76038,11894,10032,15
76039,11894,10144,1
76040,11894,10163,2
76041,11894,10264,1
76042,11894,10130,1
76043,11894,10007,5
76044,11894,11245,2
76045,11895,10281,38
76046,11895,10332,13
76047,11895,10283,49
76049,11896,10281,94
76050,11896,10323,6
76051,11897,10282,100
76052,11898,10279,100
76053,11899,10006,2
76054,11899,10165,3
76055,11899,10132,2
76056,11899,10028,29
76057,11899,10304,2
76058,11899,11982,1
76059,11899,12187,12
76060,11899,10022,4
76061,11899,10019,2
76062,11899,10008,5
76063,11899,10057,2
76064,11899,10128,3
76065,11899,11276,4
76066,11899,10032,14
76067,11899,10144,2
76068,11899,10163,2
76069,11899,10070,1
76070,11899,10171,2
76071,11899,10007,9
76072,11900,12000,2
76073,11900,11983,2
76074,11900,10028,26
76075,11900,10070,1
76076,11900,10147,1
76077,11900,11276,3
76078,11900,10304,2
76079,11900,10022,2
76080,11900,10008,4
76081,11900,10006,3
76082,11900,11982,2
76083,11900,12187,9
76084,11900,10144,1
76085,11900,12001,2
76086,11900,10019,4
76087,11900,10128,2
76088,11900,10057,4
76089,11900,10032,12
76090,11900,10007,6
76091,11901,10361,100
76092,11902,10281,15
76093,11902,10283,85
76095,11903,10281,44
76096,11903,10283,56
76097,11904,10006,1
76098,11904,10165,3
76099,11904,10132,3
76100,11904,10028,30
76101,11904,10304,3
76102,11904,11982,1
76103,11904,12187,7
76104,11904,10022,5
76105,11904,10019,2
76106,11904,10008,3
76107,11904,10057,2
76108,11904,10128,3
76109,11904,11276,5
76110,11904,10032,14
76111,11904,10103,2
76112,11904,10144,1
76113,11904,10163,2
76114,11904,10070,1
76115,11904,10171,3
76116,11904,10007,7
76117,11905,10304,2
76118,11905,11983,2
76119,11905,10028,27
76120,11905,10070,1
76121,11905,12000,2
76122,11905,10022,2
76123,11905,10032,13
76124,11905,10008,3
76125,11905,10006,2
76126,11905,11982,2
76127,11905,12187,5
76128,11905,10144,1
76129,11905,10163,1
76130,11905,10019,4
76131,11905,12001,2
76132,11905,10128,3
76133,11905,10057,5
76134,11905,11276,4
76135,11905,10007,5
76137,11906,10380,100
76138,11907,10332,100
76139,11908,10283,100
76140,11909,10281,100
76141,11910,10281,44
76142,11910,10283,56
76143,11911,10006,2
76144,11911,10165,2
76145,11911,10132,2
76146,11911,10028,29
76147,11911,10304,2
76148,11911,10066,1
76149,11911,11982,1
76150,11911,10022,4
76151,11911,10019,2
76152,11911,10008,5
76153,11911,10057,2
76154,11911,10128,2
76155,11911,11276,4
76156,11911,12186,13
76157,11911,10032,13
76158,11911,10144,1
76159,11911,10163,1
76160,11911,10070,1
76161,11911,10171,2
76162,11911,10130,1
76163,11911,10007,9
76164,11912,11276,3
76165,11912,10028,27
76166,11912,10147,1
76167,11912,10070,1
76168,11912,12000,2
76169,11912,12186,10
76170,11912,10304,1
76171,11912,11983,2
76172,11912,10022,2
76173,11912,10008,4
76174,11912,10006,3
76175,11912,11982,2
76176,11912,12001,1
76177,11912,10019,3
76178,11912,10128,2
76179,11912,10057,3
76180,11912,10032,12
76181,11912,10007,6
76183,11913,10380,56
76184,11913,10438,5
76185,11913,10283,38
76186,11914,10282,100
76187,11915,10323,100
76188,11916,10362,11
76189,11916,10283,89
76190,11917,10281,100
76191,11918,10304,1
76192,11918,12185,2
76193,11918,10165,1
76194,11918,10132,1
76195,11918,10028,10
76196,11918,10006,1
76197,11918,10022,66
76198,11918,10265,1
76199,11918,10008,3
76200,11918,10019,1
76201,11918,10057,1
76202,11918,10128,1
76203,11918,11276,1
76204,11918,10248,1
76205,11918,10032,5
76206,11918,10171,1
76207,11918,10007,3
76208,11919,11982,2
76209,11919,12185,3
76210,11919,10028,27
76211,11919,10304,1
76212,11919,10006,4
76213,11919,12001,1
76214,11919,10022,2
76215,11919,10265,2
76216,11919,11976,2
76217,11919,10008,5
76218,11919,10019,3
76219,11919,10057,3
76220,11919,10128,2
76221,11919,11276,3
76222,11919,10147,1
76223,11919,10248,3
76224,11919,12000,2
76225,11919,10032,12
76226,11919,10007,6
76227,11919,11983,2
76228,11920,10283,100
76229,11921,10281,100
76230,11922,10380,55
76231,11922,10283,45
76232,11923,10281,61
76233,11923,10283,39
76234,11924,10323,100
76235,11925,10361,100
76236,11926,10379,100
76237,11927,10438,100
76238,11866,10028,100
76239,11928,11334,1
76240,11928,10144,3
76241,11928,10028,10
76242,11928,10252,1
76243,11928,10006,5
76244,11928,10022,15
76245,11928,10019,5
76246,11928,10008,4
76247,11928,10161,1
76248,11928,10057,2
76249,11928,10169,1
76250,11928,11276,4
76251,11928,10032,23
76252,11928,10103,3
76253,11928,10174,1
76254,11928,10163,4
76255,11928,10070,1
76256,11928,10130,2
76257,11928,10007,11
76258,11928,10338,2
76259,11929,10264,2
76260,11929,10028,10
76261,11929,10147,1
76262,11929,10070,1
76263,11929,11276,3
76264,11929,10022,5
76265,11929,10008,4
76266,11929,10006,5
76267,11929,10144,2
76268,11929,10163,3
76269,11929,10019,10
76270,11929,10130,1
76271,11929,10657,2
76272,11929,10057,3
76273,11929,10032,20
76274,11929,10007,8
76275,11930,10332,100
76276,11931,10022,5
76277,11931,10032,17
76278,11931,10019,1
76279,11931,10011,2
76280,11931,10103,32
76281,11931,10057,3
76282,11931,10014,41
76283,11933,10032,15
76284,11933,10001,24
76285,11933,10014,37
76286,11933,10019,3
76287,11933,10057,2
76288,11933,10022,2
76289,11934,10323,100
76290,11935,10361,7
76291,11935,10279,2
76292,11935,10282,1
76293,11935,12193,1
76294,11935,10446,89
76295,11936,12194,86
76296,11936,10446,7
76297,11936,10323,5
76298,11936,10322,2
76299,11937,10279,58
76300,11937,10375,25
76301,11937,10322,16
76302,11938,10279,100
76303,11939,10380,66
76304,11939,10323,34
76305,11940,10383,99
76306,11941,10290,84
76307,11941,10279,16
76308,11942,10322,100
76309,11943,10007,20
76310,11943,10019,3
76311,11943,10028,1
76312,11943,10032,28
76313,11943,10163,2
76314,11943,10103,23
76315,11943,10307,16
76316,11943,10022,6
76317,11944,10144,1
76318,11944,10028,2
76319,11944,10258,1
76320,11944,10022,3
76321,11944,10008,1
76322,11944,10163,2
76323,11944,10019,5
76324,11944,10316,17
76325,11944,10657,1
76326,11944,10057,2
76327,11944,10032,29
76328,11944,10007,21
76329,11945,10323,100
76330,11946,10282,100
76331,11947,10323,100
76332,11948,10282,100
76333,11949,10431,60
76334,11949,10323,1
76335,11949,10283,39
76336,11950,10446,100
76337,11951,10446,40
76338,11951,10323,60
76339,11952,10007,30
76340,11952,10019,3
76341,11952,10028,2
76342,11952,10032,34
76343,11952,10163,2
76344,11952,10584,3
76345,11952,10307,19
76346,11952,10022,8
76347,11953,10144,1
76348,11953,10028,2
76349,11953,10584,2
76350,11953,10022,2
76351,11953,10008,1
76352,11953,10163,1
76353,11953,10019,5
76354,11953,10316,16
76355,11953,10657,1
76356,11953,10057,1
76357,11953,10032,28
76358,11953,10007,26
76359,11954,10380,98
76360,11954,10323,2
76361,11955,10323,100
76362,11956,10282,100
76364,11957,10323,100
76365,11958,10282,11
76366,11958,10361,89
76367,11959,10380,48
76368,11959,10323,1
76369,11959,10325,51
76370,11960,10282,100
76372,11961,10323,100
76373,11962,11276,2
76374,11962,10007,13
76375,11962,10028,3
76376,11962,10147,1
76377,11962,10022,14
76378,11962,10103,7
76379,11962,11829,1
76380,11962,10307,7
76381,11962,10144,4
76382,11962,10163,4
76383,11962,10161,2
76384,11962,10019,5
76385,11962,10567,4
76386,11962,10057,2
76387,11962,10032,28
76388,11962,10582,2
76389,11963,10264,2
76390,11963,10007,10
76391,11963,10028,3
76392,11963,10070,1
76393,11963,11276,2
76394,11963,10022,6
76395,11963,10032,23
76396,11963,12199,1
76397,11963,10008,2
76398,11963,10144,2
76399,11963,10583,1
76400,11963,10163,2
76401,11963,10019,8
76402,11963,10316,6
76403,11963,10567,3
76404,11963,10657,2
76405,11963,10057,3
76406,11963,10147,2
76407,11963,10582,1
76408,11964,10330,55
76409,11964,10282,45
76410,11965,10281,83
76411,11965,10323,17
76412,11966,10541,100
76413,11967,10281,83
76414,11967,10323,6
76415,11967,10541,11
76416,11968,10282,100
76417,11969,10383,99
76418,11969,10323,1
76419,11970,10325,100
76420,11971,10330,100
76421,11972,10008,3
76422,11972,10028,3
76423,11972,10103,7
76424,11972,10032,18
76425,11972,10022,12
76426,11972,10144,3
76427,11972,10163,2
76428,11972,10019,41
76429,11972,10057,2
76430,11972,11276,5
76431,11972,10007,3
76432,11973,10008,2
76433,11973,10028,3
76434,11973,10032,15
76435,11973,10022,5
76436,11973,12201,1
76437,11973,10144,2
76438,11973,10163,1
76439,11973,10019,39
76440,11973,12202,1
76441,11973,10657,2
76442,11973,10057,2
76443,11973,11276,4
76444,11973,10007,2
76445,11974,12193,100
76446,11975,12204,100
76447,11976,10497,100
76448,11977,10497,98
76449,11977,10412,2
76450,11978,10282,100
76451,11979,10328,100
76452,11980,10028,1
76453,11980,10163,1
76454,11980,10019,96
76455,11980,10022,1
76456,11980,10032,2
76457,11981,10032,2
76458,11981,10019,95
76459,11982,10330,100
76460,11983,10375,100
76461,11984,10380,51
76462,11984,10325,49
76463,11985,12205,100
76464,11986,10332,11
76465,11986,10324,82
76466,11986,10323,7
76467,11987,10332,17
76468,11987,10429,83
76469,11988,10008,5
76470,11988,11276,1
76471,11988,10103,2
76472,11988,10022,3
76473,11988,10032,3
76474,11988,10161,10
76475,11988,10019,38
76476,11988,10007,36
76477,11989,10032,99
76478,11989,10264,1
76479,11990,10008,4
76480,11990,10032,5
76481,11990,11276,2
76482,11990,10028,1
76483,11990,10019,70
76484,11990,10264,2
76485,11990,10130,2
