ID,FK_ID,ChildNodeID,value
77894,12237,10456,1
77895,12237,10169,13
77896,12237,11276,3
77897,12237,10103,3
77898,12237,10032,12
77899,12237,10163,2
77900,12237,10070,1
77901,12237,10338,2
77902,12237,10007,4
77903,12237,10144,4
77904,12238,10028,2
77905,12238,10392,7
77906,12238,10012,1
77907,12238,10258,12
77908,12238,10657,2
77909,12238,10252,2
77910,12238,11605,1
77911,12238,12217,2
77912,12238,10022,6
77913,12238,10019,7
77914,12238,10008,2
77915,12238,12211,3
77916,12238,10057,3
77917,12238,11276,1
77918,12238,10147,2
77919,12238,10032,11
77920,12238,10144,3
77921,12238,10163,2
77922,12238,12202,2
77923,12238,10070,1
77924,12238,10007,4
77925,12238,12199,1
77926,12238,10056,1
77927,12239,10283,100
77928,12240,10279,7
77929,12240,10361,93
77930,12241,10283,39
77931,12241,10383,29
77932,12241,10281,6
77933,12241,10439,26
77934,12242,10007,5
77935,12242,10569,5
77936,12242,10019,10
77937,12242,10028,2
77938,12242,10032,18
77939,12242,10103,6
77940,12242,10169,17
77941,12242,10022,25
77942,12242,10057,5
77943,12242,10144,7
77944,12243,10252,2
77945,12243,10012,2
77946,12243,10258,9
77947,12243,10657,3
77948,12243,10028,3
77949,12243,10006,1
77950,12243,11605,1
77951,12243,12217,1
77952,12243,10022,7
77953,12243,12236,1
77954,12243,10019,6
77955,12243,10008,2
77956,12243,12211,2
77957,12243,10161,1
77958,12243,10057,4
77959,12243,11276,1
77960,12243,10866,2
77961,12243,10147,2
77962,12243,12227,2
77963,12243,10232,1
77964,12243,10032,11
77965,12243,10144,3
77966,12243,10338,1
77967,12243,10163,2
77968,12243,10070,1
77969,12243,10122,2
77970,12243,10007,3
77971,12243,12199,1
77972,12243,10056,1
77973,12244,10383,75
77974,12244,10283,25
77975,12245,10279,100
77976,12246,10281,16
77977,12246,10439,73
77978,12246,10283,11
77979,12247,10283,100
77980,12248,10281,13
77981,12248,10439,58
77982,12248,10283,29
77983,12249,10279,100
77984,12250,10281,16
77985,12250,10439,73
77986,12250,10283,11
77987,12251,10279,100
77988,12252,10330,21
77989,12252,10282,79
77990,12253,10362,63
77991,12253,10281,35
77992,12253,10323,2
77993,12254,10279,100
77994,12255,10017,3
77995,12255,10075,3
77996,12255,10012,2
77997,12255,10449,5
77998,12255,10028,2
77999,12255,10252,1
78000,12255,10006,2
78001,12255,10022,16
78002,12255,10019,6
78003,12255,10008,3
78004,12255,10057,2
78005,12255,10169,14
78006,12255,11276,4
78007,12255,10032,14
78008,12255,10103,5
78009,12255,10338,3
78010,12255,10163,2
78011,12255,10070,1
78012,12255,10144,4
78013,12255,10007,5
78014,12256,10028,3
78015,12256,10012,1
78016,12256,10258,12
78017,12256,10657,3
78018,12256,10449,3
78019,12256,10252,2
78020,12256,10006,1
78021,12256,11605,1
78022,12256,12217,2
78023,12256,10022,4
78024,12256,10019,5
78025,12256,10008,2
78026,12256,12211,3
78027,12256,10232,1
78028,12256,10057,3
78029,12256,11276,1
78030,12256,10147,2
78031,12256,12227,1
78032,12256,10032,11
78033,12256,10144,3
78034,12256,10338,1
78035,12256,10163,1
78036,12256,12202,2
78037,12256,10316,1
78038,12256,10070,1
78039,12256,10007,4
78040,12256,12199,1
78041,12256,10056,2
78042,12257,10282,100
78043,12258,10439,87
78044,12258,10283,13
78045,12259,10279,100
78046,12260,10252,2
78047,12260,10075,2
78048,12260,10012,2
78049,12260,10028,2
78050,12260,10017,2
78051,12260,10022,30
78052,12260,10019,5
78053,12260,10008,1
78054,12260,10057,3
78055,12260,10169,10
78056,12260,11276,3
78057,12260,10032,17
78058,12260,10103,4
78059,12260,10338,3
78060,12260,10163,2
78061,12260,10070,2
78062,12260,10144,4
78063,12260,10007,4
78064,12261,10252,3
78065,12261,10012,2
78066,12261,10258,9
78067,12261,10657,3
78068,12261,10028,3
78069,12261,10006,1
78070,12261,11605,1
78071,12261,12217,1
78072,12261,10022,13
78073,12261,10019,7
78074,12261,10008,2
78075,12261,12211,2
78076,12261,10057,3
78077,12261,11276,1
78078,12261,10147,2
78079,12261,10032,15
78080,12261,10144,3
78081,12261,10338,1
78082,12261,10163,1
78083,12261,10070,1
78084,12261,10007,3
78085,12261,12199,1
78086,12262,10281,100
78087,12263,10361,100
78088,12264,10252,2
78089,12264,10028,3
78090,12264,11276,5
78091,12264,10022,28
78092,12264,10103,5
78093,12264,10177,1
78094,12264,10338,5
78095,12264,10008,5
78096,12264,10144,5
78097,12264,10163,3
78098,12264,10161,4
78099,12264,10019,9
78100,12264,10057,5
78101,12264,10032,17
78102,12264,10007,3
78103,12265,10173,1
78104,12265,10392,1
78105,12265,10012,1
78106,12265,10258,1
78107,12265,10657,4
78108,12265,10028,5
78109,12265,12231,1
78110,12265,10252,3
78111,12265,10006,2
78112,12265,10022,12
78113,12265,10019,10
78114,12265,10008,3
78115,12265,10057,6
78116,12265,10866,1
78117,12265,11276,2
78118,12265,10147,2
78119,12265,12227,1
78120,12265,10032,13
78121,12265,10144,3
78122,12265,10338,2
78123,12265,10163,2
78124,12265,12202,2
78125,12265,10070,1
78126,12265,10264,1
78127,12265,10007,2
78128,12265,12199,2
78129,12266,10380,15
78130,12266,10282,85
78131,12267,10281,100
78132,12268,10279,100
78133,12269,10283,64
78134,12269,10380,3
78135,12269,10439,26
78136,12269,10438,7
78137,12270,10177,1
78138,12270,10028,3
78139,12270,11276,6
78140,12270,10103,11
78141,12270,10022,13
78142,12270,10338,5
78143,12270,10008,5
78144,12270,10144,7
78145,12270,10169,12
78146,12270,11334,3
78147,12270,10019,7
78148,12270,10057,3
78149,12270,10032,20
78150,12270,10007,6
78151,12271,12231,1
78152,12271,10392,1
78153,12271,10258,7
78154,12271,10657,4
78155,12271,10028,4
78156,12271,10006,1
78157,12271,11334,2
78158,12271,10022,4
78159,12271,10019,5
78160,12271,10008,4
78161,12271,10161,1
78162,12271,12211,2
78163,12271,10057,3
78164,12271,11276,2
78165,12271,10147,3
78166,12271,12227,1
78167,12271,10032,15
78168,12271,10144,4
78169,12271,10338,2
78170,12271,10163,1
78171,12271,12202,2
78172,12271,10070,1
78173,12271,10007,3
78174,12271,10122,1
78175,12271,12199,1
78176,12272,10282,48
78177,12272,10279,52
78178,12273,10439,100
78179,12274,10330,100
78180,12275,10279,100
78181,12276,10281,19
78182,12276,10283,81
78183,12277,10279,100
78184,12278,10439,87
78185,12278,10283,13
78186,12279,10279,100
78187,12280,10281,16
78188,12280,10439,73
78189,12280,10283,11
78190,12281,10323,100
78191,12282,10252,2
78192,12282,10075,3
78193,12282,10012,2
78194,12282,10028,2
78195,12282,10017,4
78196,12282,10022,21
78197,12282,10019,5
78198,12282,10008,4
78199,12282,10057,3
78200,12282,10169,14
78201,12282,10456,1
78202,12282,11276,4
78203,12282,10032,15
78204,12282,10103,4
78205,12282,10338,3
78206,12282,10163,2
78207,12282,10070,2
78208,12282,10144,4
78209,12282,10007,6
78210,12283,10028,100
78211,12284,10252,2
78212,12284,10012,2
78213,12284,10258,12
78214,12284,10657,3
78215,12284,10028,3
78216,12284,10006,1
78217,12284,11605,1
78218,12284,12217,2
78219,12284,10022,6
78220,12284,10019,5
78221,12284,10008,2
78222,12284,12211,3
78223,12284,10057,3
78224,12284,11276,1
78225,12284,10147,2
78226,12284,10032,12
78227,12284,10144,3
78228,12284,10338,1
78229,12284,10163,2
78230,12284,12202,2
78231,12284,10070,1
78232,12284,10007,4
78233,12284,12199,1
78234,12284,10056,1
78235,12285,10383,99
78236,12285,10323,1
78237,12286,10361,100
78238,12287,10022,4
78239,12287,10028,2
78240,12287,11276,5
78241,12287,10392,20
78242,12287,10103,5
78243,12287,10338,5
78244,12287,10008,4
78245,12287,10144,7
78246,12287,10161,3
78247,12287,10019,7
78248,12287,10057,5
78249,12287,10032,28
78250,12287,10007,4
78251,12289,12231,1
78252,12289,10392,17
78253,12289,10258,1
78254,12289,10657,4
78255,12289,10028,4
78256,12289,10006,1
78257,12289,10022,2
78258,12289,10019,5
78259,12289,10008,2
78260,12289,10057,5
78261,12289,10866,1
78262,12289,11276,2
78263,12289,10147,2
78264,12289,12227,1
78265,12289,10032,22
78266,12289,10144,4
78267,12289,10338,2
78268,12289,12202,2
78269,12289,10007,3
78270,12289,12199,1
78271,12290,10383,100
78272,12291,10281,14
78273,12291,10283,86
78274,12292,10379,100
78275,12293,10282,48
78276,12293,10279,52
78277,12294,10439,100
78278,12295,10283,100
78280,12296,10279,100
78281,12297,10281,10
78282,12297,10439,46
78283,12297,10283,44
78284,12298,10279,100
78285,12299,10283,100
78286,12300,10279,100
78287,12301,10281,16
78288,12301,10439,73
78289,12301,10283,11
78290,12302,10279,100
78291,12303,10281,13
78292,12303,10439,58
78293,12303,10283,29
78294,12304,10279,100
78295,12305,10439,72
78296,12305,10283,28
78297,12306,10279,100
78298,12307,10323,8
78299,12307,10283,93
78300,12308,10279,100
78301,12309,10439,87
78302,12309,10283,13
78303,12310,10279,100
78304,12311,10439,87
78305,12311,10283,13
78306,12312,10012,2
78307,12312,10017,3
78308,12312,10307,1
78309,12312,10130,1
78310,12312,10006,1
78311,12312,10456,1
78312,12312,10338,2
78313,12312,10007,7
78314,12312,10019,4
78315,12312,10161,1
78316,12312,10173,1
78317,12312,10392,1
78318,12312,10144,3
78319,12312,10008,3
78320,12312,10162,1
78321,12312,10174,1
78322,12312,10103,3
78323,12312,10032,11
78324,12312,12233,1
78325,12312,10163,2
78326,12312,10169,15
78327,12312,10252,2
78328,12312,10057,2
78329,12312,11276,2
78330,12312,10075,3
78331,12312,10022,22
78332,12312,10028,2
78333,12312,10070,1
78334,12313,10028,100
78335,12314,10028,3
78336,12314,10012,2
78337,12314,10258,14
78338,12314,10657,2
78339,12314,12234,1
78340,12314,10252,2
78341,12314,11605,1
78342,12314,12217,2
78343,12314,10022,6
78344,12314,10019,4
78345,12314,10008,2
78346,12314,12211,3
78347,12314,10232,1
78348,12314,10057,2
78349,12314,11276,2
78350,12314,10147,2
78351,12314,10032,11
78352,12314,10144,3
78353,12314,10163,2
78354,12314,12202,2
78355,12314,10316,1
78356,12314,10070,1
78357,12314,10007,5
78358,12314,12199,1
78359,12314,10056,2
78360,12315,10283,100
78361,12316,10281,38
78362,12316,10283,62
78363,12317,10022,20
78364,12317,10103,12
78365,12317,10032,33
78366,12317,10019,17
78367,12317,10057,13
78368,12317,10028,5
78369,12319,10009,2
78370,12319,10392,2
78371,12319,10258,3
78372,12319,10657,5
78373,12319,10173,1
78374,12319,10028,5
78375,12319,12231,1
78376,12319,10006,2
78377,12319,10014,2
78378,12319,10022,6
78379,12319,10019,7
78380,12319,10008,3
78381,12319,10161,2
78382,12319,10232,2
78383,12319,10057,7
78384,12319,11276,2
78385,12319,10147,2
78386,12319,12227,2
78387,12319,10032,14
78388,12319,10144,4
78389,12319,10338,2
78390,12319,10163,2
78391,12319,10070,1
78392,12319,10007,2
78393,12319,12199,2
78394,12320,10281,86
78395,12320,10283,14
78396,12321,10281,28
78397,12321,10283,72
78398,12322,10177,1
78399,12322,10147,1
78400,12322,10028,4
78401,12322,11276,8
78402,12322,10022,8
78403,12322,10338,7
78404,12322,10169,5
78405,12322,10144,8
78406,12322,10008,8
78407,12322,10161,7
78408,12322,10019,12
78409,12322,10103,8
78410,12322,10032,21
78411,12322,10057,4
78412,12323,10028,6
78413,12323,10392,1
78414,12323,10258,3
78415,12323,10657,5
78416,12323,10173,1
78417,12323,12231,1
78418,12323,10006,2
78419,12323,10022,3
78420,12323,10019,9
78421,12323,10008,3
78422,12323,10161,2
78423,12323,10232,2
78424,12323,10057,5
78425,12323,10866,2
78426,12323,11276,2
78427,12323,10147,3
78428,12323,12227,2
78429,12323,10032,15
78430,12323,10144,4
78431,12323,10338,2
78432,12323,10163,2
78433,12323,12202,4
78434,12323,10070,1
78435,12323,10007,3
78436,12323,12199,2
78437,12324,10361,100
78438,12325,10323,100
78439,12326,10281,100
78440,12327,10279,100
78441,12328,10283,10
78442,12328,10439,72
78443,12328,10323,1
78444,12328,10281,16
78445,12329,10022,23
78446,12329,10012,2
78447,12329,10028,2
78448,12329,10252,2
78449,12329,10006,1
78450,12329,10019,7
78451,12329,10008,3
78452,12329,10057,3
78453,12329,10169,6
78454,12329,11276,4
78455,12329,10032,19
78456,12329,10103,7
78457,12329,10338,4
78458,12329,10163,3
78459,12329,10070,1
78460,12329,10122,1
78461,12329,10007,4
78462,12329,10144,6
78463,12330,10252,2
78464,12330,10012,1
78465,12330,10258,5
78466,12330,10657,4
78467,12330,10028,4
78468,12330,10006,1
78469,12330,10022,9
78470,12330,10019,8
78471,12330,10008,2
78472,12330,10161,1
78473,12330,12211,1
78474,12330,10057,4
78475,12330,11276,1
78476,12330,10147,2
78477,12330,12227,1
78478,12330,10032,16
78479,12330,10144,4
78480,12330,10338,1
78481,12330,10163,2
78482,12330,12202,2
78483,12330,10070,1
78484,12330,10007,3
78485,12330,10122,2
78486,12330,12199,1
78487,12331,10282,60
78488,12331,10279,40
78489,12332,10439,100
78490,12333,10282,99
78491,12333,10279,1
78492,12334,10439,18
78493,12334,10282,48
78494,12334,10283,35
78495,12335,10279,100
78496,12336,10439,87
78497,12336,10283,13
78498,12337,10439,87
78499,12337,10283,13
78500,12338,10279,100
78501,12339,10330,88
78502,12339,10279,12
78503,12340,10439,87
78504,12340,10283,13
78505,12341,10144,3
78506,12341,10028,1
78507,12341,10103,3
78508,12341,10022,30
78509,12341,10169,23
78510,12341,10075,5
78511,12341,10008,4
78512,12341,10456,1
78513,12341,10017,3
78514,12341,10019,3
78515,12341,10057,2
78516,12341,10032,14
78517,12341,10007,6
78518,12342,10252,1
78519,12342,10258,17
78520,12342,10657,2
78521,12342,12234,2
78522,12342,10028,2
78523,12342,11605,2
78524,12342,12217,3
78525,12342,10022,6
78526,12342,10019,4
78527,12342,10008,2
78528,12342,12211,4
78529,12342,10057,3
78530,12342,10866,1
78531,12342,10147,2
78532,12342,10032,12
78533,12342,10144,2
78534,12342,12202,2
78535,12342,12232,1
78536,12342,10070,1
78537,12342,10007,5
78538,12342,12199,1
78539,12342,10056,2
78540,12343,10279,100
78541,12344,10439,87
78542,12344,10283,13
78543,12345,10279,100
78544,12346,10281,100
78545,12347,10383,100
78546,12348,10439,86
78547,12348,10323,1
78548,12348,10283,12
78549,12349,10279,5
78550,12349,10361,95
78551,12350,10383,100
78552,12351,10006,1
78553,12351,10075,2
78554,12351,10392,10
78555,12351,10028,2
78556,12351,10162,2
78557,12351,11334,1
78558,12351,10022,15
78559,12351,10019,5
78560,12351,10008,4
78561,12351,10161,3
78562,12351,10057,4
78563,12351,10169,8
78564,12351,11276,4
78565,12351,10177,1
78566,12351,10032,17
78567,12351,10103,4
78568,12351,10338,4
78569,12351,10163,2
78570,12351,10144,5
78571,12351,10007,4
78572,12352,10006,1
78573,12352,10392,9
78574,12352,10258,7
78575,12352,10657,3
78576,12352,10028,4
78577,12352,11334,1
78578,12352,10022,4
78579,12352,10019,7
78580,12352,10008,2
78581,12352,12211,2
78582,12352,10057,5
78583,12352,11276,1
78584,12352,10147,2
78585,12352,12227,1
78586,12352,10032,15
78587,12352,10144,3
78588,12352,10338,1
78589,12352,10163,1
78590,12352,12202,3
78591,12352,10007,3
78592,12352,12199,1
78593,12353,10283,100
78594,12354,10279,100
78595,12355,10281,16
78596,12355,10439,73
78597,12355,10283,11
78598,12356,10279,100
78599,12357,10281,13
78600,12357,10439,58
78601,12357,10283,29
78602,12358,10380,86
78603,12358,10439,14
78604,12359,10279,100
78605,12360,10283,100
78606,12361,10279,100
78607,12362,10281,19
78608,12362,10439,43
78609,12362,10283,37
78610,12363,10281,38
78611,12363,10283,62
78612,12364,10028,1
78613,12364,10075,3
78614,12364,10012,2
78615,12364,10307,1
78616,12364,10173,1
78617,12364,10252,2
78618,12364,10017,6
78619,12364,10006,1
78620,12364,10022,15
78621,12364,10019,4
78622,12364,10008,3
78623,12364,10161,2
78624,12364,10057,2
78625,12364,10456,1
78626,12364,10169,14
78627,12364,11276,3
78628,12364,10103,5
78629,12364,10032,15
78630,12364,10163,3
78631,12364,10070,1
78632,12364,10338,2
78633,12364,10007,7
78634,12364,10144,6
78635,12365,10028,2
78636,12365,10012,2
78637,12365,10258,11
78638,12365,10657,3
78639,12365,12234,1
78640,12365,10252,3
78641,12365,11605,1
78642,12365,12217,2
78643,12365,10022,4
78644,12365,10019,4
78645,12365,10008,2
78646,12365,10161,1
78647,12365,12211,3
78648,12365,10057,2
78649,12365,11276,2
78650,12365,10232,1
78651,12365,10147,2
78652,12365,10032,14
78653,12365,10144,4
78654,12365,10163,2
78655,12365,12202,1
78656,12365,10316,1
78657,12365,10070,1
78658,12365,10007,5
78659,12365,12199,1
78660,12365,10056,2
78661,12366,10813,18
78662,12366,10282,82
78663,12367,10282,82
78664,12367,10279,18
78665,12368,10281,14
78666,12368,10283,86
78667,12369,10279,100
78668,12370,10283,10
78669,12370,10383,1
78670,12370,10281,16
78671,12370,10439,72
78672,12371,10144,5
78673,12371,10028,2
78674,12371,10032,19
78675,12371,10022,28
78676,12371,10008,2
78677,12371,10075,4
78678,12371,10169,13
78679,12371,10019,8
78680,12371,10017,5
78681,12371,10057,5
78682,12371,10103,5
78683,12371,10007,6
78684,12372,10252,2
78685,12372,10392,1
78686,12372,10258,9
78687,12372,10657,3
78688,12372,10028,3
78689,12372,10006,1
78690,12372,11605,1
78691,12372,12217,1
78692,12372,10022,8
78693,12372,10019,8
78694,12372,10008,3
78695,12372,10161,1
78696,12372,12211,2
78697,12372,10057,4
78698,12372,11276,1
78699,12372,10232,2
78700,12372,10147,2
78701,12372,12227,1
78702,12372,10032,14
78703,12372,10144,3
78704,12372,10338,1
78705,12372,10163,2
78706,12372,10070,1
78707,12372,10264,2
78708,12372,10007,4
78709,12372,12199,2
78710,12372,10056,2
78711,12373,10282,100
78712,12374,10323,100
78713,12375,10362,24
78714,12375,10325,76
78715,12376,10330,100
78716,12377,10279,100
78717,12378,10383,100
78718,12379,10008,12
78719,12379,10032,28
78720,12379,10019,14
78721,12379,10028,4
78722,12379,10103,7
78723,12379,10177,2
78724,12379,10022,26
78725,12379,10057,7
78726,12380,10006,1
78727,12380,10258,1
78728,12380,10657,4
78729,12380,10173,1
78730,12380,10028,5
78731,12380,11121,1
78732,12380,10022,8
78733,12380,10019,12
78734,12380,10008,3
78735,12380,10161,1
78736,12380,10057,5
78737,12380,11276,2
78738,12380,10147,2
78739,12380,12227,1
78740,12380,10032,16
78741,12380,10144,1
78742,12380,10338,2
78743,12380,10163,3
78744,12380,12202,5
78745,12380,10070,1
78746,12380,10264,2
78747,12380,10007,3
78748,12380,12199,2
78749,12381,10282,91
78750,12381,10379,9
78751,12382,10080,1
78752,12382,11550,1
78753,12382,10191,6
78754,12382,10028,11
78755,12382,10749,12
78756,12382,12240,2
78757,12382,10103,5
78758,12382,10022,8
78759,12382,10006,5
78760,12382,10008,5
78761,12382,11470,4
78762,12382,10019,5
78763,12382,10197,13
78764,12382,10057,2
78765,12382,10032,17
78766,12382,10007,3
78767,12383,10197,19
78768,12383,10028,81
78769,12384,10749,7
78770,12384,10028,10
78771,12384,10657,2
78772,12384,12209,3
78773,12384,10147,1
78774,12384,12211,3
78775,12384,10022,3
78776,12384,10008,4
78777,12384,10006,3
78778,12384,10163,1
78779,12384,10161,1
78780,12384,11470,1
78781,12384,10019,6
78782,12384,12227,1
78783,12384,10130,1
78784,12384,10197,10
78785,12384,10057,2
78786,12384,10032,13
78787,12384,10007,2
78788,12385,10279,1
78789,12385,10330,26
78790,12385,10361,66
78791,12385,12241,7
78792,12386,10380,58
78793,12386,10383,1
78794,12386,10362,6
78795,12386,10332,6
78796,12386,10432,2
78797,12386,10281,26
78798,12386,12241,2
78799,12387,10322,100
78800,12388,10332,92
78801,12388,10282,2
78802,12388,10362,4
78803,12388,10432,1
78804,12389,10332,98
78805,12389,10759,2
78806,12390,10759,100
78807,12391,10323,100
78808,12392,10759,100
78809,12393,10282,100
78810,12394,10332,97
78811,12394,10282,3
78812,12395,10283,84
78813,12395,10332,12
78814,12395,10282,2
78815,12395,10362,2
78816,12396,10022,8
78817,12396,10009,1
78818,12396,10028,13
78819,12396,10006,21
78820,12396,10197,17
78821,12396,10749,3
78822,12396,10265,1
78823,12396,10008,4
78824,12396,10191,5
78825,12396,10169,1
78826,12396,11470,1
78827,12396,10019,5
78828,12396,10032,15
78829,12396,10007,2
78830,12396,10384,1
78831,12397,11470,4
78832,12397,10191,1
78833,12397,10197,22
78834,12397,10028,73
78835,12398,10006,18
78836,12398,10032,15
78837,12398,10028,13
78838,12398,10019,8
78839,12398,10197,16
78840,12398,12222,1
78841,12398,10749,3
78842,12398,10008,3
78843,12398,12209,1
78844,12398,10022,3
78845,12398,10007,1
78846,12399,10383,55
78847,12399,10323,45
78848,12400,10759,100
78849,12401,10432,4
78850,12401,10283,45
78851,12401,10362,12
78852,12401,10332,14
78853,12401,10380,5
78854,12401,10281,18
78855,12401,10438,3
78856,12402,10813,1
78857,12402,10759,10
78858,12402,10279,2
78859,12402,10282,11
78860,12402,10332,72
78861,12402,10814,4
78862,12403,10281,25
78863,12403,10283,75
78864,12404,10759,100
78865,12405,10279,100
78866,12406,10383,100
78867,12407,11276,1
78868,12407,11550,1
78869,12407,10191,24
78870,12407,10028,22
78871,12407,10022,7
78872,12407,10174,1
78873,12407,10265,2
78874,12407,10169,1
78875,12407,10006,5
78876,12407,10144,1
78877,12407,10008,4
78878,12407,10019,4
78879,12407,10749,2
78880,12407,10057,1
78881,12407,10032,17
78882,12407,10007,7
78883,12408,10028,100
78884,12409,10422,20
78885,12409,10028,15
78886,12409,10174,2
78887,12409,10022,3
78888,12409,10265,2
78889,12409,10006,9
78890,12409,10008,3
78891,12409,10019,6
78892,12409,10749,1
78893,12409,10057,2
78894,12409,10032,14
78895,12409,10007,5
78896,12410,10438,36
78897,12410,10282,64
78898,12411,10379,100
78899,12412,10279,100
78900,12413,10283,84
78901,12413,10328,3
78902,12413,10383,4
78903,12413,10362,8
78904,12414,10332,14
78905,12414,10281,5
78906,12414,10432,3
78907,12414,10292,4
78908,12414,10430,5
78909,12414,10328,2
78910,12414,10431,10
78911,12414,10362,11
78912,12414,10383,21
78913,12414,10283,24
78914,12415,10290,3
78915,12415,10430,2
78916,12415,10279,1
78917,12415,10436,1
78918,12415,10332,88
78919,12415,10429,2
78920,12415,10278,3
78921,12416,10430,77
78922,12416,10322,23
78923,12417,10281,100
78924,12418,10330,100
78925,12419,10383,99
78926,12419,10323,1
78927,12420,10383,100
78928,12421,10330,100
78930,12423,10022,20
78931,12423,10009,2
78932,12423,10028,2
78933,12423,10017,2
78934,12423,10006,2
78935,12423,10749,2
78936,12423,10306,1
78937,12423,10008,4
78938,12423,10161,1
78939,12423,10191,1
78940,12423,10057,3
78941,12423,10169,3
78942,12423,11276,3
78943,12423,10019,8
78944,12423,10032,14
78945,12423,10103,12
78946,12423,10338,2
78947,12423,10163,7
78948,12423,10070,2
78949,12423,10264,2
78950,12423,10007,4
78951,12423,10144,3
78952,12425,10006,1
78953,12425,10258,2
78954,12425,10657,2
78955,12425,10009,1
78956,12425,10028,3
78957,12425,12209,1
78958,12425,10022,6
78959,12425,10749,1
78960,12425,10019,18
78961,12425,10008,2
78962,12425,10057,3
78963,12425,10147,1
78964,12425,10032,12
78965,12425,10144,2
78966,12425,10163,4
78967,12425,12202,2
78968,12425,10070,1
78969,12425,12243,6
78970,12425,10264,5
78971,12425,10007,3
78972,12422,10380,100
78973,12426,10282,100
78974,12427,10144,3
78975,12427,10028,3
78976,12427,10392,10
78977,12427,10022,31
78978,12427,10032,16
78979,12427,10163,11
78980,12427,10019,12
78981,12427,10017,4
78982,12427,10057,4
78983,12427,10103,4
78984,12427,11318,2
78985,12428,10006,1
78986,12428,10392,8
78987,12428,10657,2
78988,12428,10028,4
78989,12428,12231,1
78990,12428,12209,1
78991,12428,10022,8
78992,12428,12236,1
78993,12428,10019,23
78994,12428,10008,2
78995,12428,10057,5
78996,12428,11276,1
78997,12428,10147,2
78998,12428,10032,12
78999,12428,10144,3
79000,12428,10338,1
79001,12428,10163,5
79002,12428,10070,2
79003,12428,10264,4
79004,12428,10007,1
79005,12428,12199,1
79006,12429,10361,100
79007,12430,10103,4
79008,12430,10019,16
79009,12430,10028,3
79010,12430,10032,18
79011,12430,10163,15
79012,12430,10022,37
79013,12430,10057,4
79014,12430,10144,3
79015,12431,12209,1
79016,12431,10657,3
79017,12431,10028,4
79018,12431,12231,1
79019,12431,10006,1
79020,12431,10022,9
79021,12431,12244,1
79022,12431,10019,26
79023,12431,10008,2
79024,12431,10057,4
79025,12431,10866,2
79026,12431,11276,1
79027,12431,10147,1
79028,12431,10032,13
79029,12431,10144,3
79030,12431,10338,1
79031,12431,10163,6
79032,12431,10070,2
79033,12431,10264,5
79034,12431,10007,2
79035,12432,10380,67
79036,12432,10323,33
79038,12434,10103,8
79039,12434,10028,2
79040,12434,11276,4
79041,12434,10070,2
79042,12434,10022,28
79043,12434,10122,1
79044,12434,10338,3
79045,12434,10008,3
79046,12434,10144,4
79047,12434,10163,11
79048,12434,10019,10
79049,12434,10057,5
79050,12434,10032,17
79051,12435,12209,1
79052,12435,10657,3
79053,12435,10028,3
79054,12435,12231,1
79055,12435,10006,1
79056,12435,10022,8
79057,12435,10019,21
79058,12435,10008,2
79059,12435,10057,5
79060,12435,11276,1
79061,12435,10147,2
79062,12435,10032,13
79063,12435,10144,3
79064,12435,10338,1
79065,12435,10163,5
79066,12435,12202,2
79067,12435,10070,2
79068,12435,10264,4
79069,12435,10007,1
79070,12435,10122,2
79071,12433,10283,100
79072,12436,10022,25
79073,12436,10162,2
79074,12436,10028,2
79075,12436,10006,2
79076,12436,10569,4
79077,12436,10019,7
79078,12436,10008,3
79079,12436,10161,2
79080,12436,10191,2
79081,12436,10057,2
79082,12436,11276,4
79083,12436,10032,16
79084,12436,10103,5
79085,12436,10338,3
79086,12436,10163,11
79087,12436,10070,2
79088,12436,10130,2
79089,12436,10007,2
79090,12436,10144,3
79091,12437,10569,3
79092,12437,10657,3
79093,12437,10028,3
79094,12437,12231,1
79095,12437,10006,1
79096,12437,12209,1
79097,12437,10022,8
79098,12437,10019,21
79099,12437,10008,2
79100,12437,10057,3
79101,12437,11276,2
79102,12437,10147,2
79103,12437,12227,1
79104,12437,10032,14
79105,12437,10144,3
79106,12437,10338,1
79107,12437,10163,5
79108,12437,12202,1
79109,12437,10070,2
79110,12437,10264,4
79111,12437,10130,2
79112,12437,12199,1
79113,12437,10007,1
79114,12438,10281,100
79115,12439,10379,100
79116,12440,10361,100
79117,12441,10380,89
79118,12441,11900,11
79119,12442,10006,2
79120,12442,10144,4
79121,12442,12245,1
79122,12442,10162,2
79123,12442,10028,4
79124,12442,10022,28
79125,12442,10019,10
79126,12442,10008,4
79127,12442,10161,2
79128,12442,10191,1
79129,12442,10057,2
79130,12442,11276,3
79131,12442,10032,14
79132,12442,10103,4
79133,12442,10338,3
79134,12442,10163,9
79135,12442,10070,2
79136,12442,11330,1
79137,12442,10264,1
79138,12442,10007,3
79139,12443,10028,100
79140,12444,10006,1
79141,12444,10657,2
79142,12444,12245,2
79143,12444,10028,5
79144,12444,12231,1
79145,12444,12209,1
79146,12444,10022,7
79147,12444,10019,20
79148,12444,10008,3
79149,12444,10057,4
79150,12444,11276,1
79151,12444,10147,2
79152,12444,10032,12
79153,12444,10144,3
79154,12444,10338,1
79155,12444,10163,5
79156,12444,12202,2
79157,12444,10070,2
79158,12444,10264,5
79159,12444,10007,2
79161,12445,10383,100
79162,12446,10323,100
79163,12447,10019,5
79164,12447,10162,3
79165,12447,10028,4
79166,12447,10006,3
79167,12447,10022,20
79168,12447,10008,5
