item_pid,audio_format,bit_rate,codec_type,codec_subtype,data_kind,data_url,duration,eq_preset,format,gapless_heuristic_info,gapless_encoding_delay,gapless_encoding_drain,gapless_last_frame_resynch,has_video,relative_volume,sample_rate,start_time_ms,stop_time_ms,volume_normalization_energy,progression_direction
4334992639745348081,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348082,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348083,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348084,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348085,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348086,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348087,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348088,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348089,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348090,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348091,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348092,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348093,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348094,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348095,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348096,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348097,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
4334992639745348098,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
5095894701845146737,0,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
5398120735335638788,0,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
5653295474666422846,0,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
5754762387447453681,0,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
6160503796200266268,0,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
6547747727934431728,0,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
6834521314832366794,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366795,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366796,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366797,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366798,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366799,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366800,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366801,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366802,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366803,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366804,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366805,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366806,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366807,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366808,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366809,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366810,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366811,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366812,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366813,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366814,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366815,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366816,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366817,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366818,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366819,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366820,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366821,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366822,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366823,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366824,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366825,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366826,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366827,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366828,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
6834521314832366829,256,256,1836069985,2,0,,0,,m4a,0,0,0,0,0,0.0,44100.0,0.0,0.0,0,0
8103097208985786449,0,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8668036783548290214,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930945,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930946,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930947,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930948,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930949,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930950,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930952,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930953,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930954,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930955,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930956,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930959,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930961,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930962,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930963,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930964,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930965,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930966,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930967,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930968,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930969,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930970,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930971,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930972,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930973,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930974,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930975,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930976,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930977,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930978,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930979,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930980,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930981,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930982,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930983,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930984,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930985,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930986,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930987,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930988,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930989,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930990,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930991,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930992,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930993,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930995,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930996,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930997,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930998,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939930999,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931000,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931001,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931002,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931003,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931004,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931005,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931006,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931007,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931008,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931009,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931010,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931011,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931012,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931013,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931014,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931015,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931016,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931017,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931018,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931019,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931020,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931021,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931022,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931023,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931024,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931025,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931026,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931027,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931028,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931029,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931030,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931031,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931033,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931034,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931035,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931036,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931037,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931038,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931039,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931040,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931041,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931042,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931043,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931044,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931045,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931046,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931047,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931048,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931049,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931050,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931051,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931052,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931053,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931054,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931055,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931056,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931057,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931058,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931059,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931060,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931061,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931062,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931063,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931064,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931065,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931066,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931067,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931068,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931069,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931070,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931071,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931072,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931073,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931074,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931075,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
8877232900939931076,256,0,0,0,0,,0,,,0,0,0,0,0,,0.0,0.0,0.0,0,0
