Z_ENT,Z_NAME,Z_SUPER,Z_MAX
1,Action,0,0
2,AddressBookEntry,0,0
3,Connection,0,1
4,Conversation,0,2
5,GenericMessageData,0,25
6,Label,0,1
7,Member,0,0
8,Message,0,23
9,AssetClientMessage,8,0
10,ClientMessage,8,0
11,ImageMessage,8,0
12,KnockMessage,8,0
13,SystemMessage,8,0
14,TextMessage,8,0
15,MessageConfirmation,0,5
16,ParticipantRole,0,3
17,Reaction,0,0
18,Role,0,2
19,Session,0,1
20,Team,0,0
21,User,0,2
22,UserClient,0,12
