entry_ID,version,hash_value,storage_policy,request_key,time_stamp,partition
1,0,1002762911,0,"https://bag.itunes.apple.com/bag.xml?os=iOS&osVersion=13.3.1&deviceClass=iPhone&product=Podcasts&productVersion=3.9&profile=Podcasts&profileVersion=1&storefront=143441-1,29&format=json",2020-03-25 19:17:54,
2,0,435161044,0,https://apps.mzstatic.com/content/podcasts-app-ios-12/resources/localization/492f5ac5886def3449f785f89d87fe99/en-us.json,2020-03-25 19:17:54,
3,0,-1356080698,0,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewGrouping?cc=us&id=33,2020-03-25 19:17:54,
4,0,-1615768275,0,https://s.mzstatic.com/sap/setupCert.plist,2020-03-25 19:17:54,
5,0,8289329314110577678,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1164278826,1269253764,1491554362,1350594046,1246443751,1013225660,1450820162,1161227380,1214724849,1454139632,1423733399,1348469699,1348470106,1444303449,948976028,1436996034,1333863338,360084272,1047335260,1322200189,1446088262,278981407,1464919521,1500667648,1074507850,214089682,77001367,201671138,1480311435,1500035260,294055449,1501568556,1503921457,1233834541,1028908750,1192761536,1345682353,703720228,290783428,1498806952,1000469332678,1000469088229,1000469378489,1000469446293,1000469221211,1000469188253,1000469277904,1000469209725,1000469200463,1000469364166&p=lockup&version=2",2020-03-25 19:17:54,
6,0,-1202694782522050660,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1000469141333,1000468905933,1000469201843,1000469285023,1000469331720,1000469443949,1000469332888,1000469257907,1000469079951,1000469271099,1000469310646,1000469200574,1000469211599,1000469292191,1000469421818,1000469220543,1000469386774,1000469422933,1000469263078,1000469211084,1408856271,953290300,1350594046,1168154281,1240841298,1455418690,1155194811,1141509275,858124601,1294325824,808014240,1443856963,1223813619,1191831035,1435743296,1217657323,1437525441,1354140820,1487177054,1438778444,1454558862,1450178017,1439209054,1227971746,1432822678,1466697207,1048515651,1457611450,1437306870,1377843908&p=lockup&version=2",2020-03-25 19:17:54,
7,0,-7835209959917205121,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1472401495,1459657136,1346314086,1275172907,1437122415,1495401238,1172546141,1491735705,1498213373,1490932792,1483084876,1483073168,1484576595,915544088,1498806952,1486518248,1487980715,1483494287,1487832562,1492764286,1477279443,1482310665,1439735906,1484142154,1484408677,1476928106,201671138,1244784611,1493558501,1488672479,917918570,1170934381,1487213874,703720228,1483233279,1046413761,1233834541,1103320303,1440083927,1164304576,1387197359,1161227380,73800749,1447593081,1408102830,1399705006,984771479,1348469682,956659263,1500676092&p=lockup&version=2",2020-03-25 19:17:54,
8,0,-3901104718458329929,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1472401495,1499296059,1493558501,1480991718,1158546491,964347702,1492764286,1150124880,1456685083,1483260185,1364507626,1487730212,1485798128,1291579828,1487177054,1484428779,1485636621,1482310665,1482132871,1468607534,386707974,1485527143,1438778444,886009669,1205462850,1483233279,1483117984,1481022911,1482706696,1483879124,1479092574&p=lockup&version=2",2020-03-25 19:17:54,
9,0,-7278991627733974620,0,https://podcasts.apple.com/us/podcast/up-first/id1222114325,2020-03-25 19:18:00,
10,0,-3404001439000180726,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=121493804,1150510297,1057255460,79687345,253191823,278974813,121493675,1091709555&p=lockup&version=2",2020-03-25 19:18:00,
11,0,6251529174410241051,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1057255460,1091709555,121493804,1250180134,278974813,1119389968,1188724250,121493675,1268047665&p=lockup&version=2",2020-03-25 19:18:00,
12,0,-804646973,0,https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=com.apple.podcasts&id=1222114325&p=product&version=1,2020-03-25 19:18:00,
13,0,1273989488982203366,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=D&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
14,0,6213585331525516263,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Di&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
15,0,7965601528395931821,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digi&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
16,0,-5431616859754591892,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digita&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
17,0,8027966623814304886,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digital%20&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
18,0,-6626012544038481803,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digital%20f&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
19,0,-1863853795651396957,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digital%20for&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
20,0,-624969052,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digital%20fore&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
21,0,355029106,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digital%20forem&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
22,0,-2030456717,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digital%20forema&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
23,0,-1473645752,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Digital%20foremai&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:25,
24,0,-5337674060434361851,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=digital%20forensic%20survival%20podcast&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:28,
25,0,-2195857174636970992,0,https://search.itunes.apple.com/WebObjects/MZStore.woa/wa/search?clientApplication=Podcasts&os=13.0&term=digital%20forensic%20survival%20podcast&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:18:29,
26,0,4111303405508238946,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1000372748645,1000401595412,1000372361938,1000385255097,1000438077610,1000407593187,1000376492733,1000408587388,1000385726548,1000377633409&p=description-lockup&version=2",2020-03-25 19:18:35,
27,0,3337577074140380443,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1108714304,1400926647,653016185,718967852,1375339408,1253616150,1204570053,1078714736,1074507850,1206817375,1358793371,998568017,1257454051,1155846302,278981407,1455668750,1212985132,283605519,1451559688,949195280,78775671,74849126,1194755213,1114356949,394775318,1244309070,1345682353,917918570,1201282406,1110860681,1000467292496,1000365220535,1000370131818,1000366177521,1000379162576,1000367490359,1000391860960,1000371948760,1000368794470,1000369207810,1000370609887,1000371521165,1000367904279,1000369741937,1000374466143,1000373064745,1000368323737,1000384518031,1000395087482,1000398925572&p=description-lockup&version=2",2020-03-25 19:18:35,
28,0,319120035422100146,0,https://podcasts.apple.com/us/podcast/digital-forensic-survival-podcast/id1085119221,2020-03-25 19:18:35,
29,0,1168529375100152318,0,"https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=P6&id=1037741203,466659176,799131292,797742806,1179376133,315355232,1225077306,1026428940,334648685,1183036867,154782182,1355885314,121896233,300769012,585914973&p=lockup&version=2",2020-03-25 19:18:35,
30,0,855038922,0,https://client-api.itunes.apple.com/WebObjects/MZStorePlatform.woa/wa/lookup?caller=com.apple.podcasts&id=1085119221&p=product&version=1,2020-03-25 19:18:35,
31,0,-1168270362,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=C&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:08,
32,0,6213585331525516263,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Cu&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:08,
33,0,2220462724047618220,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Cul&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:08,
34,0,-1348464772,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Cult%20&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:08,
35,0,-649040003,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Cult%20l&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:08,
36,0,-241933195,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Cult%20lf&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:08,
37,0,1373898911366803325,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Cult%20o&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:11,
38,0,-4515547190560673674,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Cult%20of%20&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:11,
39,0,-1168270362,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=T&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:28,
40,0,6213585331525516263,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=Th&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:28,
41,0,-5431616859754591892,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=The%20&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:28,
42,0,-1101298073526595716,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=The%20C&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:28,
43,0,1373898911366803325,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=The%20Cu&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:28,
44,0,-2124817950474738571,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=The%20Cul&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:28,
45,0,1092928630,0,https://search.itunes.apple.com/WebObjects/MZSearchHints.woa/wa/hints?clientApplication=Podcasts&os=13.0&term=The%20Cult&caller=com.apple.podcasts&profile=description-lockup&version=1,2020-03-25 19:19:28,
