ID,timestamp,DistributionID,StartOffset
22763,1586867867.2328362,25,0
22764,1586867867.233318,30,0
22765,1586868091.7309704,25,0
22766,1586868091.7315493,30,0
22767,1586868091.734291,25,0
22768,1586868091.735248,30,-1
22769,1586868225.8941522,1,-5
22770,1586868226.447818,25,0
22771,1586868226.4480772,30,0
22772,1586868226.448806,25,0
22773,1586868226.449335,30,0
22774,1586868231.270074,1,-270
22775,1586868237.619978,7,-25
22776,1586868253.2689981,1,0
22777,1586868254.6525183,25,0
22778,1586868254.652924,30,0
22779,1586868254.6561282,25,-1
22780,1586868254.656505,30,-1
22781,1586868264.647182,1,0
22782,1586868268.2940903,7,0
22783,1586868307.220277,1,-57
22784,1586868312.485021,25,0
22785,1586868312.485537,30,0
22786,1586868312.486938,25,0
22787,1586868312.4872632,30,0
22788,1586868318.5823421,1,0
22789,1586868613.6527812,8,0
22790,1586868614.3929431,25,0
22791,1586868614.3938203,30,-1
22792,1586868614.3943272,25,-1
22793,1586868614.3951302,30,-1
22794,1586868634.8423502,8,0
22795,1586868658.700668,8,0
22796,1586868702.0675373,8,0
22797,1586868762.6766543,8,-1
22798,1586868794.7312193,8,0
22799,1586868839.6549091,8,-1
22800,1586868875.8005722,8,0
22801,1586869243.694778,25,0
22802,1586869243.6953351,30,0
22803,1586869243.703188,25,0
22804,1586869243.703672,30,0
22805,1586871429.533814,25,0
22806,1586871429.534846,30,-1
22807,1586871429.536591,25,0
22808,1586871429.537053,30,0
22809,1586871669.7092881,25,0
22810,1586871669.710282,30,-1
22811,1586871669.7117112,25,0
22812,1586871669.7123833,30,0
22813,1586872085.6679382,1,-56
22814,1586872089.756957,25,0
22815,1586872089.757841,30,-1
22816,1586872089.758337,25,0
22817,1586872089.758501,30,0
22818,1586872096.927134,1,0
22819,1586872097.4010043,1,-41
22820,1586872099.5913692,1,0
22821,1586872105.8676333,1,-59
22822,1586872117.0641131,1,0
22823,1586872122.7717361,1,-36
22824,1586872127.0634732,1,0
22825,1586872127.4725711,1,-37
22826,1586872138.8387651,1,0
22827,1586872146.684359,1,-54
22828,1586872149.0663462,1,-1
22829,1586872149.6716242,25,0
22830,1586872149.671904,30,0
22831,1586872149.6780682,25,0
22832,1586872149.678316,30,0
22833,1586872150.100625,1,-100
22834,1586872150.100986,1,-94
22835,1586872155.992067,25,-1
22836,1586872155.9922752,30,-1
22837,1586872155.992403,25,0
22838,1586872155.992486,30,0
22839,1586872160.603486,1,-451
22840,1586872366.9090872,1,-7
22841,1586872368.238481,1,-62
22842,1586872375.3860781,1,-6
22843,1586872377.98708,25,0
22844,1586872377.987656,30,0
22845,1586872377.988145,25,0
22846,1586872377.988501,30,-1
22847,1586872380.2222853,1,-809
22848,1586872436.333911,1,-25
22849,1586872445.9396152,1,-42
22850,1586872448.8844013,1,-32
22851,1586872449.2208633,1,-2
22852,1586872451.0257273,25,0
22853,1586872451.0261073,30,0
22854,1586872451.027254,25,0
22855,1586872451.0275562,30,0
22856,1586872453.031095,1,-8
22857,1586872454.1364403,1,-76
22858,1586872457.791521,1,-156
22859,1586872460.7878842,1,-26
22860,1586872494.479998,1,-8
22861,1586872503.3869839,1,0
22862,1586872508.137793,25,-3
22863,1586872508.1387029,30,-4
22864,1586872508.1601639,25,-1
22865,1586872508.1607542,30,-2
22866,1586872508.161254,25,0
22867,1586872508.161642,30,-1
22868,1586872508.172288,25,-8
22869,1586872508.174687,30,-11
22870,1586872508.1810222,25,-15
22871,1586872508.181422,30,-16
22872,1586872508.217605,25,0
22873,1586872508.2182412,30,0
22874,1586872508.233601,25,0
22875,1586872508.234178,30,0
22876,1586872508.262995,25,0
22877,1586872508.264374,30,-1
22878,1586872508.26815,25,0
22879,1586872508.268691,30,0
22880,1586872508.2697,25,0
22881,1586872508.270149,30,0
22882,1586872835.1169271,25,0
22883,1586872835.1174912,30,0
22884,1586872835.125359,25,0
22885,1586872835.125821,30,0
22886,1586873003.475907,1,-80
22887,1586873008.795105,25,0
22888,1586873008.7955031,30,0
22889,1586873008.803309,25,0
22890,1586873008.803642,30,0
22891,1586873010.802919,1,0
22892,1586873189.8517702,1,-12
22893,1586873191.4929821,1,0
22894,1586873191.721395,25,-2
22895,1586873191.7215843,30,-2
22896,1586873191.721723,25,-1
22897,1586873191.72182,30,-1
22898,1586875315.7949991,25,0
22899,1586875315.7961662,30,-1
22900,1586875315.797832,25,0
22901,1586875315.798398,30,0
22902,1586876406.1873221,25,0
22903,1586876406.1879053,30,0
22904,1586876406.1895373,25,0
22905,1586876406.1918893,30,-2
22906,1586876413.9410553,1,-70
22907,1586876416.1466172,1,0
22908,1586876419.0234303,25,0
22909,1586876419.0245261,30,-1
22910,1586876419.0302763,25,0
22911,1586876419.0305803,30,0
22912,1586876588.2985742,25,0
22913,1586876588.2993782,30,-1
22914,1586876588.3090782,25,0
22915,1586876588.3095202,30,0
22916,1586877937.952899,1,-5
22917,1586877942.664587,25,0
22918,1586877942.665157,30,0
22919,1586877942.667941,25,0
22920,1586877942.669063,30,-1
22921,1586877943.26018,1,-260
22922,1586877965.2893434,1,-2
22923,1586877970.2762482,25,-6
22924,1586877970.2765412,30,-7
22925,1586877970.276833,25,-5
22926,1586877970.2770653,30,-5
22927,1586877977.568715,1,0
22928,1586878869.4663641,25,0
22929,1586878869.467444,30,-1
22930,1586878869.4693432,25,0
22931,1586878869.470933,30,-1
22932,1586879791.090321,1,-4
22933,1586879794.238543,25,-1
22934,1586879794.2395601,30,-2
22935,1586879794.2407792,25,0
22936,1586879794.241796,30,-1
22937,1586879796.337977,1,-337
22938,1586879819.493968,1,-5
22939,1586879821.331232,25,0
22940,1586879821.331644,30,0
22941,1586879821.332964,25,0
22942,1586879821.333282,30,0
22943,1586879821.934128,1,0
22944,1586879823.1324892,1,-71
22945,1586879823.1329322,1,-70
22946,1586879828.5269332,25,0
22947,1586879828.5272121,30,0
22948,1586879828.52803,25,0
22949,1586879828.528232,30,0
22950,1586879831.9355712,1,-100
22951,1586879860.6764212,1,-6
22952,1586879866.1491811,1,0
22953,1586879866.85216,25,0
22954,1586879866.852322,30,0
22955,1586879866.853944,25,0
22956,1586879866.854044,30,0
22957,1586879870.1363602,1,-76
22958,1586879873.4593582,1,0
22959,1586879875.252063,25,0
22960,1586879875.252625,30,0
22961,1586879875.254228,25,0
22962,1586879875.2547402,30,0
22963,1586880540.4867373,25,0
22964,1586880540.4882262,30,-1
22965,1586880540.489315,25,-1
22966,1586880540.490313,30,-2
22967,1586882466.8534532,25,-13
22968,1586882466.8688111,30,-28
22969,1586882466.869308,25,-26
22970,1586882466.871735,30,-28
22971,1586883618.865178,25,-1
22972,1586883618.8657799,30,-1
22973,1586883618.871766,25,0
22974,1586883618.8722062,30,0
22975,1586884498.210918,1,-81
22976,1586884498.218337,25,-7
22977,1586884498.218451,30,-7
22978,1586884498.2201872,25,-9
22979,1586884498.220298,30,-9
22980,1586884503.533536,25,-1
22981,1586884503.533926,30,-1
22982,1586884503.534249,25,0
22983,1586884503.5353003,30,-1
22984,1586884509.476357,1,0
22985,1586884974.6466582,8,-2
22986,1586885167.6217601,8,0
22987,1586886103.5471961,25,0
22988,1586886103.5477622,30,0
22989,1586886103.549498,25,0
22990,1586886103.5499792,30,0
22991,1586887197.3722942,25,0
22992,1586887197.3728771,30,0
22993,1586887197.3745322,25,0
22994,1586887197.375893,30,-1
22995,1586887722.84699,1,-40
22996,1586887722.8618162,25,-10
22997,1586887722.861916,30,-10
22998,1586887722.8620281,25,-9
22999,1586887722.8621073,30,-9
23000,1586887729.1475122,1,0
23001,1586889673.5623431,25,-1
23002,1586889673.5629,30,-1
23003,1586889673.564981,25,0
23004,1586889673.5654483,30,0
23005,1586891126.3871431,8,-18
23006,1586891241.9431863,8,0
23007,1586891338.6453032,8,0
23008,1586891423.7987392,8,-1
23009,1586891430.3796742,8,0
23010,1586891517.886016,1,-102
23011,1586891522.792967,25,0
23012,1586891522.793652,30,-1
23013,1586891522.800488,25,0
23014,1586891522.8008533,30,0
23015,1586891522.805901,25,0
23016,1586891522.806222,30,0
23017,1586891522.8066251,25,0
23018,1586891522.806883,30,0
23019,1586891528.993504,1,0
23020,1586891545.1095462,8,0
23021,1586893316.3613973,25,-1
23022,1586893316.3619723,30,-2
23023,1586893316.4123483,25,0
23024,1586893316.4128232,30,0
23025,1586894409.898906,25,0
23026,1586894409.899466,30,0
23027,1586894409.907259,25,0
23028,1586894409.907713,30,0
23029,1586894591.801135,25,0
23030,1586894591.8016882,30,0
23031,1586894591.803399,25,0
23032,1586894591.803869,30,0
23033,1586895208.5011492,25,0
23034,1586895208.5017152,30,0
23035,1586895208.513245,25,0
23036,1586895208.5137062,30,0
23037,1586896287.227888,1,-68
23038,1586896287.277903,25,-28
23039,1586896287.2780292,30,-28
23040,1586896288.763225,1,0
23041,1586896293.1657953,25,0
23042,1586896293.1661422,30,0
23043,1586896594.039081,25,0
23044,1586896594.040114,30,-1
23045,1586896594.040661,25,-1
23046,1586896594.041032,30,-1
23047,1586896890.5539522,25,0
23048,1586896890.554506,30,0
23049,1586896890.5562472,25,0
23050,1586896890.55674,30,0
23051,1586897417.705297,25,0
23052,1586897417.706283,30,-1
23053,1586897417.708045,25,0
23054,1586897417.7085452,30,0
23055,1586897474.390696,8,-13
23056,1586897490.772875,8,0
23057,1586897511.062592,8,0
23058,1586897519.150144,8,0
23059,1586900463.921874,25,0
23060,1586900463.9224272,30,0
23061,1586900463.9241042,25,0
23062,1586900463.9245753,30,0
23063,1586901580.3277383,25,0
23064,1586901580.3283043,30,0
23065,1586901580.3299322,25,0
23066,1586901580.3310952,30,-1
23067,1586901774.0321991,25,0
23068,1586901774.032816,30,0
23069,1586901774.0332592,25,0
23070,1586901774.03366,30,-1
23071,1586901774.0346022,25,0
23072,1586901774.0350842,30,0
23073,1586901774.038754,25,0
23074,1586901774.039288,30,0
23075,1586901774.041656,25,-1
23076,1586901774.0725622,30,-31
23077,1586901774.07311,25,-31
23078,1586901774.0734742,30,-32
23079,1586901774.0749152,25,0
23080,1586901774.0752892,30,0
23081,1586902996.0051122,25,-1
23082,1586902996.0056992,30,-2
23083,1586902996.0106862,25,0
23084,1586902996.0112672,30,0
23085,1586903263.8820832,25,0
23086,1586903263.8826602,30,0
23087,1586903263.905075,25,0
23088,1586903263.9074242,30,-2
23089,1586903360.039476,8,-4
23090,1586903387.7420912,8,0
23091,1586903448.9880443,8,-1
23092,1586903520.204195,8,0
23093,1586903557.199009,8,0
23094,1586903571.7503042,1,-47
23095,1586903574.4901042,25,0
23096,1586903574.4905052,30,0
23097,1586903574.4982972,25,0
23098,1586903574.4986331,30,0
23099,1586903583.0022683,1,0
23100,1586903665.0159051,8,0
23101,1586903696.361721,1,-12
23102,1586903701.6383631,25,0
23103,1586903701.638649,30,0
23104,1586903701.6510782,25,0
23105,1586903701.6513371,30,0
23106,1586903707.703053,1,0
23107,1586903769.143394,25,0
23108,1586903769.1439962,30,0
23109,1586903769.145289,25,0
23110,1586903769.145772,30,0
23111,1586904087.8683472,1,-147
23112,1586904091.697513,1,-2
23113,1586904092.070383,25,0
23114,1586904092.0706263,30,0
23115,1586904092.074524,25,0
23116,1586904092.074691,30,0
23117,1586904093.107244,1,-87
23118,1586904093.107645,1,-87
23119,1586904098.105877,25,-2
23120,1586904098.1060472,30,-2
23121,1586904098.106676,25,-1
23122,1586904098.1067882,30,-1
23123,1586904107.6755772,1,-23
23124,1586904546.066123,25,-1
23125,1586904546.0663662,30,-1
23126,1586904546.067902,25,0
23127,1586904546.068079,30,0
23128,1586904634.3808742,25,0
23129,1586904634.381064,30,0
23130,1586904634.382225,25,0
23131,1586904634.382353,30,0
23132,1586905025.368143,25,0
23133,1586905025.36833,30,0
23134,1586905025.3692741,25,0
23135,1586905025.3693671,30,0
23136,1586905417.403801,25,0
23137,1586905417.404175,30,0
23138,1586905743.48687,25,0
23139,1586905743.487097,30,0
23140,1586905743.490297,25,0
23141,1586905743.490453,30,0
23142,1586906005.082059,25,0
23143,1586906005.082995,30,-1
23144,1586906005.0900471,25,0
23145,1586906005.090345,30,0
23146,1586906016.949709,1,0
23147,1586906095.0858572,25,0
23148,1586906095.086528,30,-1
23149,1586906095.087193,25,-1
23150,1586906095.087493,30,-1
23151,1586907688.18293,25,0
23152,1586907688.183329,30,0
23153,1586907688.1844292,25,0
23154,1586907688.1847463,30,0
23155,1586907729.2929301,1,-49
23156,1586907779.2708743,25,0
23157,1586907779.271243,30,0
23158,1586907779.2722454,25,0
23159,1586907779.2725444,30,0
23160,1586907811.085474,1,-5
23161,1586907855.993987,1,-141
23162,1586907866.5149891,25,0
23163,1586907866.5154753,30,0
23164,1586907866.5196562,25,0
23165,1586907866.5198321,30,0
23166,1586908013.377407,25,0
23167,1586908013.377856,30,0
23168,1586908013.3782382,25,0
23169,1586908013.378468,30,-1
23170,1586908013.378724,25,0
23171,1586908013.378963,30,0
23172,1586908013.379403,25,0
23173,1586908013.379641,30,0
23174,1586908013.380489,25,0
23175,1586908013.381005,30,0
23176,1586908021.27632,25,0
23177,1586908021.2767472,30,0
23178,1586908161.541325,1,-5
23179,1586908226.2027571,1,-50
23180,1586908257.695866,1,-12
23181,1586908337.5042253,1,-1351
23182,1586908338.765844,23,0
23183,1586908338.7714481,24,-6
23184,1586908338.773324,30,-8
23185,1586908341.594729,13,-5848
23186,1586908341.5970461,43,-5850
23187,1586908341.6083941,13,-2361
23188,1586908341.60878,43,-2361
23189,1586908341.609568,13,-2217
23190,1586908341.609841,43,-2217
23191,1586908346.6942782,13,-5640
23192,1586908346.6946192,43,-5641
23193,1586908346.6954422,13,-5495
23194,1586908346.695765,43,-5496
23195,1586908357.192977,7,-3
23196,1586908359.63549,1,-8
23197,1586908365.1575422,13,-6006
23198,1586908365.157998,43,-6006
23199,1586908365.8437562,23,0
23200,1586908365.845069,24,-1
23201,1586908365.845829,30,-2
23202,1586908374.757225,7,0
23203,1586908789.1095762,25,0
23204,1586908789.1101372,30,0
23205,1586908789.116507,25,0
23206,1586908789.116805,30,0
23207,1586908824.546547,1,-9
23208,1586908855.307806,1,-5
23209,1586908860.3799343,1,-33
23210,1586909136.9606752,1,-79
23211,1586909148.0434601,25,0
23212,1586909148.0450401,30,-1
23213,1586909148.0535622,25,0
23214,1586909148.0539012,30,0
23215,1586909180.69109,1,-10
23216,1586909447.3556461,25,0
23217,1586909447.3560371,30,0
23218,1586909447.3624022,25,0
23219,1586909447.3627012,30,0
23220,1586909500.188713,8,-4
23221,1586909507.145741,8,0
23222,1586909575.83643,25,0
23223,1586909575.8367171,30,0
23224,1586909575.8369281,25,0
23225,1586909575.837083,30,0
23226,1586909879.464603,25,0
23227,1586909879.465171,30,0
23228,1586909879.4717622,25,0
23229,1586909879.472058,30,0
23230,1586909991.262273,25,0
23231,1586909991.2624512,30,0
23232,1586909991.26286,25,0
23233,1586909991.262988,30,0
23234,1586910882.4017642,1,-39
23235,1586910919.168272,25,0
23236,1586910919.1691232,30,-1
23237,1586910919.169765,25,0
23238,1586910919.1699672,30,0
23239,1586910938.9573672,1,-282
23240,1586911026.307807,1,-6
23241,1586911031.5347762,1,-380
23242,1586911088.355875,1,-10
23243,1586911175.7611341,1,-16
23244,1586911180.3944652,1,-8
23245,1586911234.2219872,1,-73
23246,1586911241.5313241,25,-1
23247,1586911241.5320191,30,-2
23248,1586911241.5323763,25,0
23249,1586911241.532812,30,-1
23250,1586911268.066865,1,-48
23251,1586911280.5961232,25,0
23252,1586911280.5963912,30,0
23253,1586911280.597166,25,0
23254,1586911280.5976582,30,0
23255,1586911357.7786372,1,-96
23256,1586911989.9115162,1,-67
23257,1586912036.265596,1,-22
23258,1586912061.663548,1,-40
23259,1586912063.1752272,1,-61
23260,1586912141.713386,25,0
23261,1586912141.713798,30,0
23262,1586912141.714116,25,0
23263,1586912141.7143621,30,0
23264,1586912141.7150583,25,0
23265,1586912141.7153811,30,0
23266,1586912141.7166631,25,0
23267,1586912141.716958,30,0
23268,1586912337.5455933,1,-19
23269,1586912343.103394,1,-41
23270,1586912343.257894,25,-6
23271,1586912343.258064,30,-6
23272,1586912343.258494,25,0
23273,1586912343.2586,30,0
23274,1586912346.300696,1,-56
23275,1586912347.450556,1,-55
23276,1586912351.248409,1,-17
23277,1586912352.710711,1,-70
23278,1586912412.6352892,1,-15
23279,1586912427.3984761,25,0
23280,1586912427.399032,30,0
23281,1586912427.400516,25,0
23282,1586912427.4013891,30,-1
23283,1586912444.009489,1,-2210
23284,1586912476.6925461,1,-25
23285,1586912479.576993,1,-50
23286,1586912563.244833,25,0
23287,1586912563.245486,30,0
23288,1586912563.246968,25,0
23289,1586912563.247171,30,0
23290,1586912749.6293461,1,-12
23291,1586913059.6081252,25,0
23292,1586913059.608396,30,0
23293,1586913059.6111522,25,0
23294,1586913059.611361,30,0
23295,1586913547.0849853,1,0
23296,1586913551.7665272,25,0
23297,1586913551.7682352,30,-2
23298,1586913551.773767,25,-2
23299,1586913551.7745333,30,-3
23300,1586913728.57263,1,-55
23301,1586913730.876731,1,0
23302,1586913733.175352,25,-1
23303,1586913733.175924,30,-2
23304,1586913733.176429,25,0
23305,1586913733.178647,30,-2
23306,1586913746.8322942,1,-22
23307,1586913750.4417253,1,0
23308,1586913783.9368172,1,-120
23309,1586913791.475803,25,0
23310,1586913791.476019,30,0
23311,1586913791.4774342,25,0
23312,1586913791.477581,30,0
23313,1586913800.4134822,1,0
23314,1586913814.0558462,1,-14
23315,1586913815.587102,42,-133
23316,1586913815.5875072,14,-133
23317,1586913815.587778,15,-133
23318,1586913815.5880523,16,-134
23319,1586913815.5882602,17,-134
23320,1586913815.588407,29,-134
23321,1586913815.5887291,41,-134
23322,1586913825.4395542,1,0
23323,1586913830.3638482,6,-252
23324,1586913830.3645244,36,-253
23325,1586913830.3646972,26,-253
23326,1586913830.3648543,44,-253
23327,1586913830.3650093,27,-253
23328,1586913830.3651502,11,-253
23329,1586913830.4170852,44,-1
23330,1586913830.4562001,6,0
23331,1586913907.9606552,12,0
23332,1586913908.0673442,39,-107
23333,1586913945.8535821,12,0
23334,1586913945.853938,39,0
23335,1586914352.696733,25,0
23336,1586914352.697137,30,0
23337,1586914352.6974401,25,0
23338,1586914352.697673,30,0
23339,1586914796.3207672,25,-1
23340,1586914796.3214283,30,-1
23341,1586914796.3217473,25,-1
23342,1586914796.3219812,30,-2
23343,1586914855.623641,25,0
23344,1586914855.624917,30,-1
23345,1586914860.62736,25,0
23346,1586914860.62786,30,-1
23347,1586915854.750905,25,0
23348,1586915854.7513561,30,0
23349,1586915854.752728,25,0
23350,1586915854.753024,30,0
23351,1586916052.845665,25,0
23352,1586916052.846057,30,0
23353,1586916052.851855,25,0
23354,1586916052.852447,30,0
23355,1586916213.984877,25,0
23356,1586916213.985146,30,0
23357,1586916213.9865022,25,0
23358,1586916213.986699,30,0
23359,1586918468.7837741,25,0
23360,1586918468.7839272,30,0
23361,1586918468.7842772,25,0
23362,1586918468.7843802,30,0
23363,1586919010.296772,25,0
23364,1586919010.297164,30,0
23365,1586919010.2982912,25,0
23366,1586919010.298583,30,0
23367,1586919779.2178073,25,-121
23368,1586919779.217947,30,-121
23369,1586919779.2181063,25,-22
23370,1586919779.218202,30,-22
23371,1586919779.2183022,25,-21
23372,1586919779.2183833,30,-21
23373,1586919779.218472,25,-13
23374,1586919779.2185483,30,-13
23375,1586919784.5923753,25,0
23376,1586919784.5926223,30,0
23377,1586919784.5933561,25,0
23378,1586919784.593573,30,0
23379,1586922092.253192,25,0
23380,1586922092.2541742,30,-1
23381,1586922092.257576,25,0
23382,1586922092.258064,30,0
23383,1586922381.2621362,25,0
23384,1586922381.2623122,30,0
23385,1586922381.2644172,25,0
23386,1586922381.2645164,30,0
23387,1586923367.5936632,25,-1
23388,1586923367.5938652,30,-1
23389,1586923367.5940123,25,0
23390,1586923367.59412,30,0
23391,1586923373.268655,25,0
23392,1586923373.269238,30,0
23393,1586923373.2697341,25,0
23394,1586923373.27008,30,-1
23395,1586925775.924592,25,0
23396,1586925775.9255571,30,-1
23397,1586925775.9269543,25,0
23398,1586925775.9286542,30,-1
23399,1586926908.1887913,25,0
23400,1586926908.1893501,30,0
23401,1586926908.189809,25,0
23402,1586926908.1901572,30,-1
23403,1586927200.349082,25,0
23404,1586927200.3498592,30,-1
23405,1586927200.3582962,25,0
23406,1586927200.3585992,30,0
23407,1586929342.2414422,25,0
23408,1586929342.242495,30,-1
23409,1586929342.243673,25,0
23410,1586929342.244805,30,-1
23411,1586930447.9865751,25,0
23412,1586930447.9867463,30,0
23413,1586930447.9884021,25,0
23414,1586930447.988511,30,0
23415,1586930713.0911942,25,0
23416,1586930713.091555,30,0
23417,1586930713.091864,25,0
23418,1586930713.092106,30,-1
23419,1586932898.635096,25,0
23420,1586932898.6353102,30,0
23421,1586932898.6357913,25,0
23422,1586932898.6359432,30,0
23423,1586933345.1814222,25,0
23424,1586933345.182261,30,-1
23425,1586933345.1827462,25,0
23426,1586933345.183114,30,-1
23427,1586937862.2277703,25,0
23428,1586937862.2307253,30,-3
23429,1586937868.0450032,25,0
23430,1586937868.0455303,30,0
23431,1586939009.573916,25,-7
23432,1586939009.574122,30,-7
23433,1586939009.574264,25,-6
23434,1586939009.574462,30,-7
23435,1586939082.87984,25,0
23436,1586939082.880437,30,0
23437,1586939082.880906,25,0
23438,1586939082.8812551,30,-1
23439,1586940163.330173,25,0
23440,1586940163.33044,30,0
23441,1586940163.332472,25,0
23442,1586940163.332779,30,0
23443,1586940163.334747,25,0
23444,1586940163.335195,30,0
23445,1586940163.335968,25,-1
23446,1586940163.336145,30,-1
23447,1586940626.6977792,25,0
23448,1586940626.6980522,30,0
23449,1586940626.6987252,25,0
23450,1586940626.698924,30,0
23451,1586941562.4990132,25,0
23452,1586941562.4993172,30,0
23453,1586941562.4995272,25,0
23454,1586941562.4996781,30,0
23455,1586943823.1819334,25,0
23456,1586943823.1825004,30,0
23457,1586943823.1889791,25,0
23458,1586943823.1895514,30,0
23459,1586945153.5365312,25,0
23460,1586945153.5376244,30,-1
23461,1586945153.5407324,25,0
23462,1586945153.5411172,30,0
23463,1586945153.5420103,25,0
23464,1586945153.542571,30,0
23465,1586945153.5428944,25,0
23466,1586945153.5431924,30,-1
23467,1586947401.3666673,8,-6
23468,1586947405.6976962,25,0
23469,1586947405.697959,30,0
23470,1586947405.698566,25,0
23471,1586947405.69877,30,0
23472,1586947542.9176931,8,0
23473,1586947569.0580812,8,0
23474,1586947638.6091652,8,0
23475,1586948140.2288232,1,-98
23476,1586948142.662386,25,0
23477,1586948142.6628501,30,0
23478,1586948142.6639922,25,0
23479,1586948142.664334,30,0
23480,1586948145.445414,1,0
23481,1586948148.450859,1,-25
23482,1586948151.1186051,1,0
23483,1586948180.528623,1,-23
23484,1586948183.304331,1,0
23485,1586948288.5116,25,-1
