ad_source_id,cpm
dad332927e30415d9d0103381136f057,3.5
4376d2ff9c604196a4f30a23f75ec16f,7.8
f5e1e29078ec4487b2706233f61f7593,1.4
e56b6d235e5d49c5992e75378e556c16,7.2
be994e29f14444e49725d11fcc15a5b5,0.1
197c99f95f0c4ee2a7ca688d015f454c,20.0
ef0ed4e8d074441d95f4ea0d5c3fedaf,6.4
e8cc392466aa42c8acf6da79715731f8,1.7
5800d86fb72041b9a58ef7eb841f39de,8.0
96fa776636f441d88be5ff1049534f34,2.5
46189039b4324197af2388d75c5e1538,9.6
e76e64e22cd24ba59c0653512671e5a3,4.2
3e4f229f50af4cb281311bc83884abaf,0.45
5929474223e1402bb3d5e50b1f530e41,5.2
e171bca09248470a846f7db1370dc275,1.4
0ade684121c749519ce400c6fcffa2c3,1.4
57445af1e6c74fbbbdfd2ddbbe580781,7.8
71987a3b8dbe43a79b65c1518205bc09,1.4
1bc8fb8f094f483aa0dc5e87bf3bab08,9.0
8dde0895349a4eb4bb8ea95f5d411e13,3.8
8b752bb393c94add9d8eaa8c980b93f6,10.0
2277cb75e903408e903f93d275c966dc,8.2
4191dda0d8384a738005e1aafb1bd67c,1.1
1c17b8a102254910b9d5b03e54ff89e5,0.3
d93abafcc62e4829960c93188f737629,1.8
bca04677030647528c4e3a303159470c,0.85
00eb12f2fe3249dd8567e672b710a917,2.9
e7379fe0f56c4e42957275453d85318b,0.35
0508520c7e924cfe85e67da07b19ce84,9.8
6219a744f4e341b7a657545ac1ef12c9,1.3
0634e3f5480440f096a6cb17a7b48bf3,2.1
88877841de0645abaca137efdfff925b,0.01
abfc954286f24ad2b988bc1d2ecffbab,1.75
afda3ee1d6a844159aceaf9a02173db8,0.05
552d23ae2ce348cab874e1cd7c4161a7,2.1
943f09af34104d86808b8bdd39f867d4,8.6
908c20c68fee4ff79c1549a5b1a4690d,6.1
e0472ba7ce934cdfaee5a4253307b65d,0.3
423d5f7655ab453ca2ea7c371ad67512,5.1
b4aa7d387a31437c8933ae8251584b4e,0.8
94b4a0dd154c4ffb939053c9342616d2,20.0
0fba4fcc256e48df8d942c5959d4998e,5.1
adaf8dc740fe481dbf57fb900e807370,4.6
d6dfc59aafdd43139f8db2fbeb05fc84,0.05
c5e8781062d143588b2df34a92315cd7,0.1
729f142d0afc43d49f1d81736561fdda,1.3
84e8a8f3c6a043668eb2a026ce4cf696,3.5
90d8096bfbda4ac19f60d78582090eba,0.63
aaa10025225f48e09bca8570611b466b,0.3
21b8307c4b5745c09ce8c7c959d81dab,2.1
de265a40af544e95aa2c940a6df67d55,2.7
94f1e02877cc458eb60e8a4663de1bb4,2.3
f49170c2968c4aec8e228c54dc30d3d4,7.0
ad76fa9e187d4d328239cd5ce78c8952,0.6
b74cb9402c5b48a385499bec096adcc9,0.5
2613ab7a266d4f229b7663669dd90099,3.6
2c3f7e77bfdf4dbbae6f2107216a8c51,5.8
50ceadf58d35425f839a67045ef024a9,3.6
8982d1d0264a46d39b3a8a3113aaca92,4.0
114c6969937645e7b4ba9189f2a12e80,0.85
9e2ef4e644364ed69c505e8df4cc999e,2.9
9a2ae0978e6b4d5da54b7054eaa568f8,0.75
0255e01c9b944f959b1dd602359c606b,1.25
2499925bcd2442bca0205e7e9a329b37,3.7
142b150706c0464d878cec0d350137ef,1.5
964f5b9a592e488caf46d6909afb1d4a,2.6
9dee9afd0ba440d69697be59ff561a9f,4.8
1dbb6209f18b490582741ad38300307e,1.3
34a0c35f5d9a4e879566051cd66dc5e7,4.4
dcbe4320edf84bdfb61860dfc0b525e2,1.75
593e89f815a44e2c872bfbe096d79397,1.5
b76491aed13f48f19a548f4cfb9cca90,0.55
f3bf98bdeb9946d19d80eaf3064804a3,7.6
739e7592f97c40febb7b3728269737ac,0.35
c8620f562e244206bd0689c2cdf868d4,1.9
e2cb506c513248b5ace7712185a092ef,2.5
b705a73cba86412db17331a3fed7f1a0,0.25
a11c14611dd546c89da7a25bb5ceb387,10.0
815888257cca44cea706792deeb1b992,0.3
25ef145b7ecc47b78d06f11eb550e965,0.95
2c37d0a630124966b9a23d7d7ed7d0b3,1.1
43aea0ec920447f2b1846cbd78291d69,4.7
93d28649e008474eb6a7d9b3d2e72707,4.6
f82f1707c6244ba58defd9e550bbf599,1.8
f7a12e06f0c2421b80dd884232326f1a,2.7
61c3e614a1fc4107960b9d42e8896a59,5.9
1fbef46dd4af4c998435725890998009,5.6
af220866019a4be08a3bdda15075fc33,4.0
62f2638fa37e4f4fbb814e38311a2309,3.8
2d34f1eafba74d2da4f6932ecb4dc46a,0.95
ba095669f0c3432a8b94695878d31c1e,8.2
ce2b5570b5804fa3a215c1fa1ecbd9af,0.65
8323703d28294f08a0c57fcc8df922d0,3.5
bee1840f2e0a43f1898f17383de5cabf,2.0
d93d81f910534c37a86e9e815126160a,6.16
5db115b2a06d48b3b9e90a4123c5b39a,5.0
a34d0c4acef546e985675875b888c5f0,5.0
16a7eecc21d24f47acf31c0450e2ae73,5.3
38108b1a7b814f7b9c945c381a890fc9,1.5
37523da802344503a74dbe85e3e0edf3,2.2
c327dd7ba73e4dc59051adf20279f8fe,5.2
0c457041a8204917adb489497d266a78,0.7
2ac925b61a494ccebbf119c44814a45d,1.6
f2b2c297a3df45fea9d07757479cd019,3.6
11432b19e5d4489ba9d1ad3410b74399,20.0
ee8396d714d84b9aa02496d832a02dae,9.2
1e4faf6462044869982fb87b3d88309f,10.0
23dd668f8ebe4c098ccd19127a001acf,5.0
3a929f5445be4d3a87ad8894b73b4d22,4.0
ccf5132eec194727acbae0b447acbecc,1.0
317db3a68c54412da8861e65a915023d,5.3
2bc73aff504a42708b607ece7c0957e8,2.0
23fafc2e56884709a4dc4a08d5305373,0.8
3cb41cba71db4c8a8f4661ff55e3ec3e,6.0
557a43983fb440998ba32515483f09b0,5.0
bfd755f9f34842d7af2389eea77eec0e,2.0
1c2cfcff70874a0e84ff68d3466d5aa3,1.5
a2bcdb5ec74a48b691a4701f92af08a7,1.1
32838eaba1f042d59e0c0cf6105eaf35,1.3
6da181a16cb44c408f4d54a536ddd6ce,0.6
869cb044fc634a0fbbe4d5629e83e279,0.8
f7e75ce7f51842f387372bd804dfc9ad,0.5
0fecd5e705d9466cb138870c85c46a78,0.01
d4fef0b766ef4725b2ea27ecd6aea586,7.4
b4ab6ff7b4d943638c822741c95dcfc2,1.2
ab8a10a9e1e14fe8b99eb32585aadef3,0.7
7093296a08d6463ca1fab23297852a45,3.4
ae6f66f2d67f456eb5d599fed1826d28,3.4
e87bba2e3fbe4fce8c69f5356be41754,7.6
4096f26998e24cf59a89d3ed82941b8e,6.2
f8ec3fcd38284ab797151b75a4d52c2e,2.5
6141fb46b5754abab7272861734cf987,7.4
a84e42ec9d2b47e1bfb36f4e7b67c37b,3.5
0740600d04504ee4b1a22ca0fadb36ea,5.5
eadd278031db4ee9beddf7b71ae25809,0.2
6a56871c58be4aac8ec7091694fb713b,2.5
33bdaed91afc47d68a6ae4c3ad996420,9.8
bcb709d534d2484587cde6500216419d,3.1
40c74559ec134a4fa9df04d304886f73,0.2
ebb96fc7882c45cc83ea1b572ea8d6d2,6.8
e6bb23b6c99e4c7aa071d079dbe2837e,2.0
ae5b121f14704f7f98b374d1666fc94f,5.4
8899f069dc694bb395e49d447faaf0b3,0.65
8b8ee494001e4acb88e54d913f55a47b,6.4
63aa3fa8f4134e1c9e5f918924c079e3,1.4
0ecdd93847d14874af7c395970a81656,4.3
1f65300f5f5c461b97b806e64d6bf8ae,0.35
be29e4f2fc1e48169be2aacd7612baa1,0.85
7e56a54baacf4cab9f01c3ce4ffc8ecb,5.5
836a753b75a840eaa108aeafea55e382,4.1
6c210382709f4aaaa1d2bb1aa2c7d865,8.8
9d2a5ed64be94b48ba4c71e782ce2cbd,1.0
72ce4dc6f46d4efaab7475a9aa579a74,3.4
a5bcb5b2d9eb4574b3f9a13499522ca1,0.5
936966542b094c8f8e919f249326948d,0.1
badb3ec55d3747da8cabef36ab61ea59,0.4
0afb6d1de1eb4ef68a432f423aaa2c75,0.1
66d85229e68a41f289be6b3b51a72f20,0.6
2d8e95098ae64282b9c44e6185b8e8b3,0.65
299091435ca24a29824d0d7cd7f2b5ae,1.3
072996b7c9824cebadaa928c4ea7b671,0.65
72181c4bb9bb4ccebad491c36191c3f1,1.0
3e05874a37a8426e8e1856655525c02f,8.8
38c6f778844b4e31a2b4a45b062b9891,0.82
29bfc0715bff4ace90d85f11a1f83abd,2.7
1d4a2ea5fd3d4eb285d4866e5131f063,6.3
b5d632c76980431788bbaad13b5e1614,0.75
ba57af4c5df2437bbdd378c1b2fca11e,9.4
c148f410159843b68d567633c9ad3016,3.0
fe4e932370fa415c9550c2cc82930bd8,2.5
a294d716bc654b53b5dbea280852d49f,1.1
102a7cf6519b4815a945cca00f401296,2.8
51dfc12e330a4abdaaef8fe099e46a27,5.6
75be8eb47fd34045a5b54930266b3f6f,2.4
dfef7568249842668e142c6a31b0600a,6.5
f36f5bf03a564735aa1c9095a4a9f8f5,3.1
6c19e9e73d674a98a7e6885770e160a6,8.6
a6bde78dfa13429b8d42ff1ca56fd3f3,3.3
1fe0460fd70c4bb483796cf8ef9d9533,0.1
ae5389eca5084407bb4db6c3c5888a6d,1.9
e320595029634801a869b2f964e0685a,3.3
e710f5fcfa6d4e6bbbf585a12fbe204a,6.8
d13aa063ba5641c79e2004aa98950ac1,5.1
42be87c06a874ef29444b190c8ce95d9,1.25
0c152765de1148bcb5f8b350643aa211,4.9
48831c979da64970876236b011fb1eda,7.2
d981c307d244424fb2adefa5ec3bfbb6,5.8
915915cab2bf405baede5b04be4f35c8,3.2
81ab5c5d00934e1e894b557c26383d82,1.0
e7ffb20efdaf425a91e3e8d577de38f2,0.1
193bbfa0ca16409c93f05cfc2f8564c9,9.4
8bf78b5877d5490d9a224cc9a32230b1,10.0
6a35a1b9639b4661af2fd74ec34d4f5c,1.1
03f0ea701c634d6889faa6ef2fd626c0,0.1
091a5b1bcbf64ca4a2adc376178941b6,1.5
840ad5ad7280423c9b277d206d507203,0.1
c7a2dd47dd3d49e589ebf916997e269f,6.1
501fc424871840a08f4706d4d49ab65c,0.3
7e8b4989322c491aa5864cdff8bda38c,0.4
8bc9f29c9e6c4d558f8af1ce9fcdf253,1.0
2368ae0246414855ad9187655b6d59b3,8.2
53bd942898234f0ebcc153bd43d4aefe,0.4
8bfd25fa83244027a6fceb04ab791c09,3.3
302698885e7d42148c035c204d4644a7,2.4
280b8a19cedb41bdb75159a6bfd93bef,0.55
813182dcc50c49f4b199a666be737543,2.0
f1e803456b4d4018a7b3b1d5b4f43656,0.1
b895662f9d53461ea425e3579d39bf62,3.5
d67d974c7eed41e79e1ee29bba2c2c7f,0.15
e25b33567ab64b1e81dc3a8d5054c2bd,0.4
16e9e6f922e343be87c1d91e3551599e,3.7
752642b06a02466d865e3e23b6ba2c4e,2.0
5bde0fa4565a42889e22ddb18367505a,0.4
e3cd47ebc5e34adf9e76ebfc1e527cd1,0.95
7105ef4ed599442297fd6d381bf6c5b3,0.6
e744c2fff03c4323933740e593a4babf,3.5
6261e04fd8c846eea1fe3ba056885dd1,0.2
97a1a471f98a4e509e723c7333a55887,8.8
a98551c4d660420888a2e258f036f6b0,1.75
7609250aad534adabfa48d63fdda05e7,8.4
9b9fdec8bac041b8b37257e46e391116,0.45
40f58f9aa7af402d8c0a666bf88205f3,0.45
fa7896fd20be4a9e86558e194a013d3c,4.5
2d392a559c054466aaece4afc99fe6ec,4.9
c0ce817485cd4ebe98644a9be583eebd,1.3
3a8f5fafe4194261b5a43d138b57522d,5.6
644336c0cfda402aa94de9a514222729,3.5
757f6fa8183d4d91958c1fbfcb1cecd9,5.7
cff114eff2684750b1b569531bd77df9,0.01
3dbd648be4ee4605a7480d8db55f57a8,1.6
07f038a81b99408f9f0937e0743e8ee6,1.5
7fc61730274f4eae81fea7f5a78daf7d,0.5
e3ae5be859144eb7a6e5b541ca42f05b,0.04
eee07e8643184903b2341cff01519b67,0.9
22619b723f6d4a62860feab25933c1a4,6.1
8e613f20035f41c4a2f1c823e0e7fe78,6.7
8df97ee89a984ed3816519746d1e1532,7.8
b2dd4d610a3b474390c38e4744359ac0,3.5
e0d9e50384a44d4681462660875c77e1,3.9
c71ed00dbff94ef9845060378cabac74,4.3
74f4361b2437452abd579373f7bb9ef0,9.8
535222ba3ffc4725a0962068e27eaee7,0.25
dbcd4186b1cd45e3979257fa4b38df8d,0.1
664e8f394993483c826db80a23a44dbe,3.9
5c910744a61b4735815254e0971c8a72,6.6
2a74fab24c94429ab0390ce06f4234de,4.5
8bca9c17dbdb460a8b7bd6f3ca1a140d,6.6
62533250fabc49218afde647df06700b,0.5
9c576a78565245a6ab6b175e8be426cc,1.1
7ce21fb338cc475dabf604fef657d8f4,1.5
fc90aab2a4d740c5a9e999de82b39601,2.8
1b405c78e43c481c90b6672e3b581921,0.9
49b1ff15d5ce41aeba4ef06fc62a9e43,1.5
16e55e496e9e48e3b6680af42442585c,0.5
