entry_ID,isDataOnFS,receiver_data
347,1,BFA6F6F1-DB2D-4B5B-9DC9-ACCFC54EF552
348,0,"b'{""status"": ""success""}'"
349,0,b'{}'
350,1,2278DD7D-E709-48E5-AD92-4CABD2C3A2B8
351,1,12697B02-8924-4070-8ECC-747E03E5A543
352,1,EC240F00-C9B6-434B-8833-35C9C1531AA3
353,1,72A32706-8927-4F55-8A66-A407F0874B9C
354,1,73C147E6-490A-48D3-8265-F7CC6C38739E
355,0,"b'{""data"":{""coinSale"":null}}'"
356,0,"b'{""access_token"": ""-3Wc9nJ_WcJ-hG6WJQ9PX_wSHFyg"", ""token_type"": ""bearer"", ""device_id"": ""D47B73E7-4877-4F07-8FA2-C5591A3B8724"", ""expires_in"": 3600, ""scope"": ""*""}'"
357,1,C081D1B2-F54C-415A-988A-6628601986C5
358,1,CED2C122-559C-4029-AB5D-0D0C6DD566B0
359,0,"b'""ok""'"
360,0,"b'""ok""'"
