Z_PK,Z_ENT,Z_OPT,ZBATTERYLEVELREPORTING,ZDISPLAYINDEX,ZISDEFLATED,ZISMOBILETRACK,ZISSCALEDEVICE,ZMINIMUMPAIRINGRSSI,ZMANAGEDDEVICEMODEL,ZACCESSORIESGALLERYURL,ZASSETSBASEURL,ZCAPTION,ZCHOOSETRACKERIMAGEURL,ZDESCRIPTIONBODY,ZDESCRIPTIONIMAGEURL,ZDESCRIPTIONTITLE,ZDESCRIPTIONVIDEOURL,ZDEVICEDISPLAYNAME,ZIMAGEURL,ZPRODUCTNAME,ZSETUPGUIDEURL,ZTRACKER101URL,ZDESCRIPTIONGRADIENT,ZEDITIONSINFO
1,80,5,1,0,0,0,0,-60,9,,https://static0.fitbit.com/content/mobile/a182354e/,,https://static0.fitbit.com/content/mobile/a182354e/info/images/choose-tracker-image.png,Advanced Fitness Tracker with GPS,https://static0.fitbit.com/content/mobile/a182354e/info/images/description-image.png,Fitbit Charge 4,,Charge 4,https://static0.fitbit.com/content/mobile/a182354e/info/images/image.png,Charge 4,,https://device101.fitbit.com/guides/charge4-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13\'0:U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xda\x14\x15\x16\x17\x18\x19\x0e\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGBUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\xec\xec\xed""?\x00\x80\x81#?\xe0\x10\x10\x10\x10\x10\x10""?\x80\x00\x00M0 0.463 0.502\x80\x03""\x00\x00\x00\x00\x10\x02#?\xdd\x9d\x9d\x9d\x9d\x9d\x9e\xd3()*+,.Z$classnameX$classes[$classhintsWUIColor\xa2+-XNSObject\xa1/WNSColor\xdb\x14\x15\x16\x17\x18\x191\x1a\x1b\x0e\x1c\x1d234!567%#9\\UIRed-Double""?>\xbe\xbf""?>\xbe\xbf#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8O\x10\x110.318 0.745 0.745#?\xd4TTTTTT"">\xa2\xa2\xa3\x80\x03#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8\xd2();<WNSArray\xa2;-\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x95\x00\xad\x00\xb5\x00\xbc\x00\xca\x00\xd2\x00\xd8\x00\xde\x00\xeb\x00\xfa\x00\xfc\x01\x01\x01\x06\x01\x0f\x01\x14\x01""\x01$\x01)\x01+\x014\x01;\x01F\x01O\x01[\x01c\x01f\x01o\x01q\x01y\x01\x90\x01\x9d\x01\xa2\x01\xa7\x01\xb0\x01\xc4\x01\xcd\x01\xd2\x01\xd4\x01\xdd\x01\xe2\x01\xea\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00=\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xed'",
2,80,3,1,1,0,0,0,-60,18,,https://static0.fitbit.com/content/mobile/3c38aafb/,,https://static0.fitbit.com/content/mobile/3c38aafb/info/images/description-image.png,Health & fitness smartwatch,https://static0.fitbit.com/content/mobile/3c38aafb/info/images/description-image.png,Fitbit Versa 2,,Versa 2,https://static0.fitbit.com/content/mobile/3c38aafb/info/images/description-image.png,Versa 2,,https://device101.fitbit.com/guides/versa-2-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13\'0:U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xda\x14\x15\x16\x17\x18\x19\x0e\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGBUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\xec\xec\xed""?\x00\x80\x81#?\xe0\x10\x10\x10\x10\x10\x10""?\x80\x00\x00M0 0.463 0.502\x80\x03""\x00\x00\x00\x00\x10\x02#?\xdd\x9d\x9d\x9d\x9d\x9d\x9e\xd3()*+,.Z$classnameX$classes[$classhintsWUIColor\xa2+-XNSObject\xa1/WNSColor\xdb\x14\x15\x16\x17\x18\x191\x1a\x1b\x0e\x1c\x1d234!567%#9\\UIRed-Double""?>\xbe\xbf""?>\xbe\xbf#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8O\x10\x110.318 0.745 0.745#?\xd4TTTTTT"">\xa2\xa2\xa3\x80\x03#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8\xd2();<WNSArray\xa2;-\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x95\x00\xad\x00\xb5\x00\xbc\x00\xca\x00\xd2\x00\xd8\x00\xde\x00\xeb\x00\xfa\x00\xfc\x01\x01\x01\x06\x01\x0f\x01\x14\x01""\x01$\x01)\x01+\x014\x01;\x01F\x01O\x01[\x01c\x01f\x01o\x01q\x01y\x01\x90\x01\x9d\x01\xa2\x01\xa7\x01\xb0\x01\xc4\x01\xcd\x01\xd2\x01\xd4\x01\xdd\x01\xe2\x01\xea\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00=\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xed'",
3,80,3,1,2,0,0,0,-60,13,https://www.fitbit.com/campaign/store?goods=accessories&filters=fp-versa&utm_source=iOSApp&utm_medium=FitbitApp&utm_campaign=VersaAcc,https://static0.fitbit.com/content/mobile/5d724362/,,https://static0.fitbit.com/content/mobile/5d724362/info/images/description-image.png,Live boldly,https://static0.fitbit.com/content/mobile/5d724362/info/images/description-image.png,Fitbit Versa Lite,,Versa Lite,https://static0.fitbit.com/content/mobile/5d724362/info/images/description-image.png,Versa Lite,,https://device101.fitbit.com/guides/versalite-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13\'0:U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xda\x14\x15\x16\x17\x18\x19\x0e\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGBUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\xec\xec\xed""?\x00\x80\x81#?\xe0\x10\x10\x10\x10\x10\x10""?\x80\x00\x00M0 0.463 0.502\x80\x03""\x00\x00\x00\x00\x10\x02#?\xdd\x9d\x9d\x9d\x9d\x9d\x9e\xd3()*+,.Z$classnameX$classes[$classhintsWUIColor\xa2+-XNSObject\xa1/WNSColor\xdb\x14\x15\x16\x17\x18\x191\x1a\x1b\x0e\x1c\x1d234!567%#9\\UIRed-Double""?>\xbe\xbf""?>\xbe\xbf#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8O\x10\x110.318 0.745 0.745#?\xd4TTTTTT"">\xa2\xa2\xa3\x80\x03#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8\xd2();<WNSArray\xa2;-\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x95\x00\xad\x00\xb5\x00\xbc\x00\xca\x00\xd2\x00\xd8\x00\xde\x00\xeb\x00\xfa\x00\xfc\x01\x01\x01\x06\x01\x0f\x01\x14\x01""\x01$\x01)\x01+\x014\x01;\x01F\x01O\x01[\x01c\x01f\x01o\x01q\x01y\x01\x90\x01\x9d\x01\xa2\x01\xa7\x01\xb0\x01\xc4\x01\xcd\x01\xd2\x01\xd4\x01\xdd\x01\xe2\x01\xea\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00=\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xed'",
4,80,3,1,3,0,0,0,-60,6,https://www.fitbit.com/campaign/store?goods=accessories&filters=fp-versa&utm_source=iOSApp&utm_medium=FitbitApp&utm_campaign=VersaAcc,https://static0.fitbit.com/content/mobile/9b209f1f/,,https://static0.fitbit.com/content/mobile/9b209f1f/info/images/choose-tracker-image.png,Live your best life with Versa.,https://static0.fitbit.com/content/mobile/9b209f1f/info/images/description-image.png,Fitbit Versa,,Versa,https://static0.fitbit.com/content/mobile/9b209f1f/info/images/image.png,Versa,,https://device101.fitbit.com/guides/versa-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13\'0:U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xda\x14\x15\x16\x17\x18\x19\x0e\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGBUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\xec\xec\xed""?\x00\x80\x81#?\xe0\x10\x10\x10\x10\x10\x10""?\x80\x00\x00M0 0.463 0.502\x80\x03""\x00\x00\x00\x00\x10\x02#?\xdd\x9d\x9d\x9d\x9d\x9d\x9e\xd3()*+,.Z$classnameX$classes[$classhintsWUIColor\xa2+-XNSObject\xa1/WNSColor\xdb\x14\x15\x16\x17\x18\x191\x1a\x1b\x0e\x1c\x1d234!567%#9\\UIRed-Double""?>\xbe\xbf""?>\xbe\xbf#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8O\x10\x110.318 0.745 0.745#?\xd4TTTTTT"">\xa2\xa2\xa3\x80\x03#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8\xd2();<WNSArray\xa2;-\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x95\x00\xad\x00\xb5\x00\xbc\x00\xca\x00\xd2\x00\xd8\x00\xde\x00\xeb\x00\xfa\x00\xfc\x01\x01\x01\x06\x01\x0f\x01\x14\x01""\x01$\x01)\x01+\x014\x01;\x01F\x01O\x01[\x01c\x01f\x01o\x01q\x01y\x01\x90\x01\x9d\x01\xa2\x01\xa7\x01\xb0\x01\xc4\x01\xcd\x01\xd2\x01\xd4\x01\xdd\x01\xe2\x01\xea\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00=\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xed'",
5,80,3,1,4,0,0,0,-60,1,https://www.fitbit.com/campaign/store?goods=accessories&filters=fp-ionic&utm_source=iOSApp&utm_medium=FitbitApp&utm_campaign=IonicAcc,https://static0.fitbit.com/content/mobile/a93f7a91/,,https://static0.fitbit.com/content/mobile/a93f7a91/info/images/choose-tracker-image.png,The watch designed for your life.,https://static0.fitbit.com/content/mobile/a93f7a91/info/images/description-image.png,Fitbit Ionic,,Ionic,https://static0.fitbit.com/content/mobile/a93f7a91/info/images/image.png,Ionic,,https://device101.fitbit.com/guides/ionic-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13\'0:U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xda\x14\x15\x16\x17\x18\x19\x0e\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGBUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\xec\xec\xed""?\x00\x80\x81#?\xe0\x10\x10\x10\x10\x10\x10""?\x80\x00\x00M0 0.463 0.502\x80\x03""\x00\x00\x00\x00\x10\x02#?\xdd\x9d\x9d\x9d\x9d\x9d\x9e\xd3()*+,.Z$classnameX$classes[$classhintsWUIColor\xa2+-XNSObject\xa1/WNSColor\xdb\x14\x15\x16\x17\x18\x191\x1a\x1b\x0e\x1c\x1d234!567%#9\\UIRed-Double""?>\xbe\xbf""?>\xbe\xbf#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8O\x10\x110.318 0.745 0.745#?\xd4TTTTTT"">\xa2\xa2\xa3\x80\x03#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8\xd2();<WNSArray\xa2;-\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x95\x00\xad\x00\xb5\x00\xbc\x00\xca\x00\xd2\x00\xd8\x00\xde\x00\xeb\x00\xfa\x00\xfc\x01\x01\x01\x06\x01\x0f\x01\x14\x01""\x01$\x01)\x01+\x014\x01;\x01F\x01O\x01[\x01c\x01f\x01o\x01q\x01y\x01\x90\x01\x9d\x01\xa2\x01\xa7\x01\xb0\x01\xc4\x01\xcd\x01\xd2\x01\xd4\x01\xdd\x01\xe2\x01\xea\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00=\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xed'","b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaf\x10\x1e\x0b\x0c\x15\x16*+,-./01238>?@AHNOPQRSTUVWU$null\xd3\r\x0e\x0f\x10\x12\x14WNS.keysZNS.objectsV$class\xa1\x11\x80\x02\xa1\x13\x80\x03\x80\x1dVadidas\xd3\r\x0e\x0f\x17 \x14\xa8\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f\x80\x04\x80\x05\x80\x06\x80\x07\x80\x08\x80\t\x80\n\x80\x0b\xa8!""#$%&\'(\x80\x0c\x80\r\x80\x17\x80\x18\x80\x19\x80\x1a\x80\x1b\x80\x1c\x80\x1d_\x10\x11description-title_\x10\x14description-gradient_\x10\x15description-image-url_\x10\x18choose-tracker-image-url_\x10\x10description-bodyYimage-urlTname_\x10\x0ftracker-101-url_\x10\x1cFitbit Ionic: adidas edition\xd2\x0e\x0f47\xa256\x80\x0e\x80\x13\x80\x12\xd2\x0e\x0f97\xa3:;<\x80\x0f\x80\x10\x80\x11\x80\x12\x10\x17\x10\x18\x10\x1f\xd2BCDEZ$classnameX$classes^NSMutableArray\xa3DFGWNSArrayXNSObject\xd2\x0e\x0fI7\xa3JKL\x80\x14\x80\x15\x80\x16\x80\x12\x10]\x10g\x10}_\x10&images/description-image-superstar.png_\x10)images/choose-tracker-image-superstar.png_\x10\x18Commit to extraordinary._\x10\x1aimages/image-superstar.png_\x10\x15Ionic: adidas edition_\x105https://device101.fitbit.com/guides/ionic-ae-101.html\xd2BCXY_\x10\x13NSMutableDictionary\xa3XZG\\NSDictionary\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00t\x00z\x00\x81\x00\x89\x00\x94\x00\x9b\x00\x9d\x00\x9f\x00\xa1\x00\xa3\x00\xa5\x00\xac\x00\xb3\x00\xbc\x00\xbe\x00\xc0\x00\xc2\x00\xc4\x00\xc6\x00\xc8\x00\xca\x00\xcc\x00\xd5\x00\xd7\x00\xd9\x00\xdb\x00\xdd\x00\xdf\x00\xe1\x00\xe3\x00\xe5\x00\xe7\x00\xfb\x01\x12\x01*\x01E\x01X\x01b\x01g\x01y\x01\x98\x01\x9d\x01\xa0\x01\xa2\x01\xa4\x01\xa6\x01\xab\x01\xaf\x01\xb1\x01\xb3\x01\xb5\x01\xb7\x01\xb9\x01\xbb\x01\xbd\x01\xc2\x01\xcd\x01\xd6\x01\xe5\x01\xe9\x01\xf1\x01\xfa\x01\xff\x02\x03\x02\x05\x02\x07\x02\t\x02\x0b\x02\r\x02\x0f\x02\x11\x02:\x02f\x02\x81\x02\x9e\x02\xb6\x02\xee\x02\xf3\x03\t\x03\r\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00[\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x03\x1a'"
6,80,3,1,5,0,0,0,-60,4,,https://static0.fitbit.com/content/mobile/1d1104be/,,https://static0.fitbit.com/content/mobile/1d1104be/info/images/choose-tracker-image.png,Healthy habits start with Inspire HR,https://static0.fitbit.com/content/mobile/1d1104be/info/images/description-image.png,Fitbit Inspire HR,,Inspire HR,https://static0.fitbit.com/content/mobile/1d1104be/info/images/image.png,Inspire HR,,https://device101.fitbit.com/guides/inspirehr-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13\'0:U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xda\x14\x15\x16\x17\x18\x19\x0e\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGBUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\xec\xec\xed""?\x00\x80\x81#?\xe0\x10\x10\x10\x10\x10\x10""?\x80\x00\x00M0 0.463 0.502\x80\x03""\x00\x00\x00\x00\x10\x02#?\xdd\x9d\x9d\x9d\x9d\x9d\x9e\xd3()*+,.Z$classnameX$classes[$classhintsWUIColor\xa2+-XNSObject\xa1/WNSColor\xdb\x14\x15\x16\x17\x18\x191\x1a\x1b\x0e\x1c\x1d234!567%#9\\UIRed-Double""?>\xbe\xbf""?>\xbe\xbf#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8O\x10\x110.318 0.745 0.745#?\xd4TTTTTT"">\xa2\xa2\xa3\x80\x03#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8\xd2();<WNSArray\xa2;-\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x95\x00\xad\x00\xb5\x00\xbc\x00\xca\x00\xd2\x00\xd8\x00\xde\x00\xeb\x00\xfa\x00\xfc\x01\x01\x01\x06\x01\x0f\x01\x14\x01""\x01$\x01)\x01+\x014\x01;\x01F\x01O\x01[\x01c\x01f\x01o\x01q\x01y\x01\x90\x01\x9d\x01\xa2\x01\xa7\x01\xb0\x01\xc4\x01\xcd\x01\xd2\x01\xd4\x01\xdd\x01\xe2\x01\xea\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00=\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xed'",
7,80,3,1,6,0,0,0,-60,22,,https://static0.fitbit.com/content/mobile/768864eb/,,https://static0.fitbit.com/content/mobile/768864eb/info/images/choose-tracker-image.png,Healthy habits start here,https://static0.fitbit.com/content/mobile/768864eb/info/images/description-image.png,Fitbit Inspire,,Inspire,https://static0.fitbit.com/content/mobile/768864eb/info/images/image.png,Inspire,,https://device101.fitbit.com/guides/inspire-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13\'0:U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xda\x14\x15\x16\x17\x18\x19\x0e\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGBUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\xec\xec\xed""?\x00\x80\x81#?\xe0\x10\x10\x10\x10\x10\x10""?\x80\x00\x00M0 0.463 0.502\x80\x03""\x00\x00\x00\x00\x10\x02#?\xdd\x9d\x9d\x9d\x9d\x9d\x9e\xd3()*+,.Z$classnameX$classes[$classhintsWUIColor\xa2+-XNSObject\xa1/WNSColor\xdb\x14\x15\x16\x17\x18\x191\x1a\x1b\x0e\x1c\x1d234!567%#9\\UIRed-Double""?>\xbe\xbf""?>\xbe\xbf#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8O\x10\x110.318 0.745 0.745#?\xd4TTTTTT"">\xa2\xa2\xa3\x80\x03#?\xe7\xd7\xd7\xd7\xd7\xd7\xd8\xd2();<WNSArray\xa2;-\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x95\x00\xad\x00\xb5\x00\xbc\x00\xca\x00\xd2\x00\xd8\x00\xde\x00\xeb\x00\xfa\x00\xfc\x01\x01\x01\x06\x01\x0f\x01\x14\x01""\x01$\x01)\x01+\x014\x01;\x01F\x01O\x01[\x01c\x01f\x01o\x01q\x01y\x01\x90\x01\x9d\x01\xa2\x01\xa7\x01\xb0\x01\xc4\x01\xcd\x01\xd2\x01\xd4\x01\xdd\x01\xe2\x01\xea\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00=\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xed'",
8,80,3,1,7,0,0,0,-60,8,,https://static0.fitbit.com/content/mobile/8f59901e/,,https://static0.fitbit.com/content/mobile/8f59901e/info/images/choose-tracker-image.png,"Connect Ace 2 to your child's phone or tablet for the best experience.

Ace 2 can sync its data to only one phone or tablet.

If this is the phone or tablet you want Ace 2 to sync with, please continue.",https://static0.fitbit.com/content/mobile/8f59901e/info/images/description-image.png,Set Up Ace 2,,Ace 2 — for kids!,https://static0.fitbit.com/content/mobile/8f59901e/info/images/image.png,Ace 2,,https://device101.fitbit.com/guides/ace2-101.html,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x13)2;U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x04\x80\x05\xdb\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x0e\x1d\x1e\x1f !""#$%&\'(_\x10\x15UIColorComponentCountWUIGreenVUIBlue]UIBlue-DoubleWUIAlphaUNSRGB\\UIRed-DoubleUUIRed\\NSColorSpace^UIGreen-Double\x10\x04"">\x18\x98\x99"">\xd6\xd6\xd7#?\xda\xda\xda\xda\xda\xda\xdb""?\x80\x00\x00O\x10\x100.149 0.149 0.42#?\xc3\x13\x13\x13\x13\x13\x13"">\x18\x98\x99\x10\x02\x80\x03#?\xc3\x13\x13\x13\x13\x13\x13\xd3*+,-.0Z$classnameX$classes[$classhintsWUIColor\xa2-/XNSObject\xa11WNSColor\xdb\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x0e\x1d\x1e345""678&\':"">\x94\x94\x95""?L\xcc\xcd#?\xe9\x99\x99\x99\x99\x99\x9aN0.294 0.29 0.8#?\xd2\xd2\xd2\xd2\xd2\xd2\xd3"">\x96\x96\x97\x80\x03#?\xd2\x92\x92\x92\x92\x92\x93\xd2*+<=WNSArray\xa2</\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00Z\x00`\x00e\x00p\x00w\x00z\x00|\x00~\x00\x80\x00\x97\x00\xaf\x00\xb7\x00\xbe\x00\xcc\x00\xd4\x00\xda\x00\xe7\x00\xed\x00\xfa\x01\t\x01\x0b\x01\x10\x01\x15\x01\x1e\x01#\x016\x01?\x01D\x01F\x01H\x01Q\x01X\x01c\x01l\x01x\x01\x80\x01\x83\x01\x8c\x01\x8e\x01\x96\x01\xad\x01\xb2\x01\xb7\x01\xc0\x01\xcf\x01\xd8\x01\xdd\x01\xdf\x01\xe8\x01\xed\x01\xf5\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00>\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\xf8'",
