Z_PK,Z_ENT,Z_OPT,ZKIND,ZMETADATA,ZTAG,ZHASPROCESS,Z13_HASPROCESS,ZALLFLOWS,ZBILLCYCLEEND,ZJUMBOFLOWS,ZTIMESTAMP,ZWIFIIN,ZWIFIOUT,ZWIREDIN,ZWIREDOUT,ZWWANIN,ZWWANOUT,ZXIN,ZXOUT
185,9,2,1,0,0,89,14,0.0,,0.0,607779021.382701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,9,10,1,0,0,175,14,7.0,,0.0,607779199.888994,36656.0,8969.0,0.0,0.0,0.0,0.0,0.0,0.0
187,9,57,1,0,0,91,14,812.0,,4.0,607786842.605771,669163094.0,19497666.0,0.0,0.0,132925.0,24156.0,0.0,0.0
188,9,88,1,0,0,112,14,151.0,,0.0,607792676.888877,532217.0,246581.0,0.0,0.0,2092.0,5668.0,0.0,0.0
189,9,6,1,0,0,68,14,33.0,,0.0,607803041.445223,201168.0,70472.0,0.0,0.0,0.0,0.0,0.0,0.0
190,9,7,1,0,0,93,14,2.0,,0.0,607805592.10608,8447.0,2223.0,0.0,0.0,0.0,0.0,0.0,0.0
191,9,34,1,0,0,120,14,284.0,,0.0,607806913.888836,2344740.0,792546.0,0.0,0.0,30085.0,10363.0,0.0,0.0
192,9,14,1,0,0,117,14,55.0,,0.0,607823406.681799,927384.0,21598570.0,0.0,0.0,0.0,0.0,0.0,0.0
193,9,35,1,0,0,70,14,85.0,,0.0,607823484.295325,732783.0,225159.0,0.0,0.0,41958.0,8006.0,0.0,0.0
194,9,1,1,0,0,73,14,2.0,,0.0,607828051.91353,320988.0,13593.0,0.0,0.0,0.0,0.0,0.0,0.0
195,9,69,1,0,0,176,14,378.0,,1.0,607828439.730167,47326301.0,49547855.0,0.0,0.0,89084.0,35918.0,0.0,0.0
196,9,14,1,0,0,94,14,91.0,,0.0,607828522.190794,6795713.0,455975.0,0.0,0.0,0.0,0.0,0.0,0.0
197,9,17,1,0,0,177,14,434.0,,0.0,607828766.526938,13318301.0,11867071.0,0.0,0.0,688791.0,197713.0,0.0,0.0
198,9,27,1,0,0,128,14,169.0,,0.0,607879380.367697,9515420.0,600401.0,0.0,0.0,67455.0,9070.0,0.0,0.0
199,9,13,1,0,0,111,14,393.0,,0.0,607893143.102206,21267950.0,1244442.0,0.0,0.0,0.0,0.0,0.0,0.0
200,9,29,1,0,0,82,14,14.0,,0.0,607912190.308176,927.0,605.0,0.0,0.0,529.0,275.0,0.0,0.0
201,9,43,1,0,0,139,14,142.0,,0.0,607916861.068148,2565822.0,371331.0,0.0,0.0,0.0,0.0,0.0,0.0
202,9,66,1,0,0,134,14,970.0,,0.0,607936485.295645,72124949.0,11652641.0,0.0,0.0,10065489.0,1395418.0,0.0,0.0
203,9,86,1,0,0,142,14,610.0,,0.0,607951557.206557,3939261.0,1638687.0,0.0,0.0,468734.0,141301.0,0.0,0.0
204,9,30,1,0,0,143,14,158.0,,0.0,607951555.839794,303143.0,143188.0,0.0,0.0,66575.0,42244.0,0.0,0.0
205,9,309,1,0,0,135,14,674.0,,0.0,607956208.80117,29809709.0,3309541.0,0.0,0.0,603038.0,50455.0,0.0,0.0
206,9,45,1,0,0,138,14,819.0,,0.0,607967841.374908,37749005.0,4509816.0,0.0,0.0,21594013.0,376634.0,0.0,0.0
207,9,51,1,0,0,132,14,1855.0,,1.0,607991685.733619,271381311.0,7435334.0,0.0,0.0,496279.0,83562.0,0.0,0.0
208,9,9,1,0,0,114,14,61.0,,0.0,608038200.855888,5907154.0,299261.0,0.0,0.0,0.0,0.0,0.0,0.0
209,9,11,1,0,0,145,14,663.0,,0.0,608238690.922163,5967664.0,1810545.0,0.0,0.0,509856.0,199933.0,0.0,0.0
210,9,33,1,0,0,110,14,182.0,,0.0,608320674.81763,6430206.0,696902.0,0.0,0.0,1543059.0,245637.0,0.0,0.0
211,9,21,1,0,0,122,14,156.0,,0.0,608321021.087822,1499356.0,246843.0,0.0,0.0,2455864.0,232241.0,0.0,0.0
212,9,12,1,0,0,127,14,109.0,,0.0,608321108.468128,403909.0,155883.0,0.0,0.0,4977590.0,389994.0,0.0,0.0
213,9,8,1,0,0,129,14,69.0,,0.0,608321163.56869,136994.0,65252.0,0.0,0.0,391539.0,120637.0,0.0,0.0
214,9,13,1,0,0,130,14,24.0,,0.0,608321205.614412,42042.0,24635.0,0.0,0.0,19161.0,11310.0,0.0,0.0
215,9,12,1,0,0,133,14,176.0,,0.0,608321245.233508,600791.0,225134.0,0.0,0.0,834375.0,327598.0,0.0,0.0
216,9,11,1,0,0,136,14,25.0,,0.0,608321307.297631,82221.0,89153.0,0.0,0.0,198590.0,93217.0,0.0,0.0
217,9,12,1,0,0,141,14,111.0,,0.0,608322197.867115,89098.0,40727.0,0.0,0.0,99201.0,43388.0,0.0,0.0
218,9,4,1,0,0,178,14,132.0,,0.0,608322886.513331,0.0,0.0,0.0,0.0,799230.0,402142.0,0.0,0.0
219,9,4,0,0,0,179,13,14.0,,0.0,608324950.864771,34464.0,19516.0,0.0,0.0,0.0,0.0,0.0,0.0
220,9,1,1,0,0,180,14,3.0,,0.0,608346761.23219,19998.0,6229.0,0.0,0.0,0.0,0.0,0.0,0.0
221,9,4,1,0,0,100,14,3.0,,0.0,608390026.835368,309.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
222,9,1,1,0,0,144,14,0.0,,0.0,608390530.934292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,9,4,1,0,0,181,14,81.0,,0.0,608391542.58536,2358055.0,311216.0,0.0,0.0,0.0,0.0,0.0,0.0
224,9,3,1,0,0,182,14,13.0,,0.0,608391933.538747,19683882.0,1688617.0,0.0,0.0,0.0,0.0,0.0,0.0
225,9,22,1,0,0,148,14,155.0,,0.0,608392451.725285,101531605.0,1711370.0,0.0,0.0,6384030.0,327729.0,0.0,0.0
226,9,11,1,0,0,183,14,3.0,,0.0,608393123.25469,0.0,0.0,0.0,0.0,51593.0,4660.0,0.0,0.0
227,9,6,1,0,0,84,14,1.0,,0.0,608395419.009084,103.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
228,9,4,0,0,0,184,13,5.0,,0.0,608395517.291483,21319.0,8369.0,0.0,0.0,0.0,0.0,0.0,0.0
229,9,1,1,0,0,185,14,3.0,,0.0,608398006.946617,4160629.0,23177981.0,0.0,0.0,1684.0,6840.0,0.0,0.0
230,9,3,1,0,0,186,14,11.0,,0.0,608407745.321118,12800914.0,165389.0,0.0,0.0,0.0,0.0,0.0,0.0
231,9,3,1,0,0,187,14,16.0,,0.0,608407765.455094,527657.0,82075.0,0.0,0.0,0.0,0.0,0.0,0.0
232,9,1,0,0,0,188,13,34.0,,0.0,608407766.768724,5814205.0,21254.0,0.0,0.0,0.0,0.0,0.0,0.0
233,9,1,0,0,0,189,13,4.0,,0.0,608496886.436993,8523.0,5574.0,0.0,0.0,0.0,0.0,0.0,0.0
234,9,2,0,0,0,191,13,4.0,,0.0,608498174.809691,20389.0,11316.0,0.0,0.0,0.0,0.0,0.0,0.0
235,9,1,0,0,0,192,13,1.0,,0.0,608498180.081484,8400.0,2817.0,0.0,0.0,0.0,0.0,0.0,0.0
236,9,1,0,0,0,193,13,1.0,,0.0,608498351.104813,11426.0,7986.0,0.0,0.0,0.0,0.0,0.0,0.0
237,9,1,0,0,0,194,13,2.0,,0.0,608498351.249353,20790.0,8138.0,0.0,0.0,0.0,0.0,0.0,0.0
238,9,9,1,0,0,109,14,45.0,,0.0,608498851.579442,428557.0,129382.0,0.0,0.0,0.0,0.0,0.0,0.0
239,9,8,1,0,0,159,14,104.0,,0.0,608498863.851085,855106.0,903490.0,0.0,0.0,0.0,0.0,0.0,0.0
240,9,9,1,0,0,137,14,40.0,,0.0,608499007.995366,341852.0,266639.0,0.0,0.0,0.0,0.0,0.0,0.0
241,9,5,1,0,0,96,14,0.0,,0.0,608499020.74589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,9,8,1,0,0,140,14,119.0,,0.0,608499035.175824,625161.0,374457.0,0.0,0.0,0.0,0.0,0.0,0.0
243,9,4,1,0,0,152,14,60.0,,0.0,608499041.672689,1457147.0,201567.0,0.0,0.0,0.0,0.0,0.0,0.0
244,9,6,1,0,0,156,14,19.0,,0.0,608499115.141329,154189.0,66025.0,0.0,0.0,0.0,0.0,0.0,0.0
245,9,1,1,0,0,151,14,0.0,,0.0,608499145.716581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,9,4,1,0,0,163,14,90.0,,0.0,608600481.995589,965668.0,287761.0,0.0,0.0,512.0,335.0,0.0,0.0
247,9,26,1,0,0,195,14,830.0,,0.0,608601613.839729,3819443.0,2949318.0,0.0,0.0,98545.0,47783.0,92281.0,44615.0
248,9,7,1,0,0,196,14,176.0,,0.0,608603930.126904,1077680.0,6556888.0,0.0,0.0,0.0,0.0,0.0,0.0
249,9,5,1,0,0,197,14,80.0,,0.0,608603988.794586,495539.0,165796.0,0.0,0.0,0.0,0.0,0.0,0.0
250,9,19,0,0,0,198,13,80.0,,0.0,608731878.241917,24213.0,15266.0,0.0,0.0,646.0,270.0,0.0,0.0
