entry_ID,version,hash_value,storage_policy,request_key,time_stamp,partition
1,0,6823035275106786751,0,https://static0.fitbit.com/content/mobile-common/gdpr/consents_en.json?,2020-04-03 16:22:12,
2,0,1064392234,0,https://firebaselogging.googleapis.com/v0cc/log/batch,2020-04-03 16:29:41,
3,0,1319902272,0,https://static0.fitbit.com/content/assets/fitbit-home/lottie-resources/v1/heart_rate.json,2020-04-03 18:22:12,
4,0,-1231317537,0,https://static0.fitbit.com/content/mobile-common/premium-upsell/default-checklist/subscription_en.json?,2020-04-03 18:24:22,
5,0,1395572736,0,https://api.fitbit.com/1/user/-/profile.json,2020-04-03 18:45:59,
6,0,423828831,0,https://api.fitbit.com/1.2/user/-/sleep/goal.json,2020-04-03 18:45:59,
7,0,-1684117531,0,https://api.fitbit.com/1/user/-/activities/list.json?offset=0&sort=desc&afterDate=2020-03-29&limit=5,2020-04-03 18:45:59,
8,0,-1341763112,0,https://api.fitbit.com/1/user/-/body/log/weight/date/2020-04-03/30d.json,2020-04-03 18:45:59,
9,0,912218141,0,https://api.fitbit.com/1.2/user/-/sleep/date/2020-03-27/2020-04-03.json,2020-04-03 18:45:59,
10,0,1861862860,0,https://api.fitbit.com/1/user/-/foods/log/water/goal.json,2020-04-03 18:45:59,
11,0,-457830605,0,https://api.fitbit.com/1/user/-/foods/log/water/date/2020-04-03/7d.json,2020-04-03 18:45:59,
12,0,-2000761148,0,https://api.fitbit.com/1/user/-/body/log/weight/goal.json,2020-04-03 18:45:59,
13,0,1444003780,0,https://api.fitbit.com/1.1/user/-/exercises/goals/summary.json?offset=0&limit=1,2020-04-03 18:45:59,
14,0,674454489,0,https://api.fitbit.com/1/user/-/body/log/weight/date/2020-04-04/30d.json,2020-04-04 15:46:22,
15,0,718673844,0,https://api.fitbit.com/1/user/-/foods/log/water/date/2020-04-04/7d.json,2020-04-04 15:46:22,
16,0,-1309938145,0,https://api.fitbit.com/1.2/user/-/sleep/date/2020-03-28/2020-04-04.json,2020-04-04 15:46:22,
17,0,1895178293,0,https://api.fitbit.com/1/user/-/foods/log/water/date/2020-04-05/7d.json,2020-04-05 10:32:14,
18,0,-1604295206,0,https://api.fitbit.com/1/user/-/body/log/weight/date/2020-04-05/30d.json,2020-04-05 10:32:14,
19,0,-2146774896,0,https://api.fitbit.com/1/user/-/activities/list.json?offset=0&sort=desc&afterDate=2020-04-05&limit=5,2020-04-05 10:32:14,
20,0,762872865,0,https://api.fitbit.com/1.2/user/-/sleep/date/2020-03-29/2020-04-05.json,2020-04-05 10:32:14,
21,0,411922395,0,https://api.fitbit.com/1/user/-/body/log/weight/date/2020-04-06/30d.json,2020-04-06 10:24:13,
22,0,-1223284554,0,https://api.fitbit.com/1/user/-/foods/log/water/date/2020-04-06/7d.json,2020-04-06 10:24:13,
23,0,1486161562,0,https://api.fitbit.com/1.2/user/-/sleep/date/2020-03-30/2020-04-06.json,2020-04-06 10:24:13,
24,0,-814006007811917384,0,https://api.fitbit.com/1/user/-/foods/log/water/date/2020-04-08/7d.json,2020-04-08 11:00:48,
25,0,-7295661282404794085,0,https://api.fitbit.com/1.2/user/-/sleep/date/2020-04-01/2020-04-08.json,2020-04-08 11:00:48,
26,0,5212233943908582365,0,https://api.fitbit.com/1/user/-/body/log/weight/date/2020-04-08/30d.json,2020-04-08 11:00:48,
27,0,-7418972332798734882,0,https://api.fitbit.com/1/user/-/body/log/weight/date/2020-04-09/30d.json,2020-04-10 01:55:46,
28,0,280464227183247929,0,https://api.fitbit.com/1/user/-/foods/log/water/date/2020-04-09/7d.json,2020-04-10 01:55:46,
29,0,2219604967411259165,0,https://api.fitbit.com/1.2/user/-/sleep/date/2020-04-02/2020-04-09.json,2020-04-10 01:55:49,
30,0,-2803138129668698061,0,https://api.fitbit.com/1/user/-/foods/log/water/date/2020-04-12/7d.json,2020-04-12 14:16:26,
31,0,7619439168414831320,0,https://api.fitbit.com/1/user/-/body/log/weight/date/2020-04-12/30d.json,2020-04-12 14:16:26,
32,0,-806636111738056338,0,https://api.fitbit.com/1/user/-/activities/list.json?offset=0&sort=desc&afterDate=2020-04-12&limit=5,2020-04-12 14:16:26,
33,0,-6092361072202209126,0,https://api.fitbit.com/1.2/user/-/sleep/date/2020-04-05/2020-04-12.json,2020-04-12 14:16:26,
