_id,bundle_identifier,namespace,key,value
24,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_vc_session_sampling_rate,b'0.01'
25,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_fg,b'300'
26,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_disabled_web_versions,
27,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_disabled_android_versions,
28,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_bg_ms,b'0'
29,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_bg,b'70'
30,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_disabled_ios_versions,
31,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_enabled,b'true'
32,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_log_endpoint_url,b'https://firebaselogging.googleapis.com/v0cc/log?format=json_proto'
33,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_fg_ms,b'100'
34,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_log_transport_web_percent,b'0.0'
35,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_bg,b'30'
36,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_max_length_min,b'240'
37,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_fg_ms,b'100'
38,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_fg,b'700'
39,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_vc_network_request_sampling_rate,b'1.0'
40,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_bg_ms,b'0'
41,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_vc_trace_sampling_rate,b'1.0'
42,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_log_source,b'462'
43,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_time_limit_sec,b'600'
44,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,jpeg_compression_value,b'0.8'
45,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,conversations_paging_size,b'20'
46,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_what_can_link,b'https://usedust.com/watchdog-next-steps/'
47,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,image_max_width,b'1920'
48,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_key_upload_count,b'50'
49,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_signup_invite_text,b'Hey I just signed up for Watchdog Pro on Dust and the results were shocking! You should try Watchdog for free to learn if your personal info has been hacked or leaked. %@'
50,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,group_chat_enabled,b'true'
51,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,minimum_supported_version,b'6.0.0'
52,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,minimum_messages_sent_for_app_review,b'20'
53,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_invite_text,"b""Let's use the Dust app to chat in private.  Download the app for free and search for my username: %@. Click here to start: https://dust.chat/udCc"""
54,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,privacy_policy_url,b'https://usedust.com/privacy-policy'
55,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,profile_photo_sync_time_seconds,b'86400'
56,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,image_max_height,b'1080'
57,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,messages_paging_size,b'12'
58,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,terms_of_service_url,b'https://usedust.com/terms'
59,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_dynamic_invite_text,"b""Let's use the Dust app to chat in private.  Download the app for free and search for my username: %@. Click here to start: %@"""
60,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_protect_text,b'I just used the Dust app to check if my personal info was hacked. You should try it too %@'
61,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,group_max_participants_count,b'26'
62,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,tips_and_shortcuts_url,b'https://support.usedust.com/collection/22-tips-shortcuts'
63,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,people_paging_size,b'20'
