_id,bundle_identifier,namespace,key,value
1,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_ms_fg,b'100'
2,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_vc_session_sampling_rate,b'0.0125'
3,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_fg,b'300'
4,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_ms_fg,b'100'
5,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_disabled_web_versions,
6,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_disabled_android_versions,
7,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_bg,b'70'
8,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_disabled_ios_versions,
9,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_enabled,b'true'
10,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_log_endpoint_url,b'https://firebaselogging.googleapis.com/v0cc/log?format=json_proto'
11,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_ms_bg,b'0'
12,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_log_transport_web_percent,b'0.0'
13,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_bg,b'30'
14,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_ms_bg,b'0'
15,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_max_length_min,b'240'
16,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_fg,b'700'
17,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_vc_network_request_sampling_rate,b'1.0'
18,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_vc_trace_sampling_rate,b'1.0'
19,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_log_source,b'462'
20,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_time_limit_sec,b'600'
21,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_vc_session_sampling_rate,b'0.0125'
22,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_fg,b'300'
23,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_disabled_web_versions,
24,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_disabled_android_versions,
25,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_bg_ms,b'0'
26,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_bg,b'70'
27,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_disabled_ios_versions,
28,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_enabled,b'true'
29,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_log_endpoint_url,b'https://firebaselogging.googleapis.com/v0cc/log?format=json_proto'
30,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_fg_ms,b'100'
31,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_log_transport_web_percent,b'0.0'
32,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_bg,b'30'
33,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_max_length_min,b'240'
34,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_fg_ms,b'100'
35,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_fg,b'700'
36,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_vc_network_request_sampling_rate,b'1.0'
37,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_bg_ms,b'0'
38,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_vc_trace_sampling_rate,b'1.0'
39,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_log_source,b'462'
40,com.signify.hue.blue,fireperf:__FIRAPP_DEFAULT,fpr_rl_time_limit_sec,b'600'
