Z_PK,Z_ENT,Z_OPT,ZHIDEINDISCOVER,ZINDEXFORSEARCH,ZISFAVORITE,ZSEARCHSECTIONHINTRAWVALUE,ZSEARCHSECTIONRAWVALUE,ZSECTIONSORTORDER,ZSORTHINT,ZSORTORDER,ZFEEDSECTION,Z_FOK_FEEDSECTION,ZBOUNDINGENDDATE,ZBOUNDINGSTARTDATE,ZDATESUBMITTED,ZRELEVANTENDDATE,ZRELEVANTRAMPDOWNTIME,ZRELEVANTRAMPUPTIME,ZRELEVANTSTARTDATE,ZSUGGESTIONRELEVANCESCORE,ZCONTENTKINDRAWVALUE,ZLOCALIZEDDESCRIPTION,ZLOCALIZEDTITLE,ZPLUGINPACKAGE,ZSTORYBOARDIDENTIFIER,ZUNIQUEIDENTIFIER,ZVIEWCONTROLLERCLASSNAME,ZUSERDATA
374,4,13,0,0,0,-1,10,4,0,20,,,63113904000.0,-63114076800.0,607631025.441529,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Zova: #1 At Home Workout App_919000809_HKQuantityTypeIdentifierHeartRate,,"b'{""title"":""Zova: #1 At Home Workout App"",""itunesStoreId"":919000809,""subtitle"":""Get fitter, healthier, happier"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""d8dcf4"",""textColor2"":""bbd9fe"",""supportsLayeredImage"":false,""textColor1"":""ffffff"",""url"":""https:\\/\\/is1-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/0a\\/e7\\/9a\\/0ae79abb-2568-e39c-2dd5-421c8085b8f8\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""3e52cc"",""hasP3"":false,""textColor4"":""a2bef4""},""artist"":""ZOVA""}'"
375,4,31,0,0,0,-1,10,99999,0,17,,,63113904000.0,-63114076800.0,607631026.010254,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Zova: #1 At Home Workout App_919000809_HKQuantityTypeIdentifierActiveEnergyBurned,,"b'{""title"":""Zova: #1 At Home Workout App"",""itunesStoreId"":919000809,""subtitle"":""Get fitter, healthier, happier"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""d8dcf4"",""textColor2"":""bbd9fe"",""supportsLayeredImage"":false,""textColor1"":""ffffff"",""url"":""https:\\/\\/is1-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/0a\\/e7\\/9a\\/0ae79abb-2568-e39c-2dd5-421c8085b8f8\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""3e52cc"",""hasP3"":false,""textColor4"":""a2bef4""},""artist"":""ZOVA""}'"
376,4,41,0,0,0,-1,10,99999,0,57,,,63113904000.0,-63114076800.0,607631031.486189,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Cycles: Period & Cycle Tracker_577187307_HKQuantityTypeIdentifierBasalBodyTemperature,,"b'{""title"":""Cycles: Period & Cycle Tracker"",""itunesStoreId"":577187307,""subtitle"":""Ovulation, Menstrual Calendar"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""183b38"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""131616"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/a2\\/f4\\/41\\/a2f44176-00e8-7e9c-aeb1-89789ae070c6\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-P3-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""29d2c2"",""hasP3"":true,""textColor4"":""1a3c39""},""artist"":""Perigee""}'"
377,4,2,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,607631031.60734,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Cycles: Period & Cycle Tracker_577187307_HKCategoryTypeIdentifierSexualActivity,,"b'{""title"":""Cycles: Period & Cycle Tracker"",""itunesStoreId"":577187307,""subtitle"":""Ovulation, Menstrual Calendar"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""183b38"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""131616"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/a2\\/f4\\/41\\/a2f44176-00e8-7e9c-aeb1-89789ae070c6\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-P3-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""29d2c2"",""hasP3"":true,""textColor4"":""1a3c39""},""artist"":""Perigee""}'"
378,4,2,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,607631031.820592,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Cycles: Period & Cycle Tracker_577187307_HKCategoryTypeIdentifierMenstrualFlow,,"b'{""title"":""Cycles: Period & Cycle Tracker"",""itunesStoreId"":577187307,""subtitle"":""Ovulation, Menstrual Calendar"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""183b38"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""131616"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/a2\\/f4\\/41\\/a2f44176-00e8-7e9c-aeb1-89789ae070c6\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-P3-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""29d2c2"",""hasP3"":true,""textColor4"":""1a3c39""},""artist"":""Perigee""}'"
379,4,2,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,607631032.0348,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Cycles: Period & Cycle Tracker_577187307_HKCategoryTypeIdentifierIntermenstrualBleeding,,"b'{""title"":""Cycles: Period & Cycle Tracker"",""itunesStoreId"":577187307,""subtitle"":""Ovulation, Menstrual Calendar"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""183b38"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""131616"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/a2\\/f4\\/41\\/a2f44176-00e8-7e9c-aeb1-89789ae070c6\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-P3-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""29d2c2"",""hasP3"":true,""textColor4"":""1a3c39""},""artist"":""Perigee""}'"
417,4,45,0,1,0,-1,3,2,0,11,,,63113904000.0,-63114076800.0,607912152.264731,608788800.0,0.0,0.0,608702400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.SevenDay.Suffix-HKCategoryTypeIdentifierSleepAnalysis,Highlights.HighlightTileViewController,"b'{""objectTypeIdentifier"":""HKCategoryTypeIdentifierSleepAnalysis"",""averageValue"":25420,""dayValues"":[{""date"":608313600,""value"":24720},{""date"":608140800,""value"":26520},{""date"":608400000,""value"":25020}],""referenceDate"":608745908.520769,""diagramData"":{""dataGroups"":[[""Content"",{""points"":[[608140800,26520],[608313600,24720],[608400000,25020]]}]],""dataModelSpace"":[[608097600,0],[604800,26520]]},""diagramConfig"":{""bar"":{""topColor"":""defaultBarColor"",""axisLineColor"":""defaultAxisColor"",""highlightColor"":""defaultHighlightColor"",""axisText"":""averageAnnotationText"",""width"":""insightWidth"",""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""zeroLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""zeroLength""}},""bottomColor"":""defaultBarColor"",""cornerSize"":""sevenDayCornerSize"",""referenceLineColor"":""defaultHighlightColor"",""baseValue"":0}}}'"
426,4,18,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,608321278.743179,608788800.0,0.0,54000.0,608756400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.AverageLineProgress.Suffix-HKQuantityTypeIdentifierDistanceWalkingRunning,Highlights.HighlightTileViewController,"b'{""diagramConfig"":{""line"":{""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""defaultMajorLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""defaultMinorLength""}},""lineProperties"":[{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineInactiveColor"",""lineHighlightColor"":""defaultLineHighlightColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineActiveColor"",""lineHighlightColor"":""defaultAxisTickColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""fourThirdsWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""activityKeyColor"",""lineHighlightColor"":""activityKeyColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""}]}},""averageValue"":2957,""averageTotalValue"":6870,""currentValue"":1938.6913078417856,""diagramData"":{""dataGroups"":[[""ReferenceLine"",{""points"":[[608745600,2957]]},""Content"",{""points"":[[608702400,54],[608704200,109],[608706000,163],[608707800,218],[608709600,272],[608711400,326],[608713200,381],[608715000,435],[608716800,490],[608718600,544],[608720400,598],[608722200,653],[608724000,750],[608725800,917],[608727600,1012],[608729400,1137],[608731200,1347],[608733000,1659],[608734800,1895],[608736600,2059],[608738400,2181],[608740200,2421],[608742000,2590],[608743800,2775],[608745600,2957]]}],[""Content"",{""points"":[[608745600,2957],[608747400,3109],[608749200,3258],[608751000,3598],[608752800,3814],[608754600,4027],[608756400,4717],[608758200,5026],[608760000,5176],[608761800,5394],[608763600,5548],[608765400,5705],[608767200,5869],[608769000,6005],[608770800,6198],[608772600,6329],[608774400,6438],[608776200,6517],[608778000,6578],[608779800,6639],[608781600,6705],[608783400,6761],[608785200,6815],[608787000,6870],[608788800,6870]]},""HighlightedContent"",{""points"":[[608745600,2957]]}],[""HighlightedContent"",{""points"":[[608745600,1938.6913078417856]]},""Content"",{""points"":[[608702400,0],[608704200,0],[608706000,0],[608707800,0],[608709600,0],[608711400,0],[608713200,0],[608715000,0],[608716800,0],[608718600,0],[608720400,0],[608722200,0],[608724000,0],[608725800,145.47080615915183],[608727600,145.47080615915183],[608729400,195.95580662645807],[608731200,228.84580675997131],[608733000,539.61830846227531],[608734800,896.7483099308738],[608736600,913.09830993086507],[608738400,949.37681024461926],[608740200,1293.4407742967296],[608742000,1634.5193066134088],[608743800,1938.6913078417856],[608745600,1938.6913078417856]]}]]},""canonicalUnitString"":""m"",""averageDateInterval"":{""start"":606283200,""duration"":2419200},""identifier"":""HKQuantityTypeIdentifierDistanceWalkingRunning"",""currentValueDate"":608744363.67939532,""currentDateInterval"":{""start"":608702400,""duration"":43200},""averageAccumulation"":[[608702400,54],[608704200,109],[608706000,163],[608707800,218],[608709600,272],[608711400,326],[608713200,381],[608715000,435],[608716800,490],[608718600,544],[608720400,598],[608722200,653],[608724000,750],[608725800,917],[608727600,1012],[608729400,1137],[608731200,1347],[608733000,1659],[608734800,1895],[608736600,2059],[608738400,2181],[608740200,2421],[608742000,2590],[608743800,2775],[608745600,2957],[608747400,3109],[608749200,3258],[608751000,3598],[608752800,3814],[608754600,4027],[608756400,4717],[608758200,5026],[608760000,5176],[608761800,5394],[608763600,5548],[608765400,5705],[608767200,5869],[608769000,6005],[608770800,6198],[608772600,6329],[608774400,6438],[608776200,6517],[608778000,6578],[608779800,6639],[608781600,6705],[608783400,6761],[608785200,6815],[608787000,6870],[608788800,6870]],""generationDate"":608745908.22725105}'"
427,4,34,0,1,0,-1,3,99999,0,5,,,63113904000.0,-63114076800.0,608321278.673921,608788800.0,0.0,54000.0,608756400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.AverageLineProgress.Suffix-HKQuantityTypeIdentifierStepCount,Highlights.HighlightTileViewController,"b'{""diagramConfig"":{""line"":{""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""defaultMajorLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""defaultMinorLength""}},""lineProperties"":[{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineInactiveColor"",""lineHighlightColor"":""defaultLineHighlightColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineActiveColor"",""lineHighlightColor"":""defaultAxisTickColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""fourThirdsWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""activityKeyColor"",""lineHighlightColor"":""activityKeyColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""}]}},""averageValue"":3660,""averageTotalValue"":8384,""currentValue"":2452,""diagramData"":{""dataGroups"":[[""Content"",{""points"":[[608702400,70],[608704200,139],[608706000,209],[608707800,278],[608709600,348],[608711400,418],[608713200,487],[608715000,557],[608716800,627],[608718600,696],[608720400,766],[608722200,835],[608724000,961],[608725800,1178],[608727600,1298],[608729400,1457],[608731200,1727],[608733000,2084],[608734800,2363],[608736600,2571],[608738400,2728],[608740200,2989],[608742000,3197],[608743800,3433],[608745600,3660]]},""ReferenceLine"",{""points"":[[608745600,3660]]}],[""Content"",{""points"":[[608745600,3660],[608747400,3853],[608749200,4038],[608751000,4417],[608752800,4679],[608754600,4944],[608756400,5672],[608758200,6045],[608760000,6235],[608761800,6509],[608763600,6702],[608765400,6902],[608767200,7112],[608769000,7282],[608770800,7528],[608772600,7694],[608774400,7834],[608776200,7934],[608778000,8012],[608779800,8089],[608781600,8173],[608783400,8245],[608785200,8314],[608787000,8384],[608788800,8384]]},""HighlightedContent"",{""points"":[[608745600,3660]]}],[""Content"",{""points"":[[608702400,0],[608704200,0],[608706000,0],[608707800,0],[608709600,0],[608711400,0],[608713200,0],[608715000,0],[608716800,0],[608718600,0],[608720400,0],[608722200,0],[608724000,0],[608725800,180],[608727600,180],[608729400,252],[608731200,294],[608733000,697],[608734800,1145],[608736600,1163],[608738400,1214],[608740200,1600.1117328862135],[608742000,2059],[608743800,2452],[608745600,2452]]},""HighlightedContent"",{""points"":[[608745600,2452]]}]]},""canonicalUnitString"":""count"",""averageDateInterval"":{""start"":606283200,""duration"":2419200},""identifier"":""HKQuantityTypeIdentifierStepCount"",""currentValueDate"":608744363.67939532,""currentDateInterval"":{""start"":608702400,""duration"":43200},""averageAccumulation"":[[608702400,70],[608704200,139],[608706000,209],[608707800,278],[608709600,348],[608711400,418],[608713200,487],[608715000,557],[608716800,627],[608718600,696],[608720400,766],[608722200,835],[608724000,961],[608725800,1178],[608727600,1298],[608729400,1457],[608731200,1727],[608733000,2084],[608734800,2363],[608736600,2571],[608738400,2728],[608740200,2989],[608742000,3197],[608743800,3433],[608745600,3660],[608747400,3853],[608749200,4038],[608751000,4417],[608752800,4679],[608754600,4944],[608756400,5672],[608758200,6045],[608760000,6235],[608761800,6509],[608763600,6702],[608765400,6902],[608767200,7112],[608769000,7282],[608770800,7528],[608772600,7694],[608774400,7834],[608776200,7934],[608778000,8012],[608779800,8089],[608781600,8173],[608783400,8245],[608785200,8314],[608787000,8384],[608788800,8384]],""generationDate"":608745908.09254396}'"
431,4,26,0,1,0,-1,3,99999,0,7,,,63113904000.0,-63114076800.0,608398112.674758,608788800.0,0.0,54000.0,608756400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.AverageLineProgress.Suffix-HKQuantityTypeIdentifierActiveEnergyBurned,Highlights.HighlightTileViewController,"b'{""diagramConfig"":{""line"":{""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""defaultMajorLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""defaultMinorLength""}},""lineProperties"":[{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineInactiveColor"",""lineHighlightColor"":""defaultLineHighlightColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineActiveColor"",""lineHighlightColor"":""defaultAxisTickColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""fourThirdsWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""activityKeyColor"",""lineHighlightColor"":""activityKeyColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""}]}},""averageValue"":386,""averageTotalValue"":853,""currentValue"":208.26400000000001,""diagramData"":{""dataGroups"":[[""ReferenceLine"",{""points"":[[608745600,386]]},""Content"",{""points"":[[608702400,10],[608704200,19],[608706000,29],[608707800,38],[608709600,48],[608711400,57],[608713200,67],[608715000,77],[608716800,86],[608718600,96],[608720400,105],[608722200,115],[608724000,127],[608725800,146],[608727600,162],[608729400,180],[608731200,203],[608733000,232],[608734800,257],[608736600,277],[608738400,297],[608740200,323],[608742000,344],[608743800,365],[608745600,386]]}],[""Content"",{""points"":[[608745600,386],[608747400,407],[608749200,428],[608751000,459],[608752800,482],[608754600,504],[608756400,559],[608758200,588],[608760000,608],[608761800,633],[608763600,654],[608765400,674],[608767200,695],[608769000,715],[608770800,736],[608772600,753],[608774400,770],[608776200,785],[608778000,799],[608779800,812],[608781600,823],[608783400,834],[608785200,843],[608787000,853],[608788800,853]]},""HighlightedContent"",{""points"":[[608745600,386]]}],[""HighlightedContent"",{""points"":[[608745600,208.26400000000001]]},""Content"",{""points"":[[608702400,0],[608704200,0],[608706000,0],[608707800,0],[608709600,0],[608711400,0],[608713200,0],[608715000,0],[608716800,0],[608718600,0],[608720400,0],[608722200,0],[608724000,0],[608725800,14.159255471888493],[608727600,18.770942574578633],[608729400,31.333014678180692],[608731200,45.491633086441809],[608733000,74.456703710001861],[608734800,105.794936652717],[608736600,120.41646158519913],[608738400,134.947],[608740200,163.19559114261534],[608742000,189.21145726735443],[608743800,208.26400000000001],[608745600,208.26400000000001]]}]]},""canonicalUnitString"":""kcal"",""averageDateInterval"":{""start"":606283200,""duration"":2419200},""identifier"":""HKQuantityTypeIdentifierActiveEnergyBurned"",""currentValueDate"":608744684.65594089,""currentDateInterval"":{""start"":608702400,""duration"":43200},""averageAccumulation"":[[608702400,10],[608704200,19],[608706000,29],[608707800,38],[608709600,48],[608711400,57],[608713200,67],[608715000,77],[608716800,86],[608718600,96],[608720400,105],[608722200,115],[608724000,127],[608725800,146],[608727600,162],[608729400,180],[608731200,203],[608733000,232],[608734800,257],[608736600,277],[608738400,297],[608740200,323],[608742000,344],[608743800,365],[608745600,386],[608747400,407],[608749200,428],[608751000,459],[608752800,482],[608754600,504],[608756400,559],[608758200,588],[608760000,608],[608761800,633],[608763600,654],[608765400,674],[608767200,695],[608769000,715],[608770800,736],[608772600,753],[608774400,770],[608776200,785],[608778000,799],[608779800,812],[608781600,823],[608783400,834],[608785200,843],[608787000,853],[608788800,853]],""generationDate"":608745908.017115}'"
433,4,14,0,1,0,-1,3,99999,0,99999,,,63113904000.0,-63114076800.0,608398112.717431,608356800.0,604800.0,0.0,608356800.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.Comparison.Suffix-HKCategoryTypeIdentifierSleepAnalysis+Left:DailyMostRecentStatOffset1IntervaloneWeekOptioncumulativeSum+Right:DailyMostRecentStatOffset2IntervaloneWeekOptioncumulativeSum,Highlights.HighlightTileViewController,"b'{""configuration"":{""type"":{""sleep"":""DataType""},""right"":{""mostRecentDailyStatistic"":{""option"":""cumulativeSum"",""interval"":""oneWeek"",""offset"":2}},""left"":{""mostRecentDailyStatistic"":{""option"":""cumulativeSum"",""interval"":""oneWeek"",""offset"":1}}},""generationDate"":608745908.62631798,""rawLeftValue"":{""value"":24810,""unit"":""s""},""rawRightValue"":{""value"":25800,""unit"":""s""}}'"
434,4,26,0,1,0,-1,3,2,0,6,171.0,4096.0,63113904000.0,-63114076800.0,608398112.253262,608788800.0,0.0,54000.0,608756400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.AverageLineProgress.Suffix-HKQuantityTypeIdentifierAppleExerciseTime,Highlights.HighlightTileViewController,"b'{""diagramConfig"":{""line"":{""axis"":{""horizontal"":{""gridLineWidth"":""defaultWidth"",""majorTickLength"":""defaultMajorLength"",""gridLineColor"":""defaultAxisTickColor"",""labelTextAttributes"":""defaultAxisText"",""axisType"":""defaultDateAxis"",""labelColor"":""defaultAxisColor"",""minorTickLength"":""defaultMinorLength""}},""lineProperties"":[{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineInactiveColor"",""lineHighlightColor"":""defaultLineHighlightColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""sparklineActiveColor"",""lineHighlightColor"":""defaultAxisTickColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""fourThirdsWidth""},{""referenceLineWidth"":""twoThirdsWidth"",""lineCornerRadius"":""halfRadius"",""lineColor"":""activityKeyColor"",""lineHighlightColor"":""activityKeyColor"",""referenceLineColor"":""defaultReferenceLineColor"",""linePointRadius"":""defaultRadius"",""lineWidth"":""defaultWidth""}]}},""averageValue"":16,""averageTotalValue"":45,""currentValue"":7,""diagramData"":{""dataGroups"":[[""ReferenceLine"",{""points"":[[608745600,16]]},""Content"",{""points"":[[608702400,0],[608704200,0],[608706000,0],[608707800,0],[608709600,0],[608711400,0],[608713200,0],[608715000,0],[608716800,0],[608718600,0],[608720400,0],[608722200,0],[608724000,0],[608725800,1],[608727600,2],[608729400,3],[608731200,4],[608733000,6],[608734800,8],[608736600,10],[608738400,11],[608740200,12],[608742000,14],[608743800,15],[608745600,16]]}],[""Content"",{""points"":[[608745600,16],[608747400,18],[608749200,19],[608751000,22],[608752800,24],[608754600,25],[608756400,32],[608758200,35],[608760000,36],[608761800,38],[608763600,39],[608765400,41],[608767200,42],[608769000,43],[608770800,44],[608772600,44],[608774400,45],[608776200,45],[608778000,45],[608779800,45],[608781600,45],[608783400,45],[608785200,45],[608787000,45],[608788800,45]]},""HighlightedContent"",{""points"":[[608745600,16]]}],[""Content"",{""points"":[[608702400,0],[608704200,0],[608706000,0],[608707800,0],[608709600,0],[608711400,0],[608713200,0],[608715000,0],[608716800,0],[608718600,0],[608720400,0],[608722200,0],[608724000,0],[608725800,0],[608727600,0],[608729400,1],[608731200,1],[608733000,2],[608734800,3],[608736600,3],[608738400,3],[608740200,5],[608742000,6],[608743800,7],[608745600,7]]},""HighlightedContent"",{""points"":[[608745600,7]]}]]},""canonicalUnitString"":""min"",""averageDateInterval"":{""start"":606283200,""duration"":2419200},""identifier"":""HKQuantityTypeIdentifierAppleExerciseTime"",""currentValueDate"":608744400.01937926,""currentDateInterval"":{""start"":608702400,""duration"":43200},""averageAccumulation"":[[608702400,0],[608704200,0],[608706000,0],[608707800,0],[608709600,0],[608711400,0],[608713200,0],[608715000,0],[608716800,0],[608718600,0],[608720400,0],[608722200,0],[608724000,0],[608725800,1],[608727600,2],[608729400,3],[608731200,4],[608733000,6],[608734800,8],[608736600,10],[608738400,11],[608740200,12],[608742000,14],[608743800,15],[608745600,16],[608747400,18],[608749200,19],[608751000,22],[608752800,24],[608754600,25],[608756400,32],[608758200,35],[608760000,36],[608761800,38],[608763600,39],[608765400,41],[608767200,42],[608769000,43],[608770800,44],[608772600,44],[608774400,45],[608776200,45],[608778000,45],[608779800,45],[608781600,45],[608783400,45],[608785200,45],[608787000,45],[608788800,45]],""generationDate"":608745907.98789001}'"
435,4,19,0,1,0,-1,3,99999,0,4,,,63113904000.0,-63114076800.0,608398112.715246,608702400.0,86400.0,0.0,608702400.0,0.0,highlight,,,com.apple.health.Highlights,,Highlights.Comparison.Suffix-HKQuantityTypeIdentifierActiveEnergyBurned+Left:MostRecentStatOffset1IntervaloneDayOptioncumulativeSum+Right:MostRecentStatOffset2IntervaloneDayOptioncumulativeSum,Highlights.HighlightTileViewController,"b'{""configuration"":{""type"":{""quantity"":""HKQuantityTypeIdentifierActiveEnergyBurned""},""right"":{""mostRecentStatistic"":{""option"":""cumulativeSum"",""interval"":""oneDay"",""offset"":2}},""left"":{""mostRecentStatistic"":{""option"":""cumulativeSum"",""interval"":""oneDay"",""offset"":1}}},""generationDate"":608745908.56600904,""rawLeftValue"":{""value"":625.15599999999938,""unit"":""kcal""},""rawRightValue"":{""value"":633.91911434160022,""unit"":""kcal""}}'"
437,4,1,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,608398115.312075,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Seven - Quick At Home Workouts_650276551_HKQuantityTypeIdentifierActiveEnergyBurned,,"b'{""title"":""Seven - Quick At Home Workouts"",""itunesStoreId"":650276551,""subtitle"":""Daily 7 Minute HIIT Exercises"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""1a3945"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""131516"",""url"":""https:\\/\\/is5-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/c8\\/b0\\/93\\/c8b0935f-194c-a54c-9a93-c7421255edef\\/AppIcon-0-1x_U007emarketing-0-7-0-0-P3-GLES2_U002c0-85-220.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""37caff"",""hasP3"":true,""textColor4"":""1d3a45""},""artist"":""Perigee""}'"
