Z_ENT,Z_NAME,Z_SUPER,Z_MAX
1,Asset,0,11
2,HiResAsset,1,0
3,IconAsset,1,0
4,MarketingAsset,1,0
5,MessageAsset,1,0
6,Message,0,0
7,MessageAction,0,0
8,PackItem,0,60
9,EffectPackItem,8,0
10,FramePackItem,8,0
11,OverlayPackItem,8,0
12,StickerPackItem,8,0
13,Promotion,0,0
14,Purchasable,0,4
15,Bundle,14,0
16,Pack,14,0
17,EffectPack,16,0
18,FramePack,16,0
19,OverlayPack,16,0
20,StickerPack,16,0
