ID,timestamp,timestampLogged,BBDate,DTxOff,DTxOn,DurationInCallType_0,DurationInCallType_1,DurationInCallType_2,DurationInCallType_3,DurationInCallType_4,DurationInCallType_5,LogDuration,SeqNum
25331,1586915584.939608,1586915607.8867521,1586915555.734,0.0,0.0,121,0,0,0,0,0,121.0,52
25332,1586915619.040608,1586915786.455719,1586915589.835,0.0,0.0,1117304,0,0,0,0,0,1117304.0,69
25333,1586915655.939608,1586915786.474558,1586915626.734,0.0,0.0,1208995,0,0,0,0,0,1208995.0,80
25334,1586915682.5576081,1586915786.481017,1586915653.352,0.0,0.0,872110,0,0,0,0,0,872110.0,89
25335,1586915682.5616078,1586915786.482927,1586915653.356,0.0,0.0,131,0,0,0,0,0,131.0,90
25336,1586915707.757608,1586915786.4873953,1586915678.552,0.0,0.0,825553,0,0,0,0,0,825553.0,103
25337,1586915707.762608,1586915786.4891882,1586915678.557,0.0,0.0,155,0,0,0,0,0,155.0,104
25338,1586915726.0556078,1586915786.494998,1586915696.85,0.0,0.0,599368,0,0,0,0,0,599368.0,110
25339,1586915726.060608,1586915786.500092,1586915696.855,0.0,0.0,158,0,0,0,0,0,158.0,111
25340,1586915786.078608,1586915786.507442,1586915756.873,0.0,0.0,1966472,0,0,0,0,0,1966472.0,127
25341,1586915786.0886078,1586916335.317176,1586915756.883,0.0,0.0,304,0,0,0,0,0,304.0,128
25342,1586915850.2596078,1586916335.330142,1586915821.054,0.0,0.0,2102538,0,0,0,0,0,2102538.0,147
25343,1586915850.262608,1586916335.3376732,1586915821.057,0.0,0.0,87,0,0,0,0,0,87.0,148
25344,1586916047.9186082,1586916335.350805,1586916018.713,0.0,0.0,6476130,0,0,0,0,0,6476130.0,207
25345,1586916047.9246082,1586916335.358664,1586916018.719,0.0,0.0,178,0,0,0,0,0,178.0,208
25346,1586916078.8446078,1586916335.361864,1586916049.639,0.0,0.0,1013086,0,0,0,0,0,1013086.0,215
25347,1586916078.8506079,1586916335.3665242,1586916049.645,0.0,0.0,177,0,0,0,0,0,177.0,216
25348,1586916208.6416082,1586916335.372654,1586916179.436,0.0,0.0,4252575,0,0,0,0,0,4252575.0,244
25349,1586916208.6476078,1586916335.3774421,1586916179.442,0.0,0.0,172,0,0,0,0,0,172.0,245
25350,1586916334.908608,1586916910.9918203,1586916305.703,0.0,0.0,4136886,0,0,0,0,0,4136886.0,2
25351,1586916347.5116081,1586916910.9963484,1586916318.306,0.0,0.0,412798,0,0,0,0,0,412798.0,9
25352,1586916567.8906078,1586916911.0338302,1586916538.685,0.0,0.0,7220604,0,0,0,0,0,7220604.0,60
25353,1586916686.006608,1586916911.0502753,1586916656.801,0.0,0.0,3870011,0,0,0,0,0,3870011.0,81
25354,1586916686.0116081,1586916911.056559,1586916656.806,0.0,0.0,145,0,0,0,0,0,145.0,82
25355,1586916734.861608,1586916911.0609152,1586916705.656,0.0,0.0,1600580,0,0,0,0,0,1600580.0,102
25356,1586916734.8726082,1586916911.0636942,1586916705.667,0.0,0.0,346,0,0,0,0,0,346.0,103
25357,1586916746.0836082,1586916911.0660872,1586916716.878,0.0,0.0,367329,0,0,0,0,0,367329.0,107
25358,1586916746.0896082,1586916911.083291,1586916716.884,0.0,0.0,176,0,0,0,0,0,176.0,108
25359,1586916910.7526078,1586917237.360125,1586916881.547,0.0,0.0,5395096,0,0,0,0,0,5395096.0,135
25360,1586916941.855608,1586917237.376594,1586916912.65,0.0,0.0,1019005,0,0,0,0,0,1019005.0,145
25361,1586916941.8586082,1586917237.3822532,1586916912.653,0.0,0.0,106,0,0,0,0,0,106.0,146
25362,1586916979.0486078,1586917237.3889441,1586916949.843,0.0,0.0,1218517,0,0,0,0,0,1218517.0,164
25363,1586916979.0546079,1586917237.3948998,1586916949.849,0.0,0.0,192,0,0,0,0,0,192.0,165
25364,1586917148.860608,1586917237.402703,1586917119.655,0.0,0.0,5563600,0,0,0,0,0,5563600.0,217
25365,1586917148.863608,1586917237.407497,1586917119.658,0.0,0.0,85,0,0,0,0,0,85.0,218
25366,1586917152.079608,1586917237.410094,1586917122.874,0.0,0.0,105391,0,0,0,0,0,105391.0,220
25367,1586917199.847608,1586917237.414237,1586917170.642,0.0,0.0,1565100,0,0,0,0,0,1565100.0,227
25368,1586917236.9126081,1586917740.9121332,1586917207.707,0.0,0.0,1214425,0,0,0,0,0,1214425.0,228
25369,1586917361.650608,1586917740.918406,1586917332.445,0.0,0.0,4086778,0,0,0,0,0,4086778.0,232
25370,1586917361.656608,1586917740.9249551,1586917332.451,0.0,0.0,188,0,0,0,0,0,188.0,233
25371,1586917393.847608,1586917740.9286702,1586917364.642,0.0,0.0,1054730,0,0,0,0,0,1054730.0,238
25372,1586917393.8586082,1586917740.934452,1586917364.653,0.0,0.0,338,0,0,0,0,0,338.0,239
25373,1586917597.8856082,1586917740.9393961,1586917568.68,0.0,0.0,6684845,0,0,0,0,0,6684845.0,12
25374,1586917597.894608,1586917740.9454281,1586917568.689,0.0,0.0,295,0,0,0,0,0,295.0,13
25375,1586917726.678608,1586917740.9566002,1586917697.473,0.0,0.0,4219558,0,0,0,0,0,4219558.0,65
25376,1586917726.6816082,1586917740.9602523,1586917697.476,0.0,0.0,87,0,0,0,0,0,87.0,66
25377,1586917740.637608,1586918343.374043,1586917711.432,0.0,0.0,457271,0,0,0,0,0,457271.0,71
25378,1586917865.0426078,1586918343.378274,1586917835.837,0.0,0.0,4075899,0,0,0,0,0,4075899.0,103
25379,1586917865.047608,1586918343.382373,1586917835.842,0.0,0.0,158,0,0,0,0,0,158.0,104
25380,1586917958.8986082,1586918343.386867,1586917929.693,0.0,0.0,3074985,0,0,0,0,0,3074985.0,124
25381,1586917958.9036078,1586918343.390793,1586917929.698,0.0,0.0,160,0,0,0,0,0,160.0,125
25382,1586918108.8336082,1586918343.396701,1586918079.628,0.0,0.0,4912368,0,0,0,0,0,4912368.0,150
25383,1586918108.8456082,1586918343.400157,1586918079.64,0.0,0.0,410,0,0,0,0,0,410.0,151
25384,1586918141.8446078,1586918343.4045262,1586918112.639,0.0,0.0,1081206,0,0,0,0,0,1081206.0,157
25385,1586918141.8516078,1586918343.4068842,1586918112.646,0.0,0.0,216,0,0,0,0,0,216.0,158
25386,1586918343.1026082,1586919534.2621431,1586918313.897,0.0,0.0,6593885,0,0,0,0,0,6593885.0,182
25387,1586918764.2146082,1586919534.2850502,1586918735.009,0.0,0.0,13797411,0,0,0,0,0,13797411.0,6
25388,1586919002.8706079,1586919534.300828,1586918973.665,0.0,0.0,7819425,0,0,0,0,0,7819425.0,65
25389,1586919002.873608,1586919534.303998,1586918973.668,0.0,0.0,108,0,0,0,0,0,108.0,66
25390,1586919173.880608,1586919534.3122172,1586919144.675,0.0,0.0,5602952,0,0,0,0,0,5602952.0,114
25391,1586919173.8836079,1586919534.3278003,1586919144.678,0.0,0.0,114,0,0,0,0,0,114.0,115
25392,1586919207.8136082,1586919534.3393302,1586919178.608,0.0,0.0,1111685,0,0,0,0,0,1111685.0,123
25393,1586919207.8196082,1586919534.341886,1586919178.614,0.0,0.0,197,0,0,0,0,0,197.0,124
25394,1586919533.841608,1586920144.3009222,1586919504.636,0.0,0.0,10681949,0,0,0,0,0,10681949.0,139
25395,1586919600.6876082,1586920144.3196502,1586919571.482,0.0,0.0,2189905,0,0,0,0,0,2189905.0,152
25396,1586919600.691608,1586920144.3266993,1586919571.486,0.0,0.0,140,0,0,0,0,0,140.0,153
25397,1586919612.591608,1586920144.3345952,1586919583.386,0.0,0.0,389909,0,0,0,0,0,389909.0,155
25398,1586919761.973608,1586920144.342318,1586919732.768,0.0,0.0,4894412,0,0,0,0,0,4894412.0,169
25399,1586919928.8466082,1586920144.3521621,1586919899.641,0.0,0.0,5467519,0,0,0,0,0,5467519.0,198
25400,1586919928.8516078,1586920144.3566182,1586919899.646,0.0,0.0,145,0,0,0,0,0,145.0,199
25401,1586919962.9186082,1586920144.363609,1586919933.713,0.0,0.0,1116218,0,0,0,0,0,1116218.0,214
25402,1586919962.921608,1586920144.3662171,1586919933.716,0.0,0.0,89,0,0,0,0,0,89.0,215
25403,1586920143.834608,1586920782.5494232,1586920114.629,0.0,0.0,5927526,0,0,0,0,0,5927526.0,234
25404,1586920495.803608,1586920782.554531,1586920466.598,0.0,0.0,11531869,0,0,0,0,0,11531869.0,16
25405,1586920495.8126082,1586920782.55622,1586920466.607,0.0,0.0,274,0,0,0,0,0,274.0,17
25406,1586920560.6036081,1586920782.5591981,1586920531.398,0.0,0.0,2122860,0,0,0,0,0,2122860.0,22
25407,1586920560.6096082,1586920782.5614111,1586920531.404,0.0,0.0,175,0,0,0,0,0,175.0,23
25408,1586920625.8976078,1586920782.5654483,1586920596.692,0.0,0.0,2139126,0,0,0,0,0,2139126.0,31
25409,1586920625.900608,1586920782.567557,1586920596.695,0.0,0.0,113,0,0,0,0,0,113.0,32
25410,1586920650.7996082,1586920782.5719302,1586920621.594,0.0,0.0,815812,0,0,0,0,0,815812.0,44
25411,1586920650.8046079,1586920782.5761962,1586920621.599,0.0,0.0,175,0,0,0,0,0,175.0,45
25412,1586920782.235608,1586921461.0848842,1586920753.03,0.0,0.0,4306247,0,0,0,0,0,4306247.0,64
25413,1586920793.110608,1586921461.0909882,1586920763.905,0.0,0.0,356206,0,0,0,0,0,356206.0,71
25414,1586920964.8706079,1586921461.0990741,1586920935.665,0.0,0.0,5627654,0,0,0,0,0,5627654.0,87
25415,1586921034.783608,1586921461.1036162,1586921005.578,0.0,0.0,2290658,0,0,0,0,0,2290658.0,92
25416,1586921034.7916079,1586921461.106626,1586921005.586,0.0,0.0,269,0,0,0,0,0,269.0,93
25417,1586921098.757608,1586921461.1113782,1586921069.552,0.0,0.0,2095815,0,0,0,0,0,2095815.0,94
25418,1586921098.768608,1586921461.1161141,1586921069.563,0.0,0.0,347,0,0,0,0,0,347.0,95
25419,1586921288.8066082,1586921461.123922,1586921259.601,0.0,0.0,6226503,0,0,0,0,0,6226503.0,111
25420,1586921288.8126082,1586921461.126884,1586921259.607,0.0,0.0,190,0,0,0,0,0,190.0,112
25421,1586921460.5956082,1586921677.5033932,1586921431.39,0.0,0.0,5628405,0,0,0,0,0,5628405.0,122
25422,1586921520.8666081,1586921677.5120451,1586921491.661,0.0,0.0,1974413,0,0,0,0,0,1974413.0,124
25423,1586921520.8726082,1586921677.5206602,1586921491.667,0.0,0.0,190,0,0,0,0,0,190.0,125
25424,1586921588.8186078,1586921677.5247562,1586921559.613,0.0,0.0,2226230,0,0,0,0,0,2226230.0,130
25425,1586921588.827608,1586921677.5314262,1586921559.622,0.0,0.0,291,0,0,0,0,0,291.0,131
25426,1586921648.7746081,1586921677.537084,1586921619.569,0.0,0.0,1964137,0,0,0,0,0,1964137.0,132
25427,1586921648.7796078,1586921677.542529,1586921619.574,0.0,0.0,163,0,0,0,0,0,163.0,133
25428,1586921655.6536078,1586921677.5460782,1586921626.448,0.0,0.0,225232,0,0,0,0,0,225232.0,134
25429,1586921655.6606078,1586921677.549766,1586921626.455,0.0,0.0,193,0,0,0,0,0,193.0,135
25430,1586921676.9916081,1586922365.8113112,1586921647.786,0.0,0.0,698917,0,0,0,0,0,698917.0,137
25431,1586921807.336608,1586922365.8145702,1586921778.131,0.0,0.0,4270484,0,0,0,0,0,4270484.0,149
25432,1586921807.3396082,1586922365.8176913,1586921778.134,0.0,0.0,100,0,0,0,0,0,100.0,150
25433,1586922008.7866082,1586922365.8229012,1586921979.581,0.0,0.0,6600331,0,0,0,0,0,6600331.0,169
25434,1586922008.795608,1586922365.8263872,1586921979.59,0.0,0.0,269,0,0,0,0,0,269.0,170
25435,1586922014.204608,1586922365.8297942,1586921984.999,0.0,0.0,177236,0,0,0,0,0,177236.0,176
25436,1586922014.2076082,1586922365.83185,1586921985.002,0.0,0.0,88,0,0,0,0,0,88.0,177
25437,1586922318.737608,1586922365.8365502,1586922289.532,0.0,0.0,9977782,0,0,0,0,0,9977782.0,197
25438,1586922318.750608,1586922365.8382483,1586922289.545,0.0,0.0,434,0,0,0,0,0,434.0,198
25439,1586922365.4186082,1586922863.1349602,1586922336.213,0.0,0.0,1529054,0,0,0,0,0,1529054.0,202
25440,1586922398.453608,1586922863.1418931,1586922369.248,0.0,0.0,1082284,0,0,0,0,0,1082284.0,214
25441,1586922398.459608,1586922863.1452732,1586922369.254,0.0,0.0,188,0,0,0,0,0,188.0,215
25442,1586922458.474608,1586922863.1473591,1586922429.269,0.0,0.0,1966359,0,0,0,0,0,1966359.0,216
25443,1586922458.4776082,1586922863.1543202,1586922429.272,0.0,0.0,92,0,0,0,0,0,92.0,217
25444,1586922736.744608,1586922863.158955,1586922707.539,0.0,0.0,9117310,0,0,0,0,0,9117310.0,226
25445,1586922736.750608,1586922863.161719,1586922707.545,0.0,0.0,192,0,0,0,0,0,192.0,227
25446,1586922821.0956082,1586922863.1631923,1586922791.89,0.0,0.0,2763517,0,0,0,0,0,2763517.0,229
25447,1586922821.098608,1586922863.165085,1586922791.893,0.0,0.0,99,0,0,0,0,0,99.0,230
25448,1586922862.7536082,1586923548.698607,1586922833.548,0.0,0.0,1364797,0,0,0,0,0,1364797.0,241
25449,1586923095.757608,1586923548.702372,1586923066.552,0.0,0.0,7634145,0,0,0,0,0,7634145.0,245
25450,1586923095.7616081,1586923548.706546,1586923066.556,0.0,0.0,133,0,0,0,0,0,133.0,246
25451,1586923358.3456082,1586923548.713182,1586923329.14,0.0,0.0,8603432,0,0,0,0,0,8603432.0,249
25452,1586923358.3506079,1586923548.718235,1586923329.145,0.0,0.0,160,0,0,0,0,0,160.0,250
25453,1586923408.724608,1586923548.7209482,1586923379.519,0.0,0.0,1650470,0,0,0,0,0,1650470.0,255
25454,1586923408.7326078,1586923548.726766,1586923379.527,0.0,0.0,280,0,0,0,0,0,280.0,0
25455,1586923418.4756079,1586923548.731003,1586923389.27,0.0,0.0,319208,0,0,0,0,0,319208.0,1
25456,1586923418.4836082,1586923548.734857,1586923389.278,0.0,0.0,260,0,0,0,0,0,260.0,2
25457,1586923548.1026082,1586924067.2729962,1586923518.897,0.0,0.0,4246902,0,0,0,0,0,4246902.0,5
25458,1586923587.718608,1586924067.288505,1586923558.513,0.0,0.0,1297650,0,0,0,0,0,1297650.0,7
25459,1586923587.722608,1586924067.2929482,1586923558.517,0.0,0.0,119,0,0,0,0,0,119.0,8
25460,1586923598.0746078,1586924067.298151,1586923568.869,0.0,0.0,339192,0,0,0,0,0,339192.0,9
25461,1586923691.7726078,1586924067.3031783,1586923662.567,0.0,0.0,3069968,0,0,0,0,0,3069968.0,16
25462,1586923841.3376079,1586924067.3186073,1586923812.132,0.0,0.0,4900400,0,0,0,0,0,4900400.0,20
25463,1586923841.3406081,1586924067.3241692,1586923812.135,0.0,0.0,112,0,0,0,0,0,112.0,21
25464,1586923949.1886082,1586924067.3310452,1586923919.983,0.0,0.0,3533591,0,0,0,0,0,3533591.0,36
25465,1586923949.196608,1586924067.3368452,1586923919.991,0.0,0.0,256,0,0,0,0,0,256.0,37
25466,1586924066.722608,1586924426.0639741,1586924037.517,0.0,0.0,3850683,0,0,0,0,0,3850683.0,40
25467,1586924250.783608,1586924426.070166,1586924221.578,0.0,0.0,6030350,0,0,0,0,0,6030350.0,54
25468,1586924250.7926078,1586924426.0741773,1586924221.587,0.0,0.0,297,0,0,0,0,0,297.0,55
25469,1586924318.5676079,1586924426.0780263,1586924289.362,0.0,0.0,2220626,0,0,0,0,0,2220626.0,56
25470,1586924318.572608,1586924426.082519,1586924289.367,0.0,0.0,166,0,0,0,0,0,166.0,57
25471,1586924378.467608,1586924426.0870843,1586924349.262,0.0,0.0,1962457,0,0,0,0,0,1962457.0,62
25472,1586924378.480608,1586924426.0920472,1586924349.275,0.0,0.0,399,0,0,0,0,0,399.0,63
25473,1586924418.7406082,1586924426.0944262,1586924389.535,0.0,0.0,1319118,0,0,0,0,0,1319118.0,66
25474,1586924418.7466078,1586924426.098628,1586924389.541,0.0,0.0,184,0,0,0,0,0,184.0,67
25475,1586924425.6736078,1586925051.2787652,1586924396.468,0.0,0.0,226931,0,0,0,0,0,226931.0,73
25476,1586924593.757608,1586925051.2899742,1586924564.552,0.0,0.0,5507102,0,0,0,0,0,5507102.0,97
25477,1586924593.762608,1586925051.3000102,1586924564.557,0.0,0.0,173,0,0,0,0,0,173.0,98
25478,1586924631.7086082,1586925051.305354,1586924602.503,0.0,0.0,1243286,0,0,0,0,0,1243286.0,99
25479,1586924631.7146082,1586925051.3095722,1586924602.509,0.0,0.0,189,0,0,0,0,0,189.0,100
25480,1586924679.709608,1586925051.3151731,1586924650.504,0.0,0.0,1572542,0,0,0,0,0,1572542.0,103
25481,1586924679.7156081,1586925051.319842,1586924650.51,0.0,0.0,200,0,0,0,0,0,200.0,104
25482,1586924861.485608,1586925051.327899,1586924832.28,0.0,0.0,5955580,0,0,0,0,0,5955580.0,124
25483,1586924861.488608,1586925051.332027,1586924832.283,0.0,0.0,97,0,0,0,0,0,97.0,125
25484,1586925050.6926079,1586925411.3227632,1586925021.487,0.0,0.0,6199220,0,0,0,0,0,6199220.0,150
25485,1586925091.591608,1586925411.3397923,1586925062.386,0.0,0.0,1339858,0,0,0,0,0,1339858.0,152
25486,1586925091.6036081,1586925411.3466733,1586925062.398,0.0,0.0,383,0,0,0,0,0,383.0,153
25487,1586925140.6996078,1586925411.3521924,1586925111.494,0.0,0.0,1608610,0,0,0,0,0,1608610.0,154
25488,1586925140.704608,1586925411.3579574,1586925111.499,0.0,0.0,157,0,0,0,0,0,157.0,155
25489,1586925278.545608,1586925411.3682332,1586925249.34,0.0,0.0,4516304,0,0,0,0,0,4516304.0,160
25490,1586925278.5546079,1586925411.3743992,1586925249.349,0.0,0.0,282,0,0,0,0,0,282.0,161
25491,1586925338.4186082,1586925411.3789263,1586925309.213,0.0,0.0,1961394,0,0,0,0,0,1961394.0,164
25492,1586925338.4296079,1586925411.3833542,1586925309.224,0.0,0.0,378,0,0,0,0,0,378.0,165
25493,1586925410.7466078,1586926084.3277462,1586925381.541,0.0,0.0,2369434,0,0,0,0,0,2369434.0,178
25494,1586925770.704608,1586926084.341772,1586925741.499,0.0,0.0,11793707,0,0,0,0,0,11793707.0,193
25495,1586925770.7146082,1586926084.34725,1586925741.509,0.0,0.0,337,0,0,0,0,0,337.0,194
25496,1586925881.639608,1586926084.3564072,1586925852.434,0.0,0.0,3634391,0,0,0,0,0,3634391.0,220
25497,1586925881.6426082,1586926084.369781,1586925852.437,0.0,0.0,106,0,0,0,0,0,106.0,221
25498,1586925935.3386078,1586926084.37743,1586925906.133,0.0,0.0,1759315,0,0,0,0,0,1759315.0,239
25499,1586925935.341608,1586926084.382029,1586925906.136,0.0,0.0,90,0,0,0,0,0,90.0,240
25500,1586925942.6876082,1586926084.389398,1586925913.482,0.0,0.0,240703,0,0,0,0,0,240703.0,241
25501,1586925942.690608,1586926084.392981,1586925913.485,0.0,0.0,90,0,0,0,0,0,90.0,242
25502,1586926083.724608,1586926494.278739,1586926054.519,0.0,0.0,4620932,0,0,0,0,0,4620932.0,9
25503,1586926238.4896078,1586926494.2823362,1586926209.284,0.0,0.0,5070628,0,0,0,0,0,5070628.0,25
25504,1586926238.494608,1586926494.285433,1586926209.289,0.0,0.0,172,0,0,0,0,0,172.0,26
25505,1586926269.106608,1586926494.2893562,1586926239.901,0.0,0.0,1002988,0,0,0,0,0,1002988.0,27
25506,1586926269.112608,1586926494.293342,1586926239.907,0.0,0.0,174,0,0,0,0,0,174.0,28
25507,1586926298.3966079,1586926494.3109531,1586926269.191,0.0,0.0,959486,0,0,0,0,0,959486.0,31
25508,1586926298.408608,1586926494.3152323,1586926269.203,0.0,0.0,387,0,0,0,0,0,387.0,32
25509,1586926310.236608,1586926494.319312,1586926281.031,0.0,0.0,387551,0,0,0,0,0,387551.0,35
25510,1586926389.7066078,1586926494.32202,1586926360.501,0.0,0.0,2603796,0,0,0,0,0,2603796.0,38
25511,1586926493.684608,1586927082.309081,1586926464.479,0.0,0.0,3406790,0,0,0,0,0,3406790.0,41
25512,1586926644.6686082,1586927082.327639,1586926615.463,0.0,0.0,4946398,0,0,0,0,0,4946398.0,60
25513,1586926644.678608,1586927082.334375,1586926615.473,0.0,0.0,299,0,0,0,0,0,299.0,61
25514,1586926720.038608,1586927082.339851,1586926690.833,0.0,0.0,2469132,0,0,0,0,0,2469132.0,70
25515,1586926720.044608,1586927082.346767,1586926690.839,0.0,0.0,225,0,0,0,0,0,225.0,71
25516,1586926901.7586079,1586927082.3530412,1586926872.553,0.0,0.0,5953736,0,0,0,0,0,5953736.0,87
25517,1586926901.762608,1586927082.357081,1586926872.557,0.0,0.0,142,0,0,0,0,0,142.0,88
25518,1586926956.676608,1586927082.3617291,1586926927.471,0.0,0.0,1799253,0,0,0,0,0,1799253.0,103
25519,1586926956.6826081,1586927082.3651621,1586926927.477,0.0,0.0,171,0,0,0,0,0,171.0,104
25520,1586927081.697608,1586927471.499248,1586927052.492,0.0,0.0,4096069,0,0,0,0,0,4096069.0,107
25521,1586927198.580608,1586927471.507672,1586927169.375,0.0,0.0,3829516,0,0,0,0,0,3829516.0,115
25522,1586927198.586608,1586927471.5167522,1586927169.381,0.0,0.0,209,0,0,0,0,0,209.0,116
25523,1586927258.585608,1586927471.520518,1586927229.38,0.0,0.0,1965824,0,0,0,0,0,1965824.0,117
25524,1586927258.5896082,1586927471.5247412,1586927229.384,0.0,0.0,136,0,0,0,0,0,136.0,118
25525,1586927293.659608,1586927471.528296,1586927264.454,0.0,0.0,1149069,0,0,0,0,0,1149069.0,121
25526,1586927293.665608,1586927471.5339031,1586927264.46,0.0,0.0,180,0,0,0,0,0,180.0,122
25527,1586927442.6956081,1586927471.537569,1586927413.49,0.0,0.0,4882877,0,0,0,0,0,4882877.0,127
25528,1586927442.698608,1586927471.542678,1586927413.493,0.0,0.0,113,0,0,0,0,0,113.0,128
25529,1586927470.875608,1586928006.674004,1586927441.67,0.0,0.0,923221,0,0,0,0,0,923221.0,129
25530,1586927521.6956081,1586928006.678206,1586927492.49,0.0,0.0,1664912,0,0,0,0,0,1664912.0,134
25531,1586927521.7016082,1586928006.6812663,1586927492.496,0.0,0.0,182,0,0,0,0,0,182.0,135
25532,1586927774.986608,1586928006.6877532,1586927745.781,0.0,0.0,8298775,0,0,0,0,0,8298775.0,155
25533,1586927774.992608,1586928006.691813,1586927745.787,0.0,0.0,194,0,0,0,0,0,194.0,156
25534,1586927921.8986082,1586928006.694775,1586927892.693,0.0,0.0,4813306,0,0,0,0,0,4813306.0,162
25535,1586927921.901608,1586928006.6987972,1586927892.696,0.0,0.0,96,0,0,0,0,0,96.0,163
25536,1586927932.472608,1586928006.704446,1586927903.267,0.0,0.0,346328,0,0,0,0,0,346328.0,168
25537,1586927996.8516078,1586928006.7198381,1586927967.646,0.0,0.0,2109364,0,0,0,0,0,2109364.0,179
25538,1586928005.520608,1586928407.268917,1586927976.315,0.0,0.0,284039,0,0,0,0,0,284039.0,180
25539,1586928006.2196078,1586928407.282352,1586927977.014,0.0,0.0,22893,0,0,0,0,0,22893.0,181
25540,1586928150.6426082,1586928407.289485,1586928121.437,0.0,0.0,4731963,0,0,0,0,0,4731963.0,198
25541,1586928150.6476078,1586928407.29423,1586928121.442,0.0,0.0,166,0,0,0,0,0,166.0,199
25542,1586928218.4436078,1586928407.2975922,1586928189.238,0.0,0.0,2221279,0,0,0,0,0,2221279.0,200
25543,1586928218.4496078,1586928407.3036852,1586928189.244,0.0,0.0,221,0,0,0,0,0,221.0,201
25544,1586928298.743608,1586928407.3080182,1586928269.538,0.0,0.0,2630767,0,0,0,0,0,2630767.0,210
25545,1586928298.748608,1586928407.3113003,1586928269.543,0.0,0.0,169,0,0,0,0,0,169.0,211
25546,1586928406.6286082,1586928407.3147583,1586928377.423,0.0,0.0,3534638,0,0,0,0,0,3534638.0,216
25547,1586928406.6336079,1586929078.49442,1586928377.428,0.0,0.0,166,0,0,0,0,0,166.0,217
25548,1586928447.664608,1586929078.498963,1586928418.459,0.0,0.0,1344375,0,0,0,0,0,1344375.0,222
25549,1586928447.669608,1586929078.5023532,1586928418.464,0.0,0.0,161,0,0,0,0,0,161.0,223
25550,1586928757.6736078,1586929078.506514,1586928728.468,0.0,0.0,10157126,0,0,0,0,0,10157126.0,236
25551,1586928757.677608,1586929078.512411,1586928728.472,0.0,0.0,116,0,0,0,0,0,116.0,237
25552,1586928942.144608,1586929078.531166,1586928912.939,0.0,0.0,6043959,0,0,0,0,0,6043959.0,4
25553,1586928942.1476078,1586929078.533951,1586928912.942,0.0,0.0,101,0,0,0,0,0,101.0,5
25554,1586928956.3076081,1586929078.5376182,1586928927.102,0.0,0.0,463964,0,0,0,0,0,463964.0,10
25555,1586928956.3116078,1586929078.541376,1586928927.106,0.0,0.0,126,0,0,0,0,0,126.0,11
