_id,bundle_identifier,namespace,key,value
1,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,profile_photo_sync_time_seconds,b'86400'
2,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_protect_text,b'I just used the Dust app to check if my personal info was hacked. You should try it too %@'
3,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_invite_text,"b""Let's use the Dust app to chat in private.  Download the app for free and search for my username: %@. Click here to start: https://www.usedust.com"""
4,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_key_upload_count,b'50'
5,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_signup_invite_text,b'Hey I just signed up for Watchdog Pro on Dust and the results were shocking! You should try Watchdog for free to learn if your personal info has been hacked or leaked. %@'
6,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,image_max_width,b'1920'
7,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,conversations_paging_size,b'20'
8,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,people_paging_size,b'20'
9,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,minimum_supported_version,b'5.0.0'
10,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,default_storage_path_prefix,b'medias'
11,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,privacy_policy_url,b'https://www.usedust.com/privacy-policy'
12,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,image_max_height,b'1920'
13,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,terms_of_service_url,b'https://www.usedust.com/terms'
14,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,tips_and_shortcuts_url,b'https://support.usedust.com/collection/22-tips-shortcuts'
15,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,support_url,b'https://support.usedust.com'
16,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_what_can_link,b'https://usedust.staging.wpengine.com/watchdog-next-steps/'
17,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,group_chat_enabled,b'1'
18,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,messages_paging_size,b'12'
19,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,jpeg_compression_value,b'0.8'
20,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,group_max_participants_count,b'26'
21,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,search_paging_size,b'5'
22,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_dynamic_invite_text,"b""Let's use the Dust app to chat in private.  Download the app for free and search for my username: %@. Click here to start: %@"""
23,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,minimum_messages_sent_for_app_review,b'20'
