id,startTime,activityType,isStanding,mets,natalies,basalNatalies,overrideSet,truthMets,sessionUUID
22858,608185322.2522708,1,0,0.9232041239738464,30726761,30298623,0,0.9232041239738464,
22859,608185332.5234114,0,0,0.9232040643692017,30726976,30298838,0,0.9232040643692017,
22860,608185342.7940012,1,0,0.9232041239738464,30727191,30299053,0,0.9232041239738464,
22861,608185353.0656486,0,0,0.9232040643692017,30727406,30299268,0,0.9232040643692017,
22862,608185363.3387617,1,0,0.9232041239738464,30727621,30299483,0,0.9232041239738464,
22863,608185373.611382,0,0,0.9232040643692017,30727836,30299698,0,0.9232040643692017,
22864,608185383.8839759,1,0,0.9232041239738464,30728051,30299913,0,0.9232041239738464,
22865,608185394.156648,1,0,0.9232041239738464,30728266,30300128,0,0.9232041239738464,
22866,608185404.4281253,1,0,0.9232041239738464,30728481,30300343,0,0.9232041239738464,
22867,608185445.50818,0,0,0.9232040643692017,30729341,30301203,0,0.9232040643692017,
22868,608185455.7786385,1,0,0.9232041239738464,30729556,30301418,0,0.9232041239738464,
22869,608185466.0500518,0,0,0.9232040643692017,30729771,30301633,0,0.9232040643692017,
22870,608185476.3216039,1,0,0.9232041239738464,30729986,30301848,0,0.9232041239738464,
22871,608185486.5938622,0,0,0.9232040643692017,30730201,30302063,0,0.9232040643692017,
22872,608185496.8655727,1,0,0.9232041239738464,30730416,30302278,0,0.9232041239738464,
22873,608185517.4082545,0,0,0.9232040643692017,30730846,30302708,0,0.9232040643692017,
22874,608185527.6812242,1,0,0.9232041239738464,30731061,30302923,0,0.9232041239738464,
22875,608185568.7688398,0,0,0.9232040643692017,30731921,30303783,0,0.9232040643692017,
22876,608185579.0390143,1,0,0.9232041239738464,30732136,30303998,0,0.9232041239738464,
22877,608185609.8528249,0,0,0.9232040643692017,30732781,30304643,0,0.9232040643692017,
22878,608185620.1249341,1,0,0.9232041239738464,30732996,30304858,0,0.9232041239738464,
22879,608185733.0903171,0,0,0.9232040643692017,30735361,30307223,0,0.9232040643692017,
22880,608185743.3588398,1,0,0.9232041239738464,30735576,30307438,0,0.9232041239738464,
22881,608185753.6289257,0,0,0.9232040643692017,30735791,30307653,0,0.9232040643692017,
22882,608185763.8981653,1,0,0.9232041239738464,30736006,30307868,0,0.9232041239738464,
22883,608185794.7045873,0,0,0.9232040643692017,30736651,30308513,0,0.9232040643692017,
22884,608185804.9716412,1,0,0.9232041239738464,30736865,30308727,0,0.9232041239738464,
22885,608185917.9481292,0,0,0.9232040643692017,30739230,30311092,0,0.9232040643692017,
22886,608185928.2179834,1,0,0.9232041239738464,30739445,30311307,0,0.9232041239738464,
22887,608185938.4840367,0,0,0.9232040643692017,30739659,30311521,0,0.9232040643692017,
22888,608185948.7528763,1,0,0.9232041239738464,30739874,30311736,0,0.9232041239738464,
22889,608185959.0227448,0,0,0.9232040643692017,30740089,30311951,0,0.9232040643692017,
22890,608185969.2927316,1,0,0.9232041835784912,30740304,30312166,0,0.9232041835784912,
22891,608186256.9359292,0,0,0.9232040643692017,30746326,30318188,0,0.9232040643692017,
22892,608186267.2099049,1,0,0.9232041239738464,30746541,30318403,0,0.9232041239738464,
22893,608186277.4842194,0,0,0.9232040643692017,30746756,30318618,0,0.9232040643692017,
22894,608186287.7588614,1,0,0.9232041239738464,30746971,30318833,0,0.9232041239738464,
22895,608186349.4099094,0,0,0.9232040643692017,30748261,30320123,0,0.9232040643692017,
