id,minlat,maxlat,minlong,maxlong
1962,29.5,30.0,111.5,112.0
1966,29.5,30.0,112.0,112.5
1965,29.5,30.0,112.0,112.5
1964,29.5,30.0,112.0,112.5
1968,29.5,30.0,112.5,113.0
1967,29.5,30.0,112.5,113.0
2201,30.0,30.5,111.5,112.0
2202,30.0,30.5,111.5,112.0
2203,30.0,30.5,112.0,112.5
2204,30.0,30.5,112.5,113.0
2205,30.0,30.5,112.5,113.0
2206,30.0,30.5,113.0,113.5
2207,30.0,30.5,113.0,113.5
2208,30.0,30.5,113.5,114.0
2209,30.0,30.5,113.5,114.0
2210,30.0,30.5,113.5,114.0
2211,30.0,30.5,113.5,114.0
2212,30.0,30.5,113.5,114.0
2213,30.0,30.5,113.5,114.0
2219,30.0,30.5,114.0,114.5
2218,30.0,30.5,114.0,114.5
2217,30.0,30.5,114.0,114.5
2216,30.0,30.5,114.0,114.5
2215,30.0,30.5,114.0,114.5
2214,30.0,30.5,114.0,114.5
2632,31.0,31.5,112.0,112.5
2633,31.0,31.5,112.5,113.0
2634,31.0,31.5,113.0,113.5
2635,31.0,31.5,113.0,113.5
2636,31.0,31.5,113.0,113.5
2637,31.0,31.5,113.5,114.0
2638,31.0,31.5,113.5,114.0
2639,31.0,31.5,114.0,114.5
2640,31.0,31.5,114.0,114.5
2641,31.0,31.5,114.0,114.5
2642,31.0,31.5,114.5,115.0
2643,31.0,31.5,114.5,115.0
2644,31.0,31.5,115.0,115.5
2646,31.0,31.5,115.5,116.0
2645,31.0,31.5,115.5,116.0
4582,34.5,35.0,113.0,113.5
4581,34.5,35.0,113.0,113.5
4580,34.5,35.0,113.0,113.5
4584,34.5,35.0,113.5,114.0
4583,34.5,35.0,113.5,114.0
4587,34.5,35.0,114.0,114.5
4586,34.5,35.0,114.0,114.5
4585,34.5,35.0,114.0,114.5
4590,34.5,35.0,114.5,115.0
4589,34.5,35.0,114.5,115.0
4588,34.5,35.0,114.5,115.0
4593,34.5,35.0,115.0,115.5
4592,34.5,35.0,115.0,115.5
4591,34.5,35.0,115.0,115.5
1970,29.5,30.0,113.0,113.5
1969,29.5,30.0,113.0,113.5
1973,29.5,30.0,113.5,114.0
1972,29.5,30.0,113.5,114.0
1971,29.5,30.0,113.5,114.0
1975,29.5,30.0,114.0,114.5
1974,29.5,30.0,114.0,114.5
1978,29.5,30.0,114.5,115.0
1977,29.5,30.0,114.5,115.0
1976,29.5,30.0,114.5,115.0
1980,29.5,30.0,115.0,115.5
1979,29.5,30.0,115.0,115.5
1981,29.5,30.0,115.5,116.0
1982,29.5,30.0,115.5,116.0
1983,29.5,30.0,115.5,116.0
1631,28.5,29.0,113.0,113.5
1630,28.5,29.0,113.0,113.5
1632,28.5,29.0,113.5,114.0
1633,28.5,29.0,114.0,114.5
1634,28.5,29.0,114.0,114.5
1635,28.5,29.0,114.0,114.5
1636,28.5,29.0,114.5,115.0
1637,28.5,29.0,114.5,115.0
1638,28.5,29.0,115.0,115.5
1639,28.5,29.0,115.5,116.0
1640,28.5,29.0,115.5,116.0
1641,28.5,29.0,116.0,116.5
1642,28.5,29.0,116.0,116.5
1643,28.5,29.0,116.0,116.5
1769,29.0,29.5,113.0,113.5
1768,29.0,29.5,113.0,113.5
1771,29.0,29.5,113.5,114.0
1770,29.0,29.5,113.5,114.0
1773,29.0,29.5,114.0,114.5
1772,29.0,29.5,114.0,114.5
1775,29.0,29.5,114.5,115.0
1774,29.0,29.5,114.5,115.0
1777,29.0,29.5,115.0,115.5
1776,29.0,29.5,115.0,115.5
1778,29.0,29.5,115.5,116.0
1779,29.0,29.5,116.0,116.5
1781,29.0,29.5,116.5,117.0
1780,29.0,29.5,116.5,117.0
4271,34.0,34.5,113.5,114.0
4272,34.0,34.5,113.5,114.0
4273,34.0,34.5,114.0,114.5
4274,34.0,34.5,114.0,114.5
4275,34.0,34.5,114.0,114.5
4276,34.0,34.5,114.0,114.5
4277,34.0,34.5,114.0,114.5
4278,34.0,34.5,114.5,115.0
4279,34.0,34.5,114.5,115.0
4280,34.0,34.5,114.5,115.0
4281,34.0,34.5,114.5,115.0
4283,34.0,34.5,115.0,115.5
4282,34.0,34.5,115.0,115.5
3650,33.0,33.5,114.0,114.5
3651,33.0,33.5,114.0,114.5
3652,33.0,33.5,114.5,115.0
3653,33.0,33.5,114.5,115.0
3654,33.0,33.5,114.5,115.0
3655,33.0,33.5,114.5,115.0
3656,33.0,33.5,115.0,115.5
3657,33.0,33.5,115.0,115.5
3658,33.0,33.5,115.0,115.5
3659,33.0,33.5,115.0,115.5
3660,33.0,33.5,115.5,116.0
3661,33.0,33.5,115.5,116.0
3662,33.0,33.5,115.5,116.0
3663,33.0,33.5,115.5,116.0
3664,33.0,33.5,115.5,116.0
3118,32.0,32.5,114.0,114.5
3119,32.0,32.5,114.0,114.5
3120,32.0,32.5,114.0,114.5
3121,32.0,32.5,114.5,115.0
3122,32.0,32.5,114.5,115.0
3123,32.0,32.5,115.0,115.5
3124,32.0,32.5,115.0,115.5
3125,32.0,32.5,115.5,116.0
3126,32.0,32.5,115.5,116.0
3127,32.0,32.5,115.5,116.0
3128,32.0,32.5,115.5,116.0
3129,32.0,32.5,116.0,116.5
3130,32.0,32.5,116.0,116.5
3378,32.5,33.0,114.0,114.5
3377,32.5,33.0,114.0,114.5
3381,32.5,33.0,114.5,115.0
3380,32.5,33.0,114.5,115.0
3379,32.5,33.0,114.5,115.0
3384,32.5,33.0,115.0,115.5
3383,32.5,33.0,115.0,115.5
3382,32.5,33.0,115.0,115.5
3388,32.5,33.0,115.5,116.0
3387,32.5,33.0,115.5,116.0
3386,32.5,33.0,115.5,116.0
3385,32.5,33.0,115.5,116.0
3392,32.5,33.0,116.0,116.5
3391,32.5,33.0,116.0,116.5
3390,32.5,33.0,116.0,116.5
3389,32.5,33.0,116.0,116.5
3393,32.5,33.0,116.5,117.0
3394,32.5,33.0,116.5,117.0
3395,32.5,33.0,116.5,117.0
3396,32.5,33.0,116.5,117.0
2225,30.0,30.5,114.5,115.0
2224,30.0,30.5,114.5,115.0
2223,30.0,30.5,114.5,115.0
2222,30.0,30.5,114.5,115.0
2221,30.0,30.5,114.5,115.0
2220,30.0,30.5,114.5,115.0
2230,30.0,30.5,115.0,115.5
2229,30.0,30.5,115.0,115.5
2228,30.0,30.5,115.0,115.5
2227,30.0,30.5,115.0,115.5
2226,30.0,30.5,115.0,115.5
2231,30.0,30.5,115.5,116.0
2234,30.0,30.5,116.0,116.5
2233,30.0,30.5,116.0,116.5
2232,30.0,30.5,116.0,116.5
2235,30.0,30.5,116.5,117.0
2236,30.0,30.5,116.5,117.0
2237,30.0,30.5,116.5,117.0
2882,31.5,32.0,115.0,115.5
2885,31.5,32.0,115.5,116.0
2884,31.5,32.0,115.5,116.0
2883,31.5,32.0,115.5,116.0
2888,31.5,32.0,116.0,116.5
2887,31.5,32.0,116.0,116.5
2886,31.5,32.0,116.0,116.5
2891,31.5,32.0,116.5,117.0
2890,31.5,32.0,116.5,117.0
2889,31.5,32.0,116.5,117.0
2899,31.5,32.0,117.0,117.5
2898,31.5,32.0,117.0,117.5
2897,31.5,32.0,117.0,117.5
2896,31.5,32.0,117.0,117.5
2895,31.5,32.0,117.0,117.5
2894,31.5,32.0,117.0,117.5
2893,31.5,32.0,117.0,117.5
2892,31.5,32.0,117.0,117.5
2900,31.5,32.0,117.5,118.0
2901,31.5,32.0,117.5,118.0
2902,31.5,32.0,117.5,118.0
2903,31.5,32.0,117.5,118.0
2904,31.5,32.0,117.5,118.0
2090,30.0,30.5,-91.0,-90.5
2089,30.0,30.5,-91.0,-90.5
2088,30.0,30.5,-91.0,-90.5
2087,30.0,30.5,-91.0,-90.5
2086,30.0,30.5,-91.0,-90.5
2085,30.0,30.5,-91.0,-90.5
2084,30.0,30.5,-90.5,-90.0
2083,30.0,30.5,-90.5,-90.0
2082,30.0,30.5,-90.5,-90.0
2081,30.0,30.5,-90.5,-90.0
2080,30.0,30.5,-90.0,-89.5
2079,30.0,30.5,-90.0,-89.5
2078,30.0,30.5,-90.0,-89.5
2077,30.0,30.5,-90.0,-89.5
2076,30.0,30.5,-90.0,-89.5
2075,30.0,30.5,-89.5,-89.0
2074,30.0,30.5,-89.5,-89.0
2073,30.0,30.5,-89.5,-89.0
2072,30.0,30.5,-89.0,-88.5
2071,30.0,30.5,-89.0,-88.5
2070,30.0,30.5,-89.0,-88.5
2069,30.0,30.5,-88.5,-88.0
2068,30.0,30.5,-88.5,-88.0
2067,30.0,30.5,-88.5,-88.0
2066,30.0,30.5,-88.0,-87.5
2065,30.0,30.5,-88.0,-87.5
3569,33.0,33.5,-91.0,-90.5
3570,33.0,33.5,-91.0,-90.5
3566,33.0,33.5,-90.5,-90.0
3567,33.0,33.5,-90.5,-90.0
3568,33.0,33.5,-90.5,-90.0
3565,33.0,33.5,-90.0,-89.5
3562,33.0,33.5,-90.0,-89.5
3563,33.0,33.5,-90.0,-89.5
3554,33.0,33.5,-88.5,-88.0
3550,33.0,33.5,-88.0,-87.5
3549,33.0,33.5,-88.0,-87.5
3548,33.0,33.5,-88.0,-87.5
3547,33.0,33.5,-87.5,-87.0
3546,33.0,33.5,-87.5,-87.0
3545,33.0,33.5,-87.5,-87.0
3564,33.0,33.5,-90.0,-89.5
3850,33.5,34.0,-88.5,-88.0
3851,33.5,34.0,-88.5,-88.0
3852,33.5,34.0,-88.5,-88.0
3853,33.5,34.0,-88.5,-88.0
3849,33.5,34.0,-88.0,-87.5
3848,33.5,34.0,-87.5,-87.0
3843,33.5,34.0,-87.0,-86.5
3844,33.5,34.0,-87.0,-86.5
3845,33.5,34.0,-87.0,-86.5
3846,33.5,34.0,-87.0,-86.5
3847,33.5,34.0,-87.0,-86.5
3839,33.5,34.0,-86.5,-86.0
3840,33.5,34.0,-86.5,-86.0
3841,33.5,34.0,-86.5,-86.0
3842,33.5,34.0,-86.5,-86.0
3854,33.5,34.0,-89.0,-88.5
3855,33.5,34.0,-89.0,-88.5
3856,33.5,34.0,-89.0,-88.5
3857,33.5,34.0,-89.0,-88.5
3858,33.5,34.0,-89.5,-89.0
3859,33.5,34.0,-89.5,-89.0
3860,33.5,34.0,-89.5,-89.0
3861,33.5,34.0,-89.5,-89.0
3862,33.5,34.0,-90.0,-89.5
3863,33.5,34.0,-90.0,-89.5
3864,33.5,34.0,-90.0,-89.5
3865,33.5,34.0,-90.5,-90.0
3866,33.5,34.0,-90.5,-90.0
3867,33.5,34.0,-90.5,-90.0
3868,33.5,34.0,-91.0,-90.5
3869,33.5,34.0,-91.0,-90.5
3870,33.5,34.0,-91.0,-90.5
4472,34.5,35.0,-87.5,-87.0
4469,34.5,35.0,-87.0,-86.5
4470,34.5,35.0,-87.0,-86.5
4471,34.5,35.0,-87.0,-86.5
4467,34.5,35.0,-86.5,-86.0
4468,34.5,35.0,-86.5,-86.0
4464,34.5,35.0,-86.0,-85.5
4465,34.5,35.0,-86.0,-85.5
4466,34.5,35.0,-86.0,-85.5
4458,34.5,35.0,-85.5,-85.0
4459,34.5,35.0,-85.5,-85.0
4460,34.5,35.0,-85.5,-85.0
4461,34.5,35.0,-85.5,-85.0
4462,34.5,35.0,-85.5,-85.0
4463,34.5,35.0,-85.5,-85.0
4473,34.5,35.0,-87.5,-87.0
4474,34.5,35.0,-87.5,-87.0
4475,34.5,35.0,-88.0,-87.5
4476,34.5,35.0,-88.5,-88.0
4477,34.5,35.0,-88.5,-88.0
4478,34.5,35.0,-89.0,-88.5
4479,34.5,35.0,-89.0,-88.5
4480,34.5,35.0,-89.5,-89.0
4481,34.5,35.0,-89.5,-89.0
4482,34.5,35.0,-89.5,-89.0
4483,34.5,35.0,-90.0,-89.5
4484,34.5,35.0,-90.0,-89.5
4485,34.5,35.0,-90.0,-89.5
4486,34.5,35.0,-90.0,-89.5
4487,34.5,35.0,-90.0,-89.5
4488,34.5,35.0,-90.5,-90.0
4489,34.5,35.0,-90.5,-90.0
4490,34.5,35.0,-90.5,-90.0
4491,34.5,35.0,-91.0,-90.5
4155,34.0,34.5,-89.0,-88.5
4152,34.0,34.5,-88.5,-88.0
4153,34.0,34.5,-88.5,-88.0
4154,34.0,34.5,-88.5,-88.0
4151,34.0,34.5,-88.0,-87.5
4150,34.0,34.5,-87.5,-87.0
4148,34.0,34.5,-87.0,-86.5
4149,34.0,34.5,-87.0,-86.5
4146,34.0,34.5,-86.5,-86.0
4147,34.0,34.5,-86.5,-86.0
4145,34.0,34.5,-86.0,-85.5
4144,34.0,34.5,-85.5,-85.0
4140,34.0,34.5,-85.0,-84.5
4141,34.0,34.5,-85.0,-84.5
4142,34.0,34.5,-85.0,-84.5
4143,34.0,34.5,-85.0,-84.5
4156,34.0,34.5,-89.0,-88.5
4157,34.0,34.5,-89.5,-89.0
4158,34.0,34.5,-89.5,-89.0
4159,34.0,34.5,-89.5,-89.0
4160,34.0,34.5,-89.5,-89.0
4161,34.0,34.5,-90.0,-89.5
4162,34.0,34.5,-90.0,-89.5
4163,34.0,34.5,-90.0,-89.5
4164,34.0,34.5,-90.0,-89.5
4165,34.0,34.5,-90.0,-89.5
4166,34.0,34.5,-90.0,-89.5
4167,34.0,34.5,-90.0,-89.5
4168,34.0,34.5,-90.5,-90.0
4169,34.0,34.5,-90.5,-90.0
4170,34.0,34.5,-90.5,-90.0
4171,34.0,34.5,-91.0,-90.5
4172,34.0,34.5,-91.0,-90.5
5319,35.5,36.0,-85.5,-85.0
5313,35.5,36.0,-85.0,-84.5
5314,35.5,36.0,-85.0,-84.5
5315,35.5,36.0,-85.0,-84.5
5316,35.5,36.0,-85.0,-84.5
5317,35.5,36.0,-85.0,-84.5
5318,35.5,36.0,-85.0,-84.5
5307,35.5,36.0,-84.5,-84.0
5308,35.5,36.0,-84.5,-84.0
5309,35.5,36.0,-84.5,-84.0
5310,35.5,36.0,-84.5,-84.0
5311,35.5,36.0,-84.5,-84.0
5312,35.5,36.0,-84.5,-84.0
5320,35.5,36.0,-85.5,-85.0
5321,35.5,36.0,-85.5,-85.0
5322,35.5,36.0,-86.0,-85.5
5323,35.5,36.0,-86.5,-86.0
5324,35.5,36.0,-86.5,-86.0
5325,35.5,36.0,-86.5,-86.0
5326,35.5,36.0,-87.0,-86.5
5327,35.5,36.0,-87.0,-86.5
5328,35.5,36.0,-87.0,-86.5
5329,35.5,36.0,-87.5,-87.0
5330,35.5,36.0,-87.5,-87.0
5331,35.5,36.0,-88.0,-87.5
5332,35.5,36.0,-88.5,-88.0
5333,35.5,36.0,-89.0,-88.5
5334,35.5,36.0,-89.0,-88.5
5335,35.5,36.0,-89.5,-89.0
5336,35.5,36.0,-89.5,-89.0
5337,35.5,36.0,-90.0,-89.5
5338,35.5,36.0,-90.0,-89.5
5339,35.5,36.0,-90.5,-90.0
5340,35.5,36.0,-91.0,-90.5
5341,35.5,36.0,-91.0,-90.5
4922,35.0,35.5,-85.5,-85.0
4923,35.0,35.5,-85.5,-85.0
4924,35.0,35.5,-85.5,-85.0
4918,35.0,35.5,-85.0,-84.5
4919,35.0,35.5,-85.0,-84.5
4920,35.0,35.5,-85.0,-84.5
4921,35.0,35.5,-85.0,-84.5
4914,35.0,35.5,-84.5,-84.0
4915,35.0,35.5,-84.5,-84.0
4916,35.0,35.5,-84.5,-84.0
4917,35.0,35.5,-84.5,-84.0
4911,35.0,35.5,-84.0,-83.5
4912,35.0,35.5,-84.0,-83.5
4913,35.0,35.5,-84.0,-83.5
4925,35.0,35.5,-85.5,-85.0
4926,35.0,35.5,-86.0,-85.5
4927,35.0,35.5,-86.0,-85.5
4928,35.0,35.5,-86.5,-86.0
4929,35.0,35.5,-86.5,-86.0
4930,35.0,35.5,-87.0,-86.5
4931,35.0,35.5,-87.5,-87.0
4932,35.0,35.5,-88.0,-87.5
4933,35.0,35.5,-88.0,-87.5
4934,35.0,35.5,-88.5,-88.0
4935,35.0,35.5,-89.0,-88.5
4936,35.0,35.5,-89.5,-89.0
4937,35.0,35.5,-89.5,-89.0
4938,35.0,35.5,-90.0,-89.5
4939,35.0,35.5,-90.0,-89.5
4940,35.0,35.5,-90.0,-89.5
4941,35.0,35.5,-90.0,-89.5
4942,35.0,35.5,-90.5,-90.0
4943,35.0,35.5,-90.5,-90.0
4944,35.0,35.5,-90.5,-90.0
4945,35.0,35.5,-90.5,-90.0
4946,35.0,35.5,-91.0,-90.5
1853,29.5,30.0,-91.0,-90.5
1852,29.5,30.0,-91.0,-90.5
1851,29.5,30.0,-91.0,-90.5
1850,29.5,30.0,-91.0,-90.5
1687,29.0,29.5,-91.0,-90.5
1849,29.5,30.0,-90.5,-90.0
1848,29.5,30.0,-90.5,-90.0
1847,29.5,30.0,-90.5,-90.0
1846,29.5,30.0,-90.5,-90.0
1845,29.5,30.0,-90.0,-89.5
1844,29.5,30.0,-90.0,-89.5
1843,29.5,30.0,-90.0,-89.5
1842,29.5,30.0,-90.0,-89.5
1686,29.0,29.5,-83.5,-83.0
1685,29.0,29.5,-83.0,-82.5
1684,29.0,29.5,-82.5,-82.0
1683,29.0,29.5,-82.5,-82.0
1682,29.0,29.5,-82.5,-82.0
1681,29.0,29.5,-82.5,-82.0
1680,29.0,29.5,-82.5,-82.0
1679,29.0,29.5,-82.0,-81.5
1825,29.5,30.0,-81.5,-81.0
1824,29.5,30.0,-81.5,-81.0
1823,29.5,30.0,-81.5,-81.0
1822,29.5,30.0,-81.5,-81.0
1821,29.5,30.0,-81.5,-81.0
1820,29.5,30.0,-81.5,-81.0
1830,29.5,30.0,-82.0,-81.5
1829,29.5,30.0,-82.0,-81.5
1828,29.5,30.0,-82.0,-81.5
1827,29.5,30.0,-82.0,-81.5
1826,29.5,30.0,-82.0,-81.5
3269,32.5,33.0,-90.0,-89.5
3268,32.5,33.0,-90.0,-89.5
3267,32.5,33.0,-90.0,-89.5
3266,32.5,33.0,-89.5,-89.0
3265,32.5,33.0,-89.5,-89.0
3264,32.5,33.0,-89.0,-88.5
3263,32.5,33.0,-89.0,-88.5
3262,32.5,33.0,-88.5,-88.0
3261,32.5,33.0,-88.5,-88.0
3260,32.5,33.0,-88.0,-87.5
3259,32.5,33.0,-87.5,-87.0
3258,32.5,33.0,-87.5,-87.0
3257,32.5,33.0,-87.0,-86.5
3256,32.5,33.0,-87.0,-86.5
3255,32.5,33.0,-86.5,-86.0
3254,32.5,33.0,-86.5,-86.0
3253,32.5,33.0,-86.5,-86.0
3252,32.5,33.0,-86.0,-85.5
3251,32.5,33.0,-86.0,-85.5
3250,32.5,33.0,-85.5,-85.0
3249,32.5,33.0,-85.5,-85.0
3248,32.5,33.0,-85.5,-85.0
3247,32.5,33.0,-85.5,-85.0
2776,31.5,32.0,-89.5,-89.0
2775,31.5,32.0,-89.5,-89.0
2774,31.5,32.0,-89.5,-89.0
2773,31.5,32.0,-89.5,-89.0
3025,32.0,32.5,-89.5,-89.0
3026,32.0,32.5,-89.5,-89.0
2772,31.5,32.0,-89.0,-88.5
2771,31.5,32.0,-89.0,-88.5
2770,31.5,32.0,-89.0,-88.5
3023,32.0,32.5,-89.0,-88.5
3024,32.0,32.5,-89.0,-88.5
2769,31.5,32.0,-88.5,-88.0
2768,31.5,32.0,-88.5,-88.0
2767,31.5,32.0,-88.5,-88.0
2766,31.5,32.0,-88.0,-87.5
2765,31.5,32.0,-87.5,-87.0
2764,31.5,32.0,-87.5,-87.0
3019,32.0,32.5,-87.0,-86.5
3020,32.0,32.5,-87.5,-87.0
3021,32.0,32.5,-87.5,-87.0
3022,32.0,32.5,-88.0,-87.5
2323,30.5,31.0,-89.0,-88.5
2322,30.5,31.0,-89.0,-88.5
2321,30.5,31.0,-89.0,-88.5
2320,30.5,31.0,-89.0,-88.5
2319,30.5,31.0,-88.5,-88.0
2318,30.5,31.0,-88.5,-88.0
2317,30.5,31.0,-88.5,-88.0
2316,30.5,31.0,-88.5,-88.0
2313,30.5,31.0,-88.0,-87.5
2314,30.5,31.0,-88.0,-87.5
2315,30.5,31.0,-88.0,-87.5
2310,30.5,31.0,-87.5,-87.0
2311,30.5,31.0,-87.5,-87.0
2312,30.5,31.0,-87.5,-87.0
2309,30.5,31.0,-87.0,-86.5
2308,30.5,31.0,-86.5,-86.0
2307,30.5,31.0,-86.0,-85.5
2305,30.5,31.0,-85.5,-85.0
2306,30.5,31.0,-85.5,-85.0
2303,30.5,31.0,-85.0,-84.5
2304,30.5,31.0,-85.0,-84.5
2302,30.5,31.0,-84.5,-84.0
2301,30.5,31.0,-84.5,-84.0
2300,30.5,31.0,-84.5,-84.0
2299,30.5,31.0,-84.5,-84.0
2290,30.5,31.0,-82.5,-82.0
2291,30.5,31.0,-83.0,-82.5
2292,30.5,31.0,-83.5,-83.0
2293,30.5,31.0,-83.5,-83.0
2294,30.5,31.0,-83.5,-83.0
2295,30.5,31.0,-83.5,-83.0
2296,30.5,31.0,-84.0,-83.5
2297,30.5,31.0,-84.0,-83.5
2298,30.5,31.0,-84.0,-83.5
6096,36.5,37.0,-87.5,-87.0
6092,36.5,37.0,-87.0,-86.5
6093,36.5,37.0,-87.0,-86.5
6094,36.5,37.0,-87.0,-86.5
6095,36.5,37.0,-87.0,-86.5
6087,36.5,37.0,-86.5,-86.0
6088,36.5,37.0,-86.5,-86.0
6089,36.5,37.0,-86.5,-86.0
6090,36.5,37.0,-86.5,-86.0
6091,36.5,37.0,-86.5,-86.0
6086,36.5,37.0,-86.0,-85.5
6085,36.5,37.0,-86.0,-85.5
6084,36.5,37.0,-86.0,-85.5
6083,36.5,37.0,-86.0,-85.5
6097,36.5,37.0,-87.5,-87.0
6098,36.5,37.0,-87.5,-87.0
6099,36.5,37.0,-87.5,-87.0
6106,36.5,37.0,-90.0,-89.5
6105,36.5,37.0,-90.0,-89.5
6107,36.5,37.0,-90.5,-90.0
6108,36.5,37.0,-91.0,-90.5
6102,36.5,37.0,-88.5,-88.0
6103,36.5,37.0,-89.0,-88.5
6104,36.5,37.0,-89.5,-89.0
6101,36.5,37.0,-88.0,-87.5
6100,36.5,37.0,-88.0,-87.5
5801,36.0,36.5,-89.5,-89.0
5796,36.0,36.5,-87.5,-87.0
5795,36.0,36.5,-87.5,-87.0
5794,36.0,36.5,-87.0,-86.5
5793,36.0,36.5,-87.0,-86.5
5792,36.0,36.5,-87.0,-86.5
5791,36.0,36.5,-87.0,-86.5
5790,36.0,36.5,-86.5,-86.0
5789,36.0,36.5,-86.5,-86.0
5788,36.0,36.5,-86.5,-86.0
5787,36.0,36.5,-86.0,-85.5
5786,36.0,36.5,-86.0,-85.5
5785,36.0,36.5,-85.5,-85.0
5784,36.0,36.5,-85.5,-85.0
5802,36.0,36.5,-90.0,-89.5
5803,36.0,36.5,-90.5,-90.0
5804,36.0,36.5,-91.0,-90.5
5799,36.0,36.5,-89.0,-88.5
5800,36.0,36.5,-89.5,-89.0
5797,36.0,36.5,-88.0,-87.5
5798,36.0,36.5,-88.5,-88.0
2054,30.0,30.5,-86.0,-85.5
2053,30.0,30.5,-86.0,-85.5
2052,30.0,30.5,-86.0,-85.5
2051,30.0,30.5,-86.0,-85.5
2050,30.0,30.5,-85.5,-85.0
2049,30.0,30.5,-85.0,-84.5
2048,30.0,30.5,-84.5,-84.0
2047,30.0,30.5,-84.5,-84.0
2046,30.0,30.5,-84.5,-84.0
2045,30.0,30.5,-84.5,-84.0
2044,30.0,30.5,-84.0,-83.5
2043,30.0,30.5,-84.0,-83.5
2042,30.0,30.5,-83.5,-83.0
2041,30.0,30.5,-83.5,-83.0
2040,30.0,30.5,-83.0,-82.5
2039,30.0,30.5,-82.5,-82.0
2038,30.0,30.5,-82.5,-82.0
2037,30.0,30.5,-82.5,-82.0
2036,30.0,30.5,-82.0,-81.5
2035,30.0,30.5,-82.0,-81.5
2034,30.0,30.5,-82.0,-81.5
2033,30.0,30.5,-82.0,-81.5
2032,30.0,30.5,-81.5,-81.0
2031,30.0,30.5,-81.5,-81.0
2030,30.0,30.5,-81.5,-81.0
2029,30.0,30.5,-81.5,-81.0
2058,30.0,30.5,-86.5,-86.0
2055,30.0,30.5,-86.5,-86.0
2056,30.0,30.5,-86.5,-86.0
2057,30.0,30.5,-86.5,-86.0
2060,30.0,30.5,-87.0,-86.5
2059,30.0,30.5,-87.0,-86.5
2064,30.0,30.5,-87.5,-87.0
2063,30.0,30.5,-87.5,-87.0
2062,30.0,30.5,-87.5,-87.0
2061,30.0,30.5,-87.5,-87.0
2537,31.0,31.5,-87.5,-87.0
2763,31.5,32.0,-87.0,-86.5
2536,31.0,31.5,-87.0,-86.5
2535,31.0,31.5,-87.0,-86.5
2534,31.0,31.5,-86.5,-86.0
2762,31.5,32.0,-86.5,-86.0
2761,31.5,32.0,-86.0,-85.5
2532,31.0,31.5,-86.0,-85.5
2533,31.0,31.5,-86.0,-85.5
2760,31.5,32.0,-85.5,-85.0
2531,31.0,31.5,-85.5,-85.0
2759,31.5,32.0,-85.0,-84.5
2530,31.0,31.5,-85.0,-84.5
2758,31.5,32.0,-84.5,-84.0
2529,31.0,31.5,-84.5,-84.0
2757,31.5,32.0,-84.0,-83.5
2756,31.5,32.0,-84.0,-83.5
2528,31.0,31.5,-84.0,-83.5
2755,31.5,32.0,-83.5,-83.0
2527,31.0,31.5,-83.5,-83.0
2754,31.5,32.0,-83.0,-82.5
2753,31.5,32.0,-83.0,-82.5
2525,31.0,31.5,-83.0,-82.5
2526,31.0,31.5,-83.0,-82.5
2752,31.5,32.0,-82.5,-82.0
2524,31.0,31.5,-82.5,-82.0
2521,31.0,31.5,-81.5,-81.0
2748,31.5,32.0,-81.5,-81.0
2749,31.5,32.0,-81.5,-81.0
2523,31.0,31.5,-82.0,-81.5
2522,31.0,31.5,-82.0,-81.5
2750,31.5,32.0,-82.0,-81.5
2751,31.5,32.0,-82.0,-81.5
3544,33.0,33.5,-87.0,-86.5
3543,33.0,33.5,-87.0,-86.5
3542,33.0,33.5,-87.0,-86.5
3541,33.0,33.5,-87.0,-86.5
3540,33.0,33.5,-86.5,-86.0
3539,33.0,33.5,-86.5,-86.0
3538,33.0,33.5,-86.5,-86.0
3537,33.0,33.5,-86.0,-85.5
3536,33.0,33.5,-85.5,-85.0
3535,33.0,33.5,-85.5,-85.0
3534,33.0,33.5,-85.5,-85.0
3533,33.0,33.5,-85.5,-85.0
3529,33.0,33.5,-85.0,-84.5
3530,33.0,33.5,-85.0,-84.5
3531,33.0,33.5,-85.0,-84.5
3532,33.0,33.5,-85.0,-84.5
3526,33.0,33.5,-84.5,-84.0
3527,33.0,33.5,-84.5,-84.0
3528,33.0,33.5,-84.5,-84.0
3525,33.0,33.5,-84.0,-83.5
3524,33.0,33.5,-84.0,-83.5
3523,33.0,33.5,-84.0,-83.5
3522,33.0,33.5,-84.0,-83.5
3521,33.0,33.5,-83.5,-83.0
3520,33.0,33.5,-83.5,-83.0
3017,32.0,32.5,-86.5,-86.0
3018,32.0,32.5,-86.5,-86.0
3016,32.0,32.5,-86.0,-85.5
3014,32.0,32.5,-85.5,-85.0
3015,32.0,32.5,-85.5,-85.0
3012,32.0,32.5,-85.0,-84.5
3013,32.0,32.5,-85.0,-84.5
3011,32.0,32.5,-84.5,-84.0
3008,32.0,32.5,-84.0,-83.5
3009,32.0,32.5,-84.0,-83.5
3010,32.0,32.5,-84.0,-83.5
3006,32.0,32.5,-83.5,-83.0
3007,32.0,32.5,-83.5,-83.0
3004,32.0,32.5,-83.0,-82.5
3005,32.0,32.5,-83.0,-82.5
3838,33.5,34.0,-86.0,-85.5
3834,33.5,34.0,-85.5,-85.0
3835,33.5,34.0,-85.5,-85.0
3836,33.5,34.0,-85.5,-85.0
3837,33.5,34.0,-85.5,-85.0
3828,33.5,34.0,-85.0,-84.5
3829,33.5,34.0,-85.0,-84.5
