mcc,mnc,arfcn
460,0,10054
460,0,10055
460,0,10060
460,0,10062
460,0,10063
460,0,10070
460,0,10071
460,0,10072
460,0,10077
460,0,10078
460,0,10079
460,0,10080
460,0,10084
460,0,10085
460,0,10088
460,0,10092
460,0,10093
460,0,10096
460,0,10100
460,0,10104
460,0,10107
460,0,10112
460,0,10114
460,0,10120
460,0,10121
