localID,sessionID,timestamp,inAppTime,scene,isReported,business,filters,extraInfos,updateVersionCode,osVersion,appVersion,batteryState,batteryLevel,pageUsage,perMinuteUsage,sessionUsage
135,CC733F83-28D1-4950-ACC6-451840973FB1,1586629756.490166,0.06569576263427734,unknown,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5899999737739563,-1.0,-1.0,0.0
136,CC733F83-28D1-4950-ACC6-451840973FB1,1586629761.47037,5.045901775360107,unknown,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5899999737739563,-1.0,-1.0,0.0
137,CC733F83-28D1-4950-ACC6-451840973FB1,1586629761.92102,5.49654483795166,unknown,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5899999737739563,-1.5899999737739563,-1.0,0.5899999737739563
138,CC733F83-28D1-4950-ACC6-451840973FB1,1586629763.887161,7.462692737579346,AWEAwemePlayInteractionViewController,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5799999833106995,-1.0,-1.0,0.5899999737739563
139,CC733F83-28D1-4950-ACC6-451840973FB1,1586629766.5028028,10.078327894210815,AWEAwemePlayInteractionViewController,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5799999833106995,-1.0,-1.0,0.5899999737739563
140,CC733F83-28D1-4950-ACC6-451840973FB1,1586629769.883854,13.459385871887207,AWEAwemePlayInteractionViewController,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5699999928474426,-1.0,-1.0,0.5899999737739563
141,CC733F83-28D1-4950-ACC6-451840973FB1,1586629771.5276299,15.103158950805664,AWEAwemePlayInteractionViewController,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5699999928474426,-1.0,-1.0,0.5899999737739563
142,CC733F83-28D1-4950-ACC6-451840973FB1,1586629775.8848171,19.4603488445282,AWEAwemePlayInteractionViewController,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5600000023841858,-1.0,-1.0,0.5899999737739563
143,CC733F83-28D1-4950-ACC6-451840973FB1,1586629776.5584059,20.133933067321777,AWEAwemePlayInteractionViewController,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5600000023841858,-1.0,-1.0,0.5899999737739563
144,CC733F83-28D1-4950-ACC6-451840973FB1,1586629781.536252,25.111785888671875,AWEAwemePlayInteractionViewController,0,unknown,b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa3\x0b\x0c\x13U$null\xd3\r\x0e\x0f\x10\x11\x12WNS.keysZNS.objectsV$class\xa0\xa0\x80\x02\xd2\x14\x15\x16\x17Z$classnameX$classes\\NSDictionary\xa2\x16\x18XNSObject\x08\x11\x1a$)27ILQSW]dlw~\x7f\x80\x82\x87\x92\x9b\xa8\xab\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x19\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4',,154014,13.3.1,15.4.0,1,0.5600000023841858,-1.0,-1.0,0.5899999737739563
