Z_ENT,Z_NAME,Z_SUPER,Z_MAX
1,AppCalendarUsage,0,0
2,AppRun,0,0
3,AppTypicalUsage,0,0
4,DiagnosticCaseStorage,0,0
5,DiagnosticCaseUsage,0,0
6,Flow,0,0
7,LiveFlowPerf,0,0
8,LiveRoutePerf,0,55
9,LiveUsage,0,250
10,NetworkAttachment,0,45
11,NWActivityFragment,0,6
12,NWActivityMetricData,0,6
13,Process,0,198
14,App,13,0
15,ProvisioningData,0,79
