entry_ID,version,hash_value,storage_policy,request_key,time_stamp,partition
1,0,-8261136,0,https://init.itunes.apple.com/bag.xml?ix=6&os=13&locale=en_US,2020-03-21 21:49:16,
2,0,-1615768275,0,https://s.mzstatic.com/sap/setupCert.plist,2020-03-21 21:49:16,
3,0,-686861584,0,https://radio.itunes.apple.com/libraryauth/token?guid=c623fbd7e91b041e07a68f8523f53a35973e475d&dsid=17193901029,2020-03-25 18:56:51,
4,0,1037537782,0,"https://pd.itunes.apple.com/WebObjects/MZPurchaseDaap.woa/purchase/update?query=('com.apple.itunes.extended%5C-media%5C-kind:1','com.apple.itunes.extended%5C-media%5C-kind:32','com.apple.itunes.extended%5C-media%5C-kind:65536','com.apple.itunes.extended%5C-media%5C-kind:4194304')",2020-03-25 18:58:35,
5,0,-7961080628871238264,0,https://pd.itunes.apple.com/WebObjects/MZPurchaseDaap.woa/purchase/databases/101/items?includeItemFlavors=1,2020-03-25 18:58:35,
6,0,8004027642924760468,0,https://p51-buy.itunes.apple.com/WebObjects/MZFinance.woa/wa/getMatchStatusSrv?guid=c623fbd7e91b041e07a68f8523f53a35973e475d,2020-03-25 18:58:42,
7,0,4836761656903592083,0,https://genius-2.itunes.apple.com/WebObjects/UCGovernor.woa/wa/requestCloudLibraryUpdate,2020-03-25 19:04:22,
8,0,957941475129602657,0,https://genius-upload-2.itunes.apple.com/updateLibrary/?cuid=583a5a1f2e8ef066cbd678a11edf4882&update-id=1585163060392&troveid=9f79038d1a279935d866c9113bc40109,2020-03-25 19:04:22,
9,0,1528849460,0,https://genius-2.itunes.apple.com/WebObjects/UCGovernor.woa/wa/checkCloudUpdateStatus,2020-03-25 19:04:22,
10,0,7511257609628396263,0,https://genius-download-2.itunes.apple.com/getLibraryUpdateResponse/?cuid=583a5a1f2e8ef066cbd678a11edf4882&update-id=1585163060392&troveid=9f79038d1a279935d866c9113bc40109&xtra-fields=true&cddb-fingerprint=false&rsid=303601,2020-03-25 19:04:31,
11,0,687014525,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/update,2020-03-25 19:04:34,
12,0,1393599610700561947,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/items?meta=all,2020-03-25 19:04:34,
13,0,-4891389023814864362,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/containers?meta=daap.playlistsongs,2020-03-25 19:04:34,
14,0,1733760517,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/cloud-add,2020-03-25 19:12:53,
15,0,4402194979252393438,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/items?meta=all&delta=10000003&revision-id=10000004,2020-03-25 19:12:53,
16,0,3818904343818876259,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/containers?delta=10000003&revision-id=10000004&meta=daap.playlistsongs,2020-03-25 19:12:53,
17,0,1261618477,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/subscribed-containers,2020-03-25 19:12:53,
18,0,598289407202224864,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/items?meta=all&delta=10000004&revision-id=10000005,2020-03-25 19:13:28,
19,0,6608794212967763300,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/containers?delta=10000004&revision-id=10000005&meta=daap.playlistsongs,2020-03-25 19:13:28,
20,0,-3205616164847943710,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/items?meta=all&delta=10000005&revision-id=10000006,2020-03-25 19:14:39,
21,0,-9048059991592901275,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/containers?delta=10000005&revision-id=10000006&meta=daap.playlistsongs,2020-03-25 19:14:39,
22,0,-7009521736898112284,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/items?meta=all&delta=10000006&revision-id=10000007,2020-03-25 19:16:38,
23,0,-6258170122444014234,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/containers?delta=10000006&revision-id=10000007&meta=daap.playlistsongs,2020-03-25 19:16:38,
24,0,-8757554276865862251,0,https://itunes.apple.com/WebObjects/MZStoreServices.woa/wa/libraryMatchForArtistImagesBulk?an=NPR,2020-03-25 19:18:04,
25,0,801722222,0,https://itunes.apple.com/WebObjects/MZStoreServices.woa/wa/libraryMatchForArtistImagesBulk?an=Digital%20Forensic%20Survival%20Podcast,2020-03-25 19:18:37,
26,0,5111931935556168373,0,https://itunes.apple.com/WebObjects/MZStoreServices.woa/wa/libraryMatchForArtistImagesBulk?an=America's%20favorite%20Apple%20Podcast,2020-03-25 19:19:48,
27,0,8947560908976557184,0,https://itunes.apple.com/WebObjects/MZStoreServices.woa/wa/libraryMatchForArtistImagesBulk?an=Douglas%20A.%20Brush%20%7C%20Weekly%20Interviews%20w/%20InfoSec%20Pros,2020-03-25 19:20:54,
28,0,4547555514325665938,0,"https://itunes.apple.com/WebObjects/MZStoreServices.woa/wa/libraryMatchForArtistImagesBulk?an=Stacey%20Higginbotham,%20tech%20journalist",2020-03-25 19:21:10,
29,0,7633316764761270758,0,https://ld-3.itunes.apple.com:443/WebObjects/MZDaap.woa/daap/databases/1/items?meta=all&delta=10000007&revision-id=10000008,2020-03-26 00:36:06,
