entry_ID,version,hash_value,storage_policy,request_key,time_stamp,partition
1,0,90133893,0,https://dt-apigateway-log.dt-pn1.com/report/log,2020-04-15 00:00:16,
2,0,414981590,0,https://play.googleapis.com/log,2020-04-15 00:00:16,
3,0,1124704625563685770,0,https://device-provisioning.googleapis.com/checkin,2020-04-15 00:00:16,
4,0,276412908940527429,0,https://conversions.appsflyer.com/api/v4.9/iosevent?app_id=593652484&buildnumber=5.1.0,2020-04-15 00:00:16,
5,0,4675350133570952867,0,https://fcmtoken.googleapis.com/register,2020-04-15 00:00:16,
6,0,-1753784732449987299,0,https://gcdsdk.appsflyer.com/install_data/v4.0/id593652484?devkey=ZA786R8farmcgvACiZuWdi&device_id=1586872416063-0523648,2020-04-15 00:00:18,
7,0,6498091520769990464,0,https://attr.appsflyer.com/api/v4.9/iosevent?app_id=593652484&buildnumber=5.1.0,2020-04-15 00:00:25,
8,0,1151934226,0,https://inapps.appsflyer.com/api/v4.9/iosevent?app_id=593652484&buildnumber=5.1.0,2020-04-15 00:04:27,
9,0,-532957476,0,https://launches.appsflyer.com/api/v4.9/iosevent?app_id=593652484&buildnumber=5.1.0,2020-04-15 00:58:19,
10,0,2058979500,0,http://checkip.dyndns.org/,2020-04-16 15:35:20,
11,0,-1062086896227480865,0,https://inapps.appsflyer.com/api/v4.9/iosevent?app_id=593652484&buildnumber=5.1.0&timeincache=0.650678&isCachedRequest=true,2020-04-16 15:37:29,
