issuerNameHash,issuerPubKeyHash,serialNum,hashAlgorithm,responseId,certStatus
b'~\xe6j\xe7r\x9a\xb3\xfc\xf8\xa2 dl\x16\xa1-`q\x08]',b'\xa8Jjc\x04}\xdd\xba\xe6\xd19\xb7\xa6Ee\xef\xf3\xa8\xec\xa1',"b'\x03\x9e\xa8A\xa8\xd0\xf7\x98/\xa7""%$\xf1\xec\xb1\xe7\xf5'",b'+\x0e\x03\x02\x1a',704,0
"b"":c5\x80\xbd\xd6\x00\xfe\xce\xc3_'L\x0f\xf7\n\xcfJ/%""",b'\x12u|G\x92\xfd\x83\xe3\xbe.\xfcY\x7fgC\x815\x10E\xec',b'>\xd7\x19p\x01\xefg\x9f',b'+\x0e\x03\x02\x1a',706,0
b'\x82m\x1c\n\xba)\xf3\xc2J\xf3I\xca\x04E~\x16$\xc1n\xee',b'\xcf\x85\xf1\xbc8\x18x:U3\xf4V\xca\xc0i\xadwn\xbb\x93',b'\x0flQ$?+\xce\x8c\xfd\xc9<\xe4\xce\xd5<\xfe',b'+\x0e\x03\x02\x1a',707,0
"b""\xda\xaf\x17\xe6Z\xea\x808q\xe1Q.\xc0\x16\xc0B'\x8dHI""",b'1\xeav\xa9#t\xa5\xdf\xd4\xfd\xee\xa0\xc1\xa6\x9e\xc6\x11\x0e\x11\xec',b'.\xe0=:h\xba\x14\xc5',b'+\x0e\x03\x02\x1a',708,0
"b""\xbd\xc0\x8d\x05<\xa0\x8fa\x94\xb0\xc8\xc6\x08I\x04\x91x\xd4\x9d'""","b',\xc5mR\xdd1\xef\x8c\xec\x08\x81\xed\xdf\xdc\xcaC\x00E\x01\xd0'","b'&Q\xab\xd3,M\x87|\xadl\xbc8BL\x90G'",b'+\x0e\x03\x02\x1a',709,0
b'\x14\xf7\xec\xa9\x16\x90Z:\xf43vEG\xd0i\xa9%\x96O\xec',b'\xd9\x17\xfeKg\x908K\x92\xf4\xdb\xce\xd5W\x80\x14\x0b\x8f=\xc9',"b'\x1a=|\x0eT\xe5\xdd\x93Oe0\xa6,;\x01i'",b'+\x0e\x03\x02\x1a',710,0
b'4=\xf9k\xa2\x06\x1f\xce8\x15\xec\xc0\x03\x17\xe4TPG0\x9b',b'\xbb\xb0\xde\xa1X3\x88\x9a\xa4\x8a\x99\xde\xbe\xbd\xeb\xaf\xda\xcb$\xab',b'V\xfb\x83\xd4+\xff\x8d\xc37\x99#\xb5Z\xaen\xbd',b'+\x0e\x03\x02\x1a',711,0
b'\x14\xf7\xec\xa9\x16\x90Z:\xf43vEG\xd0i\xa9%\x96O\xec',b'\xd9\x17\xfeKg\x908K\x92\xf4\xdb\xce\xd5W\x80\x14\x0b\x8f=\xc9',b'!]\xc1\x18\r\x13\x9c\x02XC\x92\xdf\xb0\xbe\x0e\x89',b'+\x0e\x03\x02\x1a',712,0
b'\xb9\xcc\x9b\xce\xba\xe4\xdd\xed\x908\x18\\y$\xb3%\x92\x07\r\xdb',"b""#\xf2I\xc4O\x93\xe4\xef'\xe6\xc4\xf6(l?\xa2\xbb\xfd.K""",b'\x1a\x98\x11\xfd\x82z\x1e\xc8',b'+\x0e\x03\x02\x1a',713,0
b'4=\xf9k\xa2\x06\x1f\xce8\x15\xec\xc0\x03\x17\xe4TPG0\x9b',b'\xbb\xb0\xde\xa1X3\x88\x9a\xa4\x8a\x99\xde\xbe\xbd\xeb\xaf\xda\xcb$\xab',b'Im/\xbf:\x98\xda\x97',b'+\x0e\x03\x02\x1a',714,0
"b""\xbd\xc0\x8d\x05<\xa0\x8fa\x94\xb0\xc8\xc6\x08I\x04\x91x\xd4\x9d'""","b',\xc5mR\xdd1\xef\x8c\xec\x08\x81\xed\xdf\xdc\xcaC\x00E\x01\xd0'",b'1\xd0U89\x86\x0b\x1e\x94!\xde9\x08\xf2>\xf5',b'+\x0e\x03\x02\x1a',715,0
"b""\xbd\xc0\x8d\x05<\xa0\x8fa\x94\xb0\xc8\xc6\x08I\x04\x91x\xd4\x9d'""","b',\xc5mR\xdd1\xef\x8c\xec\x08\x81\xed\xdf\xdc\xcaC\x00E\x01\xd0'",b'1\xd0U89\x86\x0b\x1e\x94!\xde9\x08\xf2>\xf5',b'+\x0e\x03\x02\x1a',716,0
b'\x00\xeb\x0c\xcc\xf4ql\xbaF#\xa3\xd5/\x98\xd4=\xf60\xa9\x1d',"b""\x88'\x17\t\xa9\xb6\x18`\x8b\xec\xeb\xba\xf6GY\xc5RT\xa3\xb7""",b'\x05\xc9\xa5 \x05\x1b\x9bS',b'+\x0e\x03\x02\x1a',717,0
