key,textValue,integerValue,realValue,blobValue
CurrentDBVersion,,1,0.0,
cursor_per_user_inited_0,true,0,0.0,
min_index_0:1:6787436503258760198:6791183665130374150,0,0,0.0,
min_index_0:1:6787436503258760198:6787436503258760198,0,0,0.0,
read_index_0:1:6787436503258760198:6787436503258760198,1581196132665034,0,0.0,
read_index_0:1:6787436503258760198:6791183665130374150,1586655989272667,0,0.0,
min_index_0:1:6629695160186863622:6787436503258760198,1,0,0.0,
read_index_0:1:6629695160186863622:6787436503258760198,1586656472272150,0,0.0,
cursor_per_user_0,1586656527571129,0,0.0,
