ID,timestamp,timestampLogged,BBDate,DeepSleepDuration,Error,EventCode,LightSleepDuration,ML1State,Payload,SleepDisabledSclk,SleepEnableSclk,StateDuration,Version
11975,1586984467.0909152,1586986416.5180469,1586984437.404,40511,0,45452,372,1,"{length = 40, bytes = 0x03000000 01000000 32eb9e5d 7463b85d ... 69010000 00000000 }",1572365172,1570695986,50946,3
11976,1586984575.4319148,1586986416.5307279,1586984545.745,922,0,45452,0,0,"{length = 40, bytes = 0x03000000 00fbffff 8d0fee5d 948dee5d ... 00000000 00000000 }",1575914900,1575882637,985,3
11977,1586984591.540915,1586986416.533041,1586984561.854,12823,0,45452,0,1,"{length = 40, bytes = 0x03000000 01fcffff 1538ef5d 4f9bf65d ... 00000000 07000000 }",1576442703,1575958549,14777,3
11978,1586985042.8929152,1586986416.572873,1586985013.206,2333,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 2002d75e 4f42d85e ... 00000000 00000000 }",1591231055,1591149088,2502,3
11979,1586985058.888915,1586986416.576181,1586985029.202,10899,0,45452,51,1,"{length = 40, bytes = 0x03000000 01deadb0 92ded95e 9441e05e ... 33000000 03000000 }",1591755156,1591336594,12775,3
11980,1586985221.092915,1586986416.603724,1586985191.406,3892,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 994e2f5f 6359315f ... 00000000 00000000 }",1597069667,1596935833,4085,3
11981,1586985240.647915,1586986416.6058712,1586985210.961,14925,0,45452,78,1,"{length = 40, bytes = 0x03000000 01000000 3d33325f 29203b5f ... 4e000000 07000000 }",1597710377,1597125437,17853,3
11982,1586985265.613915,1586986416.6096148,1586985235.927,2373,0,45452,0,0,"{length = 40, bytes = 0x03000000 0020f469 2c56465f 7a9b475f ... 00000000 00000000 }",1598528378,1598445100,2542,3
11983,1586985282.022915,1586986416.611639,1586985252.336,4293,0,45452,47,1,"{length = 40, bytes = 0x03000000 01051f05 222a4d5f 9acf4f5f ... 00000000 00000000 }",1599066010,1598892578,5293,3
11984,1586985410.2229152,1586986416.6233912,1586985380.536,1138,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 054c8f5f 7ce78f5f ... 00000000 00000000 }",1603266428,1603226629,1215,3
11985,1586985421.757915,1586986416.62553,1586985392.071,1364,0,45452,0,1,"{length = 40, bytes = 0x03000000 01b20f00 56dd945f ceab955f ... 00000000 00000000 }",1603644366,1603591510,1613,3
11986,1586985501.112915,1586986416.631838,1586985471.426,20962,0,45452,15,0,"{length = 40, bytes = 0x03000000 00000000 4b8ab25f 3258bd5f ... 00000000 00000000 }",1606244402,1605536331,21611,3
11987,1586985517.152915,1586986416.6336112,1586985487.466,1005,0,45452,9,1,"{length = 40, bytes = 0x03000000 01205447 37a3c45f 165dc55f ... 09000000 00000000 }",1606769942,1606722359,1452,3
11988,1586985556.152915,1586986416.639059,1586985526.466,3589,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 b0f8d65f 90dcd85f ... 00000000 00000000 }",1608047760,1607923888,3781,3
11989,1586985606.632915,1586986416.646564,1586985576.946,2671,0,45452,0,1,"{length = 40, bytes = 0x03000000 01aa49e9 725df05f 4319f25f ... 00000000 00000000 }",1609701699,1609588082,3468,3
11990,1586986063.0239148,1586986416.725893,1586986033.337,1158,0,45452,0,0,"{length = 40, bytes = 0x03000000 00ca6ba3 15a7d560 1c45d660 ... 00000000 00000000 }",1624655132,1624614677,1235,3
11991,1586986078.9849153,1586986416.730248,1586986049.298,3385,0,45452,31,1,"{length = 40, bytes = 0x03000000 0100466e 5035dc60 e63fde60 ... 18000000 00000000 }",1625178086,1625044304,4083,3
11992,1586986370.364915,1586986416.757091,1586986340.678,58797,0,45452,0,0,"{length = 40, bytes = 0x03000000 00fbffff 69e45161 86ec6f61 ... 00000000 00000000 }",1634724998,1632756841,60071,3
11993,1586986386.2549152,1586986416.7593322,1586986356.568,6857,0,45452,148,1,"{length = 40, bytes = 0x03000000 0120c64e 3e767361 34de7761 ... 12000000 04000000 }",1635245620,1634956862,8813,3
11994,1586986405.1949148,1586986416.7636352,1586986375.508,280,0,45452,0,0,"{length = 40, bytes = 0x03000000 0001bc00 ab2a8161 45568161 ... 00000000 00000000 }",1635866181,1635855019,341,3
11995,1586986416.0719151,1586988392.8153882,1586986386.385,4407,0,45452,58,1,"{length = 40, bytes = 0x03000000 01bfec00 f6f78361 60c68661 ... 00000000 00000000 }",1636222560,1636038646,5613,3
11996,1586986505.7759151,1586988392.8316941,1586986476.089,1017,0,45452,0,0,"{length = 40, bytes = 0x03000000 00050000 d814b361 4a9fb361 ... 00000000 00000000 }",1639161674,1639126232,1082,3
11997,1586986522.7419152,1586988392.8336973,1586986493.055,12629,0,45452,163,1,"{length = 40, bytes = 0x03000000 01daa8a1 f961b461 b41abc61 ... a3000000 06000000 }",1639717556,1639211513,15445,3
11998,1586986605.3349152,1586988392.845911,1586986575.648,722,0,45452,0,0,"{length = 40, bytes = 0x03000000 0000466e 9401e561 8065e561 ... 00000000 00000000 }",1642423680,1642398100,781,3
11999,1586986616.238915,1586988392.8502831,1586986586.552,7803,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 6436e661 10d9ea61 ... 00000000 03000000 }",1642780944,1642477156,9272,3
12000,1586987031.9929152,1586988392.9011474,1586987002.306,2340,0,45452,0,0,"{length = 40, bytes = 0x03000000 00930100 c871b962 dfb3ba62 ... 00000000 00000000 }",1656402911,1656320456,2517,3
12001,1586987042.9209151,1586988392.9192142,1586987013.234,8960,0,45452,51,1,"{length = 40, bytes = 0x03000000 016b6aa9 e1b3ba62 7f2ac062 ... 33000000 04000000 }",1656760959,1656402913,10928,3
12002,1586987087.035915,1586988392.9253051,1586987057.349,3589,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 3c54d462 a038d662 ... 00000000 00000000 }",1658206368,1658082364,3785,3
12003,1586987103.318915,1586988392.9273763,1586987073.632,1142,0,45452,0,1,"{length = 40, bytes = 0x03000000 018d9876 e583dd62 a05cde62 ... 00000000 00000000 }",1658739872,1658684389,1693,3
12004,1586987566.1769152,1586988392.9760072,1586987536.49,3851,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 f6a9c363 1bc4c563 ... 00000000 00000000 }",1673905179,1673767414,4205,3
12005,1586987582.0959148,1586988392.9781601,1586987552.409,5232,0,45452,36,1,"{length = 40, bytes = 0x03000000 01280860 e7acca63 97b9cd63 ... 24000000 00000000 }",1674426775,1674226919,6100,3
12006,1586987976.626915,1586988393.0232031,1586987946.94,3598,0,45452,0,0,"{length = 40, bytes = 0x03000000 00bfec00 2f139164 34f89264 ... 00000000 00000000 }",1687353396,1687229231,3790,3
12007,1586987987.396915,1586988393.0253232,1586987957.71,7877,0,45452,108,1,"{length = 40, bytes = 0x03000000 0128cc60 35f89264 9a5a9864 ... 14000000 04000000 }",1687706266,1687353397,10770,3
12008,1586988107.1879148,1586988393.0375051,1586988077.501,2363,0,45452,0,0,"{length = 40, bytes = 0x03000000 0000007c 5ffad264 213ed464 ... 00000000 00000000 }",1691631137,1691548255,2530,3
12009,1586988124.197915,1586988393.0395772,1586988094.511,2856,0,45452,0,1,"{length = 40, bytes = 0x03000000 01289265 d9fbda64 3cbfdc64 ... 00000000 00000000 }",1692188476,1692072921,3527,3
12010,1586988478.474915,1586989165.3903513,1586988448.788,0,0,45452,0,0,"{length = 40, bytes = 0x03000000 0000ff7f 30d98d65 dedd8d65 ... 00000000 00000000 }",1703796190,1703794992,37,3
12011,1586988494.5779152,1586989165.3940582,1586988464.891,1119,0,45452,23,1,"{length = 40, bytes = 0x03000000 014b2bac 35109565 c4ea9565 ... 17000000 00000000 }",1704323780,1704267829,1708,3
12012,1586988530.877915,1586989165.3950522,1586988501.191,3572,0,45452,0,0,"{length = 40, bytes = 0x03000000 0020785a e82ea665 bd10a865 ... 00000000 00000000 }",1705513149,1705389800,3765,3
12013,1586988546.857915,1586989165.395628,1586988517.171,12447,0,45452,20,1,"{length = 40, bytes = 0x03000000 01000000 63f7a865 f60db065 ... 14000000 03000000 }",1706036726,1705572195,14178,3
12014,1586988935.718915,1586989165.412362,1586988906.032,1481,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 17aa7166 d2767266 ... 00000000 00000000 }",1718777554,1718725143,1600,3
12015,1586988952.4779148,1586989165.413124,1586988922.791,1170,0,45452,37,1,"{length = 40, bytes = 0x03000000 014d0410 c2147a66 ccd77a66 ... 25000000 00000000 }",1719326668,1719276738,1524,3
12016,1586989093.4975982,1586989165.4296422,1586989042.848,0,0,45452,0,0,"{length = 40, bytes = 0x03000000 0000ff7f d65cb766 bc61b766 ... 00000000 00000000 }",1723294140,1723292886,38,3
12017,1586989123.3955984,1586989165.4304123,1586989072.746,3112,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 947bc466 4254c666 ... 00000000 00000000 }",1724273730,1724152724,3693,3
12018,1586989135.7675982,1586989165.4308932,1586989085.118,2328,0,45452,15,0,"{length = 40, bytes = 0x03000000 00016400 3c42cb66 b883cc66 ... 00000000 00000000 }",1724679096,1724596796,2512,3
12019,1586989146.7215981,1586989165.4379342,1586989096.072,4499,0,45452,141,1,"{length = 40, bytes = 0x03000000 019aeaa4 1fc9ce66 abfdd166 ... 00000000 00000000 }",1725037995,1724827935,6411,3
12020,1586989163.9175982,1586989165.440869,1586989113.268,2109,0,45452,0,0,"{length = 40, bytes = 0x03000000 009aeaa4 9e76d966 8996da66 ... 00000000 00000000 }",1725601417,1725527710,2250,3
12021,1586989174.749598,1586989165.4649801,1586989124.1,916,0,45452,0,1,"{length = 40, bytes = 0x03000000 0100e5b0 d86fdf66 df00e066 ... 00000000 00000000 }",1725956319,1725919192,1133,3
12022,1586989184.3975983,1586989165.466808,1586989133.748,1077,0,45452,12,0,"{length = 40, bytes = 0x03000000 005e2e84 d437e466 b2d3e466 ... 00000000 00000000 }",1726272434,1726232532,1218,3
12023,1586989215.1755981,1586989219.665081,1586989164.526,3707,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 3f0cf266 d936f466 ... 00000000 00000000 }",1727280857,1727138879,4333,3
12024,1586989222.807598,1586989219.667534,1586989172.158,2328,0,45452,12,0,"{length = 40, bytes = 0x03000000 00000000 b0c6f666 a707f866 ... 00000000 00000000 }",1727530919,1727448752,2508,3
12025,1586989235.0555983,1586989219.675127,1586989184.406,2556,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 72a0fc66 3827fe66 ... 00000000 00000000 }",1727932216,1727832178,3053,3
12026,1586989235.5475984,1586989219.681967,1586989184.898,431,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 3a27fe66 3466fe66 ... 00000000 00000000 }",1727948340,1727932218,492,3
12027,1586989251.9505982,1586989342.0696192,1586989201.301,2252,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 ba3b0567 8d990667 ... 00000000 00000000 }",1728485773,1728396218,2733,3
12028,1586989261.2175984,1586989342.07256,1586989210.568,1162,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 20990a67 9d3b0b67 ... 00000000 00000000 }",1728789405,1728747808,1270,3
12029,1586989271.6525984,1586989342.0745482,1586989221.003,3147,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 749a0e67 24731067 ... 00000000 00000000 }",1729131300,1729010292,3693,3
12030,1586989341.847598,1586989342.0958462,1586989291.198,2386,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 b1483267 2b8b3367 ... 00000000 00000000 }",1731431211,1731348657,2520,3
12031,1586989352.690598,1586989342.1021662,1586989302.041,1696,0,45452,0,1,"{length = 40, bytes = 0x03000000 018a2aa6 01eb3767 e9f63867 ... 00000000 00000000 }",1731786473,1731717889,2093,3
12032,1586989368.7275982,1586989480.9264922,1586989318.078,2340,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 f8b83f67 73fb4067 ... 00000000 00000000 }",1732311923,1732229368,2520,3
12033,1586989386.7205982,1586989480.9402902,1586989336.071,2924,0,45452,0,1,"{length = 40, bytes = 0x03000000 01baaaa4 8f4a4867 4afa4967 ... 00000000 00000000 }",1732901450,1732790927,3373,3
12034,1586989398.157598,1586989480.9420652,1586989347.508,1158,0,45452,0,0,"{length = 40, bytes = 0x03000000 00daaaa3 b7144f67 16b24f67 ... 00000000 00000000 }",1733276182,1733235895,1230,3
12035,1586989408.9115982,1586989480.9480762,1586989358.262,3091,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 c4395367 70125567 ... 00000000 00000000 }",1733628528,1733507524,3693,3
12036,1586989490.327598,1586989480.9499283,1586989439.678,2328,0,45452,12,0,"{length = 40, bytes = 0x03000000 0001bc00 a2857c67 9bc67d67 ... 00000000 00000000 }",1736296091,1736213922,2508,3
12037,1586989530.8435984,1586989847.4943514,1586989480.194,3412,0,45452,0,1,"{length = 40, bytes = 0x03000000 01207454 73069067 17089267 ... 00000000 00000000 }",1737623575,1737492083,4013,3
12038,1586989587.598598,1586989847.5247982,1586989536.949,3485,0,45452,15,0,"{length = 40, bytes = 0x03000000 00000000 818bac67 db67ae67 ... 00000000 00000000 }",1739483099,1739361153,3722,3
12039,1586989598.2985983,1586989847.534861,1586989547.649,3404,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 c6bfb167 6bc1b367 ... 00000000 00000000 }",1739833707,1739702214,4013,3
12040,1586990444.4586651,1586991005.2212672,1586990413.26,27981,0,45452,12,0,"{length = 40, bytes = 0x03000000 005aaaa4 c8315669 c6836469 ... 00000000 00000000 }",1768195014,1767256520,28644,3
12041,1586990455.5296652,1586991005.224236,1586990424.331,1696,0,45452,0,1,"{length = 40, bytes = 0x03000000 01040000 cb006969 b40c6a69 ... 00000000 00000000 }",1768557748,1768489163,2093,3
12042,1586990468.008665,1586991005.2284951,1586990436.81,2328,0,45452,15,0,"{length = 40, bytes = 0x03000000 00daeaa9 19076f69 dc497069 ... 00000000 00000000 }",1768966620,1768883993,2522,3
12043,1586990483.5936651,1586991005.2311583,1586990452.395,916,0,45452,0,1,"{length = 40, bytes = 0x03000000 01003000 1e747769 84147869 ... 00000000 00000000 }",1769477252,1769436190,1253,3
12044,1586990501.498665,1586991005.2342463,1586990470.3,2520,0,45452,15,0,"{length = 40, bytes = 0x03000000 0020fa5d 0dad7f69 22088169 ... 00000000 00000000 }",1770063906,1769975053,2712,3
12045,1586990517.097665,1586991005.235933,1586990485.899,1264,0,45452,41,1,"{length = 40, bytes = 0x03000000 017de528 a2f18769 94d48869 ... 00000000 00000000 }",1770574996,1770516898,1773,3
12046,1586990547.1186652,1586991005.237848,1586990515.92,7093,0,45452,0,0,"{length = 40, bytes = 0x03000000 006aaaa8 d4239469 e2d69769 ... 00000000 00000000 }",1771558626,1771316180,7400,3
12047,1586990577.772665,1586991005.2391872,1586990546.574,1817,0,45452,0,1,"{length = 40, bytes = 0x03000000 010011b1 c709a669 292aa769 ... 00000000 00000000 }",1772562985,1772489159,2253,3
12048,1586991163.0406651,1586991270.8782773,1586991131.842,3539,0,45452,15,0,"{length = 40, bytes = 0x03000000 000011b1 35e4c96a 64c4cb6a ... 00000000 00000000 }",1791738980,1791616053,3752,3
12049,1586991179.502665,1586991270.9009502,1586991148.304,1212,0,45452,84,1,"{length = 40, bytes = 0x03000000 015b6aa8 771cd36a 6cffd36a ... 25000000 00000000 }",1792278380,1792220279,1773,3
12050,1586991991.551665,1586992046.9345782,1586991960.353,1320,0,45452,0,0,"{length = 40, bytes = 0x03000000 00020000 a243696c 9afa696c ... 00000000 00000000 }",1818884762,1818837922,1430,3
12051,1586992020.3586652,1586992046.935244,1586991989.16,2072,0,45452,0,1,"{length = 40, bytes = 0x03000000 016aaaa4 a22c776c 7f61786c ... 00000000 00000000 }",1819828607,1819749538,2413,3
12052,1586992183.202665,1586992755.750362,1586992152.004,40681,0,45452,15,0,"{length = 40, bytes = 0x03000000 00000000 cfb5b46c 3fcbc96c ... 00000000 00000000 }",1825164095,1823782351,42173,3
12053,1586992199.3926651,1586992755.783035,1586992168.194,1216,0,45452,0,1,"{length = 40, bytes = 0x03000000 015a6aa6 5629d16c 55e3d16c ... 00000000 00000000 }",1825694549,1825646934,1453,3
12054,1586993017.955665,1586993203.9399161,1586992986.757,52,0,45452,12,0,"{length = 40, bytes = 0x03000000 00362613 730e6b6e 3c206b6e ... 00000000 00000000 }",1852514364,1852509811,139,3
12055,1586993028.6186652,1586993203.9407701,1586992997.42,3147,0,45452,0,1,"{length = 40, bytes = 0x03000000 0101bc00 3d9c6e6e ee74706e ... 00000000 00000000 }",1852863726,1852742717,3693,3
12056,1586993203.3856652,1586993203.948429,1586993172.187,79133,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 e79a9f6e cad4c76e ... 00000000 00000000 }",1858589898,1855953639,80462,3
12057,1586993219.9606652,1586993978.1426172,1586993188.762,12607,0,45452,257,1,"{length = 40, bytes = 0x03000000 01000000 cbd4c76e 261ed06e ... 43000000 07000000 }",1859132966,1858589899,16575,3
12058,1586994094.2476652,1586994234.398991,1586994063.049,80562,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 d45b5c70 fa368570 ... 00000000 00000000 }",1887778554,1885101012,81722,3
12059,1586994105.044665,1586994234.40769,1586994073.846,3152,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 aeaf8870 d59c8a70 ... 00000000 00000000 }",1888132309,1888006062,3853,3
12060,1586994222.248665,1586994234.421636,1586994191.05,2390,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 aaf2c370 4535c570 ... 00000000 00000000 }",1891972421,1891889834,2521,3
12061,1586994238.7606652,1586994878.1832972,1586994207.562,3117,0,45452,0,1,"{length = 40, bytes = 0x03000000 01207e60 e29dcb70 9176cd70 ... 00000000 00000000 }",1892513425,1892392418,3693,3
12062,1586994859.0886652,1586994878.215444,1586994827.89,50011,0,45452,12,0,"{length = 40, bytes = 0x03000000 003aeaa3 e3aee971 28980372 ... 00000000 00000000 }",1912838184,1911140067,51829,3
12063,1586994874.906665,1586994878.2166872,1586994843.708,2119,0,45452,41,1,"{length = 40, bytes = 0x03000000 010011b1 f6220a72 a3800b72 ... 00000000 00000000 }",1913356451,1913266934,2732,3
12064,1586995113.130665,1586995838.3736942,1586995081.932,1113,0,45452,12,0,"{length = 40, bytes = 0x03000000 00000000 befc8172 069a8272 ... 00000000 00000000 }",1921161734,1921121470,1229,3
12065,1586995124.0196652,1586995838.411569,1586995092.821,8201,0,45452,195,1,"{length = 40, bytes = 0x03000000 011c0200 079a8272 a40b8872 ... 28000000 00000000 }",1921518500,1921161735,10889,3
12066,1586995242.409665,1586995838.4548962,1586995211.211,11023,0,45452,12,0,"{length = 40, bytes = 0x03000000 000a2aa4 4580bd72 003cc372 ... 00000000 00000000 }",1925397504,1925021765,11468,3
12067,1586995258.3856652,1586995838.4552782,1586995227.187,1391,0,45452,9,1,"{length = 40, bytes = 0x03000000 014aeaa3 bf55ca72 b338cb72 ... 09000000 00000000 }",1925920947,1925862847,1773,3
12068,1586996133.301665,1586996342.2407131,1586996102.103,46210,0,45452,12,0,"{length = 40, bytes = 0x03000000 00000000 8cfc6874 0ba28074 ... 00000000 00000000 }",1954587147,1953037452,47299,3
12069,1586996144.1526651,1586996342.251377,1586996112.954,2028,0,45452,0,1,"{length = 40, bytes = 0x03000000 010513d3 f1d98474 cf0e8674 ... 00000000 00000000 }",1954942671,1954863601,2413,3
12070,1586996262.5626652,1586996342.2547402,1586996231.364,23331,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 e333b574 9941c174 ... 00000000 00000000 }",1958822297,1958032355,24110,3
12071,1586996279.035665,1586996342.263382,1586996247.837,2634,0,45452,15,1,"{length = 40, bytes = 0x03000000 01210100 97afc774 e77dc974 ... 00000000 00000000 }",1959362023,1959243671,3612,3
12072,1586996554.4026651,1586996720.10328,1586996523.204,4865,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 e09f5075 3c295375 ... 00000000 00000000 }",1968384316,1968218080,5074,3
12073,1586996570.522665,1586996720.1104531,1586996539.324,1396,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 65555a75 5a385b75 ... 00000000 00000000 }",1968912474,1968854373,1773,3
12074,1586997194.4046652,1586997195.2439623,1586997163.206,3572,0,45452,0,0,"{length = 40, bytes = 0x03000000 008a2aa5 1a399176 af209376 ... 00000000 00000000 }",1989353647,1989228826,3810,3
12075,1586997210.4636652,1586997758.0036592,1586997179.265,3348,0,45452,41,1,"{length = 40, bytes = 0x03000000 0120bc59 1f1c9976 01289b76 ... 00000000 00000000 }",1989879809,1989745695,4093,3
12076,1586997282.804665,1586997758.0060742,1586997251.606,0,0,45452,0,0,"{length = 40, bytes = 0x03000000 00024002 3f4ebf76 b052bf76 ... 00000000 00000000 }",1992250032,1992248895,35,3
12077,1586997299.149665,1586997758.013142,1586997267.951,12798,0,45452,83,1,"{length = 40, bytes = 0x03000000 01000000 9503c076 a07ec776 ... 4d000000 00000000 }",1992785568,1992295317,14963,3
12078,1586997757.9256651,1586998433.00704,1586997726.727,2671,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 9171ab77 b6dbac77 ... 00000000 00000000 }",2007817142,2007724433,2830,3
12079,1586997773.633665,1586998433.009196,1586997742.435,3776,0,45452,27,1,"{length = 40, bytes = 0x03000000 01baaaa4 6e62b277 1db6b477 ... 1b000000 00000000 }",2008331805,2008179310,4654,3
12080,1586998115.0566652,1586998433.043682,1586998083.858,3942,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 2f585d78 94675f78 ... 00000000 00000000 }",2019518356,2019383343,4121,3
12081,1586998125.705665,1586998433.046116,1586998094.507,68,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 50a46478 80ba6478 ... 00000000 00000000 }",2019867264,2019861584,173,3
12082,1586998308.0076652,1586998433.047718,1586998276.809,59317,0,45452,15,0,"{length = 40, bytes = 0x03000000 00010000 b02ea178 9edebf78 ... 00000000 00000000 }",2025840286,2023829168,61382,3
12083,1586998324.899665,1586998433.054917,1586998293.701,2552,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 e8c9c678 ae50c878 ... 00000000 00000000 }",2026393774,2026293736,3053,3
12084,1586998532.307665,1586999120.6158412,1586998501.109,145,0,45452,0,0,"{length = 40, bytes = 0x03000000 00006000 0ce72f79 04023079 ... 00000000 00000000 }",2033189380,2033182476,211,3
12085,1586998541.7876651,1586999120.6193352,1586998510.589,334,0,45452,6,1,"{length = 40, bytes = 0x03000000 019a2da2 2ed23079 5ebf3479 ... 00000000 00000000 }",2033499998,2033242670,7854,3
12086,1586998565.288665,1586999120.621964,1586998534.09,2342,0,45452,0,0,"{length = 40, bytes = 0x03000000 0000ff7f d33d3f79 267f4079 ... 00000000 00000000 }",2034269990,2034187731,2511,3
12087,1586998580.9476652,1586999120.623022,1586998549.749,1952,0,45452,0,1,"{length = 40, bytes = 0x03000000 0118546c 691e4779 47534879 ... 00000000 00000000 }",2034783047,2034703977,2413,3
12088,1586998602.238665,1586999120.6241622,1586998571.04,7117,0,45452,12,0,"{length = 40, bytes = 0x03000000 00000000 c63e4f79 42f85279 ... 00000000 00000000 }",2035480642,2035236550,7450,3
12089,1586998614.2536652,1586999120.625164,1586998583.055,2929,0,45452,47,1,"{length = 40, bytes = 0x03000000 0180a29c 52215779 fff95879 ... 00000000 00000000 }",2035874303,2035753298,3693,3
12090,1586998615.238665,1586999120.6262841,1586998584.04,880,0,45452,0,0,"{length = 40, bytes = 0x03000000 000a6aa3 01fa5879 16785979 ... 00000000 00000000 }",2035906582,2035874305,985,3
12091,1586998629.6326652,1586999120.627473,1586998598.434,68,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 20946079 4daa6079 ... 00000000 00000000 }",2036378189,2036372512,173,3
12092,1586998666.2676651,1586999120.6285772,1586998635.069,991,0,45452,15,0,"{length = 40, bytes = 0x03000000 00000000 c6707279 1cfb7279 ... 00000000 00000000 }",2037578524,2037543110,1081,3
12093,1586998676.7206652,1586999120.6293383,1586998645.522,2552,0,45452,0,1,"{length = 40, bytes = 0x03000000 0157c7a2 28ae7679 ef347879 ... 00000000 00000000 }",2037921007,2037820968,3053,3
12094,1586998689.3586652,1586999120.6303873,1586998658.16,2309,0,45452,0,0,"{length = 40, bytes = 0x03000000 000a6aa5 a4507d79 71867e79 ... 00000000 00000000 }",2038335089,2038255780,2421,3
12095,1586998699.8656652,1586999120.6311102,1586998668.667,616,0,45452,0,1,"{length = 40, bytes = 0x03000000 01f8ffff 195f8379 2fc78379 ... 00000000 00000000 }",2038679343,2038652697,813,3
12096,1586998920.8696651,1586999120.6334972,1586998889.671,610,0,45452,12,0,"{length = 40, bytes = 0x03000000 00fbffff ace9f179 a044f279 ... 00000000 00000000 }",2045920416,2045897132,711,3
12097,1586998951.4456651,1586999120.6359043,1586998920.247,2924,0,45452,0,1,"{length = 40, bytes = 0x03000000 01ffffff 30deff79 ec8d017a ... 00000000 00000000 }",2046922220,2046811696,3373,3
12098,1586998981.2896652,1586999120.6370192,1586998950.091,2328,0,45452,12,0,"{length = 40, bytes = 0x03000000 00000000 bf390f7a 9279107a ... 00000000 00000000 }",2047900050,2047818175,2499,3
12099,1586998991.955665,1586999120.638453,1586998960.757,3149,0,45452,0,1,"{length = 40, bytes = 0x03000000 01706e4d f9f5137a a8ce157a ... 00000000 00000000 }",2048249512,2048128505,3693,3
12100,1586998993.5986652,1586999120.6398482,1586998962.4,1270,0,45452,0,0,"{length = 40, bytes = 0x03000000 00208273 aace157a f5a0167a ... 00000000 00000000 }",2048303349,2048249514,1643,3
12101,1586999004.284665,1586999120.6414921,1586998973.086,2856,0,45452,0,1,"{length = 40, bytes = 0x03000000 01830800 df481a7a 9af81b7a ... 00000000 00000000 }",2048653466,2048542943,3373,3
12102,1586999096.949665,1586999120.6559582,1586999065.751,74385,0,45452,0,0,"{length = 40, bytes = 0x03000000 0020e46d ab77247a 7e4c4a7a ... 00000000 00000000 }",2051689598,2049210283,75672,3
12103,1586999108.0266652,1586999120.656712,1586999076.828,3194,0,45452,77,1,"{length = 40, bytes = 0x03000000 01000000 11c04d7a 2fd64f7a ... 1e000000 00000000 }",2052052527,2051915793,4173,3
12104,1586999164.3286653,1586999447.2942672,1586999133.13,2288,0,45452,12,0,"{length = 40, bytes = 0x03000000 00000000 87c16a7a 1afc6b7a ... 00000000 00000000 }",2053897242,2053816711,2458,3
12105,1586999174.798665,1586999447.2961361,1586999143.6,8059,0,45452,92,1,"{length = 40, bytes = 0x03000000 0120924e 712c6c7a 1a38717a ... 23000000 00000000 }",2054240282,2053909617,10092,3
12106,1586999323.058665,1586999447.3074102,1586999291.86,3579,0,45452,15,0,"{length = 40, bytes = 0x03000000 007aaaa4 1a72b97a 6a57bb7a ... 00000000 00000000 }",2059097962,2058973722,3792,3
12107,1586999339.5426652,1586999447.319477,1586999308.344,3117,0,45452,0,1,"{length = 40, bytes = 0x03000000 01000000 72bcc17a 1f95c37a ... 00000000 00000000 }",2059638047,2059517042,3693,3
12108,1586999554.9406652,1586999813.371778,1586999523.742,29961,0,45452,0,0,"{length = 40, bytes = 0x03000000 00000000 5cee1f7b 11452f7b ... 00000000 00000000 }",2066695441,2065690204,30681,3
12109,1586999567.2246652,1586999813.372694,1586999536.026,4056,0,45452,112,1,"{length = 40, bytes = 0x03000000 01000000 e8c3327b 3d69357b ... 12000000 00000000 }",2067097917,2066924520,5292,3
12110,1586999649.449665,1586999813.374567,1586999618.251,2318,0,45452,15,0,"{length = 40, bytes = 0x03000000 0020326a e0445d7b f4845e7b ... 00000000 00000000 }",2069791988,2069710048,2501,3
