Z_PK,Z_ENT,Z_OPT,ZCHANNEL,ZRSSI,ZFINGERPRINT,ZAGE,ZDATE,ZMAC
24080,22,1,153,-85,567,2.156,608322304.995781,10:da:43:90:f2:a0
24081,22,1,1,-71,567,6.546,608322300.605894,7a:8a:20:b1:c7:35
24082,22,1,1,-83,567,2.586,608322304.565809,f8:bb:bf:b3:13:b9
24083,22,1,11,-79,567,2.012,608322305.13984,f8:da:c:fd:a4:d1
24084,22,1,1,-75,567,2.485,608322304.6668559,8a:8a:20:b1:c7:35
24085,22,1,1,-70,567,2.599,608322304.5529001,78:8a:20:b1:c7:35
24086,22,1,1,-74,567,2.596,608322304.5558691,d8:d7:75:d5:e3:32
24087,22,1,157,-90,567,6.052,608322301.0997369,fe:ec:da:b8:a9:77
24088,22,1,149,-81,567,2.193,608322304.958819,a8:bd:27:c9:8e:33
24089,22,1,11,-89,567,11.461,608322295.6907461,78:d2:94:af:4f:c3
24090,22,1,11,-84,567,6.577,608322300.574793,80:2a:a8:44:bd:c3
24091,22,1,5,-68,567,6.412,608322300.7399031,50:c7:bf:6f:50:59
24092,22,1,6,0,567,2.866,608322304.2859219,3c:28:6d:91:30:e6
24093,22,1,8,-74,567,10.648,608322296.503875,10:da:43:90:f2:9f
24094,22,1,11,-84,567,2.614,608322308.5104771,50:6a:3:aa:7a:a3
24095,22,1,1,-84,567,6.56,608322304.5644871,f8:bb:bf:b3:13:b3
24096,22,1,1,-79,567,2.585,608322308.5395349,fc:ec:da:b7:a9:77
24097,22,1,1,-71,567,2.564,608322308.560615,a0:4:60:3f:d2:94
24098,22,1,4,-86,567,23.849,608322287.2754561,d8:d:17:c:c5:99
24099,22,1,36,-89,567,2.356,608322308.768439,a0:64:8f:e1:65:f8
24100,22,1,1,-77,567,2.542,608322308.5825479,d8:d7:75:d5:e3:32
24101,22,1,9,-79,567,10.651,608322300.473532,9c:3d:cf:21:26:ab
24102,22,1,11,-74,567,1.956,608322309.1685671,70:77:81:dd:dd:a1
24103,22,1,6,0,567,6.84,608322304.284647,3c:28:6d:91:30:e6
24104,22,1,1,-68,567,2.587,608322308.5376279,a4:11:62:55:e2:f0
24105,22,1,6,-74,567,6.819,608322304.305601,34:fc:b9:32:d:e2
24106,22,1,1,-70,567,6.573,608322304.551625,78:8a:20:b1:c7:35
24107,22,1,157,-90,567,15.875,608322295.24942,ae:ae:19:9e:41:a2
24108,22,1,3,-81,567,2.485,608322308.639516,ec:8:6b:bf:40:94
24109,22,1,1,-89,567,2.576,608322308.548442,82:2a:a8:44:bd:13
24110,22,1,149,-81,567,6.167,608322304.957513,a8:bd:27:c9:8e:30
24111,22,1,153,-82,567,15.936,608322295.1885,50:6a:3:c9:e0:89
24112,22,1,11,-85,567,14.538,608322296.586466,68:47:49:9:df:8e
24113,22,1,11,-77,567,2.618,608322308.506545,82:2a:a8:44:bd:c3
24114,22,1,4,-61,567,2.474,608322308.650638,50:6a:3:c9:e0:8a
24115,22,1,153,-84,567,15.936,608322295.188484,dc:ef:9:e1:18:26
24116,22,1,11,-89,567,15.436,608322295.688435,78:d2:94:af:4f:c3
24117,22,1,149,-76,567,2.219,608322308.905557,a8:bd:27:8f:dc:f0
24118,22,1,6,-80,567,10.315,608322300.809526,60:31:97:4:5c:d0
24119,22,1,1,0,567,15.665,608322295.459641,70:3a:cb:3e:da:1b
24120,22,1,149,-82,567,2.201,608322308.923506,ae:ae:19:38:44:8a
24121,22,1,1,-73,567,2.589,608322308.535612,a8:bd:27:c9:8e:24
24122,22,1,40,-85,567,14.213,608322296.9114729,70:77:81:dd:dd:a2
24123,22,1,1,-71,567,2.544,608322308.580619,7a:8a:20:b1:c7:35
24124,22,1,1,-87,567,6.546,608322304.578452,9e:ae:d3:82:b6:66
24125,22,1,153,-84,567,10.075,608322301.04949,8:bd:43:d3:18:23
24126,22,1,157,-88,567,10.053,608322301.071449,72:31:97:5:30:b9
24127,22,1,1,-81,567,2.597,608322308.527519,8:bd:43:d3:18:21
24128,22,1,11,-79,567,5.987,608322305.137538,f8:da:c:fd:a4:d1
24129,22,1,6,-67,567,2.435,608322308.6896311,18:60:24:3e:82:8d
24130,22,1,11,-84,567,18.075,608322293.04948,c8:54:4b:ef:0:e0
24131,22,1,11,-89,567,10.571,608322300.553432,70:5a:9e:a:78:d0
24132,22,1,8,-77,567,10.729,608322300.3955511,12:da:43:90:f2:a0
24133,22,1,157,-88,567,10.053,608322301.0714461,60:31:97:5:30:b9
24134,22,1,6,-74,567,23.789,608322287.3355919,c4:65:16:4f:5e:e1
24135,22,1,1,-83,567,6.56,608322304.5644971,f8:bb:bf:b3:13:b9
24136,22,1,8,-74,567,14.622,608322296.502605,10:da:43:90:f2:9f
24137,22,1,11,-80,567,9.899,608322301.225529,88:3d:24:bb:73:80
24138,22,1,149,-81,567,6.167,608322304.95751,a8:bd:27:c9:8e:33
24139,22,1,157,-90,567,10.027,608322301.097424,fe:ec:da:b8:a9:77
24140,22,1,11,-78,567,2.637,608322308.4875411,d0:bf:9c:c2:29:f7
24141,22,1,36,-86,567,6.343,608322304.781459,8a:8a:20:b2:c7:35
24142,22,1,11,-71,567,1.905,608322309.219622,60:31:97:2:c5:78
24143,22,1,1,-92,567,15.632,608322295.492403,fe:ec:da:b7:a9:77
24144,22,1,157,-83,567,15.902,608322295.222493,d8:d7:75:d5:e3:33
24145,22,1,11,-76,567,2.62,608322308.504554,92:32:4b:a:32:d8
24146,22,1,44,-91,567,10.188,608322300.936417,10:da:43:90:f2:9e
24147,22,1,44,-80,567,18.728,608322292.3965219,34:fc:b9:32:d:f0
24148,22,1,6,-74,567,10.339,608322300.785608,60:31:97:5:30:b8
24149,22,1,11,-91,567,15.494,608322295.630413,28:bd:89:fb:dd:88
24150,22,1,11,-85,567,23.542,608322287.5824629,10:da:43:eb:1f:54
24151,22,1,11,-62,567,6.601,608322304.523635,3c:28:6d:6b:7f:f7
24152,22,1,161,-89,567,24.052,608322287.072428,60:31:97:4:5c:d1
24153,22,1,8,0,567,2.765,608322308.359644,96:3b:ad:15:e8:f
24154,22,1,1,-75,567,6.459,608322304.66556,8a:8a:20:b1:c7:35
24155,22,1,5,-75,567,2.409,608322308.7155629,50:c7:bf:6f:50:59
24156,22,1,153,-85,567,6.13,608322304.99447,10:da:43:90:f2:a0
24157,22,1,6,-82,567,15.594,608322295.530503,34:49:5b:c1:c9:36
24158,22,1,44,-80,567,22.699,608322292.408583,34:fc:b9:32:d:f0
24159,22,1,11,-77,567,6.589,608322308.518604,82:2a:a8:44:bd:c3
24160,22,1,8,-74,567,18.594,608322296.513632,10:da:43:90:f2:9f
24161,22,1,6,-82,567,19.565,608322295.5425669,34:49:5b:c1:c9:36
24162,22,1,36,-86,567,10.314,608322304.793534,8a:8a:20:b2:c7:35
24163,22,1,1,-89,567,6.547,608322308.5605149,82:2a:a8:44:bd:13
24164,22,1,11,-62,567,10.572,608322304.535653,3c:28:6d:6b:7f:f7
24165,22,1,11,-71,567,5.876,608322309.23164,60:31:97:2:c5:78
24166,22,1,11,-84,567,6.585,608322308.522551,50:6a:3:aa:7a:a3
24167,22,1,8,0,567,6.736,608322308.3716611,96:3b:ad:15:e8:f
24168,22,1,153,-84,567,19.907,608322295.2005571,dc:ef:9:e1:18:26
24169,22,1,9,-79,567,14.622,608322300.485594,9c:3d:cf:21:26:ab
24170,22,1,1,-75,567,2.544,608322312.5636209,8a:8a:20:b1:c7:35
24171,22,1,11,-85,567,18.509,608322296.5985401,68:47:49:9:df:8e
24172,22,1,3,-81,567,6.456,608322308.6515781,ec:8:6b:bf:40:94
24173,22,1,157,-90,567,13.998,608322301.109503,fe:ec:da:b8:a9:77
24174,22,1,1,-76,567,6.581,608322308.526613,a8:bd:27:c9:8e:22
24175,22,1,1,-77,567,2.556,608322312.551607,d8:d7:75:d5:e3:32
24176,22,1,161,-89,567,28.023,608322287.084506,60:31:97:4:5c:d1
24177,22,1,11,-79,567,2.638,608322312.469591,d0:bf:9c:c2:29:f7
24178,22,1,149,-81,567,10.138,608322304.969572,a8:bd:27:c9:8e:33
24179,22,1,11,-87,567,2.613,608322312.4945229,78:d2:94:af:4f:c3
24180,22,1,6,-74,567,14.31,608322300.797634,60:31:97:5:30:b8
24181,22,1,6,-79,567,2.403,608322312.704596,c4:65:16:4f:5e:e1
24182,22,1,4,-86,567,27.82,608322287.2875309,d8:d:17:c:c5:99
24183,22,1,153,-85,567,10.101,608322305.006543,10:da:43:90:f2:a0
24184,22,1,6,-67,567,2.425,608322312.6826501,18:60:24:3e:82:8d
24185,22,1,36,-89,567,6.327,608322308.780512,a0:64:8f:e1:65:f8
24186,22,1,6,0,567,10.811,608322304.296663,3c:28:6d:91:30:e6
24187,22,1,44,-91,567,14.159,608322300.948493,10:da:43:90:f2:9e
24188,22,1,157,-78,567,2.124,608322312.983602,d8:d7:75:d5:e3:33
24189,22,1,1,-84,567,10.531,608322304.576559,f8:bb:bf:b3:13:b3
24190,22,1,5,-75,567,6.38,608322308.727624,50:c7:bf:6f:50:59
24191,22,1,11,-85,567,27.513,608322287.594537,10:da:43:eb:1f:54
24192,22,1,1,-69,567,2.602,608322312.505647,7a:8a:20:b1:c7:35
24193,22,1,149,-82,567,6.172,608322308.93557,ae:ae:19:38:44:8a
24194,22,1,149,-81,567,10.138,608322304.969575,a8:bd:27:c9:8e:30
24195,22,1,1,-87,567,10.517,608322304.590526,9e:ae:d3:82:b6:66
24196,22,1,1,-74,567,2.581,608322312.526629,a0:4:60:3f:d2:94
24197,22,1,157,-88,567,14.024,608322301.0835179,60:31:97:5:30:b9
24198,22,1,6,-80,567,14.286,608322300.821586,60:31:97:4:5c:d0
24199,22,1,11,-85,567,1.971,608322313.136548,f8:da:c:fd:a4:d1
24200,22,1,1,-81,567,6.568,608322308.53958,8:bd:43:d3:18:21
24201,22,1,1,0,567,19.636,608322295.471658,70:3a:cb:3e:da:1b
24202,22,1,153,-82,567,19.907,608322295.2005651,50:6a:3:c9:e0:89
24203,22,1,11,-91,567,19.465,608322295.642442,28:bd:89:fb:dd:88
24204,22,1,149,-76,567,6.19,608322308.9176159,a8:bd:27:8f:dc:f0
24205,22,1,1,-70,567,2.59,608322312.517645,a8:bd:27:c9:8e:24
24206,22,1,11,-80,567,13.87,608322301.237588,88:3d:24:bb:73:80
24207,22,1,11,-89,567,14.542,608322300.565509,70:5a:9e:a:78:d0
24208,22,1,11,-70,567,2.625,608322312.482642,92:32:4b:a:32:d8
24209,22,1,1,-75,567,2.589,608322312.518618,a4:11:62:55:e2:f0
24210,22,1,157,-90,567,19.846,608322295.261499,ae:ae:19:9e:41:a2
24211,22,1,4,-61,567,6.445,608322308.662655,50:6a:3:c9:e0:8a
24212,22,1,11,-84,567,22.046,608322293.061554,c8:54:4b:ef:0:e0
24213,22,1,1,-92,567,19.603,608322295.504431,fe:ec:da:b7:a9:77
24214,22,1,11,-74,567,2.548,608322312.559626,70:77:81:dd:dd:a1
24215,22,1,157,-88,567,14.024,608322301.0835199,72:31:97:5:30:b9
24216,22,1,153,-87,567,2.168,608322312.939528,8:bd:43:d3:18:23
24217,22,1,8,-77,567,14.7,608322300.4076099,12:da:43:90:f2:a0
24218,22,1,1,-79,567,6.556,608322308.551599,fc:ec:da:b7:a9:77
24219,22,1,1,-83,567,10.531,608322304.5765619,f8:bb:bf:b3:13:b9
24220,22,1,40,-85,567,18.184,608322296.923546,70:77:81:dd:dd:a2
24221,22,1,1,-71,567,2.606,608322312.5016371,78:8a:20:b1:c7:35
24222,22,1,11,-85,567,9.941,608322313.118826,f8:da:c:fd:a4:d1
24223,22,1,1,-75,567,10.559,608322312.505333,a4:11:62:55:e2:f0
24224,22,1,157,-84,567,2.141,608322320.9188299,d8:d7:75:d5:e3:33
24225,22,1,11,-62,567,18.543,608322304.521383,3c:28:6d:6b:7f:f7
24226,22,1,3,-81,567,14.426,608322308.633922,ec:8:6b:bf:40:94
24227,22,1,11,-71,567,13.847,608322309.217357,60:31:97:2:c5:78
24228,22,1,8,-77,567,22.67,608322300.394322,12:da:43:90:f2:a0
24229,22,1,1,-83,567,18.502,608322304.5579001,f8:bb:bf:b3:13:b9
24230,22,1,157,-88,567,21.994,608322301.0657821,60:31:97:5:30:b9
24231,22,1,6,-67,567,10.396,608322312.6683719,18:60:24:3e:82:8d
24232,22,1,1,-89,567,14.517,608322308.5427771,82:2a:a8:44:bd:13
24233,22,1,153,-84,567,27.877,608322295.182881,dc:ef:9:e1:18:26
24234,22,1,6,0,567,18.782,608322304.282397,3c:28:6d:91:30:e6
24235,22,1,9,-79,567,2.732,608322320.327988,9c:3d:cf:21:26:ab
24236,22,1,8,-74,567,26.564,608322296.500347,10:da:43:90:f2:9f
24237,22,1,11,-77,567,14.56,608322308.5043191,82:2a:a8:44:bd:c3
24238,22,1,36,-86,567,18.284,608322304.7758039,8a:8a:20:b2:c7:35
24239,22,1,153,-74,567,2.171,608322320.893344,50:6a:3:c9:e0:89
24240,22,1,8,0,567,14.707,608322308.357393,96:3b:ad:15:e8:f
24241,22,1,9,-88,567,2.729,608322320.330786,fc:15:b4:a6:3:40
24242,22,1,44,-83,567,2.305,608322320.754896,34:fc:b9:32:d:f0
24243,22,1,6,-86,567,2.838,608322320.221808,7c:db:98:8b:ee:11
24244,22,1,11,-91,567,27.436,608322295.623745,28:bd:89:fb:dd:88
24245,22,1,1,-78,567,2.567,608322320.4973149,8:bd:43:d3:18:21
24246,22,1,1,-69,567,2.58,608322320.484368,a8:bd:27:c9:8e:24
24247,22,1,157,-90,567,21.968,608322301.0917649,fe:ec:da:b8:a9:77
24248,22,1,149,-76,567,14.16,608322308.90433,a8:bd:27:8f:dc:f0
24249,22,1,153,-82,567,2.149,608322320.910914,8:bd:43:d3:18:23
24250,22,1,11,-84,567,2.634,608322320.4258381,70:77:81:dd:dd:a1
24251,22,1,6,-82,567,27.535,608322295.5249051,34:49:5b:c1:c9:36
24252,22,1,36,-89,567,14.298,608322308.7617741,a0:64:8f:e1:65:f8
24253,22,1,149,-73,567,2.202,608322320.8623539,a8:bd:27:c9:8e:33
24254,22,1,1,-75,567,10.515,608322312.549337,8a:8a:20:b1:c7:35
24255,22,1,11,-80,567,21.841,608322301.218973,88:3d:24:bb:73:80
24256,22,1,1,-61,567,2.574,608322320.490386,78:8a:20:b1:c7:35
24257,22,1,11,-87,567,10.583,608322312.476791,78:d2:94:af:4f:c3
24258,22,1,1,-80,567,2.56,608322320.4999801,d8:d7:75:d5:e3:32
24259,22,1,1,-79,567,14.526,608322308.533996,fc:ec:da:b7:a9:77
24260,22,1,1,-92,567,27.574,608322295.485732,fe:ec:da:b7:a9:77
24261,22,1,1,-87,567,18.487,608322304.572799,9e:ae:d3:82:b6:66
24262,22,1,11,-89,567,22.512,608322300.5477691,70:5a:9e:a:78:d0
24263,22,1,157,-87,567,2.128,608322320.931795,72:31:97:5:30:b9
24264,22,1,1,-71,567,2.576,608322320.488361,a8:bd:27:c9:8e:22
24265,22,1,1,-84,567,18.501,608322304.558887,f8:bb:bf:b3:13:b3
24266,22,1,4,-65,567,2.457,608322320.607376,50:6a:3:c9:e0:8a
24267,22,1,161,-91,567,2.099,608322320.96075,72:31:97:4:5c:d1
24268,22,1,157,-90,567,27.816,608322295.24376,ae:ae:19:9e:41:a2
24269,22,1,11,-84,567,1.959,608322321.100873,c8:54:4b:ef:0:e0
24270,22,1,6,-74,567,22.28,608322300.784351,60:31:97:5:30:b8
24271,22,1,11,-84,567,14.556,608322308.503834,50:6a:3:aa:7a:a3
24272,22,1,11,-85,567,26.479,608322296.580813,68:47:49:9:df:8e
24273,22,1,153,-85,567,18.072,608322304.9878169,10:da:43:90:f2:a0
24274,22,1,149,-82,567,14.142,608322308.9179101,ae:ae:19:38:44:8a
24275,22,1,5,-75,567,14.35,608322308.7143409,50:c7:bf:6f:50:59
24276,22,1,1,-78,567,2.595,608322320.4693049,a0:4:60:3f:d2:94
24277,22,1,1,0,567,27.607,608322295.457389,70:3a:cb:3e:da:1b
24278,22,1,149,-81,567,18.109,608322304.9509181,a8:bd:27:c9:8e:30
24279,22,1,11,-70,567,10.596,608322312.4683651,92:32:4b:a:32:d8
24280,22,1,11,-79,567,10.609,608322312.450984,d0:bf:9c:c2:29:f7
24281,22,1,161,-91,567,2.099,608322320.960741,60:31:97:4:5c:d1
24282,22,1,6,-79,567,10.374,608322312.685992,c4:65:16:4f:5e:e1
24283,22,1,1,-64,567,2.572,608322320.492379,7a:8a:20:b1:c7:35
24284,22,1,3,-77,567,2.444,608322320.620326,dc:ef:9:e1:18:24
24285,22,1,157,-84,567,2.114,608322320.945891,ae:ae:19:9e:3d:7c
24286,22,1,6,-80,567,22.256,608322300.803927,60:31:97:4:5c:d0
24287,22,1,44,-91,567,22.13,608322300.929756,10:da:43:90:f2:9e
24288,22,1,40,-85,567,26.155,608322296.904822,70:77:81:dd:dd:a2
24289,22,1,149,-80,569,2.206,608322864.8137131,a8:bd:27:c9:8e:30
24290,22,1,11,-81,569,1.964,608322865.055681,3c:28:6d:6b:7f:f7
24291,22,1,1,0,569,2.556,608322864.464456,8a:8a:20:b1:c7:35
24292,22,1,11,-87,569,13.593,608322853.426616,c8:54:4b:ef:0:e0
24293,22,1,3,-80,569,2.511,608322864.5086969,ec:8:6b:bf:40:94
24294,22,1,44,-83,569,2.276,608322864.743657,34:fc:b9:32:d:f0
24295,22,1,11,-81,569,13.513,608322853.506689,60:31:97:2:c5:78
24296,22,1,6,0,569,13.666,608322853.354439,60:31:97:5:30:b8
24297,22,1,1,-78,569,2.586,608322864.433738,78:8a:20:b1:c7:35
24298,22,1,1,-71,569,2.591,608322864.4294311,a4:11:62:55:e2:f0
24299,22,1,6,-82,569,2.423,608322864.596665,34:49:5b:c1:c9:36
24300,22,1,6,-76,569,2.417,608322864.602754,18:60:24:3e:82:8d
24301,22,1,1,-79,569,2.611,608322864.40873,7a:8a:20:b1:c7:35
24302,22,1,6,-74,569,2.403,608322864.617412,34:fc:b9:32:d:e4
24303,22,1,1,-84,569,13.802,608322853.2176399,8:bd:43:d3:18:21
24304,22,1,11,-86,569,13.524,608322853.495624,78:d2:94:af:4f:c3
24305,22,1,1,0,569,13.77,608322853.250448,d8:d7:75:d5:e3:32
24306,22,1,153,-88,569,2.145,608322864.8746,50:6a:3:c9:e0:89
24307,22,1,11,-92,569,13.567,608322853.452567,b4:2a:e:4c:18:16
24308,22,1,1,-89,569,13.734,608322853.285591,bc:75:36:81:56:94
24309,22,1,11,-88,569,13.528,608322853.491608,50:6a:3:aa:7a:a3
24310,22,1,6,-74,569,2.406,608322864.614422,34:fc:b9:32:d:e2
24311,22,1,11,-82,569,13.509,608322853.510673,80:2a:a8:44:bd:c3
24312,22,1,11,-83,569,1.967,608322865.052649,10:da:43:eb:1f:54
24313,22,1,1,-77,569,13.759,608322853.260746,a0:4:60:3f:d2:94
24314,22,1,4,-85,569,2.482,608322864.537632,10:da:43:c2:1:3a
24315,22,1,149,-80,569,2.206,608322864.8137051,a8:bd:27:c9:8e:33
24316,22,1,11,-75,569,13.56,608322853.460396,70:77:81:dd:dd:a1
24317,22,1,11,-90,569,13.52,608322853.499582,88:3d:24:bb:73:80
24318,22,1,11,-79,569,2.631,608322864.388722,92:32:4b:a:32:d8
24319,22,1,1,-84,569,3.493,608322867.818067,88:3d:24:b9:a8:cf
24320,22,1,11,-86,569,17.863,608322853.4479699,78:d2:94:af:4f:c3
24321,22,1,11,-92,569,17.906,608322853.404897,b4:2a:e:4c:18:16
24322,22,1,1,-71,569,3.405,608322867.906203,a4:11:62:55:e2:f0
24323,22,1,11,-82,569,17.848,608322853.463099,80:2a:a8:44:bd:c3
24324,22,1,11,-85,569,1.933,608322869.378049,82:2a:a8:44:bd:c3
24325,22,1,1,-89,569,18.073,608322853.237915,bc:75:36:81:56:94
24326,22,1,3,-85,569,3.274,608322868.036976,dc:ef:9:e1:18:24
24327,22,1,44,-83,569,2.724,608322868.587083,34:fc:b9:32:d:f0
24328,22,1,149,-83,569,2.495,608322868.816088,a8:bd:27:8f:dc:f0
24329,22,1,5,-84,569,3.051,608322868.260062,50:c7:bf:6f:50:59
24330,22,1,5,-75,569,3.098,608322868.2131879,a0:64:8f:e1:65:f7
24331,22,1,1,-78,569,3.42,608322867.8911611,8a:8a:20:b1:c7:35
24332,22,1,6,-73,569,4.186,608322867.125198,34:fc:b9:32:d:e2
24333,22,1,3,-81,569,3.27,608322868.0411041,ec:8:6b:bf:40:94
24334,22,1,149,-88,569,2.509,608322868.801926,3e:28:6d:6b:7f:f1
24335,22,1,153,-76,569,2.363,608322868.948177,8:bd:43:d3:18:23
24336,22,1,2,0,569,3.296,608322868.015213,78:d2:94:8:c5:49
24337,22,1,4,-80,569,3.163,608322868.14812,50:6a:3:c9:e0:8a
24338,22,1,1,-78,569,3.548,608322867.7631351,78:8a:20:b1:c7:35
24339,22,1,11,-78,569,3.666,608322867.645141,70:77:81:dd:dd:a1
24340,22,1,153,-86,569,2.39,608322868.920947,50:6a:3:c9:e0:89
24341,22,1,6,-87,569,4.235,608322867.075936,60:31:97:4:5c:d0
24342,22,1,6,-82,569,6.762,608322864.5490941,34:49:5b:c1:c9:36
24343,22,1,1,-75,569,3.495,608322867.816182,a0:4:60:3f:d2:94
24344,22,1,1,-79,569,3.381,608322867.93013,8:bd:43:d3:18:21
24345,22,1,149,-78,569,2.551,608322868.760151,a8:bd:27:c9:8e:33
24346,22,1,6,-84,569,4.158,608322867.153073,18:60:24:3e:82:8d
24347,22,1,4,-85,569,6.821,608322864.490056,10:da:43:c2:1:3a
24348,22,1,6,-76,569,3.055,608322868.2561721,60:31:97:5:30:b8
24349,22,1,1,-78,569,3.574,608322867.737146,7a:8a:20:b1:c7:35
24350,22,1,11,-83,569,6.305,608322865.006078,10:da:43:eb:1f:54
24351,22,1,11,-79,569,6.969,608322864.342125,92:32:4b:a:32:d8
24352,22,1,149,-78,569,2.551,608322868.760156,a8:bd:27:c9:8e:30
24353,22,1,1,-77,569,3.466,608322867.845167,d8:d7:75:d5:e3:32
24354,22,1,40,-91,569,2.816,608322868.494908,70:77:81:dd:dd:a2
24355,22,1,11,-87,569,17.932,608322853.378942,c8:54:4b:ef:0:e0
24356,22,1,11,-88,569,3.614,608322867.69692,50:6a:3:aa:7a:a3
24357,22,1,6,-73,569,4.184,608322867.127193,34:fc:b9:32:d:e4
24358,22,1,11,-80,569,3.638,608322867.673115,3c:28:6d:6b:7f:f7
24359,22,1,11,-81,569,3.619,608322867.692109,60:31:97:2:c5:78
24360,22,1,11,0,569,3.61,608322867.701208,d0:bf:9c:c2:29:f7
24361,22,1,6,-87,569,4.179,608322867.131931,ca:fd:19:ac:4e:9f
24362,22,1,44,-78,569,0.041,608322876.784866,34:fc:b9:32:d:f4
24363,22,1,44,-86,569,0.093,608322876.7328589,10:da:43:90:f2:9e
24364,22,1,44,-78,569,0.041,608322876.784869,34:fc:b9:32:d:f3
24365,22,1,44,-78,569,0.041,608322876.7848719,34:fc:b9:32:d:f0
24366,22,1,1,-78,569,9.059,608322867.886835,8a:8a:20:b1:c7:35
24367,22,1,1,-78,569,0.038,608322876.90783,a8:bd:27:c9:8e:22
24368,22,1,1,-76,569,0.012,608322876.93385,d8:d7:75:d5:e3:32
24369,22,1,1,-84,569,9.132,608322867.8138081,88:3d:24:b9:a8:cf
24370,22,1,1,-73,569,0.0,608322876.945856,7a:8a:20:b1:c7:35
24371,22,1,1,-90,569,23.724,608322853.221776,3c:28:6d:6a:43:75
24372,22,1,1,-78,569,9.187,608322867.758824,78:8a:20:b1:c7:35
24373,22,1,161,-89,569,0.066,608322876.8797851,72:31:97:4:5c:d1
24374,22,1,1,-83,569,0.024,608322876.921814,a0:4:60:3f:d2:94
24375,22,1,1,-87,569,0.007,608322876.9388031,80:2a:a8:44:bd:13
24376,22,1,1,-77,569,9.045,608322867.900845,a8:bd:27:c9:8e:24
24377,22,1,1,-89,569,23.712,608322853.233798,bc:75:36:81:56:94
24378,22,1,1,-77,569,0.031,608322876.91484,a4:11:62:55:e2:f0
24379,22,1,1,-79,569,9.02,608322867.925819,8:bd:43:d3:18:21
24380,22,1,161,-89,569,0.067,608322876.878791,60:31:97:4:5c:d1
24381,22,1,6,-82,569,15.17,608322864.5368971,34:49:5b:c1:c9:36
24382,22,1,11,-79,569,2.326,608322877.380936,88:3d:24:b9:c0:19
24383,22,1,11,-74,569,2.33,608322877.376995,92:32:4b:a:32:d8
24384,22,1,11,-78,569,2.141,608322877.565941,70:77:81:dd:dd:a1
24385,22,1,11,-85,569,10.341,608322869.3658631,82:2a:a8:44:bd:c3
24386,22,1,149,-88,569,10.917,608322868.789828,3e:28:6d:6b:7f:f1
24387,22,1,11,0,569,12.018,608322867.689011,d0:bf:9c:c2:29:f7
24388,22,1,11,-82,569,26.256,608322853.4509029,80:2a:a8:44:bd:c3
24389,22,1,11,-83,569,14.714,608322864.9928861,10:da:43:eb:1f:54
24390,22,1,11,-88,569,12.022,608322867.6848221,50:6a:3:aa:7a:a3
24391,22,1,5,-84,569,11.459,608322868.247874,50:c7:bf:6f:50:59
24392,22,1,11,-80,569,12.046,608322867.660925,3c:28:6d:6b:7f:f7
24393,22,1,153,-82,569,0.122,608322879.584908,8:bd:43:d3:18:23
24394,22,1,6,-76,569,2.554,608322877.1529629,60:31:97:5:30:b8
24395,22,1,153,-86,569,10.798,608322868.9088451,50:6a:3:c9:e0:89
24396,22,1,4,-80,569,11.571,608322868.1359301,50:6a:3:c9:e0:8a
24397,22,1,5,-75,569,11.506,608322868.200984,a0:64:8f:e1:65:f7
24398,22,1,6,-74,569,2.536,608322877.17099,ca:fd:19:ac:4e:9f
24399,22,1,2,-76,569,2.692,608322877.014979,78:d2:94:8:c5:49
24400,22,1,3,-81,569,11.678,608322868.028914,ec:8:6b:bf:40:94
24401,22,1,6,-84,569,12.566,608322867.14088,18:60:24:3e:82:8d
24402,22,1,40,-85,569,2.009,608322877.697857,70:77:81:dd:dd:a2
24403,22,1,11,-86,569,26.271,608322853.435851,78:d2:94:af:4f:c3
24404,22,1,6,-77,569,2.559,608322877.147958,34:fc:b9:32:d:e2
24405,22,1,149,-74,569,0.151,608322879.556,a8:bd:27:8f:dc:f0
24406,22,1,149,-78,569,10.96,608322868.7469469,a8:bd:27:c9:8e:33
24407,22,1,6,-74,569,2.561,608322877.146006,ca:3a:6b:ac:c1:1a
24408,22,1,6,-76,569,2.529,608322877.177974,c4:65:16:4f:5e:e1
24409,22,1,11,-81,569,12.027,608322867.6799201,60:31:97:2:c5:78
24410,22,1,11,-87,569,26.34,608322853.36684,c8:54:4b:ef:0:e0
24411,22,1,149,-78,569,10.96,608322868.7469519,a8:bd:27:c9:8e:30
24412,22,1,6,-87,569,12.644,608322867.0628339,60:31:97:4:5c:d0
24413,22,1,11,-92,569,26.314,608322853.392811,b4:2a:e:4c:18:16
24414,22,1,4,-85,569,15.229,608322864.477869,10:da:43:c2:1:3a
24415,22,1,3,-83,569,2.67,608322877.036891,dc:ef:9:e1:18:24
24416,22,1,6,-76,569,2.557,608322877.1499679,34:fc:b9:32:d:e4
24417,22,1,5,-75,569,0.853,608322915.3804129,a0:64:8f:e1:65:f7
24418,22,1,4,-91,569,0.89,608322915.343401,10:da:43:c2:1:3a
24419,22,1,4,-74,569,0.816,608322915.417416,50:6a:3:c9:e0:8a
24420,22,1,8,-81,569,0.454,608322915.77941,12:da:43:90:f2:a0
24421,22,1,3,-85,569,0.926,608322915.307407,dc:ef:9:e1:18:24
24422,22,1,149,-83,569,0.222,608322946.340576,a8:bd:27:c9:8e:30
24423,22,1,149,-83,569,0.222,608322946.340573,a8:bd:27:c9:8e:33
24424,22,1,153,-85,569,0.164,608322946.39857,50:6a:3:c9:e0:89
