Z_PK,Z_ENT,Z_OPT,ZCHANNEL,ZRSSI,ZFINGERPRINT,ZAGE,ZDATE,ZMAC
27656,22,1,11,-83,682,0.036,608730222.561106,d8:d7:75:b6:28:8
27657,22,1,1,-87,682,0.417,608730222.1800959,c:51:1:e3:e4:e0
27658,22,1,6,-86,682,0.19,608730222.4070979,b6:7c:9c:26:a7:f0
27659,22,1,1,-89,682,4.559,608730218.038087,48:0:33:9f:15:5b
27660,22,1,1,-70,682,0.37,608730222.227144,f8:bb:bf:8d:b9:c9
27661,22,1,1,-47,682,0.357,608730222.240171,f8:bb:bf:1e:fa:ef
27662,22,1,1,-52,682,0.434,608730222.163163,f8:bb:bf:90:a8:f3
27663,22,1,1,-76,682,4.512,608730218.085127,80:da:13:72:52:69
27664,22,1,1,-76,682,0.43,608730222.16713,80:da:13:72:e8:e6
27665,22,1,1,-47,682,0.357,608730222.240176,f8:bb:bf:1e:fa:e9
27666,22,1,1,-47,682,0.356,608730222.241168,f8:bb:bf:1e:fa:e6
27667,22,1,1,-83,682,4.548,608730218.049109,80:da:13:6e:76:89
27668,22,1,1,-59,682,0.368,608730222.229155,82:ce:62:71:b6:a1
27669,22,1,6,-88,682,26.439,608730196.158093,b4:fb:e4:29:90:c
27670,22,1,1,-47,682,0.357,608730222.240174,f8:bb:bf:1e:fa:e3
27671,22,1,11,-76,682,4.175,608730218.422122,76:83:c2:17:fd:92
27672,22,1,1,-70,682,0.37,608730222.227147,f8:bb:bf:8d:b9:c1
27673,22,1,1,-53,682,0.434,608730222.16316,f8:bb:bf:90:a8:f9
27674,22,1,1,-75,682,0.453,608730222.1441411,80:da:13:6e:76:86
27675,22,1,11,-79,682,0.086,608730222.511114,74:83:c2:77:fd:92
27676,22,1,6,0,682,26.433,608730196.1641791,b6:fb:e4:19:90:c
27677,22,1,1,-53,682,0.435,608730222.162157,f8:bb:bf:90:a8:f1
27678,22,1,1,-75,682,4.511,608730218.086138,80:da:13:72:52:6f
27679,22,1,1,-78,682,0.43,608730222.1671201,80:da:13:72:e8:ef
27680,22,1,1,-90,682,4.5,608730218.097084,f8:da:c:fd:ff:84
27681,22,1,1,-55,684,4.811,608730260.790735,f8:bb:bf:90:a8:f1
27682,22,1,149,-90,684,6.239,608730259.362558,80:da:13:72:52:64
27683,22,1,157,-88,684,5.842,608730259.75958,b4:fb:e4:29:90:d
27684,22,1,44,-89,684,4.969,608730260.63257,80:da:13:72:52:65
27685,22,1,6,-83,684,4.04,608730261.5616341,b8:66:85:53:d3:6
27686,22,1,1,-78,684,4.83,608730260.7716609,80:da:13:6e:76:83
27687,22,1,6,-84,684,3.958,608730261.643628,f4:6b:ef:48:d3:96
27688,22,1,44,-90,684,4.97,608730260.631564,80:da:13:72:52:6b
27689,22,1,48,-89,684,6.349,608730259.252575,f8:bb:bf:8d:b9:c6
27690,22,1,6,-74,684,3.781,608730261.8206819,7c:db:98:c2:30:33
27691,22,1,11,-80,684,3.078,608730262.523645,d8:d7:75:b6:28:8
27692,22,1,48,-66,684,6.28,608730259.321709,f8:bb:bf:1e:fa:eb
27693,22,1,48,-86,684,6.322,608730259.279618,d8:d7:75:b6:28:9
27694,22,1,1,-83,684,4.839,608730260.76264,48:0:33:9f:15:5b
27695,22,1,1,-48,684,4.836,608730260.765746,f8:bb:bf:1e:fa:e3
27696,22,1,6,-87,684,3.814,608730261.787591,d4:5:98:e:ea:80
27697,22,1,48,-74,684,6.297,608730259.304693,f8:bb:bf:90:a8:f6
27698,22,1,1,-46,684,4.836,608730260.7657571,f8:bb:bf:1e:fa:e9
27699,22,1,1,-65,684,4.849,608730260.752714,f8:bb:bf:8d:b9:c5
27700,22,1,161,-64,684,5.745,608730259.856762,f8:bb:bf:1e:fa:e4
27701,22,1,11,-87,684,3.116,608730262.4856069,d8:f:99:b7:f6:3c
27702,22,1,44,-86,684,5.016,608730260.5856119,b8:66:85:53:d3:7
27703,22,1,3,-85,684,4.509,608730261.0926231,b0:39:56:22:c1:b
27704,22,1,6,-87,684,3.777,608730261.824596,b6:fb:e4:19:90:c
27705,22,1,1,-67,684,4.806,608730260.795703,80:da:13:72:e8:e6
27706,22,1,48,-65,684,6.28,608730259.321725,f8:bb:bf:1e:fa:e5
27707,22,1,1,-48,684,4.835,608730260.7667409,f8:bb:bf:1e:fa:ef
27708,22,1,40,-90,684,5.152,608730260.449547,76:83:c2:17:fd:93
27709,22,1,1,-76,684,4.807,608730260.794672,80:da:13:72:e8:e9
27710,22,1,1,-46,684,4.835,608730260.7667509,f8:bb:bf:1e:fa:e6
27711,22,1,3,-79,684,4.313,608730261.28865,a0:63:91:86:2b:77
27712,22,1,1,-55,684,4.811,608730260.79073,f8:bb:bf:90:a8:f5
27713,22,1,48,-74,684,6.296,608730259.305688,f8:bb:bf:90:a8:f2
27714,22,1,161,-65,684,5.745,608730259.85672,f8:bb:bf:1e:fa:ea
27715,22,1,44,-91,684,5.049,608730260.552536,80:da:13:6e:76:85
27716,22,1,157,-90,684,5.838,608730259.7635529,b6:fb:e4:19:90:d
27717,22,1,1,-78,684,4.83,608730260.7716559,80:da:13:6e:76:8f
27718,22,1,1,-68,684,4.849,608730260.7526981,f8:bb:bf:8d:b9:c1
27719,22,1,40,-88,684,5.193,608730260.408586,7c:db:98:c2:30:34
27720,22,1,11,-74,684,3.124,608730262.477677,76:83:c2:17:fd:92
27721,22,1,153,-87,684,6.023,608730259.578602,9c:3d:cf:89:6e:7e
27722,22,1,1,-77,684,4.83,608730260.7716659,80:da:13:6e:76:89
27723,22,1,1,0,684,0.743,608730369.452723,80:da:13:72:e8:ef
27724,22,1,11,0,684,0.016,608730370.179711,84:a1:d1:7d:13:a8
27725,22,1,1,-54,684,0.747,608730369.44868,f8:bb:bf:90:a8:f9
27726,22,1,1,-65,684,0.683,608730369.512655,f8:bb:bf:8d:b9:c5
27727,22,1,1,-84,684,0.719,608730369.4765741,4:a1:51:19:c4:67
27728,22,1,1,-72,684,0.729,608730369.466619,80:da:13:72:52:6f
27729,22,1,1,-68,684,0.683,608730369.512644,f8:bb:bf:8d:b9:c1
27730,22,1,6,-74,684,0.229,608730369.9666051,7c:db:98:c2:30:33
27731,22,1,1,-72,684,0.729,608730369.466631,80:da:13:72:52:69
27732,22,1,1,-68,684,0.683,608730369.512637,f8:bb:bf:8d:b9:c9
27733,22,1,1,-72,684,0.729,608730369.466625,80:da:13:72:52:63
27734,22,1,1,-55,684,0.747,608730369.448661,f8:bb:bf:90:a8:f5
27735,22,1,1,-94,684,0.716,608730369.4795611,f8:da:c:fd:ff:84
27736,22,1,1,-54,684,0.747,608730369.448674,f8:bb:bf:90:a8:f3
27737,22,1,1,-48,684,0.67,608730369.525686,f8:bb:bf:1e:fa:ef
27738,22,1,6,0,684,0.231,608730369.964717,b4:fb:e4:29:90:c
27739,22,1,1,-46,684,0.671,608730369.524705,f8:bb:bf:1e:fa:e9
27740,22,1,1,-46,684,0.67,608730369.525699,f8:bb:bf:1e:fa:e6
27741,22,1,1,-77,684,0.665,608730369.5305871,80:da:13:6e:76:89
27742,22,1,1,-55,684,0.747,608730369.448668,f8:bb:bf:90:a8:f1
27743,22,1,1,-66,684,0.682,608730369.51365,f8:bb:bf:8d:b9:c3
27744,22,1,1,-78,684,0.665,608730369.530581,80:da:13:6e:76:83
27745,22,1,1,-77,684,0.743,608730369.4525939,80:da:13:72:e8:e6
27746,22,1,1,-72,684,0.728,608730369.467613,80:da:13:72:52:66
27747,22,1,1,-76,684,0.744,608730369.4516001,80:da:13:72:e8:e9
27748,22,1,1,-48,684,0.671,608730369.5246919,f8:bb:bf:1e:fa:e3
27749,22,1,1,0,684,0.744,608730369.451729,80:da:13:72:e8:e3
27750,22,1,1,-65,686,7.333,608730468.722483,f8:bb:bf:8d:b9:c5
27751,22,1,44,-91,686,7.611,608730468.444324,ac:3b:77:f:b8:21
27752,22,1,4,-87,686,6.537,608730469.518388,2a:f5:a2:b3:b3:61
27753,22,1,44,-91,686,7.535,608730468.5203351,80:da:13:6e:76:8b
27754,22,1,161,-55,686,8.641,608730467.414537,f8:bb:bf:1e:fa:f0
27755,22,1,40,-87,686,8.088,608730467.967382,7c:db:98:c2:30:34
27756,22,1,1,-51,686,7.425,608730468.6305051,f8:bb:bf:1e:fa:e9
27757,22,1,6,-83,686,6.135,608730469.920435,f4:6b:ef:48:d3:96
27758,22,1,6,-86,686,5.913,608730470.142409,b8:66:85:53:d3:6
27759,22,1,44,-86,686,7.557,608730468.4984039,80:da:13:72:52:71
27760,22,1,48,-64,686,9.687,608730466.368526,f8:bb:bf:1e:fa:eb
27761,22,1,1,-49,686,7.425,608730468.6305151,f8:bb:bf:1e:fa:e3
27762,22,1,1,-94,686,7.368,608730468.687297,f8:da:c:fd:ff:84
27763,22,1,6,-74,686,6.058,608730469.997457,7c:db:98:c2:30:33
27764,22,1,161,-55,686,8.642,608730467.413542,f8:bb:bf:1e:fa:e4
27765,22,1,44,-91,686,7.575,608730468.480313,80:da:13:72:e8:e5
27766,22,1,44,-91,686,7.535,608730468.5203301,80:da:13:6e:76:85
27767,22,1,44,-88,686,7.557,608730468.498377,80:da:13:72:52:65
27768,22,1,157,-90,686,9.075,608730466.98034,3c:17:10:9e:1:17
27769,22,1,153,-91,686,9.228,608730466.827307,ac:3b:77:36:ac:ef
27770,22,1,149,-89,686,9.545,608730466.5103561,80:da:13:72:52:64
27771,22,1,48,-86,686,9.654,608730466.4013989,f8:bb:bf:8d:b9:c6
27772,22,1,44,-91,686,7.575,608730468.4803189,80:da:13:72:e8:eb
27773,22,1,149,-90,686,9.545,608730466.5103451,80:da:13:72:52:6a
27774,22,1,1,0,686,7.39,608730468.665553,b4:2a:e:14:3b:18
27775,22,1,6,-86,686,6.101,608730469.954414,54:83:3a:a5:8b:78
27776,22,1,1,-75,686,7.418,608730468.637451,80:da:13:6e:76:86
27777,22,1,157,-83,686,9.143,608730466.912441,b6:fb:e4:19:90:d
27778,22,1,48,-73,686,9.602,608730466.453468,f8:bb:bf:90:a8:f6
27779,22,1,44,-85,686,7.503,608730468.55242,b8:66:85:53:d3:7
27780,22,1,1,-68,686,7.333,608730468.722478,f8:bb:bf:8d:b9:c1
27781,22,1,44,-88,686,7.557,608730468.498366,80:da:13:72:52:6b
27782,22,1,1,-50,686,7.329,608730468.72651,82:ce:62:71:b6:a1
27783,22,1,48,-85,686,9.654,608730466.401425,f8:bb:bf:8d:b9:c2
27784,22,1,1,-58,686,7.4,608730468.6555,f8:bb:bf:90:a8:f1
27785,22,1,161,-55,686,8.642,608730467.413548,f8:bb:bf:1e:fa:ea
27786,22,1,44,-88,686,9.661,608730466.394372,fa:8f:ca:8b:82:fd
27787,22,1,48,-64,686,9.687,608730466.368521,f8:bb:bf:1e:fa:e5
27788,22,1,40,-90,686,8.048,608730468.00735,76:83:c2:17:fd:93
27789,22,1,1,-84,686,7.371,608730468.68443,4:a1:51:19:c4:67
27790,22,1,161,-55,686,8.641,608730467.414532,f8:bb:bf:1e:fa:e7
27791,22,1,1,-60,686,7.4,608730468.655494,f8:bb:bf:90:a8:f5
27792,22,1,2,-87,686,7.151,608730468.904393,4:92:26:82:ef:60
27793,22,1,48,-72,686,9.602,608730466.453473,f8:bb:bf:90:a8:f2
27794,22,1,6,-79,686,6.064,608730469.991446,b4:fb:e4:29:90:c
27795,22,1,3,-74,686,7.001,608730469.054462,a0:63:91:86:2b:77
27796,22,1,5,-89,686,6.392,608730469.6633611,7c:db:98:bb:88:d0
27797,22,1,3,-63,686,6.984,608730469.071489,9c:3d:cf:89:6e:7f
27798,22,1,1,-58,686,0.712,608730516.095059,f8:bb:bf:90:a8:f1
27799,22,1,6,-77,686,0.494,608730516.311978,b6:fb:e4:19:90:c
27800,22,1,1,-75,686,0.731,608730516.0749811,80:da:13:6e:76:86
27801,22,1,1,0,686,0.708,608730516.099081,80:da:13:72:e8:e9
27802,22,1,1,-61,686,0.749,608730516.056998,f8:bb:bf:8d:b9:c3
27803,22,1,1,-62,686,0.749,608730516.0569941,f8:bb:bf:8d:b9:c9
27804,22,1,1,-43,686,0.737,608730516.070074,f8:bb:bf:1e:fa:e3
27805,22,1,1,0,686,0.707,608730516.100078,80:da:13:72:e8:e6
27806,22,1,6,-81,686,0.577,608730516.2289699,3c:17:10:9e:1:16
27807,22,1,1,0,686,0.732,608730516.075085,80:da:13:6e:76:8f
27808,22,1,1,0,686,0.732,608730516.075092,80:da:13:6e:76:89
27809,22,1,1,-45,686,0.737,608730516.07007,f8:bb:bf:1e:fa:ef
27810,22,1,1,-45,686,0.737,608730516.070066,f8:bb:bf:1e:fa:e9
27811,22,1,1,-94,686,0.679,608730516.1269569,f8:da:c:fd:ff:84
27812,22,1,1,-58,686,0.711,608730516.096055,f8:bb:bf:90:a8:f3
27813,22,1,6,-90,686,0.573,608730516.2329661,f4:6b:ef:48:d3:96
27814,22,1,1,-64,686,0.749,608730516.0569911,f8:bb:bf:8d:b9:c1
27815,22,1,6,-71,686,0.503,608730516.3029879,b4:fb:e4:29:90:c
27816,22,1,1,-51,686,0.745,608730516.062063,82:ce:62:71:b6:a1
27817,22,1,1,-60,686,0.712,608730516.095046,f8:bb:bf:90:a8:f5
27818,22,1,1,-61,686,0.749,608730516.057001,f8:bb:bf:8d:b9:c5
27819,22,1,6,-73,686,0.499,608730516.3069841,7c:db:98:c2:30:33
27820,22,1,1,-78,686,0.693,608730516.112974,80:da:13:72:52:63
27821,22,1,1,0,686,0.732,608730516.075089,80:da:13:6e:76:83
27822,22,1,1,0,686,0.723,608730629.4390179,80:da:13:72:52:6f
27823,22,1,1,0,686,0.742,608730629.420042,f8:bb:bf:90:a8:f9
27824,22,1,6,0,686,0.181,608730629.981058,d8:32:14:bd:2e:41
27825,22,1,1,0,686,0.663,608730629.499002,f8:bb:bf:1e:fa:e6
27826,22,1,1,0,686,0.722,608730629.44001,80:da:13:72:52:66
27827,22,1,6,0,686,0.187,608730629.975066,b6:7c:9c:26:a7:f0
27828,22,1,1,-85,686,0.659,608730629.502844,80:da:13:6e:76:86
27829,22,1,1,-62,686,0.676,608730629.485917,f8:bb:bf:8d:b9:c9
27830,22,1,6,0,686,0.251,608730629.9110819,d4:5:98:e:ea:80
27831,22,1,1,-86,686,0.711,608730629.4508361,4:a1:51:19:c4:67
27832,22,1,1,-85,686,0.66,608730629.5018691,80:da:13:6e:76:89
27833,22,1,6,-81,686,0.279,608730629.882885,b8:66:85:53:d3:6
27834,22,1,1,-85,686,0.66,608730629.501861,80:da:13:6e:76:83
27835,22,1,6,-81,686,0.2,608730629.961877,3c:17:10:9e:1:16
27836,22,1,1,-45,686,0.663,608730629.498986,f8:bb:bf:1e:fa:ef
27837,22,1,1,0,686,0.723,608730629.439026,80:da:13:72:52:69
27838,22,1,6,0,686,0.189,608730629.973074,60:31:97:2:f0:a8
27839,22,1,1,-89,686,0.709,608730629.452827,f8:da:c:fd:ff:84
27840,22,1,1,-61,686,0.676,608730629.485925,f8:bb:bf:8d:b9:c3
27841,22,1,1,-58,686,0.741,608730629.4209499,f8:bb:bf:90:a8:f3
27842,22,1,1,-78,686,0.723,608730629.438893,80:da:13:72:52:63
27843,22,1,1,-43,686,0.663,608730629.498994,f8:bb:bf:1e:fa:e3
27844,22,1,6,-73,686,0.225,608730629.936901,b4:fb:e4:29:90:c
27845,22,1,1,0,686,0.738,608730629.424034,80:da:13:72:e8:ef
27846,22,1,1,-45,686,0.663,608730629.498978,f8:bb:bf:1e:fa:e9
27847,22,1,1,-61,686,0.676,608730629.485934,f8:bb:bf:8d:b9:c5
27848,22,1,1,-85,686,0.659,608730629.502852,80:da:13:6e:76:8f
27849,22,1,1,-60,686,0.742,608730629.419942,f8:bb:bf:90:a8:f5
27850,22,1,1,-51,686,0.673,608730629.488966,82:ce:62:71:b6:a1
27851,22,1,1,-58,686,0.742,608730629.419958,f8:bb:bf:90:a8:f1
27852,22,1,6,-91,686,0.234,608730629.9278181,28:9e:fc:83:aa:6
27853,22,1,1,-64,686,0.676,608730629.485909,f8:bb:bf:8d:b9:c1
27854,22,1,1,0,686,0.738,608730629.42405,80:da:13:72:e8:e9
27855,22,1,1,-92,686,0.717,608730629.444798,d8:32:14:a6:d3:b1
27856,22,1,1,0,686,0.54,608730671.890918,f8:bb:bf:90:a8:f9
27857,22,1,6,0,686,0.43,608730672.000929,7c:db:98:c2:30:33
27858,22,1,1,-57,686,0.541,608730671.889907,f8:bb:bf:90:a8:f5
27859,22,1,1,-64,686,0.576,608730671.854893,f8:bb:bf:8d:b9:c1
27860,22,1,1,0,686,0.625,608730671.805913,80:da:13:72:52:6f
27861,22,1,1,-86,686,0.613,608730671.8178749,4:a1:51:19:c4:67
27862,22,1,6,0,686,0.399,608730672.0319259,f4:6b:ef:48:d3:96
27863,22,1,1,-58,686,0.541,608730671.889904,f8:bb:bf:90:a8:f1
27864,22,1,1,0,686,0.625,608730671.805915,80:da:13:72:52:69
27865,22,1,1,-61,686,0.576,608730671.854899,f8:bb:bf:8d:b9:c5
27866,22,1,6,0,686,0.368,608730672.062923,54:83:3a:a5:8b:78
27867,22,1,1,-61,686,0.576,608730671.8548961,f8:bb:bf:8d:b9:c3
27868,22,1,6,-81,686,0.409,608730672.0218819,3c:17:10:9e:1:16
27869,22,1,6,0,686,0.459,608730671.971938,d4:5:98:e:ea:80
27870,22,1,1,0,686,0.538,608730671.89292,80:da:13:72:e8:e9
27871,22,1,6,-81,686,0.386,608730672.0448849,b8:66:85:53:d3:6
27872,22,1,6,0,686,0.39,608730672.040935,d8:32:14:bd:2e:41
27873,22,1,6,-73,686,0.433,608730671.9978911,b4:fb:e4:29:90:c
27874,22,1,1,-78,686,0.625,608730671.805888,80:da:13:72:52:63
27875,22,1,1,-58,686,0.54,608730671.890902,f8:bb:bf:90:a8:f3
27876,22,1,1,0,686,0.624,608730671.80691,80:da:13:72:52:66
27877,22,1,1,0,686,0.617,608730671.8139321,c:51:1:e3:e4:e0
27878,22,1,48,-58,686,0.533,608730678.3300331,f8:bb:bf:1e:fa:eb
27879,22,1,48,-84,686,0.498,608730678.365029,f8:bb:bf:8d:b9:c4
27880,22,1,48,-57,686,0.533,608730678.33004,f8:bb:bf:1e:fa:e5
27881,22,1,44,-92,686,0.57,608730678.293011,80:da:13:72:e8:e8
27882,22,1,48,-57,686,0.532,608730678.3310361,f8:bb:bf:1e:fa:f1
27883,22,1,48,-56,686,0.532,608730678.3310441,f8:bb:bf:1e:fa:e8
27884,22,1,48,-85,686,0.499,608730678.364025,f8:bb:bf:8d:b9:c6
27885,22,1,48,-85,686,0.499,608730678.364022,f8:bb:bf:8d:b9:c2
27886,22,1,48,-85,686,0.499,608730678.3640181,f8:bb:bf:8d:b9:ca
27887,22,1,6,0,686,0.557,608730694.4428309,28:9e:fc:83:aa:6
27888,22,1,6,-87,686,0.52,608730694.479712,d8:32:14:a6:d3:b9
27889,22,1,1,-57,686,0.758,608730694.2417899,f8:bb:bf:90:a8:f5
27890,22,1,1,0,686,23.077,608730671.9228259,80:da:13:72:e8:e9
27891,22,1,1,0,686,0.693,608730694.3068421,f8:bb:bf:8d:b9:c9
27892,22,1,1,0,686,0.681,608730694.318837,f8:bb:bf:1e:fa:e9
27893,22,1,6,-81,686,22.948,608730672.051731,3c:17:10:9e:1:16
27894,22,1,1,-47,686,0.68,608730694.3198,f8:bb:bf:1e:fa:e6
27895,22,1,1,-62,686,0.689,608730694.310763,82:ce:62:71:b6:a1
27896,22,1,6,0,686,22.969,608730672.031123,7c:db:98:c2:30:33
27897,22,1,1,0,686,23.156,608730671.844129,c:51:1:e3:e4:e0
27898,22,1,1,-58,686,0.758,608730694.241784,f8:bb:bf:90:a8:f1
27899,22,1,1,-86,686,0.727,608730694.272719,4:a1:51:19:c4:67
27900,22,1,1,0,686,0.738,608730694.2618159,80:da:13:72:52:69
27901,22,1,6,-75,686,0.542,608730694.457753,b6:fb:e4:19:90:c
27902,22,1,6,0,686,22.929,608730672.071134,d8:32:14:bd:2e:41
27903,22,1,6,-75,686,0.549,608730694.450747,b4:fb:e4:29:90:c
27904,22,1,1,-48,686,0.68,608730694.319795,f8:bb:bf:1e:fa:ef
27905,22,1,1,0,686,0.753,608730694.2468519,80:da:13:72:e8:ef
27906,22,1,1,-58,686,0.757,608730694.242779,f8:bb:bf:90:a8:f3
27907,22,1,1,-78,686,0.738,608730694.261742,80:da:13:72:52:63
27908,22,1,6,0,686,22.907,608730672.0931151,54:83:3a:a5:8b:78
27909,22,1,1,0,686,0.738,608730694.261811,80:da:13:72:52:6f
27910,22,1,1,0,686,0.757,608730694.242821,f8:bb:bf:90:a8:f9
27911,22,1,6,-88,686,0.509,608730694.4907011,b6:7c:9c:26:a7:f0
27912,22,1,6,-83,686,0.515,608730694.484725,f4:6b:ef:48:d3:96
27913,22,1,6,0,686,22.999,608730672.001139,d4:5:98:e:ea:80
27914,22,1,6,-81,686,22.926,608730672.073737,b8:66:85:53:d3:6
27915,22,1,1,0,686,0.737,608730694.262805,80:da:13:72:52:66
27916,22,1,1,-64,686,0.693,608730694.306758,f8:bb:bf:8d:b9:c1
27917,22,1,1,-61,686,0.692,608730694.307769,f8:bb:bf:8d:b9:c3
27918,22,1,1,-61,686,0.693,608730694.306774,f8:bb:bf:8d:b9:c5
27919,22,1,1,0,686,0.753,608730694.246847,80:da:13:72:e8:e6
27920,22,1,1,-69,686,0.403,608730701.270395,f8:bb:bf:8d:b9:c1
27921,22,1,1,-90,686,0.431,608730701.242279,c8:d9:d2:41:12:cc
27922,22,1,6,-88,686,7.183,608730694.490285,b6:7c:9c:26:a7:f0
27923,22,1,1,-61,686,0.394,608730701.279413,82:ce:62:71:b6:a1
27924,22,1,1,-81,686,0.489,608730701.1843671,80:da:13:6e:76:89
27925,22,1,6,-92,686,0.316,608730701.357268,d8:32:14:bd:2e:41
27926,22,1,6,0,686,0.274,608730701.399519,54:83:3a:a5:85:b8
27927,22,1,1,-86,686,0.437,608730701.2363039,4:a1:51:19:c4:67
27928,22,1,6,-83,686,7.188,608730694.485327,f4:6b:ef:48:d3:96
27929,22,1,1,-58,686,0.493,608730701.180441,f8:bb:bf:1e:fa:e6
27930,22,1,1,0,686,0.443,608730701.230497,d8:32:14:a6:d3:b1
27931,22,1,1,-83,686,0.489,608730701.1843151,80:da:13:6e:76:83
27932,22,1,1,-59,686,0.494,608730701.179419,f8:bb:bf:1e:fa:e3
27933,22,1,1,-58,686,0.464,608730701.209424,f8:bb:bf:90:a8:f3
27934,22,1,6,0,686,29.642,608730672.031509,7c:db:98:c2:30:33
27935,22,1,1,-58,686,0.494,608730701.1794461,f8:bb:bf:1e:fa:e9
27936,22,1,1,-83,686,0.449,608730701.224321,80:da:13:72:52:63
27937,22,1,1,-58,686,0.493,608730701.180436,f8:bb:bf:1e:fa:ef
27938,22,1,1,-82,686,0.488,608730701.185344,80:da:13:6e:76:86
27939,22,1,1,-58,686,0.465,608730701.2084299,f8:bb:bf:90:a8:f1
27940,22,1,1,-82,686,0.488,608730701.18535,80:da:13:6e:76:8f
27941,22,1,1,0,686,0.462,608730701.211485,80:da:13:72:e8:ef
27942,22,1,11,-83,686,0.014,608730701.659333,74:83:c2:77:fd:92
27943,22,1,1,-70,686,0.402,608730701.271389,f8:bb:bf:8d:b9:c3
27944,22,1,1,0,686,0.464,608730701.209463,f8:bb:bf:90:a8:f9
27945,22,1,1,0,686,29.829,608730671.844514,c:51:1:e3:e4:e0
27946,22,1,6,-88,686,0.283,608730701.390292,d4:5:98:e:ea:80
27947,22,1,1,-68,686,0.403,608730701.270401,f8:bb:bf:8d:b9:c5
27948,22,1,1,0,686,0.462,608730701.21148,80:da:13:72:e8:e6
27949,22,1,6,-75,686,0.251,608730701.422378,b6:fb:e4:19:90:c
27950,22,1,11,-75,686,0.01,608730701.663384,76:83:c2:17:fd:92
27951,22,1,6,-87,686,0.23,608730701.443298,d8:32:14:a6:d3:b9
27952,22,1,1,-68,686,0.403,608730701.270407,f8:bb:bf:8d:b9:c9
27953,22,1,1,-82,686,0.448,608730701.2253381,80:da:13:72:52:66
27954,22,1,6,0,686,7.23,608730694.4434739,28:9e:fc:83:aa:6
27955,22,1,1,0,686,0.463,608730701.2104689,80:da:13:72:e8:e9
27956,22,1,6,-85,686,0.313,608730701.3603101,b8:66:85:53:d3:6
27957,22,1,1,0,686,7.411,608730694.262457,80:da:13:72:52:6f
27958,22,1,6,-81,686,29.621,608730672.0523549,3c:17:10:9e:1:16
27959,22,1,6,0,686,29.58,608730672.093491,54:83:3a:a5:8b:78
27960,22,1,6,-75,686,7.222,608730694.451373,b4:fb:e4:29:90:c
27961,22,1,1,-81,686,0.449,608730701.224361,80:da:13:72:52:69
27962,22,1,1,-57,686,0.465,608730701.208452,f8:bb:bf:90:a8:f5
27963,22,1,1,0,686,0.463,608730701.210503,80:da:13:72:e8:e3
27964,22,1,6,-83,686,14.146,608730694.4874569,f4:6b:ef:48:d3:96
27965,22,1,1,-65,686,0.701,608730707.932512,f8:bb:bf:8d:b9:c1
27966,22,1,6,-87,686,0.532,608730708.101418,d8:32:14:a6:d3:b9
27967,22,1,6,-92,686,7.274,608730701.359389,d8:32:14:bd:2e:41
27968,22,1,6,0,686,0.555,608730708.0786271,7c:db:98:c2:30:33
27969,22,1,6,-81,686,0.535,608730708.098485,3c:17:10:9e:1:16
27970,22,1,6,0,686,7.231,608730701.4026331,54:83:3a:a5:85:b8
27971,22,1,1,-45,686,0.689,608730707.944574,f8:bb:bf:1e:fa:e3
27972,22,1,6,0,686,0.569,608730708.064591,28:9e:fc:83:aa:6
27973,22,1,1,-60,686,0.665,608730707.9685401,f8:bb:bf:90:a8:f3
27974,22,1,1,-82,686,7.446,608730701.187479,80:da:13:6e:76:8f
27975,22,1,11,-83,686,0.01,608730708.623463,74:83:c2:77:fd:92
27976,22,1,1,0,686,0.764,608730707.8695849,80:da:13:72:e8:e9
27977,22,1,1,-64,686,0.701,608730707.932523,f8:bb:bf:8d:b9:c5
27978,22,1,1,-83,686,0.751,608730707.882452,80:da:13:72:52:69
27979,22,1,1,-60,686,0.666,608730707.967545,f8:bb:bf:90:a8:f5
27980,22,1,1,-92,686,0.734,608730707.8993781,4:a1:51:19:c4:67
27981,22,1,1,-64,686,0.701,608730707.932529,f8:bb:bf:8d:b9:c9
27982,22,1,1,-82,686,7.446,608730701.187474,80:da:13:6e:76:86
27983,22,1,6,-91,686,0.521,608730708.1123949,b6:7c:9c:26:a7:f0
27984,22,1,1,0,686,7.421,608730701.212621,80:da:13:72:e8:e3
27985,22,1,1,-61,686,0.697,608730707.9365339,82:ce:62:71:b6:a1
27986,22,1,1,-90,686,7.389,608730701.2443999,c8:d9:d2:41:12:cc
27987,22,1,1,-46,686,0.689,608730707.944562,f8:bb:bf:1e:fa:e9
27988,22,1,1,-64,686,0.701,608730707.932518,f8:bb:bf:8d:b9:c3
27989,22,1,1,-60,686,0.666,608730707.967551,f8:bb:bf:90:a8:f1
27990,22,1,1,-45,686,0.689,608730707.944569,f8:bb:bf:1e:fa:e6
27991,22,1,1,-42,686,0.689,608730707.94458,f8:bb:bf:1e:fa:ef
27992,22,1,1,-60,686,0.666,608730707.967557,f8:bb:bf:90:a8:f9
27993,22,1,1,0,686,7.4,608730701.233615,d8:32:14:a6:d3:b1
27994,22,1,1,-82,686,0.75,608730707.883469,80:da:13:72:52:66
27995,22,1,6,-85,686,7.271,608730701.362429,b8:66:85:53:d3:6
27996,22,1,11,-75,686,6.968,608730701.665507,76:83:c2:17:fd:92
27997,22,1,1,0,686,7.42,608730701.21361,80:da:13:72:e8:ef
27998,22,1,1,-83,686,7.446,608730701.18744,80:da:13:6e:76:83
27999,22,1,6,-75,686,7.209,608730701.4245011,b6:fb:e4:19:90:c
