Z_PK,Z_ENT,Z_OPT,ZAUTHORTS,ZBUNDLEIDTS,ZCONTEXTNAMETS,ZPROCESSIDTS,ZTIMESTAMP,ZAUTHOR,ZBUNDLEID,ZCONTEXTNAME,ZPROCESSID,ZQUERYGEN
450,16002,,28.0,2,29.0,3,607878933.010344,,,,,
451,16002,,28.0,2,29.0,3,607893698.765521,,,,,
452,16002,,28.0,2,29.0,3,607893698.954531,,,,,
453,16002,,16.0,2,19.0,3,607999410.488083,,,,,
454,16002,,1.0,2,42.0,3,608320569.818227,,,,,
455,16002,,16.0,2,19.0,3,608320570.01658,,,,,
456,16002,,,2,13.0,3,608320571.355144,,,,,
457,16002,,,2,13.0,3,608320571.370688,,,,,
458,16002,,1.0,2,42.0,3,608320571.406239,,,,,
459,16002,,1.0,2,42.0,3,608320616.101509,,,,,
460,16002,,16.0,2,19.0,3,608320616.145417,,,,,
461,16002,,28.0,2,15.0,3,608320619.012349,,,,,
462,16002,,28.0,2,15.0,3,608320637.152602,,,,,
463,16002,,28.0,2,15.0,3,608320638.839523,,,,,
464,16002,,28.0,2,15.0,3,608320640.117741,,,,,
465,16002,,28.0,2,15.0,3,608320641.498199,,,,,
466,16002,,16.0,2,10.0,3,608320643.047712,,,,,
467,16002,,9.0,2,10.0,3,608320643.163057,,,,,
468,16002,,16.0,2,10.0,3,608320643.246799,,,,,
469,16002,,16.0,2,10.0,3,608321515.445894,,,,,
470,16002,,16.0,2,10.0,3,608321526.084004,,,,,
471,16002,,16.0,2,10.0,3,608321526.095886,,,,,
472,16002,,16.0,2,10.0,3,608321526.970649,,,,,
473,16002,,16.0,2,10.0,3,608321527.065891,,,,,
474,16002,,16.0,2,19.0,3,608324904.925552,,,,,
475,16002,,28.0,2,29.0,3,608324931.224279,,,,,
476,16002,,28.0,2,29.0,3,608324932.763401,,,,,
477,16002,,28.0,2,29.0,3,608324947.540607,,,,,
478,16002,,28.0,2,29.0,3,608324947.767661,,,,,
479,16002,,28.0,2,29.0,3,608324952.184395,,,,,
480,16002,,28.0,2,29.0,3,608324952.204466,,,,,
481,16002,,28.0,2,29.0,3,608324952.939704,,,,,
482,16002,,28.0,2,29.0,3,608324953.051533,,,,,
483,16002,,28.0,2,29.0,3,608324958.319632,,,,,
484,16002,,28.0,2,29.0,3,608324958.590776,,,,,
485,16002,,1.0,2,42.0,3,608345100.318075,,,,,
486,16002,,16.0,2,19.0,3,608345100.379134,,,,,
487,16002,,16.0,2,10.0,3,608345100.433547,,,,,
488,16002,,9.0,2,10.0,3,608345100.471989,,,,,
489,16002,,16.0,2,10.0,3,608345100.607799,,,,,
490,16002,,16.0,2,10.0,3,608345103.753409,,,,,
491,16002,,16.0,2,10.0,3,608345104.029326,,,,,
492,16002,,16.0,2,10.0,3,608345104.043792,,,,,
493,16002,,28.0,2,29.0,3,608345106.165784,,,,,
494,16002,,28.0,2,29.0,3,608345106.217055,,,,,
495,16002,,28.0,2,29.0,3,608345106.640551,,,,,
496,16002,,28.0,2,15.0,3,608345107.623503,,,,,
497,16002,,1.0,2,42.0,3,608347752.388141,,,,,
498,16002,,16.0,2,19.0,3,608347752.461786,,,,,
499,16002,,16.0,2,10.0,3,608347752.520117,,,,,
500,16002,,9.0,2,10.0,3,608347752.553652,,,,,
501,16002,,16.0,2,10.0,3,608347752.647501,,,,,
502,16002,,16.0,2,10.0,3,608347755.914358,,,,,
503,16002,,16.0,2,10.0,3,608347756.19237,,,,,
504,16002,,16.0,2,10.0,3,608347756.209208,,,,,
505,16002,,28.0,2,29.0,3,608347758.514186,,,,,
506,16002,,28.0,2,29.0,3,608347758.531473,,,,,
507,16002,,28.0,2,29.0,3,608347758.753594,,,,,
508,16002,,1.0,2,15.0,3,608347793.423064,,,,,
509,16002,,1.0,2,15.0,3,608347800.814277,,,,,
510,16002,,1.0,2,15.0,3,608349432.43186,,,,,
511,16002,,16.0,2,19.0,3,608349432.507544,,,,,
512,16002,,16.0,2,10.0,3,608349432.513246,,,,,
513,16002,,9.0,2,10.0,3,608349432.591817,,,,,
514,16002,,16.0,2,10.0,3,608349432.733079,,,,,
515,16002,,16.0,2,10.0,3,608349442.563266,,,,,
516,16002,,,2,13.0,3,608349442.880318,,,,,
517,16002,,16.0,2,10.0,3,608349442.894822,,,,,
518,16002,,16.0,2,10.0,3,608349442.91503,,,,,
519,16002,,28.0,2,29.0,3,608349650.901234,,,,,
520,16002,,28.0,2,29.0,3,608349650.922467,,,,,
521,16002,,28.0,2,29.0,3,608349651.194766,,,,,
522,16002,,16.0,2,10.0,3,608349652.586762,,,,,
523,16002,,28.0,2,15.0,3,608349653.034612,,,,,
524,16002,,28.0,2,15.0,3,608350757.127173,,,,,
525,16002,,28.0,2,15.0,3,608350758.589022,,,,,
526,16002,,28.0,2,15.0,3,608350762.209651,,,,,
527,16002,,28.0,2,15.0,3,608350767.710527,,,,,
528,16002,,28.0,2,15.0,3,608350777.28538,,,,,
529,16002,,28.0,2,15.0,3,608350778.785651,,,,,
530,16002,,28.0,2,15.0,3,608350781.499389,,,,,
531,16002,,28.0,2,15.0,3,608350787.923901,,,,,
532,16002,,28.0,2,29.0,3,608351574.691893,,,,,
533,16002,,28.0,2,29.0,3,608351618.330952,,,,,
534,16002,,28.0,2,29.0,3,608351618.492503,,,,,
535,16002,,28.0,2,29.0,3,608351618.768392,,,,,
536,16002,,28.0,2,29.0,3,608351649.474874,,,,,
537,16002,,28.0,2,29.0,3,608351649.504141,,,,,
538,16002,,28.0,2,29.0,3,608351650.002546,,,,,
539,16002,,1.0,2,29.0,3,608351650.329004,,,,,
540,16002,,28.0,2,29.0,3,608351650.907306,,,,,
541,16002,,28.0,2,29.0,3,608351651.097251,,,,,
542,16002,,28.0,2,29.0,3,608351651.327583,,,,,
543,16002,,16.0,2,19.0,3,608359154.723441,,,,,
544,16002,,1.0,2,29.0,3,608361129.778492,,,,,
545,16002,,1.0,2,29.0,3,608361130.078855,,,,,
546,16002,,28.0,2,29.0,3,608374194.953775,,,,,
547,16002,,28.0,2,29.0,3,608374195.194683,,,,,
548,16002,,28.0,2,29.0,3,608374195.33278,,,,,
549,16002,,1.0,2,29.0,3,608374195.528951,,,,,
550,16002,,1.0,2,29.0,3,608374195.7495,,,,,
551,16002,,16.0,2,19.0,3,608374494.958208,,,,,
552,16002,,1.0,2,29.0,3,608374795.645945,,,,,
553,16002,,1.0,2,29.0,3,608374795.70149,,,,,
554,16002,,1.0,2,29.0,3,608374795.730475,,,,,
555,16002,,1.0,2,29.0,3,608382620.03188,,,,,
556,16002,,1.0,2,29.0,3,608382620.399532,,,,,
557,16002,,1.0,2,15.0,3,608389002.785056,,,,,
558,16002,,1.0,2,42.0,3,608389105.226515,,,,,
559,16002,,16.0,2,10.0,3,608389105.270806,,,,,
560,16002,,16.0,2,19.0,3,608389105.285961,,,,,
561,16002,,9.0,2,10.0,3,608389105.308028,,,,,
562,16002,,16.0,2,10.0,3,608389105.371015,,,,,
563,16002,,16.0,2,10.0,3,608389309.151245,,,,,
564,16002,,16.0,2,10.0,3,608389309.518807,,,,,
565,16002,,16.0,2,10.0,3,608389309.538067,,,,,
566,16002,,1.0,2,15.0,3,608390700.489643,,,,,
567,16002,,16.0,2,19.0,3,608390700.556338,,,,,
568,16002,,16.0,2,10.0,3,608390700.562484,,,,,
569,16002,,9.0,2,10.0,3,608390700.591922,,,,,
570,16002,,16.0,2,10.0,3,608390700.674128,,,,,
571,16002,,16.0,2,10.0,3,608390707.653432,,,,,
572,16002,,16.0,2,10.0,3,608390707.901411,,,,,
573,16002,,16.0,2,10.0,3,608390707.920283,,,,,
574,16002,,28.0,2,29.0,3,608390709.434932,,,,,
575,16002,,28.0,2,29.0,3,608390709.461287,,,,,
576,16002,,28.0,2,29.0,3,608390709.716719,,,,,
577,16002,,28.0,2,15.0,3,608390711.486404,,,,,
578,16002,,1.0,2,15.0,3,608390726.733685,,,,,
579,16002,,16.0,2,19.0,3,608390726.780825,,,,,
580,16002,,16.0,2,10.0,3,608390726.795013,,,,,
581,16002,,9.0,2,10.0,3,608390726.814928,,,,,
582,16002,,16.0,2,10.0,3,608390726.856022,,,,,
583,16002,,16.0,2,10.0,3,608390728.318002,,,,,
584,16002,,16.0,2,10.0,3,608390728.569456,,,,,
585,16002,,16.0,2,10.0,3,608390728.58401,,,,,
586,16002,,1.0,2,15.0,3,608390773.897833,,,,,
587,16002,,16.0,2,10.0,3,608390773.99899,,,,,
588,16002,,16.0,2,19.0,3,608390774.028665,,,,,
589,16002,,9.0,2,10.0,3,608390774.04876,,,,,
590,16002,,16.0,2,10.0,3,608390774.093941,,,,,
591,16002,,16.0,2,10.0,3,608390775.812878,,,,,
592,16002,,16.0,2,10.0,3,608390776.090072,,,,,
593,16002,,16.0,2,10.0,3,608390776.10758,,,,,
594,16002,,1.0,2,15.0,3,608390791.140425,,,,,
595,16002,,16.0,2,19.0,3,608390791.190382,,,,,
596,16002,,16.0,2,10.0,3,608390791.201189,,,,,
597,16002,,9.0,2,10.0,3,608390791.22225,,,,,
598,16002,,16.0,2,10.0,3,608390791.265277,,,,,
599,16002,,16.0,2,10.0,3,608390793.318246,,,,,
600,16002,,16.0,2,10.0,3,608390793.564395,,,,,
601,16002,,16.0,2,10.0,3,608390793.578529,,,,,
602,16002,,1.0,2,15.0,3,608390828.014952,,,,,
603,16002,,16.0,2,10.0,3,608390828.059257,,,,,
604,16002,,16.0,2,19.0,3,608390828.063615,,,,,
605,16002,,9.0,2,10.0,3,608390828.088924,,,,,
606,16002,,16.0,2,10.0,3,608390828.12541,,,,,
607,16002,,16.0,2,10.0,3,608390829.744263,,,,,
608,16002,,16.0,2,10.0,3,608390829.931551,,,,,
609,16002,,16.0,2,10.0,3,608390829.947615,,,,,
610,16002,,1.0,2,15.0,3,608390849.892129,,,,,
611,16002,,16.0,2,10.0,3,608390849.937794,,,,,
612,16002,,16.0,2,19.0,3,608390849.964131,,,,,
613,16002,,9.0,2,10.0,3,608390849.98602,,,,,
614,16002,,16.0,2,10.0,3,608390850.03032,,,,,
615,16002,,16.0,2,10.0,3,608390851.526176,,,,,
616,16002,,16.0,2,10.0,3,608390851.845046,,,,,
617,16002,,16.0,2,10.0,3,608390851.865314,,,,,
618,16002,,28.0,2,29.0,3,608390861.580405,,,,,
619,16002,,28.0,2,29.0,3,608390861.6039,,,,,
620,16002,,28.0,2,29.0,3,608390861.837884,,,,,
621,16002,,28.0,2,15.0,3,608390864.689768,,,,,
622,16002,,1.0,2,15.0,3,608390934.678816,,,,,
623,16002,,16.0,2,10.0,3,608390934.761504,,,,,
624,16002,,16.0,2,19.0,3,608390934.777207,,,,,
625,16002,,9.0,2,10.0,3,608390934.802241,,,,,
626,16002,,16.0,2,10.0,3,608390934.844067,,,,,
627,16002,,16.0,2,10.0,3,608390938.051078,,,,,
628,16002,,16.0,2,10.0,3,608390938.287753,,,,,
629,16002,,16.0,2,10.0,3,608390938.303983,,,,,
630,16002,,1.0,2,15.0,3,608390962.133627,,,,,
631,16002,,16.0,2,19.0,3,608390962.184985,,,,,
632,16002,,16.0,2,10.0,3,608390962.199388,,,,,
633,16002,,9.0,2,10.0,3,608390962.222609,,,,,
634,16002,,16.0,2,10.0,3,608390962.272465,,,,,
635,16002,,16.0,2,10.0,3,608390963.752045,,,,,
636,16002,,16.0,2,10.0,3,608390964.056139,,,,,
637,16002,,16.0,2,10.0,3,608390964.072625,,,,,
638,16002,,1.0,2,42.0,3,608394190.857388,,,,,
639,16002,,16.0,2,19.0,3,608394190.962761,,,,,
640,16002,,28.0,2,15.0,3,608394203.253979,,,,,
641,16002,,16.0,2,10.0,3,608394228.827672,,,,,
642,16002,,9.0,2,10.0,3,608394228.955076,,,,,
643,16002,,16.0,2,10.0,3,608394229.035734,,,,,
644,16002,,16.0,2,10.0,3,608394240.516123,,,,,
645,16002,,16.0,2,10.0,3,608394240.834547,,,,,
646,16002,,16.0,2,10.0,3,608394240.859762,,,,,
647,16002,,1.0,2,15.0,3,608394244.212072,,,,,
648,16002,,16.0,2,19.0,3,608394244.291132,,,,,
649,16002,,1.0,2,15.0,3,608394244.325712,,,,,
650,16002,,16.0,2,19.0,3,608394244.394934,,,,,
651,16002,,16.0,2,10.0,3,608394244.458383,,,,,
652,16002,,9.0,2,10.0,3,608394244.503873,,,,,
653,16002,,16.0,2,10.0,3,608394244.598506,,,,,
654,16002,,16.0,2,10.0,3,608394248.631137,,,,,
655,16002,,16.0,2,10.0,3,608394248.660306,,,,,
656,16002,,16.0,2,10.0,3,608394249.20516,,,,,
657,16002,,16.0,2,10.0,3,608394249.229751,,,,,
658,16002,,1.0,2,15.0,3,608394265.124108,,,,,
659,16002,,16.0,2,19.0,3,608394265.186004,,,,,
660,16002,,1.0,2,15.0,3,608394265.239136,,,,,
661,16002,,16.0,2,19.0,3,608394265.283193,,,,,
662,16002,,16.0,2,10.0,3,608394265.325715,,,,,
663,16002,,9.0,2,10.0,3,608394265.377684,,,,,
664,16002,,16.0,2,10.0,3,608394265.472776,,,,,
665,16002,,16.0,2,10.0,3,608394269.616659,,,,,
666,16002,,16.0,2,10.0,3,608394269.627228,,,,,
667,16002,,16.0,2,10.0,3,608394269.958515,,,,,
668,16002,,16.0,2,10.0,3,608394269.982446,,,,,
669,16002,,1.0,2,42.0,3,608394313.465032,,,,,
670,16002,,16.0,2,19.0,3,608394313.565129,,,,,
671,16002,,16.0,2,10.0,3,608394317.609332,,,,,
672,16002,,9.0,2,10.0,3,608394317.665918,,,,,
673,16002,,16.0,2,10.0,3,608394317.736843,,,,,
674,16002,,16.0,2,10.0,3,608394355.524256,,,,,
675,16002,,16.0,2,10.0,3,608394355.911946,,,,,
676,16002,,16.0,2,10.0,3,608394355.949271,,,,,
677,16002,,1.0,2,15.0,3,608394454.44381,,,,,
678,16002,,16.0,2,19.0,3,608394454.510811,,,,,
679,16002,,1.0,2,15.0,3,608394454.595133,,,,,
680,16002,,16.0,2,19.0,3,608394454.651965,,,,,
681,16002,,16.0,2,10.0,3,608394454.71876,,,,,
682,16002,,9.0,2,10.0,3,608394454.755339,,,,,
683,16002,,16.0,2,10.0,3,608394454.820534,,,,,
684,16002,,16.0,2,10.0,3,608394454.851743,,,,,
685,16002,,9.0,2,10.0,3,608394454.877536,,,,,
686,16002,,16.0,2,10.0,3,608394454.94012,,,,,
687,16002,,16.0,2,10.0,3,608394572.983932,,,,,
688,16002,,16.0,2,10.0,3,608394573.012835,,,,,
689,16002,,16.0,2,10.0,3,608394573.521266,,,,,
690,16002,,16.0,2,10.0,3,608394573.592612,,,,,
691,16002,,28.0,2,29.0,3,608395498.412211,,,,,
692,16002,,28.0,2,29.0,3,608395498.44292,,,,,
693,16002,,28.0,2,29.0,3,608395498.899622,,,,,
694,16002,,28.0,2,29.0,3,608395498.920436,,,,,
695,16002,,28.0,2,15.0,3,608395521.206371,,,,,
696,16002,,1.0,2,15.0,3,608395531.592909,,,,,
697,16002,,16.0,2,19.0,3,608395531.792521,,,,,
698,16002,,28.0,2,15.0,3,608395532.70522,,,,,
699,16002,,28.0,2,29.0,3,608395533.295057,,,,,
700,16002,,28.0,2,29.0,3,608395533.362796,,,,,
701,16002,,9.0,2,10.0,3,608395533.985023,,,,,
702,16002,,28.0,2,15.0,3,608395546.225981,,,,,
703,16002,,28.0,2,15.0,3,608395549.423661,,,,,
704,16002,,28.0,2,15.0,3,608395550.662912,,,,,
705,16002,,28.0,2,15.0,3,608395556.877948,,,,,
706,16002,,28.0,2,15.0,3,608395558.548429,,,,,
707,16002,,1.0,2,15.0,3,608395570.85524,,,,,
708,16002,,16.0,2,19.0,3,608395570.908505,,,,,
709,16002,,28.0,2,29.0,3,608395571.294279,,,,,
710,16002,,9.0,2,10.0,3,608395571.540264,,,,,
711,16002,,28.0,2,15.0,3,608395572.043009,,,,,
712,16002,,28.0,2,15.0,3,608395580.808153,,,,,
713,16002,,28.0,2,15.0,3,608395585.087697,,,,,
714,16002,,28.0,2,15.0,3,608395594.873321,,,,,
715,16002,,28.0,2,15.0,3,608395596.0553,,,,,
716,16002,,28.0,2,15.0,3,608395597.759945,,,,,
717,16002,,28.0,2,15.0,3,608395599.180916,,,,,
718,16002,,28.0,2,15.0,3,608395600.571698,,,,,
719,16002,,28.0,2,15.0,3,608395603.171726,,,,,
720,16002,,28.0,2,15.0,3,608395652.306274,,,,,
721,16002,,1.0,2,15.0,3,608395653.204574,,,,,
722,16002,,16.0,2,19.0,3,608395653.25452,,,,,
723,16002,,28.0,2,29.0,3,608395653.624013,,,,,
724,16002,,9.0,2,10.0,3,608395654.002432,,,,,
725,16002,,28.0,2,15.0,3,608395654.41583,,,,,
726,16002,,28.0,2,15.0,3,608395669.364755,,,,,
727,16002,,1.0,2,29.0,3,608395679.172147,,,,,
728,16002,,16.0,2,19.0,3,608395679.233591,,,,,
729,16002,,16.0,2,10.0,3,608395679.267322,,,,,
730,16002,,9.0,2,10.0,3,608395679.307238,,,,,
731,16002,,16.0,2,10.0,3,608395679.362592,,,,,
732,16002,,28.0,2,29.0,3,608395679.468972,,,,,
733,16002,,28.0,2,29.0,3,608395679.495858,,,,,
734,16002,,28.0,2,29.0,3,608395679.925578,,,,,
735,16002,,16.0,2,10.0,3,608395680.627543,,,,,
736,16002,,16.0,2,10.0,3,608395680.863552,,,,,
737,16002,,16.0,2,10.0,3,608395680.88346,,,,,
738,16002,,28.0,2,15.0,3,608395685.074614,,,,,
739,16002,,1.0,2,29.0,3,608395687.909664,,,,,
740,16002,,16.0,2,19.0,3,608395688.006766,,,,,
741,16002,,16.0,2,10.0,3,608395688.078603,,,,,
742,16002,,9.0,2,10.0,3,608395688.112564,,,,,
743,16002,,16.0,2,10.0,3,608395688.161486,,,,,
744,16002,,28.0,2,29.0,3,608395688.256103,,,,,
745,16002,,28.0,2,29.0,3,608395688.281097,,,,,
746,16002,,28.0,2,29.0,3,608395688.815596,,,,,
747,16002,,16.0,2,10.0,3,608395689.299133,,,,,
748,16002,,16.0,2,10.0,3,608395689.545832,,,,,
749,16002,,16.0,2,10.0,3,608395689.562264,,,,,
750,16002,,28.0,2,15.0,3,608395691.801224,,,,,
751,16002,,1.0,2,15.0,3,608395692.980279,,,,,
752,16002,,16.0,2,19.0,3,608395693.019343,,,,,
753,16002,,9.0,2,10.0,3,608395693.717593,,,,,
754,16002,,28.0,2,15.0,3,608395694.25104,,,,,
755,16002,,28.0,2,15.0,3,608395718.539428,,,,,
756,16002,,28.0,2,15.0,3,608395743.863769,,,,,
757,16002,,1.0,2,15.0,3,608395745.407279,,,,,
758,16002,,16.0,2,19.0,3,608395745.446546,,,,,
759,16002,,9.0,2,10.0,3,608395746.368997,,,,,
760,16002,,28.0,2,15.0,3,608396629.666132,,,,,
761,16002,,1.0,2,15.0,3,608396672.27352,,,,,
762,16002,,16.0,2,10.0,3,608396672.552188,,,,,
763,16002,,16.0,2,10.0,3,608396672.721079,,,,,
764,16002,,28.0,2,29.0,3,608396672.878596,,,,,
765,16002,,28.0,2,29.0,3,608396672.918249,,,,,
766,16002,,28.0,2,29.0,3,608396674.09076,,,,,
767,16002,,16.0,2,10.0,3,608396674.932805,,,,,
768,16002,,9.0,2,10.0,3,608396675.369672,,,,,
769,16002,,16.0,2,10.0,3,608396675.44535,,,,,
770,16002,,28.0,2,29.0,3,608396675.586724,,,,,
771,16002,,1.0,2,29.0,3,608397114.135967,,,,,
772,16002,,16.0,2,19.0,3,608397114.201384,,,,,
773,16002,,16.0,2,10.0,3,608397115.473114,,,,,
774,16002,,28.0,2,29.0,3,608397115.503614,,,,,
775,16002,,28.0,2,29.0,3,608397115.519971,,,,,
776,16002,,9.0,2,10.0,3,608397115.543516,,,,,
777,16002,,28.0,2,15.0,3,608397115.63448,,,,,
778,16002,,28.0,2,29.0,3,608397115.821896,,,,,
779,16002,,16.0,2,10.0,3,608397115.897827,,,,,
780,16002,,28.0,2,29.0,3,608397115.944006,,,,,
781,16002,,16.0,2,10.0,3,608397118.141844,,,,,
782,16002,,16.0,2,10.0,3,608397118.430704,,,,,
783,16002,,16.0,2,10.0,3,608397118.451466,,,,,
784,16002,,28.0,2,15.0,3,608397159.780693,,,,,
785,16002,,28.0,2,15.0,3,608397163.30488,,,,,
786,16002,,28.0,2,15.0,3,608397165.497457,,,,,
787,16002,,28.0,2,15.0,3,608397168.752756,,,,,
788,16002,,28.0,2,15.0,3,608397171.293437,,,,,
789,16002,,28.0,2,15.0,3,608397174.363873,,,,,
790,16002,,28.0,2,15.0,3,608397180.808309,,,,,
791,16002,,28.0,2,15.0,3,608403163.262732,,,,,
792,16002,,28.0,2,15.0,3,608403196.338451,,,,,
793,16002,,28.0,2,15.0,3,608403203.034004,,,,,
794,16002,,28.0,2,15.0,3,608403239.869941,,,,,
795,16002,,28.0,2,29.0,3,608403598.57711,,,,,
796,16002,,28.0,2,29.0,3,608403614.010865,,,,,
797,16002,,28.0,2,29.0,3,608403628.74,,,,,
798,16002,,28.0,2,29.0,3,608403629.1097,,,,,
799,16002,,28.0,2,29.0,3,608403629.402599,,,,,
800,16002,,28.0,2,29.0,3,608403629.619911,,,,,
801,16002,,28.0,2,29.0,3,608403629.859032,,,,,
802,16002,,28.0,2,29.0,3,608403630.071395,,,,,
803,16002,,28.0,2,29.0,3,608403630.308114,,,,,
804,16002,,28.0,2,29.0,3,608403630.56493,,,,,
805,16002,,28.0,2,29.0,3,608403630.825593,,,,,
806,16002,,28.0,2,29.0,3,608403631.126823,,,,,
807,16002,,28.0,2,29.0,3,608403631.399159,,,,,
808,16002,,28.0,2,29.0,3,608403631.679773,,,,,
809,16002,,28.0,2,29.0,3,608403631.943739,,,,,
810,16002,,28.0,2,29.0,3,608403632.378346,,,,,
811,16002,,28.0,2,29.0,3,608403632.789981,,,,,
812,16002,,28.0,2,29.0,3,608403647.236661,,,,,
813,16002,,28.0,2,29.0,3,608403647.281179,,,,,
814,16002,,28.0,2,29.0,3,608403647.659312,,,,,
815,16002,,28.0,2,29.0,3,608403647.884571,,,,,
816,16002,,28.0,2,29.0,3,608403648.016459,,,,,
817,16002,,1.0,2,29.0,3,608403648.14007,,,,,
818,16002,,1.0,2,29.0,3,608403648.36595,,,,,
819,16002,,28.0,2,29.0,3,608403648.767102,,,,,
820,16002,,28.0,2,29.0,3,608403648.919328,,,,,
821,16002,,28.0,2,29.0,3,608403649.061426,,,,,
822,16002,,28.0,2,29.0,3,608403649.230563,,,,,
823,16002,,28.0,2,29.0,3,608403657.214359,,,,,
824,16002,,28.0,2,29.0,3,608403657.815983,,,,,
825,16002,,28.0,2,29.0,3,608403657.962115,,,,,
826,16002,,28.0,2,29.0,3,608403658.098928,,,,,
827,16002,,28.0,2,29.0,3,608403658.4734,,,,,
828,16002,,28.0,2,29.0,3,608403659.229439,,,,,
829,16002,,28.0,2,29.0,3,608403659.384344,,,,,
830,16002,,28.0,2,29.0,3,608403660.366817,,,,,
831,16002,,28.0,2,29.0,3,608403660.550841,,,,,
832,16002,,28.0,2,29.0,3,608403660.684781,,,,,
833,16002,,28.0,2,29.0,3,608403662.663865,,,,,
834,16002,,1.0,2,29.0,3,608403662.85351,,,,,
835,16002,,28.0,2,29.0,3,608403663.000159,,,,,
836,16002,,28.0,2,29.0,3,608403663.04414,,,,,
837,16002,,28.0,2,29.0,3,608403663.077753,,,,,
838,16002,,28.0,2,29.0,3,608403663.1196,,,,,
839,16002,,16.0,2,19.0,3,608409578.600428,,,,,
840,16002,,1.0,2,29.0,3,608410272.619035,,,,,
841,16002,,1.0,2,29.0,3,608410272.678635,,,,,
842,16002,,1.0,2,29.0,3,608410272.736836,,,,,
843,16002,,1.0,2,29.0,3,608410272.781239,,,,,
844,16002,,1.0,2,29.0,3,608410272.831505,,,,,
845,16002,,1.0,2,29.0,3,608410272.875158,,,,,
846,16002,,1.0,2,29.0,3,608410272.936757,,,,,
847,16002,,1.0,2,29.0,3,608410272.974277,,,,,
848,16002,,1.0,2,29.0,3,608410273.018644,,,,,
849,16002,,1.0,2,29.0,3,608410273.072044,,,,,
850,16002,,1.0,2,29.0,3,608410273.125628,,,,,
851,16002,,1.0,2,29.0,3,608410273.176646,,,,,
852,16002,,1.0,2,29.0,3,608410273.229413,,,,,
853,16002,,1.0,2,29.0,3,608410273.276021,,,,,
854,16002,,1.0,2,29.0,3,608410273.320221,,,,,
855,16002,,1.0,2,29.0,3,608410273.375112,,,,,
856,16002,,1.0,2,29.0,3,608410273.419173,,,,,
857,16002,,1.0,2,29.0,3,608410273.480798,,,,,
858,16002,,1.0,2,29.0,3,608410273.554107,,,,,
859,16002,,1.0,2,29.0,3,608410273.601093,,,,,
860,16002,,1.0,2,29.0,3,608410273.634272,,,,,
861,16002,,1.0,2,29.0,3,608410273.664645,,,,,
862,16002,,1.0,2,29.0,3,608410273.691673,,,,,
863,16002,,1.0,2,29.0,3,608412077.900742,,,,,
864,16002,,1.0,2,29.0,3,608412078.341141,,,,,
865,16002,,1.0,2,29.0,3,608412078.826878,,,,,
866,16002,,28.0,2,29.0,3,608412078.922674,,,,,
867,16002,,28.0,2,29.0,3,608412078.988373,,,,,
868,16002,,28.0,2,29.0,3,608412079.035339,,,,,
869,16002,,28.0,2,29.0,3,608412079.072813,,,,,
870,16002,,28.0,2,29.0,3,608412079.098229,,,,,
871,16002,,28.0,2,29.0,3,608412079.122946,,,,,
872,16002,,28.0,2,29.0,3,608412079.152232,,,,,
873,16002,,28.0,2,29.0,3,608412079.17494,,,,,
874,16002,,28.0,2,29.0,3,608412079.200296,,,,,
875,16002,,28.0,2,29.0,3,608412079.225581,,,,,
876,16002,,28.0,2,29.0,3,608412079.249601,,,,,
877,16002,,28.0,2,29.0,3,608412079.275416,,,,,
878,16002,,28.0,2,29.0,3,608412079.300183,,,,,
879,16002,,28.0,2,29.0,3,608412079.326341,,,,,
880,16002,,28.0,2,29.0,3,608412079.350966,,,,,
881,16002,,28.0,2,29.0,3,608412079.38375,,,,,
882,16002,,28.0,2,29.0,3,608412079.409065,,,,,
883,16002,,28.0,2,29.0,3,608412079.437129,,,,,
884,16002,,28.0,2,29.0,3,608412079.461677,,,,,
885,16002,,28.0,2,29.0,3,608412079.488907,,,,,
886,16002,,28.0,2,29.0,3,608412079.512582,,,,,
887,16002,,28.0,2,29.0,3,608412079.536586,,,,,
888,16002,,28.0,2,29.0,3,608412079.563494,,,,,
889,16002,,28.0,2,29.0,3,608412079.592018,,,,,
890,16002,,28.0,2,29.0,3,608418433.54132,,,,,
891,16002,,28.0,2,29.0,3,608418433.746922,,,,,
892,16002,,16.0,2,19.0,3,608423905.589721,,,,,
893,16002,,28.0,2,29.0,3,608425651.203445,,,,,
894,16002,,28.0,2,29.0,3,608425652.089204,,,,,
895,16002,,1.0,2,29.0,3,608425652.326058,,,,,
896,16002,,1.0,2,29.0,3,608425652.555201,,,,,
897,16002,,1.0,2,15.0,3,608479437.085393,,,,,
898,16002,,44.0,2,,3,608498308.417481,,,,,
899,16002,,,2,48.0,3,608498308.606332,,,,,
900,16002,,1.0,2,50.0,3,608498338.207934,,,,,
901,16002,,1.0,2,50.0,3,608498338.359619,,,,,
902,16002,,1.0,2,50.0,3,608498338.382607,,,,,
903,16002,,28.0,2,54.0,3,608498633.928124,,,,,
904,16002,,1.0,2,54.0,3,608498634.237634,,,,,
905,16002,,1.0,2,54.0,3,608498634.768446,,,,,
906,16002,,16.0,2,57.0,3,608498684.335608,,,,,
907,16002,,16.0,2,57.0,3,608498684.363767,,,,,
908,16002,,28.0,2,54.0,3,608499129.363029,,,,,
909,16002,,1.0,2,54.0,3,608499172.082794,,,,,
910,16002,,1.0,2,54.0,3,608499172.189136,,,,,
911,16002,,1.0,2,54.0,3,608509033.304209,,,,,
