id,updatedAt,valueJson
GE,1586715745.728006,"b'{""v"":{""entries"":[{""low"":7.4450000000000003,""referenceDate"":608131800,""high"":7.4550000000000001,""close"":7.4450000000000003,""open"":7.4550000000000001,""volume"":4771576},{""low"":7.4050000000000002,""referenceDate"":608132400,""high"":7.4500000000000002,""close"":7.4466999999999999,""open"":7.4161999999999999,""volume"":580736},{""low"":7.4699999999999998,""referenceDate"":608133000,""high"":7.5,""close"":7.4741,""open"":7.4950000000000001,""volume"":655221},{""low"":7.4900000000000002,""referenceDate"":608133600,""high"":7.5300000000000002,""close"":7.5000999999999998,""open"":7.5199999999999996,""volume"":533291},{""low"":7.46,""referenceDate"":608134200,""high"":7.5149999999999997,""close"":7.5149999999999997,""open"":7.4690000000000003,""volume"":572222},{""low"":7.4699999999999998,""referenceDate"":608134800,""high"":7.4950000000000001,""close"":7.4699999999999998,""open"":7.4850000000000003,""volume"":179075},{""low"":7.3700000000000001,""referenceDate"":608135400,""high"":7.4100000000000001,""close"":7.3849999999999998,""open"":7.4050000000000002,""volume"":450533},{""low"":7.3799999999999999,""referenceDate"":608136000,""high"":7.4000000000000004,""close"":7.3799999999999999,""open"":7.3899999999999997,""volume"":304838},{""low"":7.3200000000000003,""referenceDate"":608136600,""high"":7.3499999999999996,""close"":7.3399999999999999,""open"":7.3300000000000001,""volume"":300680},{""low"":7.2699999999999996,""referenceDate"":608137200,""high"":7.2999999999999998,""close"":7.2750000000000004,""open"":7.2949999999999999,""volume"":375784},{""low"":7.2800000000000002,""referenceDate"":608137800,""high"":7.3099999999999996,""close"":7.3049999999999997,""open"":7.29,""volume"":397835},{""low"":7.2750000000000004,""referenceDate"":608138400,""high"":7.3099999999999996,""close"":7.3099999999999996,""open"":7.2800000000000002,""volume"":422277},{""low"":7.2999999999999998,""referenceDate"":608139000,""high"":7.3300000000000001,""close"":7.3250000000000002,""open"":7.2999999999999998,""volume"":210365},{""low"":7.3200000000000003,""referenceDate"":608139600,""high"":7.3300000000000001,""close"":7.3250000000000002,""open"":7.3250000000000002,""volume"":344996},{""low"":7.3300000000000001,""referenceDate"":608140200,""high"":7.3399999999999999,""close"":7.3399999999999999,""open"":7.335,""volume"":60309},{""low"":7.3399999999999999,""referenceDate"":608140800,""high"":7.3499999999999996,""close"":7.3449999999999998,""open"":7.3449999999999998,""volume"":55353},{""low"":7.3300000000000001,""referenceDate"":608141400,""high"":7.3399999999999999,""close"":7.335,""open"":7.3399999999999999,""volume"":69339},{""low"":7.3300000000000001,""referenceDate"":608142000,""high"":7.3399999999999999,""close"":7.3399999999999999,""open"":7.3399999999999999,""volume"":83364},{""low"":7.3049999999999997,""referenceDate"":608142600,""high"":7.3200000000000003,""close"":7.3181000000000003,""open"":7.3099999999999996,""volume"":152902},{""low"":7.3099999999999996,""referenceDate"":608143200,""high"":7.3399999999999999,""close"":7.3300000000000001,""open"":7.335,""volume"":497204},{""low"":7.2999999999999998,""referenceDate"":608143800,""high"":7.3200000000000003,""close"":7.3150000000000004,""open"":7.3049999999999997,""volume"":106410},{""low"":7.3342999999999998,""referenceDate"":608144400,""high"":7.3499999999999996,""close"":7.3449999999999998,""open"":7.3399999999999999,""volume"":144081},{""low"":7.3399999999999999,""referenceDate"":608145000,""high"":7.3600000000000003,""close"":7.3499999999999996,""open"":7.3550000000000004,""volume"":137019},{""low"":7.3499999999999996,""referenceDate"":608145600,""high"":7.3600000000000003,""close"":7.3570000000000002,""open"":7.3600000000000003,""volume"":410959},{""low"":7.3647,""referenceDate"":608146200,""high"":7.3799999999999999,""close"":7.3799999999999999,""open"":7.3650000000000002,""volume"":133865},{""low"":7.2999999999999998,""referenceDate"":608146800,""high"":7.3099999999999996,""close"":7.3049999999999997,""open"":7.3049999999999997,""volume"":120226},{""low"":7.2599999999999998,""referenceDate"":608147400,""high"":7.29,""close"":7.2699999999999996,""open"":7.2800000000000002,""volume"":362782},{""low"":7.2999999999999998,""referenceDate"":608148000,""high"":7.3099999999999996,""close"":7.3049999999999997,""open"":7.3049999999999997,""volume"":375973},{""low"":7.25,""referenceDate"":608148600,""high"":7.2800000000000002,""close"":7.2800000000000002,""open"":7.25,""volume"":211154},{""low"":7.2199999999999998,""referenceDate"":608149200,""high"":7.2450000000000001,""close"":7.2249999999999996,""open"":7.2450000000000001,""volume"":243169},{""low"":7.21,""referenceDate"":608149800,""high"":7.2300000000000004,""close"":7.2149999999999999,""open"":7.2199999999999998,""volume"":258363},{""low"":7.2000000000000002,""referenceDate"":608150400,""high"":7.21,""close"":7.2050000000000001,""open"":7.2000000000000002,""volume"":93222},{""low"":7.1399999999999997,""referenceDate"":608151000,""high"":7.1699999999999999,""close"":7.1449999999999996,""open"":7.1523000000000003,""volume"":437697},{""low"":7.1200000000000001,""referenceDate"":608151600,""high"":7.1500000000000004,""close"":7.125,""open"":7.125,""volume"":463258},{""low"":7.1600000000000001,""referenceDate"":608152200,""high"":7.1799999999999997,""close"":7.1749999999999998,""open"":7.165,""volume"":265407},{""low"":7.1399999999999997,""referenceDate"":608152800,""high"":7.1600000000000001,""close"":7.1449999999999996,""open"":7.1399999999999997,""volume"":350643},{""low"":7.1399999999999997,""referenceDate"":608153400,""high"":7.1550000000000002,""close"":7.1449999999999996,""open"":7.1500000000000004,""volume"":406155},{""low"":7.1299999999999999,""referenceDate"":608154000,""high"":7.1399999999999997,""close"":7.1399999999999997,""open"":7.1349999999999998,""volume"":132603},{""low"":7.0899999999999999,""referenceDate"":608154600,""high"":7.1200000000000001,""close"":7.0953999999999997,""open"":7.0999999999999996,""volume"":1327064},{""low"":7.1299000000000001,""referenceDate"":608155140,""high"":7.1399999999999997,""close"":7.1399999999999997,""open"":7.1299999999999999,""volume"":1539723}],""dateRange"":[608131800,608155140],""previousClose"":7.2999999999999998,""marketTimeZone"":{""identifier"":""GMT-0400""}}}'"
AAPL,1586715745.729336,"b'{""v"":{""entries"":[{""low"":267.94999999999999,""referenceDate"":608131800,""high"":267.94999999999999,""close"":267.94999999999999,""open"":267.94999999999999,""volume"":1677166},{""low"":268.565,""referenceDate"":608132400,""high"":268.67000000000002,""close"":268.67000000000002,""open"":268.57999999999998,""volume"":145530},{""low"":269.15750000000003,""referenceDate"":608133000,""high"":269.36500000000001,""close"":269.15750000000003,""open"":269.36500000000001,""volume"":40788},{""low"":269.08999999999997,""referenceDate"":608133600,""high"":269.84100000000001,""close"":269.31,""open"":269.76999999999998,""volume"":164402},{""low"":266.74000000000001,""referenceDate"":608134200,""high"":267.32999999999998,""close"":267.13999999999999,""open"":266.77569999999997,""volume"":209350},{""low"":264.83999999999997,""referenceDate"":608134800,""high"":265.50999999999999,""close"":265.46010000000001,""open"":265.22000000000003,""volume"":267969},{""low"":265.88,""referenceDate"":608135400,""high"":266.44999999999999,""close"":266.05000000000001,""open"":266.41000000000003,""volume"":140345},{""low"":266.42000000000002,""referenceDate"":608136000,""high"":266.73000000000002,""close"":266.63,""open"":266.63,""volume"":83055},{""low"":266.70999999999998,""referenceDate"":608136600,""high"":267.25,""close"":266.9751,""open"":266.98930000000001,""volume"":148429},{""low"":265.70999999999998,""referenceDate"":608137200,""high"":266.45999999999998,""close"":265.81,""open"":266.39999999999998,""volume"":103094},{""low"":265.67000000000002,""referenceDate"":608137800,""high"":266.14999999999998,""close"":265.67000000000002,""open"":265.89999999999998,""volume"":64521},{""low"":265.12,""referenceDate"":608138400,""high"":265.32999999999998,""close"":265.2679,""open"":265.17500000000001,""volume"":55725},{""low"":265.63999999999999,""referenceDate"":608139000,""high"":266.04000000000002,""close"":265.88,""open"":266,""volume"":73738},{""low"":267.22000000000003,""referenceDate"":608139600,""high"":267.55000000000001,""close"":267.32999999999998,""open"":267.25999999999999,""volume"":96728},{""low"":267.35000000000002,""referenceDate"":608140200,""high"":267.61000000000001,""close"":267.45010000000002,""open"":267.47500000000002,""volume"":74685},{""low"":267.09859999999998,""referenceDate"":608140800,""high"":267.375,""close"":267.36500000000001,""open"":267.17000000000002,""volume"":59576},{""low"":267.04000000000002,""referenceDate"":608141400,""high"":267.41739999999999,""close"":267.04000000000002,""open"":267.38999999999999,""volume"":51515},{""low"":267.47000000000003,""referenceDate"":608142000,""high"":267.66989999999998,""close"":267.54000000000002,""open"":267.61000000000001,""volume"":61749},{""low"":266.13999999999999,""referenceDate"":608142600,""high"":266.47000000000003,""close"":266.33999999999997,""open"":266.13999999999999,""volume"":62779},{""low"":266.35000000000002,""referenceDate"":608143200,""high"":266.57420000000002,""close"":266.42000000000002,""open"":266.56,""volume"":51867},{""low"":266.13999999999999,""referenceDate"":608143800,""high"":266.48110000000003,""close"":266.44999999999999,""open"":266.23000000000002,""volume"":46696},{""low"":266.87,""referenceDate"":608144400,""high"":267.18000000000001,""close"":267,""open"":267.13999999999999,""volume"":67876},{""low"":266.93000000000001,""referenceDate"":608145000,""high"":267.43000000000001,""close"":267.02999999999997,""open"":267.40269999999998,""volume"":82848},{""low"":267.24000000000001,""referenceDate"":608145600,""high"":267.43000000000001,""close"":267.2706,""open"":267.3098,""volume"":52364},{""low"":267.26999999999998,""referenceDate"":608146200,""high"":267.5,""close"":267.45999999999998,""open"":267.35000000000002,""volume"":50752},{""low"":266.77999999999997,""referenceDate"":608146800,""high"":267.14999999999998,""close"":266.9101,""open"":266.79000000000002,""volume"":64178},{""low"":266.25999999999999,""referenceDate"":608147400,""high"":266.52659999999997,""close"":266.31,""open"":266.47309999999999,""volume"":49415},{""low"":266.8528,""referenceDate"":608148000,""high"":267.26999999999998,""close"":267.00999999999999,""open"":267,""volume"":67255},{""low"":266.29000000000002,""referenceDate"":608148600,""high"":266.72800000000001,""close"":266.55000000000001,""open"":266.31999999999999,""volume"":58439},{""low"":266.02999999999997,""referenceDate"":608149200,""high"":266.52999999999997,""close"":266.19970000000001,""open"":266.5,""volume"":86165},{""low"":266.63220000000001,""referenceDate"":608149800,""high"":266.98000000000002,""close"":266.97649999999999,""open"":266.63999999999999,""volume"":52658},{""low"":267.30000000000001,""referenceDate"":608150400,""high"":267.63,""close"":267.39929999999998,""open"":267.35500000000002,""volume"":84380},{""low"":266.14010000000002,""referenceDate"":608151000,""high"":266.56,""close"":266.21499999999997,""open"":266.49000000000001,""volume"":88802},{""low"":266.00999999999999,""referenceDate"":608151600,""high"":266.5,""close"":266.06,""open"":266.27999999999997,""volume"":99687},{""low"":266.68000000000001,""referenceDate"":608152200,""high"":267.05000000000001,""close"":266.99000000000001,""open"":266.75999999999999,""volume"":107744},{""low"":266.63,""referenceDate"":608152800,""high"":267.18000000000001,""close"":266.67230000000001,""open"":266.93000000000001,""volume"":79351},{""low"":267.87,""referenceDate"":608153400,""high"":268.26999999999998,""close"":268.19,""open"":267.93000000000001,""volume"":216048},{""low"":267.86219999999997,""referenceDate"":608154000,""high"":268.23000000000002,""close"":268.01999999999998,""open"":268.185,""volume"":88406},{""low"":266.41000000000003,""referenceDate"":608154600,""high"":267.39999999999998,""close"":267.12,""open"":266.89999999999998,""volume"":314660},{""low"":267.60000000000002,""referenceDate"":608155140,""high"":268,""close"":268,""open"":267.94,""volume"":397954}],""dateRange"":[608131800,608155140],""previousClose"":266.06999999999999,""marketTimeZone"":{""identifier"":""GMT-0400""}}}'"
DIS,1586715745.722385,"b'{""v"":{""entries"":[{""low"":106.8125,""referenceDate"":608131800,""high"":106.83,""close"":106.8125,""open"":106.83,""volume"":1955984},{""low"":105.84,""referenceDate"":608132400,""high"":106.2355,""close"":106.20999999999999,""open"":105.94,""volume"":137121},{""low"":105.89,""referenceDate"":608133000,""high"":106.215,""close"":106.06,""open"":106.13,""volume"":156696},{""low"":106.32599999999999,""referenceDate"":608133600,""high"":106.87,""close"":106.55,""open"":106.63,""volume"":103295},{""low"":105.03,""referenceDate"":608134200,""high"":105.45,""close"":105.2799,""open"":105.08,""volume"":113690},{""low"":104.65000000000001,""referenceDate"":608134800,""high"":105.17,""close"":104.86499999999999,""open"":104.73999999999999,""volume"":128469},{""low"":104.79000000000001,""referenceDate"":608135400,""high"":105.36579999999999,""close"":104.98999999999999,""open"":105.28,""volume"":128276},{""low"":105.48999999999999,""referenceDate"":608136000,""high"":105.67,""close"":105.64,""open"":105.59,""volume"":46484},{""low"":105.06,""referenceDate"":608136600,""high"":105.239,""close"":105.08,""open"":105.20999999999999,""volume"":81643},{""low"":105.03,""referenceDate"":608137200,""high"":105.3981,""close"":105.06,""open"":105.235,""volume"":54316},{""low"":105.18000000000001,""referenceDate"":608137800,""high"":105.43000000000001,""close"":105.20999999999999,""open"":105.27,""volume"":40861},{""low"":104.87990000000001,""referenceDate"":608138400,""high"":105.01000000000001,""close"":104.95999999999999,""open"":104.94,""volume"":38007},{""low"":105,""referenceDate"":608139000,""high"":105.2899,""close"":105.2,""open"":105.2311,""volume"":48162},{""low"":105.25,""referenceDate"":608139600,""high"":105.41,""close"":105.31999999999999,""open"":105.31999999999999,""volume"":32601},{""low"":105.66,""referenceDate"":608140200,""high"":105.87,""close"":105.8498,""open"":105.697,""volume"":56024},{""low"":105.84,""referenceDate"":608140800,""high"":105.97,""close"":105.96420000000001,""open"":105.84999999999999,""volume"":65912},{""low"":106.06,""referenceDate"":608141400,""high"":106.20999999999999,""close"":106.09999999999999,""open"":106.20999999999999,""volume"":43984},{""low"":106.23,""referenceDate"":608142000,""high"":106.3,""close"":106.28,""open"":106.26000000000001,""volume"":40328},{""low"":105.38,""referenceDate"":608142600,""high"":105.55,""close"":105.5217,""open"":105.43000000000001,""volume"":66965},{""low"":105.62,""referenceDate"":608143200,""high"":105.72,""close"":105.63500000000001,""open"":105.72,""volume"":24467},{""low"":105.68000000000001,""referenceDate"":608143800,""high"":106.09999999999999,""close"":106.09,""open"":105.70650000000001,""volume"":112463},{""low"":105.87,""referenceDate"":608144400,""high"":105.95999999999999,""close"":105.90000000000001,""open"":105.88,""volume"":35863},{""low"":105.92,""referenceDate"":608145000,""high"":106.19,""close"":106,""open"":106.12,""volume"":50808},{""low"":106.35550000000001,""referenceDate"":608145600,""high"":106.47,""close"":106.45,""open"":106.35550000000001,""volume"":45155},{""low"":106.79000000000001,""referenceDate"":608146200,""high"":106.88,""close"":106.84999999999999,""open"":106.81,""volume"":52223},{""low"":106.23,""referenceDate"":608146800,""high"":106.51000000000001,""close"":106.4863,""open"":106.26000000000001,""volume"":40671},{""low"":105.98999999999999,""referenceDate"":608147400,""high"":106.13,""close"":105.98999999999999,""open"":106.06399999999999,""volume"":53947},{""low"":106.363,""referenceDate"":608148000,""high"":106.47,""close"":106.40000000000001,""open"":106.45999999999999,""volume"":30130},{""low"":106.15000000000001,""referenceDate"":608148600,""high"":106.425,""close"":106.42,""open"":106.17,""volume"":39449},{""low"":105.31999999999999,""referenceDate"":608149200,""high"":105.705,""close"":105.325,""open"":105.68000000000001,""volume"":77282},{""low"":105.5,""referenceDate"":608149800,""high"":105.785,""close"":105.75749999999999,""open"":105.53,""volume"":46196},{""low"":105.2,""referenceDate"":608150400,""high"":105.3699,""close"":105.2079,""open"":105.30670000000001,""volume"":52476},{""low"":104.52,""referenceDate"":608151000,""high"":104.7,""close"":104.62,""open"":104.64,""volume"":67703},{""low"":104.7,""referenceDate"":608151600,""high"":104.87990000000001,""close"":104.72,""open"":104.81,""volume"":63628},{""low"":104.92,""referenceDate"":608152200,""high"":105.06,""close"":105.05,""open"":105.03,""volume"":50250},{""low"":104.39,""referenceDate"":608152800,""high"":104.56,""close"":104.41500000000001,""open"":104.51000000000001,""volume"":75794},{""low"":103.95999999999999,""referenceDate"":608153400,""high"":104.1832,""close"":104.1832,""open"":103.97,""volume"":142444},{""low"":104.04000000000001,""referenceDate"":608154000,""high"":104.27,""close"":104.11,""open"":104.26000000000001,""volume"":64272},{""low"":104.05,""referenceDate"":608154600,""high"":104.53,""close"":104.09,""open"":104.48999999999999,""volume"":131948},{""low"":104.40000000000001,""referenceDate"":608155140,""high"":104.7,""close"":104.48999999999999,""open"":104.65000000000001,""volume"":229049}],""dateRange"":[608131800,608155140],""previousClose"":101.06999999999999,""marketTimeZone"":{""identifier"":""GMT-0400""}}}'"
BRK-B,1586715745.730361,"b'{""v"":{""entries"":[{""low"":193.56,""referenceDate"":608131800,""high"":193.81,""close"":193.81,""open"":193.56,""volume"":309113},{""low"":194.12,""referenceDate"":608132400,""high"":194.63999999999999,""close"":194.38999999999999,""open"":194.15000000000001,""volume"":26170},{""low"":195.03999999999999,""referenceDate"":608133000,""high"":195.34999999999999,""close"":195.11500000000001,""open"":195.24000000000001,""volume"":21832},{""low"":196.03999999999999,""referenceDate"":608133600,""high"":196.49000000000001,""close"":196.44999999999999,""open"":196.25,""volume"":35773},{""low"":196.0891,""referenceDate"":608134200,""high"":196.38999999999999,""close"":196.25,""open"":196.095,""volume"":25338},{""low"":195.83500000000001,""referenceDate"":608134800,""high"":196.21019999999999,""close"":196.19999999999999,""open"":195.91499999999999,""volume"":14172},{""low"":195.93000000000001,""referenceDate"":608135400,""high"":196.56,""close"":195.99000000000001,""open"":196.55000000000001,""volume"":29760},{""low"":196.86000000000001,""referenceDate"":608136000,""high"":197.05000000000001,""close"":197.05000000000001,""open"":196.93000000000001,""volume"":33197},{""low"":196.87,""referenceDate"":608136600,""high"":197.09999999999999,""close"":197.00999999999999,""open"":196.88999999999999,""volume"":11934},{""low"":196.30000000000001,""referenceDate"":608137200,""high"":196.88310000000001,""close"":196.36000000000001,""open"":196.8545,""volume"":19895},{""low"":195.02000000000001,""referenceDate"":608137800,""high"":195.30000000000001,""close"":195.02000000000001,""open"":195.19,""volume"":18291},{""low"":193.81,""referenceDate"":608138400,""high"":194.15000000000001,""close"":194,""open"":193.88,""volume"":36663},{""low"":194.21000000000001,""referenceDate"":608139000,""high"":194.63999999999999,""close"":194.58449999999999,""open"":194.21000000000001,""volume"":14029},{""low"":194.34999999999999,""referenceDate"":608139600,""high"":194.61000000000001,""close"":194.55449999999999,""open"":194.38,""volume"":15153},{""low"":194.63999999999999,""referenceDate"":608140200,""high"":194.77000000000001,""close"":194.715,""open"":194.69999999999999,""volume"":10448},{""low"":195.38999999999999,""referenceDate"":608140800,""high"":195.56,""close"":195.49000000000001,""open"":195.47,""volume"":13374},{""low"":195.62,""referenceDate"":608141400,""high"":195.73159999999999,""close"":195.72,""open"":195.63999999999999,""volume"":28394},{""low"":195.91999999999999,""referenceDate"":608142000,""high"":196.12,""close"":196.05330000000001,""open"":195.91999999999999,""volume"":19477},{""low"":195.25999999999999,""referenceDate"":608142600,""high"":195.5,""close"":195.49000000000001,""open"":195.27000000000001,""volume"":14507},{""low"":195.02000000000001,""referenceDate"":608143200,""high"":195.33000000000001,""close"":195.03999999999999,""open"":195.33000000000001,""volume"":12644},{""low"":194.72499999999999,""referenceDate"":608143800,""high"":194.965,""close"":194.94999999999999,""open"":194.84999999999999,""volume"":17814},{""low"":194.97,""referenceDate"":608144400,""high"":195.16540000000001,""close"":195,""open"":195.11000000000001,""volume"":8931},{""low"":194.80000000000001,""referenceDate"":608145000,""high"":195,""close"":194.80000000000001,""open"":194.98500000000001,""volume"":9228},{""low"":195.63,""referenceDate"":608145600,""high"":195.75999999999999,""close"":195.68000000000001,""open"":195.66,""volume"":8834},{""low"":196.00999999999999,""referenceDate"":608146200,""high"":196.11000000000001,""close"":196.09999999999999,""open"":196.03999999999999,""volume"":15323},{""low"":194.92500000000001,""referenceDate"":608146800,""high"":195.15100000000001,""close"":194.97,""open"":195.09,""volume"":7786},{""low"":194.36000000000001,""referenceDate"":608147400,""high"":194.68000000000001,""close"":194.36000000000001,""open"":194.68000000000001,""volume"":10355},{""low"":194.62,""referenceDate"":608148000,""high"":194.875,""close"":194.78,""open"":194.75,""volume"":10337},{""low"":193.44,""referenceDate"":608148600,""high"":193.75999999999999,""close"":193.66999999999999,""open"":193.44,""volume"":17948},{""low"":192.69,""referenceDate"":608149200,""high"":192.91999999999999,""close"":192.84999999999999,""open"":192.69999999999999,""volume"":15840},{""low"":193.12,""referenceDate"":608149800,""high"":193.37,""close"":193.37,""open"":193.13,""volume"":11791},{""low"":193.37,""referenceDate"":608150400,""high"":193.68000000000001,""close"":193.5,""open"":193.61000000000001,""volume"":11531},{""low"":192.285,""referenceDate"":608151000,""high"":192.71000000000001,""close"":192.41,""open"":192.66499999999999,""volume"":40238},{""low"":191.56,""referenceDate"":608151600,""high"":192.05000000000001,""close"":191.63,""open"":191.88999999999999,""volume"":34677},{""low"":192.5325,""referenceDate"":608152200,""high"":192.72999999999999,""close"":192.70500000000001,""open"":192.62,""volume"":27313},{""low"":192.47999999999999,""referenceDate"":608152800,""high"":192.47999999999999,""close"":192.47999999999999,""open"":192.47999999999999,""volume"":19283},{""low"":193.12,""referenceDate"":608153400,""high"":193.5,""close"":193.47,""open"":193.12,""volume"":30467},{""low"":193.58160000000001,""referenceDate"":608154000,""high"":193.80000000000001,""close"":193.69,""open"":193.68000000000001,""volume"":24762},{""low"":193.13499999999999,""referenceDate"":608154600,""high"":194.09999999999999,""close"":193.15010000000001,""open"":193.94999999999999,""volume"":84010},{""low"":193.63999999999999,""referenceDate"":608155140,""high"":193.97999999999999,""close"":193.84,""open"":193.75,""volume"":146812}],""dateRange"":[608131800,608155140],""previousClose"":191.00999999999999,""marketTimeZone"":{""identifier"":""GMT-0400""}}}'"
BA,1586715745.726852,"b'{""v"":{""entries"":[{""low"":152.47,""referenceDate"":608131800,""high"":152.81379999999999,""close"":152.47,""open"":152.81379999999999,""volume"":1804209},{""low"":152.24000000000001,""referenceDate"":608132400,""high"":153.44999999999999,""close"":152.79669999999999,""open"":152.37,""volume"":246760},{""low"":153.75999999999999,""referenceDate"":608133000,""high"":154.25,""close"":154,""open"":153.88999999999999,""volume"":136522},{""low"":154.59,""referenceDate"":608133600,""high"":155.83000000000001,""close"":155.38,""open"":155.80000000000001,""volume"":196307},{""low"":153.63,""referenceDate"":608134200,""high"":154.09999999999999,""close"":153.93000000000001,""open"":153.70849999999999,""volume"":154598},{""low"":152.09999999999999,""referenceDate"":608134800,""high"":152.78,""close"":152.56999999999999,""open"":152.22,""volume"":95840},{""low"":152.71000000000001,""referenceDate"":608135400,""high"":153.41999999999999,""close"":152.86660000000001,""open"":153.33000000000001,""volume"":70436},{""low"":154.03,""referenceDate"":608136000,""high"":154.56999999999999,""close"":154.5299,""open"":154.5,""volume"":75393},{""low"":153.755,""referenceDate"":608136600,""high"":154.47989999999999,""close"":154.22999999999999,""open"":153.89500000000001,""volume"":86763},{""low"":153.69999999999999,""referenceDate"":608137200,""high"":154.58000000000001,""close"":153.91999999999999,""open"":154.41,""volume"":81585},{""low"":153.74000000000001,""referenceDate"":608137800,""high"":154.25,""close"":153.7801,""open"":153.82599999999999,""volume"":56521},{""low"":154.7431,""referenceDate"":608138400,""high"":155.41999999999999,""close"":155.41,""open"":154.76769999999999,""volume"":145530},{""low"":154.53,""referenceDate"":608139000,""high"":155.01400000000001,""close"":154.83410000000001,""open"":154.97999999999999,""volume"":50239},{""low"":154.81,""referenceDate"":608139600,""high"":155.18129999999999,""close"":154.97829999999999,""open"":154.88999999999999,""volume"":50943},{""low"":154.92320000000001,""referenceDate"":608140200,""high"":155.30000000000001,""close"":155.25999999999999,""open"":155.11240000000001,""volume"":67960},{""low"":155.38720000000001,""referenceDate"":608140800,""high"":155.7099,""close"":155.61500000000001,""open"":155.6859,""volume"":49549},{""low"":155.34999999999999,""referenceDate"":608141400,""high"":155.69,""close"":155.34999999999999,""open"":155.66999999999999,""volume"":46984},{""low"":155.18000000000001,""referenceDate"":608142000,""high"":155.31200000000001,""close"":155.29220000000001,""open"":155.215,""volume"":32608},{""low"":154.75,""referenceDate"":608142600,""high"":155.46000000000001,""close"":155.28999999999999,""open"":154.89230000000001,""volume"":61911},{""low"":155.02000000000001,""referenceDate"":608143200,""high"":155.24000000000001,""close"":155.06999999999999,""open"":155.17500000000001,""volume"":34660},{""low"":155.22,""referenceDate"":608143800,""high"":155.58000000000001,""close"":155.54480000000001,""open"":155.40000000000001,""volume"":37022},{""low"":156.08000000000001,""referenceDate"":608144400,""high"":156.42830000000001,""close"":156.19280000000001,""open"":156.34999999999999,""volume"":48824},{""low"":156,""referenceDate"":608145000,""high"":156.41,""close"":156.16499999999999,""open"":156.375,""volume"":55342},{""low"":155.88,""referenceDate"":608145600,""high"":156.15000000000001,""close"":156.065,""open"":156.07079999999999,""volume"":51806},{""low"":156.53,""referenceDate"":608146200,""high"":156.80000000000001,""close"":156.72999999999999,""open"":156.6962,""volume"":79034},{""low"":156.31999999999999,""referenceDate"":608146800,""high"":156.69,""close"":156.36000000000001,""open"":156.43000000000001,""volume"":57033},{""low"":155.96000000000001,""referenceDate"":608147400,""high"":156.37,""close"":156.03,""open"":156.27000000000001,""volume"":98420},{""low"":157.49209999999999,""referenceDate"":608148000,""high"":157.97999999999999,""close"":157.8399,""open"":157.63200000000001,""volume"":134072},{""low"":155.03999999999999,""referenceDate"":608148600,""high"":155.84,""close"":155.04490000000001,""open"":155.20339999999999,""volume"":115376},{""low"":153.46000000000001,""referenceDate"":608149200,""high"":153.88,""close"":153.47,""open"":153.78,""volume"":98682},{""low"":152.63,""referenceDate"":608149800,""high"":153.23009999999999,""close"":153.03540000000001,""open"":152.815,""volume"":110124},{""low"":152.77000000000001,""referenceDate"":608150400,""high"":153.25,""close"":153,""open"":152.8861,""volume"":53359},{""low"":151.97,""referenceDate"":608151000,""high"":152.56,""close"":152.2199,""open"":152.13,""volume"":93510},{""low"":151.81010000000001,""referenceDate"":608151600,""high"":152.28,""close"":151.84,""open"":151.83000000000001,""volume"":148557},{""low"":152.71000000000001,""referenceDate"":608152200,""high"":153,""close"":152.94640000000001,""open"":152.96690000000001,""volume"":67924},{""low"":151.8323,""referenceDate"":608152800,""high"":152.28999999999999,""close"":152.01499999999999,""open"":152.09999999999999,""volume"":35509},{""low"":151.84999999999999,""referenceDate"":608153400,""high"":152.5,""close"":151.995,""open"":152.22999999999999,""volume"":112024},{""low"":151.45419999999999,""referenceDate"":608154000,""high"":152.18989999999999,""close"":151.78999999999999,""open"":152.155,""volume"":77298},{""low"":150.69999999999999,""referenceDate"":608154600,""high"":151.47999999999999,""close"":151.05000000000001,""open"":151.05000000000001,""volume"":94845},{""low"":151.78999999999999,""referenceDate"":608155140,""high"":152,""close"":151.81,""open"":152,""volume"":194693}],""dateRange"":[608131800,608155140],""previousClose"":146.87,""marketTimeZone"":{""identifier"":""GMT-0400""}}}'"
