id,sticker_id,tag
1,20011476,BIRTHDAY ALONE
2,20011476,CAKE
3,20011476,ALONE AT A BAR
4,20011476,SAD BIRTHDAY
5,20011476,SAD CAKE
6,20011476,LONELY
7,20011476,BIRTHDAY
8,10213504,CAVALIERS
9,10213504,CAVS
10,10213504,NBA
11,10213504,CLEVELAND
12,10223659,NFL
13,10223659,SAINTS
14,10223659,FOOTBALL
15,10223659,NEW ORLEANS
16,8255225,CUTIE PIE
17,8255225,CUTIE PIE*
18,8255225,SWEET
19,8255225,CUTE
20,8255225,ADORABLE
21,10226643,ZODIAC SIGN
22,10226643,SCORPIO*
23,10226643,ZODIAC
24,10226643,ASTROLOGY
25,10226643,SCORPIO
26,10230244,HOCKEY
27,10230244,NHL
28,10230244,BUFFALO
29,10230244,SABRES
30,10236535,SOCCER
31,10236535,BOO
32,10236535,WORLD CUP
33,10236535,YELLING
34,10236535,FOOTBALL
35,10236535,STANDS
36,10236535,BLEACHERS
37,20019280,HOME RUN
38,20019280,HOME RUN*
39,20019280,HOMERUN
40,20019280,BASEBALL
41,10233824,MAY THE FOURTH
42,10233824,MAY THE FOURTH BE WITH YOU
43,10233824,MAY THE 4TH BE WITH YOU
44,10233824,MAY THE 4TH
45,10233824,STAR WARS
46,10233824,MAY THE FORCE BE WITH YOU*
47,10233824,MAY THE FORCE BE WITH YOU
48,10233824,STAR WARS DAY
49,10233824,MAY 4
50,10211676,WHATS FOR DINNER*
51,10211676,HUNGRY
52,10211676,FRIDGE
53,10211676,WHATS FOR DINNER
54,10211676,WHATS FOR SUPPER
55,10211676,WHATS FOR DINNER
56,10211676,WHATS FOR SUPPER
57,10211676,DINNER
58,10211676,SUPPER
59,10211676,FOOD
60,10211676,WHATS FOR DINNER*
61,10214660,GROUP PHOTO*
62,10214660,PHOTO BOMB
63,10214660,GROUP PHOTO
64,10214660,PHOTOBOMB
65,10214660,PHOTO
66,10214660,POSE
67,10218587,MLB
68,10218587,ARIZONA
69,10218587,DIAMONDBACKS
70,10218587,BASEBALL
71,20007893,NBD
72,20007893,NO BIGGIE*
73,20007893,DONT WORRY
74,20007893,NO BIGGY
75,20007893,NO BIGGIE
76,20007893,NO BIG DEAL
77,20007893,NO WORRIES
78,20007893,ITS FINE
79,20007893,YOURE WELCOME
80,10231996,HUMP
81,10231996,HUMP DAY
82,10231996,CAMEL
83,10231996,WEDNESDAY
84,10231996,HUMPDAY
85,10213522,CLIPPERS
86,10213522,LOS ANGELES
87,10213522,NBA
88,10223677,NFL
89,10223677,BROWNS
90,10223677,FOOTBALL
91,10223677,CLEVELAND
92,10221323,LUTE LOVE SONG
93,10221323,LOVE SONG
94,10221323,LUTE
95,10221323,LUTE SERENADE
96,10221323,MANDOLIN
97,10221323,MANDOLIN SERENADE
98,10221323,MANDOLIN LOVE SONG
99,10221323,SERENADE
100,9940762,NO
101,9940762,BOOO
102,9940762,NOPENOPENOPE*
103,9940762,NOPENOPENOPE
104,9940762,NOPE NOPE NOPE*
105,9940762,NOPE NOPE NOPE
106,9940762,OOPS
107,9940762,WTF
108,9940762,GRRR
109,9940762,SCARY
110,9940762,SCARED
111,9940762,NOPE
112,10231478,THE CHAMP
113,10231478,WINNER
114,10231478,THE CHAMP*
115,10231478,CHAMP
116,10231478,CHAMPION
117,10231478,ME
118,10231478,BOXING
119,8582823,RUDE
120,8582823,SO BORING
121,8582823,SIGN
122,8582823,SO BORING*
123,8582823,SO BORED
124,10213267,BASKETBALL
125,10213267,NBA
126,10213267,RUNNING PASS
127,10213267,BASKETBALL PASS
128,10213267,PASS
129,10216847,GOOD NIGHT
130,10216847,NITEY NITE
131,10216847,TONIGHT SHOW
132,10216847,TALK SHOW
133,10216847,THATS ALL FOLKS
134,10216847,NIGHT
135,10216847,GOODNIGHT
136,10216847,TALK SHOW HOST
137,10216847,LATE NIGHT
138,10216847,NITE
139,10216847,GNITE
140,10019031,BUZZ OFF
141,10019031,BEE SUIT
142,10019031,BUZZ OFF*
143,10019031,BEE
144,10019031,EFF OFF
145,10019031,JERK
146,10019031,GET OUTTA HERE
147,10019031,GO AWAY
148,10019031,BEE COSTUME
149,10019031,PISS OFF
150,10019031,GET OUT OF HERE
151,10213540,MEMPHIS
152,10213540,NBA
153,10213540,GRIZZLIES
154,10229986,PIZZA
155,10229986,SASS
156,10229986,FOOD
157,10229986,🍕
158,10230280,HOCKEY
159,10230280,NHL
160,10230280,PHILIDELPHIA
161,10230280,FLYERS
162,10224648,MEMPHIS
163,10224648,NBA
164,10224648,GRIZZLIES
165,10212402,AYYYYY
166,10212402,AWESOME
167,10212402,AYYYYY*
168,10212402,NICE
169,10224921,FAN
170,10224921,FANCY
171,10224921,FANCY*
172,10224921,LUXURY
173,10218956,BREAKDANCING
174,10218956,BREAKDANCING*
175,10218956,BREAK DANCING*
176,10218956,BREAK DANCING
177,10218956,DANCING
178,10218956,DANCE
179,10212665,MISSION IMPOSSIBLE*
180,10212665,MISSION IMPOSSIBLE
181,7717972,LOVE
182,7717972,I LOVE U*
183,7717972,I LOVE YOU
184,7717972,LUV YA*
185,7717972,LOVE*
186,7717972,I LOVE U
187,7717972,ADORE
188,10213618,UTAH
189,10213618,JAZZ
190,10213618,NBA
191,10219576,TOOTH BRUSHING
192,10219576,BRUSHING TEETH WITH CAT
193,10219576,BRUSHING TEETH
194,10219576,TOOTH BRUSH
195,10219576,TOOTHBRUSH
196,10219576,BRUSHING TEETH WITH CAT*
197,10229468,MELANOMA AWARENESS
198,10229468,SLEEP DISORDER
199,10229468,MOURNING
200,10229468,RIBBON
201,10229468,911 MOURNING
202,10229468,BLACK RIBBON
203,10235696,EMOJIS
204,10235696,LOVE
205,10235696,HEARTBREAK
206,10235696,BALLOONS
207,10235696,SAD
208,10235696,EMOJI BALLOONS
209,10235696,HEARTBREAK EMOJI
210,10235696,SAD EMOJI
211,10235696,BALLOON
212,10235696,TEARS
213,10235696,EMOJI
214,10235696,CRY
215,10235696,CRYING EMOJI
216,10235696,TEAR
217,10235696,CRYING
218,10235696,HEART BREAK
219,10235696,BROKEN HEART EMOJI
220,10235696,WEEP
221,10235696,WEEPING
222,10235696,ADORE
223,10235696,😭
224,10235696,😢
225,10235696,😿
226,10235696,💔
227,10222830,FLOWERS
228,10222830,BOUQUET
229,10222830,LILIES
230,10222830,LILY BOUQUET
231,10230358,HOCKEY
232,10230358,NHL
233,10230358,FLAMES
234,10230358,CALGARY
235,20042695,CLOWN
236,20042695,JOKER
237,20042695,GOOFBALL
238,20042695,GOOF
239,20042695,IM A CLOWN
240,20042695,SUCKER
241,20042695,JOKE
242,20042695,FOOL
243,20042695,FOOLISH
244,20042695,I SUCK
245,20042695,SORRY
246,20042695,MY BAD
247,10224666,DETROIT
248,10224666,PISTONS
249,10224666,NBA
250,10211800,HOLE
251,10211800,JUMPING IN A HOLE
252,10211800,JUMP INTO HOLE
253,10211800,JUMP
254,10237542,SOCCER
255,10237542,FOOTBALL
256,10237542,SOCCER FAN
257,10237542,WATCHING AT HOME
258,20043648,CHILLIN
259,20043648,CHILLING
260,20043648,COOLER
261,20043648,DRINKS
262,20043648,DRINK
263,20043648,PARTY
264,20043648,CAMPING
265,20043648,REFRESHMENT
266,20043648,RELAX
267,20043648,RELAXING
268,20043648,ICE
269,20043648,SODA
270,20043648,HOT
271,20043648,CHILLAXING
272,20043648,SUMMER
273,20043648,BBQ
274,20043648,POP
275,20043648,BARBECUE
276,20043648,BEACH
277,10218711,MLB
278,10218711,BASEBALL
279,10218711,CHICAGO
280,10218711,CUBS
281,10212420,AYYYYY
282,10212420,AWESOME
283,10212420,AYYYYY*
284,10212420,NICE
285,10216347,MARBLE
286,10216347,MICHAELANGELO
287,10216347,SCULPTED
288,10216347,SCULPTED*
289,10216347,STATUE
290,10216347,RENAISSANCE
291,10216347,SCULPTURE
292,10216347,DAVID
293,10218974,ILL BE THERE
294,10218974,IM IN
295,10218974,ILL BE THERE
296,10218974,LETS DO IT
297,10218974,IM IN
298,10218974,IM IN*
299,10222575,ICECREAM
300,10222575,TWO SCOOP CONE
301,10222575,ICE CREAM FRIENDS
302,10222575,ICECREAM CONE
303,20037360,RUDE
304,20037360,YOURE MEAN
305,20037360,HOW RUDE
306,20037360,INSULTED
307,20037360,YOURE MEAN*
308,9945815,UR WELCOME
309,9945815,YOURE WELCOME*
310,9945815,YOU ARE WELCOME
311,9945815,YOURE WELCOME
312,9945815,YOURE WELCOME
313,9945815,YOURE WELCOME*
314,9945815,NO PROB
315,9945815,NO PROBLEM
316,9945815,YW
317,10213636,DALLAS
318,10213636,MAVS
319,10213636,MAVERICKS
320,10213636,NBA
321,10229486,SLAPSHOT
322,10229486,HOCKEY
323,10229486,SKATING STOP
324,20022130,FATHERS DAY
325,20022130,RAD DAD
326,20022130,FATHERS DAY
327,20022130,RAD DAD*
328,20022130,DAD
329,20022130,HAPPY FATHERS DAY
330,20002942,THANK YOU*
331,20002942,GIFT BASKET
332,20002942,THANK YOU
333,20002942,THANK YOU BASKET
334,20002942,TY
335,20002942,THANK YOU GIFT BASKET
336,20002942,THANK YOU SO MUCH
337,10230113,HOCKEY
338,10230113,NHL
339,10230113,BLACKHAWKS
340,10230113,CHICAGO
341,20010207,YAY
342,20010207,HALLELUJAH*
343,20010207,HALLELUJAH
344,20010207,HURRAY
345,20010207,PRAISE
346,20010207,PRAISE THE LORD
347,10230376,HOCKEY
348,10230376,NHL
349,10230376,BUFFALO
350,10230376,SABRES
351,10223801,NFL
352,10223801,HOUSTON
353,10223801,TEXANS
354,10223801,FOOTBALL
355,10227728,BUMBLE BEE
356,10227728,BEE
357,10227728,BEE RIDE
358,10237560,BA DUM TSSS*
359,10237560,BA DUM TSSS
360,10237560,HA HA
361,10237560,HAR HAR
362,10237560,DRUMS
363,10237560,BADUMTSSS*
364,10237560,BADUMTSSS
365,10237560,DRUMMER
366,10237560,BADUMPSH
367,10237560,BA DUM PSH
368,10237560,BADUM PSHH
369,10237560,BA DUM TSS
370,10237560,BADUM PSH
371,10237560,BA DUM PSHH
372,10237560,BADUMTSS
373,10237560,BADUMPSHH
374,10237560,RIMSHOT
375,10205853,YUM
376,10205853,ICE CREAM CONE
377,10205853,ICE CREAM
378,10213118,HAWKS
379,10213118,NBA
380,10213118,ATLANTA
381,20034131,HAHAHAHA
382,20034131,HILARIOUS
383,20034131,LOL
384,20034131,SO FUNNY
385,20034131,HILARIOUS*
386,20034131,FUNNY
387,10232222,WELL DONE
388,10232222,YAY
389,10232222,CELEBRATION
390,10232222,CHEERS*
391,10232222,CHEERS
392,10232222,FOOD
393,10232222,SPARKLING WINE
394,10232222,CHAMPAGNE
395,20002091,READ A BOOK
396,20002091,READING
397,20002091,MUSHROOM READ
398,20002091,READING ON A MUSHROOM
399,20002091,MUSHROOM
400,20002091,BOOKWORM
401,20002091,BOOK
402,20002091,GARDEN
403,20002091,TOADSTOOL
404,20002091,BACK TO SCHOOL
405,20002091,SCHOOL
406,7897747,THINKIN BOUT YOU*
407,7897747,THINKING ABOUT YOU
408,7897747,LUV YA*
409,7897747,THINKING OF YOU
410,7897747,MISS YOU
411,7897747,THINKIN ABOUT YOU
412,7897747,TRAVEL
413,7897747,THINKING BOUT YOU
414,7897747,I MISS YOU
415,10213654,OKLAHOMA CITY
416,10213654,THUNDER
417,10213654,NBA
418,20006624,YAY
419,20006624,HI
420,20006624,YAY ITS YOU
421,20006624,YAY ITS YOU*
422,20006624,HI FRIEND
423,20006624,HELLO
424,10214011,HAHA
425,10214011,HAHAHA
426,10214011,LAUGH
427,10214011,LAUGHTER
428,10214011,HAHA*
429,10214011,LAUGHING
430,10230727,EMOJI
431,10230727,EYES
432,10230727,EMOJI EYES
433,10230727,PEEPERS
434,10230727,PEEP
435,10230727,LOOKING
436,10230727,LOOK
437,10230727,👀
438,10230727,SHADY
439,10230727,SKETCHY
440,10230727,GULP
441,10230727,OH BOY
442,20017136,ENCASED IN JELLO
443,20017136,STUCK IN JELLO
444,20017136,JELLY
445,20017136,GELATIN
446,20017136,JELLO MOLD
447,20017136,HELP
448,20017136,SOS
449,20017136,STUCK
450,20017136,FOOD
451,20017136,JELLO
452,20036836,MONKEY
453,20036836,EMOJI
454,20036836,MONKEY EMOJI
455,20036836,HEAR NO EVIL
456,20036836,🙉
457,10218474,MLB
458,10218474,BALTIMORE
459,10218474,ORIOLES
460,10218474,BASEBALL
461,20017672,BITMOJI PARTY
462,20017672,KICK OFF
463,10188118,WELL DONE
464,10188118,AWESOME
465,10188118,GOOD JOB
466,10188118,KILLIN IT
467,10188118,NICE WORK
468,10188118,GREAT JOB
469,10188118,YOU ROCK
470,10188118,KILLING IT
471,10188118,KILLIN IT*
472,10188118,GREAT
473,10188118,YOU ROCK*
474,10213136,HOUSTON
475,10213136,ROCKETS
476,10213136,NBA
477,10213399,HOUSTON
478,10213399,ROCKETS
479,10213399,NBA
480,10226608,TURKEY TIME*
481,10226608,HAPPY THANKSGIVING
482,10226608,TURKEY
483,10226608,THANKSGIVING
484,10226608,FOOD
485,10226608,TURKEY TIME
486,10226608,FEAST
487,10216979,LOVE
488,10216979,I LOVE YOU
489,10216979,IN LOVE
490,10216979,LOVE YOU SO MUCH
491,10216979,FLOATING
492,10216979,HEART BURST
493,10216979,LUV U
494,10216979,LOVE YOU THE MOST*
495,10216979,LOVE YOU THE MOST
496,10216979,HEART
497,10216979,LOVE YOU
498,10216979,ADORE
499,10219700,IF YOU SAY SO*
500,10219700,I GUESS SO
501,10219700,IF YOU SAY SO
502,10223564,ARIZONA
503,10223564,NFL
504,10223564,FOOTBALL
505,10223564,CARDINALS
506,8298441,MEAL
507,8298441,PLATTER
508,8298441,COOK
509,8298441,EAT UP
510,8298441,SUPPER TIME
511,8298441,BON APPETIT*
512,8298441,BON APPETIT
513,8298441,DINNER
514,8298441,SUPPER
515,8298441,DINNER TIME
516,8298441,FOOD
517,10220853,BASEBALL
518,10220853,BALL PHONE
519,10220853,LOOKING AT PHONE
520,10220853,BALL HIT
521,10230745,SNOWBOARDING
522,10230745,SNOWBOARD
523,10230745,WINTER SPORTS
524,20017154,LOVE
525,20017154,IM IN LOVE WITH YOU
526,20017154,I THINK IM IN LOVE*
527,20017154,I LOVE YOU
528,20017154,I THINK IM IN LOVE
529,20017154,ADORE
530,10231102,GET ON MY LEVEL*
531,10231102,GET ON MY LEVEL
532,20036854,LOVE
533,20036854,I HEART YOU*
534,20036854,I LOVE YOU
535,20036854,I LOVE YOU*
536,20036854,<3
537,20036854,LUV YA*
538,20036854,I HEART YOU
539,20036854,I LUV U
540,20036854,I LUV YOU
541,20036854,HEART
542,20036854,LOVE*
543,20036854,I LOVE U
544,20036854,ADORE
545,10218492,MLB
546,10218492,ROCKIES
547,10218492,BASEBALL
548,10218492,COLORADO
549,20005767,SHAKE
550,20005767,ICE CREAM
551,20005767,VANILLA MILKSHAKE
552,20005767,VANILLA
553,20005767,MILKSHAKE
554,20005767,DESSERT
555,20005767,SUNDAE
556,20005767,VANILLA SHAKE
557,10213154,SPURS
558,10213154,SAN ANTONIO
559,10213154,NBA
560,9946099,STRETCH
561,9946099,MORNIN
562,9946099,GOOD MORNING
563,9946099,YAWN
564,9946099,MORNIN*
565,9946099,MORNIN*
566,9946099,EARLY
567,9946099,GOODMORNING
568,9946099,MORNIN
569,9946099,MORNING
570,20016279,COOKING PREP
571,20016279,MEAL PREP
572,20016279,CHEF
573,20016279,COOKING
574,20016279,VEGGIES
575,20016279,CHOPPING
576,20016279,DINNER
577,20016279,FOOD
578,20016279,COOK
579,20016279,VEGETABLES
580,10230227,HOCKEY
581,10230227,NHL
582,10230227,BLUE JACKETS
583,10230227,COLUMBUS
584,10232854,EWW
585,10232854,GROSS
586,10232854,WAAAH
587,10232854,BLECH
588,10232854,YUCK*
589,10232854,YUCKY
590,10232854,BLUGH
591,10232854,PUKE
592,10232854,VOMIT
593,10232854,YUCK
594,10216997,I NEED A HUG
595,10216997,ROADSIDE
596,10216997,HITCHHIKER
597,10216997,WAAAH
598,10216997,I NEED A HUG*
599,10216997,PATHETIC
600,10216997,SAD
601,10216997,HUG
602,10216997,NEEDY
603,20003413,U MY FRIEND
604,20003413,YOURE MY FRIEND
605,20003413,FRIENDS
606,20003413,BFFS
607,20003413,BEST FRIEND
608,10079860,YOU SAID IT
609,10079860,THANK GOD
610,10079860,AMEN
611,10079860,AMEN*
612,10079860,GIVE THANKS
613,10079860,PRAISE THE LORD
614,10233807,PURPLE LIGHTSABER
615,10233807,MAY THE FOURTH
616,10233807,MAY THE 4TH
617,10233807,MACE WINDU
618,10233807,PURPLE
619,10233807,LIGHTSABER
620,10233807,STAR WARS
621,10233807,STAR WARS DAY
622,10233807,MAY 4
623,10213690,NBA
624,10213690,WASHINGTON
625,10213690,WIZARDS
626,10223582,OAKLAND
627,10223582,NFL
628,10223582,FOOTBALL
629,10223582,RAIDERS
630,20015932,MR UNICORN
631,20015932,UNICORN
632,20015932,PETTING A UNICORN
633,20015932,PETTING MR UNICORN
634,20015932,PETTING MR UNICORN
635,20015932,MR UNICORN
636,20010261,GREEN LIGHT
637,20010261,GO
638,20010261,HAPPY TRAFFIC LIGHT
639,20010261,TRAFFIC LIGHT
640,20010261,IM IN
641,20010261,YES
642,20039916,WE NEED TO TALK
643,20039916,WE NEED TO TALK*
644,20039916,CHAT
645,20039916,TALK
646,10211932,CAFFEINE
647,10211932,COFFEE MUGS
648,10211932,DRINKING COFFEE
649,10211932,WORK
650,10211932,COFFEE
651,10211932,COFFEE BREAK
652,10227782,BIRDIE
653,10227782,BINOCULARS
654,10227782,BIRDING
655,10227782,TREETOP
656,10227782,BIRD
657,10227782,BUSH
658,10227782,BIRD WATCHING
659,10227782,SPYING
660,20011477,WASHING MACHINE
661,20011477,LAUNDRY DAY
662,20011477,LAUNDROMAT
663,20011477,LAUNDRY
664,20011477,LAUNDRY DAY*
665,10155231,COEUR
666,10155231,DRAWN HEART
667,10155231,HERZ
668,10155231,HEART DRAWN
669,10155231,HEART DRAW
670,10155231,DRAW A HEART
671,10155231,HEART
672,10155231,LOVE YOU
673,10155231,HEART OUTLINE
674,10216479,MANY HAPPY RETURNS*
675,10216479,MANY HAPPY RETURNS
676,10216479,SCROLL
677,10235320,R U SRS*
678,10235320,ARE YOU KIDDING ME
679,10235320,ARE YOU SERIOUS
680,10235320,R U SERIOUS
681,10235320,ARE YOU SERIOUS RIGHT NOW
682,10235320,R U SRS
683,10235320,ARE YOU BEING SERIOUS
684,10235320,SERIOUSLY
685,10213505,KNICKS
686,10213505,NBA
687,10213505,NEW YORK
688,10213768,SUNS
689,10213768,PHOENIX
690,10213768,NBA
691,10226644,ZODIAC SIGN
692,10226644,SAGITTARIUS
693,10226644,ZODIAC
694,10226644,SAGITTARIUS*
695,10226644,ASTROLOGY
696,10236536,YAY
697,10236536,SOCCER
698,10236536,WORLD CUP
699,10236536,TEAM
700,10236536,CHEERING
701,10236536,FOOTBALL
702,10236536,STANDS
703,10236536,BLEACHERS
704,10236536,SPORTS FAN
705,20019281,SAFE
706,20019281,BASEBALL
707,20019281,SAFE*
708,10217372,F GRADE
709,10217372,F GRADE*
710,10217372,GRADE F
711,10229891,LOVE U
712,10229891,LUV U
713,10229891,LOVE YOU*
714,10229891,LOVE YA
715,10229891,LOVE YOU
716,20036354,SNOW
717,20036354,THROW SNOWBALL
718,20036354,PAY ATTENTION
719,20036354,SNOWBALL
720,20036354,THROWING SNOWBALL
721,20036354,HEY YOU
722,20036354,ARE YOU LISTENING
723,20036354,WINTER
724,20036354,HELLO
725,20036354,HEY
726,20036354,POKE
727,20036354,DID YOU READ THAT
728,20036354,WINTER HOLIDAYS
729,10212034,MAD
730,10212034,BOOO
731,10212034,EMOJI
732,10212034,GRRRR
733,10212034,SCOWL
734,10212034,RAGE
735,10212034,HATE
736,10212034,STEAM
737,10212034,GRRR
738,10212034,ANGER
739,10212034,BULL NOSTRIL
740,10212034,😤
741,10218588,MLB
742,10218588,BASEBALL
743,10218588,BRAVES
744,10218588,ATLANTA
745,10222189,HAPPY BIRTHDAY
746,20037307,HEY CUTIE
747,20037307,HI CUTIE
748,20037307,MARSHMALLOW
749,20037307,SMORES
750,20037307,HI CUTIE*
751,20037307,SMORE
752,20007894,LUCKY
753,20007894,FOUR LEAF CLOVER
754,20007894,WISH ME LUCK*
755,20007894,WISH ME LUCK
756,20007894,CLOVER
757,20007894,HORSE SHOE
758,20007894,LUCK
759,8398487,O RLY
760,8398487,ORLY
761,8398487,O RLY*
762,8398487,O REALLY
763,8398487,O RLY
764,8398487,OH REALLY
765,8398487,HUH
766,8398487,SARCASM
767,8398487,SASS
768,8398487,O RLY*
769,8398487,REALLY
770,8398487,WOW
771,8398487,ASTONISHED
772,8398487,ASTONISHING
773,10231997,HI
774,10231997,HOLA AMIGO
775,10231997,HOLA*
776,10231997,HOLA AMIGO*
777,10231997,HELLO
778,10231997,HOLA
779,10231997,HEY
780,10212903,CLEANING
781,10212903,DIRTY
782,10212903,SWEEP
783,10212903,CUSTODIAN
784,10212903,BROOM
785,10212903,SWEEP*
786,10212903,BROOM*
787,10212903,MESSY
788,10212903,JANITOR
789,10212570,DRUM
790,10212570,WAKE UP
791,10212570,WAKE UP*
792,10212570,DRUMS
793,10216497,FACTS*
794,10216497,TRUE
795,10216497,FACTS
796,10213523,CLIPPERS
797,10213523,LOS ANGELES
798,10213523,NBA
799,10213786,WARRIORS
800,10213786,NBA
801,10213786,GOLDEN STATE
802,10223678,PITTSBURGH
803,10223678,NFL
804,10223678,FOOTBALL
805,10223678,STEELERS
806,10230000,EGGS
807,10230000,BRUNCH
808,10230000,EGG FACE
809,10230000,BREAKFAST
810,10230000,SUNNYSIDE UP
811,10230000,FOOD
812,10220967,BRUTAL
813,10220967,UGH*
814,10220967,FRUSTRATED
815,10220967,UGH
816,10220967,ANNOYED
817,10220967,FRUSTRATING
818,10220967,ANNOYING
819,10220967,YIKES
820,10220967,WHOA
821,10220967,SHEESH
822,8736524,MEET UP
823,8736524,MEME
824,8736524,1234
825,8736524,SOON*
826,8736524,SOON*
827,8736524,SOON
828,8736524,CREEPY
829,8736524,EYES
830,8736524,SOON
831,10215359,THERES A BITMOJI
832,10215359,THERES A BITMOJI*
833,10215359,BITMOJI
834,10215359,BITMOJI*
835,10234200,DUEL
836,10234200,LIGHTSABER
837,10234200,STAR WARS
838,10234200,LIGHTSABER DUEL
839,10234200,LIGHTSABER FIGHT
840,10234200,JEDI
841,10234200,SITH
842,10213005,SOLD
843,10213005,SOLD*
844,10221860,LOVE
845,10221860,SINCERELY
846,10221860,HOTDOG
847,10221860,PHOTO FRAME
848,10221860,SNAPCHAT HOTDOG
849,10221860,HOT DOG
850,10221860,LOVE FROM ME
851,10221860,SNAPCHAT HOT DOG
852,10221860,LOVE PHOTO
853,10221860,PICTURE FRAME
854,10221860,LOVE ME
855,10221860,LOVE*
856,10221860,SINCERELY ME
857,10221860,SNAPDOG
858,10221860,ADORE
859,10213268,RAPTORS
860,10213268,TORONTO
861,10213268,NBA
862,20002574,THANKS
863,20002574,I APPRECIATE YOU*
864,20002574,APPRECIATE
865,20002574,I APPRECIATE YOU
866,20002574,THANK YOU
867,20002574,GRATEFUL
868,10216848,UPSET
869,10216848,IMPATIENT
870,10216848,NO PATIENCE
871,10216848,PISSED
872,10216848,RAGE
873,10216848,ANNOYED
874,10216848,IVE HAD IT UP TO HERE
875,10216848,IVE HAD IT UP TO HERE*
876,10216848,ANGRY
877,10216848,THERMOMETER
878,10216848,ANGER
879,20041462,MUSIC
880,20041462,LISTENING TO MUSIC
881,20041462,HEADPHONES
882,20041462,WALKING WITH HEADPHONES*
883,20041462,WALKING WITH HEADPHONES
884,10213541,MEMPHIS
885,10213541,NBA
886,10213541,GRIZZLIES
887,10229987,PIZZA
888,10229987,PIZZA PIZZA PIZZA
889,10229987,PIZZA*
890,10229987,🍕
891,10208529,PEEKING IN
892,10208529,PEEPING
893,10208529,POKING IN
894,10208529,POPPING IN
895,10224649,SACRAMENTO
896,10224649,KINGS
897,10224649,NBA
898,10230281,HOCKEY
899,10230281,PITTSBURGH
900,10230281,NHL
901,10230281,PENGUINS
902,10237525,SORRY*
903,10237525,SORRY RECORD
904,10237525,SORRY
905,10237525,SORRY RECORD*
906,10237525,IM SORRY
907,10237525,SORRY ALBUM
908,20013955,HAPPY VALENTINES DAY CARD
909,20013955,HAPPY VALENTINES DAY*
910,20013955,HAPPY VALENTINES DAY
911,20013955,VALENTINE
912,20013955,HAPPY VALENTINES DAY CARD
913,20013955,HAPPY VALENTINES DAY
914,20013955,VALENTINES
915,20013955,VALENTINES DAY
916,20013955,VALENTINES DAY CARD
917,20013955,HAPPY VALENTINES
918,20013955,HAPPY VALENTINES
919,20013955,HAPPY VALENTINE
920,9950138,AGAINST THE RULES
921,9950138,OVERRULED
922,9950138,VETOED
923,9950138,NOT ALLOWED
924,9950138,GAVEL
925,9950138,OVERRULED*
926,9950138,JUDGE
927,9950138,VETO
928,9950138,JUSTICE
929,9950138,THE LAW
930,9950138,COURT
931,10215377,SNOW GLOBE
932,10215377,SNOWGLOBE*
933,10215377,SNOW GLOBE*
934,10215377,SNOWGLOBE
935,10215377,SNOWMAN
936,10215377,SNOWFALL
937,10215377,SNOW
938,10215377,CHRISTMAS TREE
939,10215377,WINTER
940,10215377,CHRISTMAS
941,10215377,XMAS
942,10215377,WINTER HOLIDAYS
943,10212403,SO EVIL
944,10212403,EVIL
945,10212403,SO EVIL*
946,10224922,FAN
947,10224922,FANCY
948,10224922,FANCY*
949,10224922,LUXURY
950,20005040,ART
951,20005040,DRIPPING CLOCKS
952,20005040,TIRED
953,20005040,PERSISTENCE OF MEMORY
954,20005040,CLOCKS
955,20005040,DALI
956,20005040,PAINTING
957,20005040,TIME
958,20005040,BORED
959,20005040,ART HISTORY
960,20005040,SALVADOR DALI
961,20005040,DREAM
962,20005040,DREAMING
963,20005040,MEMORY
964,10235434,XOXO*
965,10235434,POLAROID
966,10235434,XOXO POLAROID
967,10235434,XOXO
968,10213619,UTAH
969,10213619,JAZZ
970,10213619,NBA
971,10219577,DRIVING
972,10219577,RED CAR
973,10219577,CAR
974,10219577,DRIVING WITH DOG
975,10219577,DRIVING WITH DOG*
976,10219577,DRIVE
977,10219577,DOG
978,20022113,YES
979,20022113,LEGIT
980,20022113,LEGIT*
981,20022113,LEGITIMATE
982,20022113,INDEED
983,20022113,GOOD
984,20022113,RIGHT ON
985,20022113,DECENT
986,20022113,NICE
987,9248485,YAY
988,9248485,AWESOME
989,9248485,BONUS*
990,9248485,GAMBLE
991,9248485,BONUS
992,9248485,JACKPOT
993,9248485,SUCCESS
994,9248485,GAMBLING
995,9248485,GREAT
996,9248485,SLOT MACHINES
997,9248485,WIN
998,9248485,VEGAS
999,9248485,SLOTS
1000,10230359,EDMONTON
1001,10230359,OILERS
1002,10230359,HOCKEY
1003,10230359,NHL
1004,10214512,BRIDE
1005,10214512,GROOM
1006,10214512,MARRIAGE
1007,10214512,WEDDING
1008,10214512,MARRIED
1009,10224404,IM OKAY
1010,10224404,HIPPO SQUASH
1011,10224404,ICECREAM
1012,10224404,HIPPO
1013,10224404,ICE CREAM
1014,20010726,HAPPY XMAS
1015,20010726,HAPPY CHRISTMAS*
1016,20010726,HOLIDAYS
1017,20010726,MERRY CHRISTMAS
1018,20010726,WINTER HOLIDAYS
1019,20010726,CHRISTMAS
1020,20010726,HAPPY CHRISTMAS
1021,10212148,I WOKE UP LIKE THIS
1022,10212148,I WOKE UP LIKE THIS*
1023,10212148,PILLOW
1024,10224667,MINNESOTA
1025,10224667,TIMBERWOLVES
1026,10224667,NBA
1027,20042696,CLOWN
1028,20042696,JOKER
1029,20042696,GOOFBALL
1030,20042696,GOOF
