entry_ID,isDataOnFS,receiver_data
1,1,B04D3DD6-E9A1-4434-8A21-C166A5427CD8
2,1,A78F4BBA-FEA7-4046-8215-0E9E9EDB5D90
3,0,"b'\n\n\n{\n ""resultCount"":0,\n ""results"": []\n}\n\n\n'"
4,0,"b'\n\n\n{\n ""resultCount"":0,\n ""results"": []\n}\n\n\n'"
5,0,"b'\n\n\n{\n ""resultCount"":0,\n ""results"": []\n}\n\n\n'"
6,0,"b'\n\n\n{\n ""resultCount"":0,\n ""results"": []\n}\n\n\n'"
7,1,B0E0C9A9-C5BE-4DB0-BA57-E01C03B5212C
8,1,170AF36D-3C25-43DA-97E8-F48A1BD87C33
