Z_ENT,Z_NAME,Z_SUPER,Z_MAX
1,Burner,0,2
2,BurnerConnection,0,0
3,Connection,0,8
4,Contact,0,4
5,ContactNote,0,0
6,ContactPhoneNumber,0,1
7,Filter,0,7
8,Forward,0,0
9,Message,0,10
10,MessageMarker,0,0
11,MessageThread,0,3
12,Product,0,13
13,Reminder,0,0
14,SetupGuideItem,0,0
15,Subscription,0,0
16,User,0,1
