Z_PK,Z_ENT,Z_OPT,ZCREATABLE,ZDISPLAYINDEX,ZDURATIONINDAYS,ZIDEALMAXPARTICIPANTS,ZIDEALMINPARTICIPANTS,ZISDEFLATED,ZLOCKED,ZMAXPARTICIPANTS,ZMINPARTICIPANTS,ZADVENTURESERIES,ZSTATISTICS,ZTYPEADVENTUREDATA,ZPROPOSEDSTARTTIME,ZICONURL,ZNAME,ZRULES,ZSERIESID,ZTEASER,ZTYPE,ZTYPEDESCRIPTION,ZCREATEOPTIONS,ZREQUIREDAPPFEATURES,ZTEAMWINNERSICONS,ZTUTORIALPAGES,ZTUTORIALSETTINGS
1,72,19,1,0,0,1,1,0,0.0,1,1,1.0,,5.0,,https://static0.fitbit.com/content/challenge/adventure/icons/nevada_falls_300.png,Vernal Falls,"WHO
Adventures are currently solo experiences for one person. 

WHAT
Adventure is a non-competitive challenge in which single players digitally walk along a path over several days with the intent of enjoying scenic landmarks, learning new facts about health and fitness, and reaching their Daily Destinations. Landmarks are important milestones along the path with embedded panoramic photos. Daily Destinations are based on your 7-day average step count and is updated daily throughout the adventure. You can track your progress by viewing the Map or reading the Journal. You can also expect to discover hidden items as they “walk” along the path.

HOW
The duration of the adventure is determined by the your daily destination and cumulative step count. It is not time-based, so you will complete the adventure at your own pace. Your Daily Destinations reflect your updated rolling 7-day step average. If you pass the Daily Destination every day, then your 7-day average will rise. The next day, you can expect a higher Daily Destination. However, if you don’t reach your Daily Destination, then the next day will reflect an adjusted step count goal to reach.

Use a Fitbit tracker or Fitbit MobileTrack to record your steps. Upon your final sync, your avatar will reach the finish flag and notify you of your completion.

You can turn off push notifications or quit the adventure at any time. Turn on All-Day Sync in order to get more accurate updates on your progress in the adventure.",YOSEMITE,Make your way down this trail to take in some epic waterfalls.,ADVENTURE:NEVADA_FALLS,Make your way down this trail to take in some epic waterfalls.,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x12\x1b\x1c\x1d\x1e""(,U$null\xd2\r\x0e\x0f\x11ZNS.objectsV$class\xa1\x10\x80\x02\x80\t\xd3\x13\r\x0e\x14\x17\x1aWNS.keys\xa2\x15\x16\x80\x03\x80\x04\xa2\x18\x19\x80\x05\x80\x06\x80\x08TnameTtime^Start Tomorrow\xd2\x1f\x0e !WNS.time#A\xc2""\xb6`\x00\x00\x00\x80\x07\xd2#$%&Z$classnameX$classesVNSDate\xa2%\'XNSObject\xd2#$)*_\x10\x13NSMutableDictionary\xa3)+\'\\NSDictionary\xd2#$-.^NSMutableArray\xa3-/\'WNSArray\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00}\x00\x7f\x00\x81\x00\x88\x00\x90\x00\x93\x00\x95\x00\x97\x00\x9a\x00\x9c\x00\x9e\x00\xa0\x00\xa5\x00\xaa\x00\xb9\x00\xbe\x00\xc6\x00\xcf\x00\xd1\x00\xd6\x00\xe1\x00\xea\x00\xf1\x00\xf4\x00\xfd\x01\x02\x01\x18\x01\x1c\x01)\x01.\x01=\x01A\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x000\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01I'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04]ADVENTURE_MAP_\x10\x15MESSAGE_LIST_NO_INPUT\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8d\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',,,
2,72,19,0,1,0,1,1,0,0.0,1,1,2.0,,6.0,,https://static0.fitbit.com/content/challenge/adventure/NYRR/gallery/nyrr_3miles_300.png,NYC 3.1 Miles,"WHO
Adventures are currently solo experiences for one person. 

WHAT
Adventure is a non-competitive challenge in which single players digitally walk along a path over several days with the intent of enjoying scenic landmarks, learning new facts about health and fitness, and reaching their Daily Destinations. Landmarks are important milestones along the path with embedded panoramic photos. Daily Destinations are based on your 7-day average step count and is updated daily throughout the adventure. You can track your progress by viewing the Map or reading the Journal. You can also expect to discover hidden items as they “walk” along the path.

HOW
The duration of the adventure is determined by the your daily destination and cumulative step count. It is not time-based, so you will complete the adventure at your own pace. Your Daily Destinations reflect your updated rolling 7-day step average. If you pass the Daily Destination every day, then your 7-day average will rise. The next day, you can expect a higher Daily Destination. However, if you don’t reach your Daily Destination, then the next day will reflect an adjusted step count goal to reach.

Use a Fitbit tracker or Fitbit MobileTrack to record your steps. Upon your final sync, your avatar will reach the finish flag and notify you of your completion.

You can turn off push notifications or quit the adventure at any time. Turn on All-Day Sync in order to get more accurate updates on your progress in the adventure.",NYRR,Step past iconic landmarks in the heart of NYC on the 3.1-mile route for the Abbott Dash to the Finish Line 5K.,ADVENTURE:NYRR_3MILES,Step past iconic landmarks in the heart of NYC on the 3.1-mile route for the Abbott Dash to the Finish Line 5K.,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x12\x1b\x1c\x1d\x1e""(,U$null\xd2\r\x0e\x0f\x11ZNS.objectsV$class\xa1\x10\x80\x02\x80\t\xd3\x13\r\x0e\x14\x17\x1aWNS.keys\xa2\x15\x16\x80\x03\x80\x04\xa2\x18\x19\x80\x05\x80\x06\x80\x08TnameTtime^Start Tomorrow\xd2\x1f\x0e !WNS.time#A\xc2""\xb6`\x00\x00\x00\x80\x07\xd2#$%&Z$classnameX$classesVNSDate\xa2%\'XNSObject\xd2#$)*_\x10\x13NSMutableDictionary\xa3)+\'\\NSDictionary\xd2#$-.^NSMutableArray\xa3-/\'WNSArray\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00}\x00\x7f\x00\x81\x00\x88\x00\x90\x00\x93\x00\x95\x00\x97\x00\x9a\x00\x9c\x00\x9e\x00\xa0\x00\xa5\x00\xaa\x00\xb9\x00\xbe\x00\xc6\x00\xcf\x00\xd1\x00\xd6\x00\xe1\x00\xea\x00\xf1\x00\xf4\x00\xfd\x01\x02\x01\x18\x01\x1c\x01)\x01.\x01=\x01A\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x000\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01I'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04]ADVENTURE_MAP_\x10\x15MESSAGE_LIST_NO_INPUT\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8d\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',,,
3,72,19,1,2,0,1,1,0,1.0,1,1,1.0,,8.0,,https://static0.fitbit.com/content/challenge/adventure/icons/locked_300.png,Valley Loop,"WHO
Adventures are currently solo experiences for one person. 

WHAT
Adventure is a non-competitive challenge in which single players digitally walk along a path over several days with the intent of enjoying scenic landmarks, learning new facts about health and fitness, and reaching their Daily Destinations. Landmarks are important milestones along the path with embedded panoramic photos. Daily Destinations are based on your 7-day average step count and is updated daily throughout the adventure. You can track your progress by viewing the Map or reading the Journal. You can also expect to discover hidden items as they “walk” along the path.

HOW
The duration of the adventure is determined by the your daily destination and cumulative step count. It is not time-based, so you will complete the adventure at your own pace. Your Daily Destinations reflect your updated rolling 7-day step average. If you pass the Daily Destination every day, then your 7-day average will rise. The next day, you can expect a higher Daily Destination. However, if you don’t reach your Daily Destination, then the next day will reflect an adjusted step count goal to reach.

Use a Fitbit tracker or Fitbit MobileTrack to record your steps. Upon your final sync, your avatar will reach the finish flag and notify you of your completion.

You can turn off push notifications or quit the adventure at any time. Turn on All-Day Sync in order to get more accurate updates on your progress in the adventure.",YOSEMITE,Discover the hidden beauty that lies between Yosemite’s mountains.,ADVENTURE:VALLEY_LOOP,Discover the hidden beauty that lies between Yosemite’s mountains.,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x12\x1b\x1c\x1d\x1e""(,U$null\xd2\r\x0e\x0f\x11ZNS.objectsV$class\xa1\x10\x80\x02\x80\t\xd3\x13\r\x0e\x14\x17\x1aWNS.keys\xa2\x15\x16\x80\x03\x80\x04\xa2\x18\x19\x80\x05\x80\x06\x80\x08TnameTtime^Start Tomorrow\xd2\x1f\x0e !WNS.time#A\xc2""\xb6`\x00\x00\x00\x80\x07\xd2#$%&Z$classnameX$classesVNSDate\xa2%\'XNSObject\xd2#$)*_\x10\x13NSMutableDictionary\xa3)+\'\\NSDictionary\xd2#$-.^NSMutableArray\xa3-/\'WNSArray\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00}\x00\x7f\x00\x81\x00\x88\x00\x90\x00\x93\x00\x95\x00\x97\x00\x9a\x00\x9c\x00\x9e\x00\xa0\x00\xa5\x00\xaa\x00\xb9\x00\xbe\x00\xc6\x00\xcf\x00\xd1\x00\xd6\x00\xe1\x00\xea\x00\xf1\x00\xf4\x00\xfd\x01\x02\x01\x18\x01\x1c\x01)\x01.\x01=\x01A\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x000\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01I'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04]ADVENTURE_MAP_\x10\x15MESSAGE_LIST_NO_INPUT\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8d\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',,,
4,72,19,1,3,0,1,1,0,1.0,1,1,1.0,,3.0,,https://static0.fitbit.com/content/challenge/adventure/icons/locked_300.png,Pohono Trail,"WHO
Adventures are currently solo experiences for one person. 

WHAT
Adventure is a non-competitive challenge in which single players digitally walk along a path over several days with the intent of enjoying scenic landmarks, learning new facts about health and fitness, and reaching their Daily Destinations. Landmarks are important milestones along the path with embedded panoramic photos. Daily Destinations are based on your 7-day average step count and is updated daily throughout the adventure. You can track your progress by viewing the Map or reading the Journal. You can also expect to discover hidden items as they “walk” along the path.

HOW
The duration of the adventure is determined by the your daily destination and cumulative step count. It is not time-based, so you will complete the adventure at your own pace. Your Daily Destinations reflect your updated rolling 7-day step average. If you pass the Daily Destination every day, then your 7-day average will rise. The next day, you can expect a higher Daily Destination. However, if you don’t reach your Daily Destination, then the next day will reflect an adjusted step count goal to reach.

Use a Fitbit tracker or Fitbit MobileTrack to record your steps. Upon your final sync, your avatar will reach the finish flag and notify you of your completion.

You can turn off push notifications or quit the adventure at any time. Turn on All-Day Sync in order to get more accurate updates on your progress in the adventure.",YOSEMITE,Trek across this path to pass some of the park’s most inspirational sights.,ADVENTURE:POHONO_TRAIL,Trek across this path to pass some of the park’s most inspirational sights.,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x12\x1b\x1c\x1d\x1e""(,U$null\xd2\r\x0e\x0f\x11ZNS.objectsV$class\xa1\x10\x80\x02\x80\t\xd3\x13\r\x0e\x14\x17\x1aWNS.keys\xa2\x15\x16\x80\x03\x80\x04\xa2\x18\x19\x80\x05\x80\x06\x80\x08TnameTtime^Start Tomorrow\xd2\x1f\x0e !WNS.time#A\xc2""\xb6`\x00\x00\x00\x80\x07\xd2#$%&Z$classnameX$classesVNSDate\xa2%\'XNSObject\xd2#$)*_\x10\x13NSMutableDictionary\xa3)+\'\\NSDictionary\xd2#$-.^NSMutableArray\xa3-/\'WNSArray\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00}\x00\x7f\x00\x81\x00\x88\x00\x90\x00\x93\x00\x95\x00\x97\x00\x9a\x00\x9c\x00\x9e\x00\xa0\x00\xa5\x00\xaa\x00\xb9\x00\xbe\x00\xc6\x00\xcf\x00\xd1\x00\xd6\x00\xe1\x00\xea\x00\xf1\x00\xf4\x00\xfd\x01\x02\x01\x18\x01\x1c\x01)\x01.\x01=\x01A\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x000\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01I'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04]ADVENTURE_MAP_\x10\x15MESSAGE_LIST_NO_INPUT\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8d\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',,,
5,72,19,0,4,0,1,1,0,1.0,1,1,2.0,,10.0,,https://static0.fitbit.com/content/challenge/adventure/icons/locked_300.png,NYC 10 Miles,"WHO
Adventures are currently solo experiences for one person. 

WHAT
Adventure is a non-competitive challenge in which single players digitally walk along a path over several days with the intent of enjoying scenic landmarks, learning new facts about health and fitness, and reaching their Daily Destinations. Landmarks are important milestones along the path with embedded panoramic photos. Daily Destinations are based on your 7-day average step count and is updated daily throughout the adventure. You can track your progress by viewing the Map or reading the Journal. You can also expect to discover hidden items as they “walk” along the path.

HOW
The duration of the adventure is determined by the your daily destination and cumulative step count. It is not time-based, so you will complete the adventure at your own pace. Your Daily Destinations reflect your updated rolling 7-day step average. If you pass the Daily Destination every day, then your 7-day average will rise. The next day, you can expect a higher Daily Destination. However, if you don’t reach your Daily Destination, then the next day will reflect an adjusted step count goal to reach.

Use a Fitbit tracker or Fitbit MobileTrack to record your steps. Upon your final sync, your avatar will reach the finish flag and notify you of your completion.

You can turn off push notifications or quit the adventure at any time. Turn on All-Day Sync in order to get more accurate updates on your progress in the adventure.",NYRR,"Step up to this partial marathon course challenge, from 1st Ave to the finish line.",ADVENTURE:NYRR_10MILES,"Step up to this partial marathon course challenge, from 1st Ave to the finish line.","b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x12\x1b\x1c\x1d\x1e""(,U$null\xd2\r\x0e\x0f\x11ZNS.objectsV$class\xa1\x10\x80\x02\x80\t\xd3\x13\r\x0e\x14\x17\x1aWNS.keys\xa2\x15\x16\x80\x03\x80\x04\xa2\x18\x19\x80\x05\x80\x06\x80\x08TnameTtime^Start Tomorrow\xd2\x1f\x0e !WNS.time#A\xc2""\xb6`\x00\x00\x00\x80\x07\xd2#$%&Z$classnameX$classesVNSDate\xa2%\'XNSObject\xd2#$)*_\x10\x13NSMutableDictionary\xa3)+\'\\NSDictionary\xd2#$-.^NSMutableArray\xa3-/\'WNSArray\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00}\x00\x7f\x00\x81\x00\x88\x00\x90\x00\x93\x00\x95\x00\x97\x00\x9a\x00\x9c\x00\x9e\x00\xa0\x00\xa5\x00\xaa\x00\xb9\x00\xbe\x00\xc6\x00\xcf\x00\xd1\x00\xd6\x00\xe1\x00\xea\x00\xf1\x00\xf4\x00\xfd\x01\x02\x01\x18\x01\x1c\x01)\x01.\x01=\x01A\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x000\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01I'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04]ADVENTURE_MAP_\x10\x15MESSAGE_LIST_NO_INPUT\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8d\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',,,
6,72,19,0,5,0,1,1,0,1.0,1,1,2.0,,9.0,,https://static0.fitbit.com/content/challenge/adventure/icons/locked_300.png,NYC 26.2 Miles,"WHO
Adventures are currently solo experiences for one person. 

WHAT
Adventure is a non-competitive challenge in which single players digitally walk along a path over several days with the intent of enjoying scenic landmarks, learning new facts about health and fitness, and reaching their Daily Destinations. Landmarks are important milestones along the path with embedded panoramic photos. Daily Destinations are based on your 7-day average step count and is updated daily throughout the adventure. You can track your progress by viewing the Map or reading the Journal. You can also expect to discover hidden items as they “walk” along the path.

HOW
The duration of the adventure is determined by the your daily destination and cumulative step count. It is not time-based, so you will complete the adventure at your own pace. Your Daily Destinations reflect your updated rolling 7-day step average. If you pass the Daily Destination every day, then your 7-day average will rise. The next day, you can expect a higher Daily Destination. However, if you don’t reach your Daily Destination, then the next day will reflect an adjusted step count goal to reach.

Use a Fitbit tracker or Fitbit MobileTrack to record your steps. Upon your final sync, your avatar will reach the finish flag and notify you of your completion.

You can turn off push notifications or quit the adventure at any time. Turn on All-Day Sync in order to get more accurate updates on your progress in the adventure.",NYRR,Go the full distance of the official TCS New York City Marathon course.,ADVENTURE:NYRR_26MILES,Go the full distance of the official TCS New York City Marathon course.,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x12\x1b\x1c\x1d\x1e""(,U$null\xd2\r\x0e\x0f\x11ZNS.objectsV$class\xa1\x10\x80\x02\x80\t\xd3\x13\r\x0e\x14\x17\x1aWNS.keys\xa2\x15\x16\x80\x03\x80\x04\xa2\x18\x19\x80\x05\x80\x06\x80\x08TnameTtime^Start Tomorrow\xd2\x1f\x0e !WNS.time#A\xc2""\xb6`\x00\x00\x00\x80\x07\xd2#$%&Z$classnameX$classesVNSDate\xa2%\'XNSObject\xd2#$)*_\x10\x13NSMutableDictionary\xa3)+\'\\NSDictionary\xd2#$-.^NSMutableArray\xa3-/\'WNSArray\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00}\x00\x7f\x00\x81\x00\x88\x00\x90\x00\x93\x00\x95\x00\x97\x00\x9a\x00\x9c\x00\x9e\x00\xa0\x00\xa5\x00\xaa\x00\xb9\x00\xbe\x00\xc6\x00\xcf\x00\xd1\x00\xd6\x00\xe1\x00\xea\x00\xf1\x00\xf4\x00\xfd\x01\x02\x01\x18\x01\x1c\x01)\x01.\x01=\x01A\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x000\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01I'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa5\x0b\x0c\x13\x14\x15U$null\xd2\r\x0e\x0f\x12ZNS.objectsV$class\xa2\x10\x11\x80\x02\x80\x03\x80\x04]ADVENTURE_MAP_\x10\x15MESSAGE_LIST_NO_INPUT\xd2\x16\x17\x18\x19Z$classnameX$classesWNSArray\xa2\x18\x1aXNSObject\x08\x11\x1a$)27ILQSY_dovy{}\x7f\x8d\xa5\xaa\xb5\xbe\xc6\xc9\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1b\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xd2',,,
7,72,19,1,6,0,30,2,0,0.0,30,1,3.0,,2.0,,https://static0.fitbit.com/content/challenge/adventure/icons/valley_loop_300.png,Valley Loop,"WHAT
A Fitbit Adventure Race is a competitive challenge in which you digitally race along a path over several days with the intent of reaching the finish line before other players. Along they way, you can chat with your competition and enjoy scenic landmarks. Landmarks contain embedded panoramic photos which unlock when you pass them. You can track your progress in relation to others by viewing the Map. Send messages and stay updated on race events in the Journal.

HOW
Invite multiple friends to a Fitbit Adventure Race or accept an existing invitation to get started. Once the invite is sent and accepted, the Fitbit Adventure Race is queued to start the next day at 12:00am of the creator's local time. The race closes 24 hours after the first person crosses the finish line. All players will receive a notification that the race has begun and will be notified when a player has won first place. Once a player claims first place, a podium will appear on your Map to indicate who won first, second and third places. Tap on the podium to see a leaderboard of all finishers.

Finish times are based on when each player has synced their steps into the Adventure Race. Turn on All-Day Sync in order to get more accurate updates on your progress in the adventure, and check your app often to force more syncs in between automated All-Day Syncs. 

Use a Fitbit tracker or Fitbit MobileTrack to record your steps. Upon your final sync, your avatar will reach the finish flag and notify you of your completion. You will then see a summary of your race results and a finisher’s leaderboard. You can turn off push notifications or quit the Adventure Race at any time. 

WHO
Fitbit Adventure Races were designed for 2-30 participants. However, if no invitees accept the creator’s invitation within 24 hours after the adventure starts, it will still begin at 12:00am the next day. In this case, we encourage the creator to send a new invite since the experience is more enjoyable with multiple people.",SOCIAL_YOSEMITE,Take the lead in this epic hike between Yosemite's mountains.,SOCIAL_ADVENTURE:VALLEY_LOOP,Take the lead in this epic hike between Yosemite's mountains.,"b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xaa\x0b\x0c\x12\x1b\x1c\x1d\x1e""(,U$null\xd2\r\x0e\x0f\x11ZNS.objectsV$class\xa1\x10\x80\x02\x80\t\xd3\x13\r\x0e\x14\x17\x1aWNS.keys\xa2\x15\x16\x80\x03\x80\x04\xa2\x18\x19\x80\x05\x80\x06\x80\x08TnameTtime^Start Tomorrow\xd2\x1f\x0e !WNS.time#A\xc2""\xb6`\x00\x00\x00\x80\x07\xd2#$%&Z$classnameX$classesVNSDate\xa2%\'XNSObject\xd2#$)*_\x10\x13NSMutableDictionary\xa3)+\'\\NSDictionary\xd2#$-.^NSMutableArray\xa3-/\'WNSArray\x00\x08\x00\x11\x00\x1a\x00$\x00)\x002\x007\x00I\x00L\x00Q\x00S\x00^\x00d\x00i\x00t\x00{\x00}\x00\x7f\x00\x81\x00\x88\x00\x90\x00\x93\x00\x95\x00\x97\x00\x9a\x00\x9c\x00\x9e\x00\xa0\x00\xa5\x00\xaa\x00\xb9\x00\xbe\x00\xc6\x00\xcf\x00\xd1\x00\xd6\x00\xe1\x00\xea\x00\xf1\x00\xf4\x00\xfd\x01\x02\x01\x18\x01\x1c\x01)\x01.\x01=\x01A\x00\x00\x00\x00\x00\x00\x02\x01\x00\x00\x00\x00\x00\x00\x000\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01I'",b'bplist00\xd4\x01\x02\x03\x04\x05\x06\x07\nX$versionY$archiverT$topX$objects\x12\x00\x01\x86\xa0_\x10\x0fNSKeyedArchiver\xd1\x08\tTroot\x80\x01\xa6\x0b\x0c\x14\x15\x16\x17U$null\xd2\r\x0e\x0f\x13ZNS.objectsV$class\xa3\x10\x11\x12\x80\x02\x80\x03\x80\x04\x80\x05]ADVENTURE_MAP\\MESSAGE_LIST_\x10\x13INVITABLE_CHALLENGE\xd2\x18\x19\x1a\x1bZ$classnameX$classesWNSArray\xa2\x1a\x1cXNSObject\x08\x11\x1a$)27ILQSZ`epw{}\x7f\x81\x83\x91\x9e\xb4\xb9\xc4\xcd\xd5\xd8\x00\x00\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x1d\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xe1',,,
