name,lifetime_count,current_bundle_count,last_fire_timestamp,current_session_count,last_sampled_complex_event_id,last_bundled_timestamp,last_exempt_from_sampling,last_bundled_day,last_sampling_rate
_f,1,1,1585930810.9501839,0,,0.0,0,0,1
device_paired,1,1,1585931013.6613069,0,,0.0,0,0,1
premium_product_page_viewed,2,2,1586015285.511878,0,,0.0,0,0,1
_vs,248,248,1586783479.140369,0,,0.0,0,0,1
_e,244,244,1586783492.9048219,0,,0.0,0,0,1
_ab,34,34,1586783492.905993,0,,0.0,0,0,1
_ou,1,1,1586805553.495407,0,,0.0,0,0,1
_s,29,29,1587052414.6850939,1,,0.0,0,0,1
