mcc,mnc,arfcn
620,3,10662
620,3,10737
620,3,10762
620,7,10687
620,7,10712
621,20,10712
621,20,10737
621,30,10562
621,30,10587
621,30,3063
621,50,10613
621,50,10638
621,60,10662
621,60,10687
622,1,10562
622,1,10587
622,1,3013
622,3,10637
622,3,10662
622,3,3061
623,1,10668
623,1,10693
623,1,2937
623,2,10562
623,2,10587
623,3,10616
623,3,10641
623,3,3022
624,1,10787
624,1,10812
624,1,10837
624,1,3001
624,2,10712
624,2,10737
624,2,10762
624,2,3074
624,4,10638
624,4,10663
624,5,2962
625,1,10712
625,1,10737
625,1,10762
625,2,10637
625,2,10662
625,2,10687
626,1,10637
626,1,10662
626,1,10687
626,1,2962
626,2,10713
626,2,10738
626,2,3087
627,1,10712
627,1,10737
627,1,3046
627,3,3072
627,3,4358
628,1,10712
628,1,10737
628,1,10762
628,1,3085
628,3,10637
628,3,10662
628,3,10687
628,3,2995
629,1,10637
629,1,10662
629,1,3049
629,10,10787
629,10,10812
629,10,10837
629,10,2938
630,1,10712
630,1,10737
630,1,3022
630,2,10662
630,2,10687
630,86,10563
630,86,10588
630,86,10613
630,86,10638
630,86,3088
630,89,10588
630,89,10613
630,90,10762
630,90,10787
631,2,10562
631,2,10587
631,2,10612
631,2,10637
631,2,3087
631,4,10763
631,4,10788
631,4,10813
631,4,10838
631,4,2988
632,2,10637
632,2,10662
632,2,2938
632,2,2960
632,2,2962
632,3,10562
632,3,10587
632,3,10612
633,1,10690
633,1,10715
633,1,10740
633,10,10562
633,10,10588
633,10,3050
634,1,10687
634,1,10712
634,1,10737
634,1,3037
634,2,10563
634,2,10588
634,2,10613
634,2,3014
634,7,10763
634,7,10788
634,7,10813
634,7,10838
635,10,10662
635,10,10712
635,10,10737
635,10,10762
635,10,2962
635,13,10562
635,13,10587
635,13,3037
635,14,10562
635,14,10587
635,14,10612
635,14,10637
635,14,3037
636,1,10562
636,1,10587
636,1,10612
636,1,10637
636,1,10663
636,1,10688
636,1,3050
637,1,10562
637,1,10587
637,1,10612
637,1,10637
637,1,10812
637,1,10837
637,1,2937
637,20,10562
637,20,10587
637,20,10612
637,20,10637
637,20,10762
637,20,10787
637,30,10712
637,30,10737
637,30,10762
637,30,10787
637,30,10812
637,30,10837
637,50,10562
637,50,10587
637,50,10612
637,50,10637
637,50,10762
637,50,10787
637,71,10562
637,71,10587
637,71,10662
637,71,10690
637,82,10663
637,82,10688
638,1,10688
638,1,10713
638,1,3000
639,2,10562
639,2,10587
639,2,2949
639,2,2971
639,3,10612
639,3,10637
639,3,3087
639,7,10787
639,7,10812
639,7,3037
639,7,3038
640,2,10613
640,2,10638
640,2,10662
640,2,10687
640,2,3013
640,3,10613
640,3,10638
640,3,10662
640,3,10687
640,3,2988
640,4,10714
640,4,10739
640,4,10764
640,4,2962
640,4,3075
640,5,10812
640,5,10837
640,5,3038
640,5,3039
640,7,10787
640,9,10562
640,9,10587
641,1,10612
641,1,10637
641,1,10762
641,1,10787
641,1,2963
641,10,10712
641,10,10737
641,10,10837
641,10,3078
641,14,10562
641,14,10587
641,14,2938
641,18,10662
642,3,10637
642,3,10662
642,7,10562
642,7,10587
642,7,10612
642,8,10712
642,8,10737
642,8,10762
642,8,10787
642,82,10687
642,82,10812
642,82,10837
643,1,10812
643,1,10837
643,3,10638
643,3,10663
643,3,10688
643,4,10612
643,4,10712
643,4,10737
643,4,10762
645,1,10760
645,1,10762
645,1,10787
645,1,10802
645,1,10812
645,1,10837
645,1,2960
645,1,2962
645,2,10662
645,2,10687
645,2,10712
645,2,10737
645,2,3037
645,3,10562
645,3,10587
646,1,10662
646,1,10687
646,1,3079
646,2,10712
646,2,10737
646,2,3036
646,4,10562
646,4,10587
646,4,10612
646,4,2986
646,5,10787
647,0,10663
647,0,10688
647,0,3001
647,0,3011
647,0,3019
647,0,3022
647,10,10787
647,10,10811
647,10,3087
647,2,10589
647,2,10737
647,2,2955
647,2,2987
647,3,10737
647,3,2955
648,1,10662
648,1,10687
648,1,2998
648,3,10612
648,3,10637
648,4,10562
648,4,10587
648,4,3087
648,4,3088
649,1,10562
649,1,10587
649,1,10612
649,1,10637
649,1,2937
649,1,3027
649,3,3088
650,1,10638
650,1,10663
650,1,10688
650,1,3073
650,10,10713
650,10,10738
650,10,3017
651,1,10562
651,1,10587
651,1,10612
651,1,10637
651,1,2938
651,1,2962
651,2,10663
651,2,10688
651,2,10713
651,2,3086
651,2,3088
652,1,10787
652,1,10812
652,1,10837
652,1,2991
652,2,10638
652,2,10663
652,2,10688
652,4,10737
652,4,10762
653,10,10587
653,10,10612
653,10,10637
653,10,3051
653,2,2937
653,2,2962
654,1,10775
654,1,10800
654,1,2964
654,1,2989
654,2,10562
654,2,2937
655,1,10562
655,1,10587
655,1,10612
655,1,2985
655,1,2986
655,1,2988
655,1,3006
655,10,10712
655,10,10737
655,10,10762
655,10,3066
655,10,3087
655,10,3088
655,2,10813
655,2,10838
655,5,10562
655,5,10587
655,5,10612
655,5,2985
655,5,2988
655,7,10637
655,7,10638
655,7,10662
655,7,10687
655,7,10712
655,7,10737
655,7,2937
655,7,2958
655,7,2962
655,7,3088
657,1,10662
659,2,10563
659,2,10588
659,2,10613
659,2,2937
659,6,10687
659,6,10712
659,6,10737
702,67,1062
702,67,612
702,67,637
702,69,4357
704,1,9663
704,1,9684
704,1,9705
704,2,4363
704,2,4384
704,3,9663
704,3,9684
704,3,9705
706,1,9767
706,1,9788
706,1,9809
706,2,3029
706,2,3054
706,3,4387
706,3,487
706,3,587
706,4,1062
706,4,1087
706,4,637
708,1,512
708,1,537
708,1,562
708,1,587
708,2,4357
708,2,4378
708,2,4400
710,21,412
710,21,437
710,21,4413
710,21,462
710,21,637
710,21,662
710,21,687
710,300,4357
710,300,4382
710,300,587
710,300,612
712,1,10613
712,1,10637
712,1,4358
712,1,4383
712,1,4406
712,3,10662
712,3,10687
712,3,10712
712,4,10813
712,4,10837
712,4,4457
714,1,4413
714,1,4438
714,1,687
714,20,4358
714,20,4383
714,20,9863
714,20,9888
714,3,537
714,3,562
714,3,587
714,3,9818
714,3,9839
714,4,412
714,4,9712
716,10,1062
716,10,1087
716,10,9664
716,15,3085
716,15,3088
716,15,9898
716,15,9918
716,15,9938
716,17,487
716,17,587
716,17,612
716,17,9841
716,17,9862
716,6,4362
716,6,4387
716,6,9768
716,6,9793
722,310,1062
722,310,1087
722,310,512
722,310,537
722,310,637
722,310,662
722,310,9691
722,310,9714
722,34,3062
722,34,4358
722,34,4363
722,34,4379
722,34,4382
722,34,4384
722,34,9788
722,34,9813
722,34,9834
722,34,9868
722,34,9889
722,34,9912
722,34,9937
722,7,1007
722,7,1037
722,7,1062
722,7,1087
722,7,4358
722,7,4363
722,7,437
722,7,4382
722,7,4387
722,7,462
722,7,487
722,7,9676
722,7,9700
722,7,9938
724,10,10713
724,10,10787
724,10,10808
724,10,10811
724,10,10832
724,10,4358
724,10,4379
724,11,10587
724,11,10612
724,11,10638
724,11,10662
724,11,10713
724,11,10787
724,11,10808
724,11,10811
724,11,10812
724,11,10832
724,11,4358
724,11,4360
724,11,4379
724,11,4385
724,11,4413
724,11,4414
724,11,4436
724,15,4384
724,16,10562
724,16,10587
724,16,10612
724,16,10687
724,16,10712
724,19,10638
724,19,10662
724,19,4360
724,19,4385
724,2,10563
724,2,10588
724,2,10612
724,2,10638
724,2,10662
724,2,4360
724,2,4362
724,2,4379
724,2,4383
724,2,4385
724,2,4413
724,2,4437
724,23,10713
724,23,10787
724,23,10811
724,23,10832
724,23,4360
724,23,4385
724,28,10587
724,28,10612
724,28,4436
724,3,10612
724,3,10638
724,3,10662
724,3,10738
724,3,10762
724,3,3088
724,31,10563
724,31,10588
724,31,10613
724,31,10738
724,31,10763
724,32,10637
724,32,10663
724,32,4359
724,32,4386
724,33,10737
724,33,10763
724,33,4359
724,33,4386
724,34,10637
724,34,10663
724,34,10687
724,34,10713
724,34,4359
724,34,4362
724,34,4384
724,34,4386
724,39,10688
724,39,10713
724,4,10625
724,4,10638
724,4,10662
724,4,10738
724,4,10762
724,4,4358
724,4,4363
724,4,4382
724,4,4387
724,5,10563
724,5,10587
724,5,10588
724,5,10612
724,5,10613
724,5,10638
724,5,10639
724,5,10662
724,5,10663
724,5,10713
724,5,10738
724,5,10739
724,5,10762
724,5,10763
724,5,10787
724,5,10811
724,5,10812
724,5,10832
724,5,10838
724,5,4359
724,5,4379
724,5,4384
724,5,4414
724,5,4436
724,5,4437
724,5,4438
724,6,10587
724,6,10612
724,6,1062
724,6,10687
724,6,10713
724,6,10787
724,6,10811
724,6,10812
724,6,10832
724,6,10835
724,6,10837
724,6,1087
724,6,4357
724,6,4358
724,6,4364
724,6,4379
724,6,4389
724,6,4411
724,6,4414
724,6,4418
724,6,4432
724,6,4436
724,6,4439
730,1,3048
730,1,3073
730,1,412
730,1,437
730,1,662
730,1,687
730,2,4358
730,2,4379
730,2,4383
730,2,587
730,2,612
730,2,9736
730,21,3048
730,21,3073
730,23,3048
730,23,3073
730,23,412
730,23,437
730,3,4414
730,3,4437
730,3,9768
730,3,9791
730,3,9814
730,8,1537
730,9,1613
730,9,1638
732,101,4364
732,101,4387
732,101,9685
732,101,9712
732,103,637
732,103,662
732,103,687
732,103,9825
732,103,9863
732,103,9888
732,123,4420
732,123,4443
732,123,4444
732,123,9749
732,123,9751
732,123,9772
732,123,9774
732,123,9800
732,2,3063
732,2,3069
732,2,3078
734,2,3052
734,2,3053
734,2,3073
734,2,3077
734,2,3078
734,4,1012
734,4,1037
734,4,487
734,4,512
734,4,537
734,4,562
734,4,587
734,4,612
734,4,9796
734,6,9887
734,6,9912
734,6,9937
736,1,9788
736,1,9812
736,1,9813
736,1,9843
736,1,9864
736,1,9885
736,2,412
736,2,437
736,2,4413
736,2,4438
736,2,462
736,3,4357
736,3,4382
736,3,4383
736,3,4387
736,3,662
736,3,687
738,1,4408
738,1,4433
738,1,9912
738,1,9937
738,2,4358
738,2,4383
740,0,4412
740,0,4436
740,0,462
740,0,487
740,0,512
740,0,537
740,1,4366
740,1,4387
740,1,587
740,1,612
740,2,637
740,2,662
740,2,687
744,1,3087
744,1,9812
744,1,9837
744,2,462
744,2,612
744,2,9663
744,2,9688
744,4,4363
744,4,4388
744,4,9888
744,4,9913
744,4,9937
744,5,1062
744,5,1087
744,5,537
744,5,562
746,2,10762
746,2,10787
746,2,10813
746,2,3016
746,3,4382
746,3,4407
748,1,1007
748,1,1032
748,1,10563
748,1,10588
748,1,4380
748,10,637
748,10,662
748,10,687
748,7,4412
748,7,4437
748,7,9713
748,7,9738
748,7,9788
748,7,9813
748,7,9838
901,12,10775
901,12,10800
901,12,10825
901,12,9750
901,18,462
901,18,687
901,18,9695
901,27,10836
901,46,10737
