ID,timestamp,checkpoint,decisionMaker,decisionTime,durationPrediction,engagementModelVersion,engagementProbability,modelVersion,status,timeTillTopOff
1963,1586892166.6292763,0,,0,-10,3.0,-100,3.0,1,9904
1964,1586893600.3732042,0,,0,-10,3.0,-100,3.0,1,10024
1965,1586894604.8001611,0,,0,-10,3.0,-100,3.0,1,10084
1966,1586895321.6113663,0,,0,-10,3.0,-100,3.0,1,10084
1967,1586897492.621144,0,,0,-10,3.0,-100,3.0,1,10264
1968,1586898353.5986822,0,,0,-10,3.0,-100,3.0,1,10324
1969,1586899684.8094873,0,,0,-10,3.0,-100,3.0,1,10384
1970,1586899910.092565,0,,0,-10,3.0,-100,3.0,1,10384
1971,1586900114.895296,0,,0,-10,3.0,-100,3.0,1,10384
1972,1586900299.2373662,0,,0,-10,3.0,-100,3.0,1,10444
1973,1586900606.423843,0,,0,-10,3.0,-100,3.0,1,10504
1974,1586900647.4046292,0,,0,-10,3.0,-100,3.0,1,10564
1975,1586900975.0900962,0,,0,-10,3.0,-100,3.0,1,10564
1976,1586901261.8532882,0,,0,-10,3.0,-100,3.0,1,10624
1977,1586901384.86825,0,,0,-10,3.0,-100,3.0,1,10624
1978,1586901774.137376,0,,0,-10,3.0,-100,3.0,1,10684
1979,1586901795.262751,0,,0,-10,3.0,-100,3.0,1,10684
1980,1586903495.414897,0,,0,-10,3.0,-100,3.0,1,10744
1981,1586903754.6295023,0,,0,-10,3.0,-100,3.0,1,10744
1982,1586904129.030416,0,,0,-10,3.0,-100,3.0,1,10744
1983,1586904149.4963722,0,,0,-10,3.0,-100,3.0,1,10744
1984,1586904272.359108,0,,0,-10,3.0,-100,3.0,1,10744
1985,1586904886.680222,0,,0,-10,3.0,-100,3.0,1,10744
1986,1586904907.164699,0,,0,-10,3.0,-100,3.0,1,10744
1987,1586904948.105596,0,,0,-10,3.0,-100,3.0,1,10744
1988,1586904968.5817711,0,,0,-10,3.0,-100,3.0,1,10744
1989,1586905019.9131851,0,,0,-10,3.0,-100,3.0,1,10744
1990,1586905020.379503,0,,0,-10,3.0,-100,3.0,1,10744
1991,1586905040.933002,0,,0,-10,3.0,-100,3.0,1,10684
1992,1586905081.903727,0,,0,-10,3.0,-100,3.0,1,10744
1993,1586905143.495862,0,,0,-10,3.0,-100,3.0,1,10744
1994,1586905246.1074643,0,,0,-10,3.0,-100,3.0,1,10624
1995,1586905348.8585272,0,,0,-10,3.0,-100,3.0,1,10504
1996,1586905369.357933,0,,0,-10,3.0,-100,3.0,1,10504
1997,1586905430.9842052,0,,0,-10,3.0,-100,3.0,1,10384
1998,1586905492.715898,0,,0,-10,3.0,-100,3.0,1,10324
1999,1586905554.471168,0,,0,-10,3.0,-100,3.0,1,10264
2000,1586905637.6585383,0,,0,-10,3.0,-100,3.0,1,10144
2001,1586905720.017336,0,,0,-10,3.0,-100,3.0,1,10024
2002,1586905843.539339,0,,0,-10,3.0,-100,3.0,1,9904
2003,1586905946.3494782,0,,0,-10,3.0,-100,3.0,1,9724
2004,1586906131.1014953,0,,0,-10,3.0,-100,3.0,1,9544
2005,1586906213.1763873,0,,0,-10,3.0,-100,3.0,1,9484
2006,1586906233.7767792,0,,0,-10,3.0,-100,3.0,1,9424
2007,1586906603.213809,0,,0,-10,3.0,-100,3.0,1,9064
2008,1586906726.3736253,0,,0,-10,3.0,-100,3.0,1,8944
2009,1586906808.455153,0,,0,-10,3.0,-100,3.0,1,8884
2010,1586906849.4731412,0,,0,-10,3.0,-100,3.0,1,8824
2011,1586907239.4251733,0,,0,-10,3.0,-100,3.0,1,8464
2012,1586907526.669671,0,,0,-10,3.0,-100,3.0,1,8284
2013,1586907547.2887871,0,,0,-10,3.0,-100,3.0,1,8224
2014,1586907776.5579712,0,,0,-10,3.0,-100,3.0,1,8044
2015,1586907776.5794911,0,,0,-10,3.0,-100,3.0,1,8044
2016,1586907798.0829654,0,,0,-10,3.0,-100,3.0,1,8044
2017,1586907859.5291,0,,0,-10,3.0,-100,3.0,1,8044
2018,1586907900.447608,0,,0,-10,3.0,-100,3.0,1,8044
2019,1586908043.7624502,0,,0,-10,3.0,-100,3.0,1,8044
2020,1586908248.538772,0,,0,-10,3.0,-100,3.0,1,8044
2021,1586908360.941001,0,,0,-10,3.0,-100,3.0,1,8224
2022,1586908517.1290832,0,,0,-10,3.0,-100,3.0,1,8224
2023,1586908517.6120262,0,,0,-10,3.0,-100,3.0,1,8224
2024,1586908538.1490142,0,,0,-10,3.0,-100,3.0,1,8164
2025,1586908558.6381493,0,,0,-10,3.0,-100,3.0,1,8104
2026,1586908599.7295902,0,,0,-10,3.0,-100,3.0,1,7984
2027,1586908620.2283142,0,,0,-10,3.0,-100,3.0,1,7924
2028,1586908661.196032,0,,0,-10,3.0,-100,3.0,1,7864
2029,1586908763.914062,0,,0,-10,3.0,-100,3.0,1,7744
2030,1586908928.625555,0,,0,-10,3.0,-100,3.0,1,7684
2031,1586908969.775983,0,,0,-10,3.0,-100,3.0,1,7624
2032,1586909134.032072,0,,0,-10,3.0,-100,3.0,1,7288
2033,1586909154.544087,0,,0,-10,3.0,-100,3.0,1,7288
2034,1586909278.528088,0,,0,-10,3.0,-100,3.0,1,6615
2035,1586909442.816761,0,,1226905730,-1000010,3.0,40,3.0,1,6279
2036,1586909463.2492423,0,,1226905730,-1000010,3.0,40,3.0,1,5943
2037,1586909545.280713,0,,1226905730,-1000010,3.0,40,3.0,1,5943
2038,1586909556.597611,0,,0,-1000010,3.0,40,3.0,1,5943
2039,1586909577.962403,0,,0,-10,3.0,-100,3.0,1,5943
2040,1586909639.3835382,0,,0,-10,3.0,-100,3.0,1,5943
2041,1586909782.748991,0,,0,-10,3.0,-100,3.0,1,5943
2042,1586910028.5059133,0,,0,-10,3.0,-100,3.0,1,5943
2043,1586910520.0191782,0,,0,-10,3.0,-100,3.0,1,5943
2044,1586911237.0951672,0,,0,-10,3.0,-100,3.0,1,6279
2045,1586911257.3916461,0,,0,-10,3.0,-100,3.0,1,6615
2046,1586911359.723949,0,,0,-10,3.0,-100,3.0,1,6615
2047,1586911380.2597861,0,,0,-10,3.0,-100,3.0,1,6951
2048,1586911441.713588,0,,0,-10,3.0,-100,3.0,1,6951
2049,1586911503.179213,0,,0,-10,3.0,-100,3.0,1,6951
2050,1586911789.846944,0,,0,-10,3.0,-100,3.0,1,6951
2051,1586911953.7606223,0,,0,-10,3.0,-100,3.0,1,7288
2052,1586912097.156115,0,,0,-10,3.0,-100,3.0,1,7624
2053,1586912301.912099,0,,0,-10,3.0,-100,3.0,1,7624
2054,1586912322.4488482,0,,0,-10,3.0,-100,3.0,1,7684
2055,1586912445.494574,0,,0,-10,3.0,-100,3.0,1,7804
2056,1586912465.944491,0,,0,-10,3.0,-100,3.0,1,7804
2057,1586912773.0903141,0,,0,-10,3.0,-100,3.0,1,7804
2058,1586912814.0314412,0,,0,-10,3.0,-100,3.0,1,7804
2059,1586912875.448463,0,,0,-10,3.0,-100,3.0,1,7804
2060,1586913039.9868832,0,,0,-10,3.0,-100,3.0,1,7804
2061,1586913572.444983,0,,0,-10,3.0,-100,3.0,1,7804
2062,1586913715.836055,0,,0,-10,3.0,-100,3.0,1,7924
2063,1586913786.2371001,0,,0,-10,3.0,-100,3.0,1,7924
2064,1586913786.7403579,0,,0,-10,3.0,-100,3.0,1,7924
2065,1586913786.769403,0,,0,-10,3.0,-100,3.0,1,7924
2066,1586913807.0324583,0,,0,-10,3.0,-100,3.0,1,7924
2067,1586913873.2973022,0,,0,-10,3.0,-100,3.0,1,7924
2068,1586914184.705238,0,,0,-10,3.0,-100,3.0,1,7804
2069,1586914400.8976393,0,,0,-10,3.0,-100,3.0,1,7624
2070,1586914421.6696541,0,,0,-10,3.0,-100,3.0,1,7624
2071,1586914796.357947,2,,1586938714,66,3.0,90,3.0,1,6090
2072,1586914796.4368873,2,,1586938714,66,3.0,90,3.0,1,6090
2073,1586914832.0363002,2,,1586938714,66,3.0,90,3.0,1,6090
2074,1586915035.1450772,2,,1586938714,66,3.0,90,3.0,1,6090
2075,1586915401.1581962,2,,1586938714,66,3.0,90,3.0,1,6090
2076,1586915585.231791,2,,1586938714,66,3.0,90,3.0,1,6090
2077,1586916208.883999,2,,1586938714,66,3.0,90,3.0,1,6090
2078,1586916941.891398,2,,1586938714,66,3.0,90,3.0,1,6090
2079,1586917361.968564,2,,1586938714,66,3.0,90,3.0,1,6090
2080,1586917740.854463,2,,1586938714,66,3.0,90,3.0,1,6090
2081,1586918109.077898,2,,1586938714,66,3.0,90,3.0,1,6090
2082,1586918445.9661403,2,,1586938714,66,3.0,90,3.0,1,5766
2083,1586918507.5376792,2,,1586938714,66,3.0,90,3.0,1,5766
2084,1586918528.0569172,2,,1586938714,66,3.0,90,3.0,1,5766
2085,1586918569.0774832,2,,1586938714,66,3.0,90,3.0,1,5766
2086,1586918589.692363,2,,1586938714,66,3.0,90,3.0,1,5766
2087,1586918630.8405461,2,,1586938714,66,3.0,90,3.0,1,5442
2088,1586918671.9317472,2,,1586938714,66,3.0,90,3.0,1,5117
2089,1586918692.565805,2,,1586938714,66,3.0,90,3.0,1,5117
2090,1586918713.201769,2,,1586938714,66,3.0,90,3.0,1,5117
2091,1586918733.8222232,2,,1586938714,66,3.0,90,3.0,1,5117
2092,1586918754.3579483,2,,1586938714,66,3.0,90,3.0,1,5117
2093,1586918774.7848701,2,,1586938714,66,3.0,90,3.0,1,5117
2094,1586918815.969347,2,,1586938714,66,3.0,90,3.0,1,5117
2095,1586919174.1351643,2,,1586938714,66,3.0,90,3.0,1,5117
2096,1586919534.1944342,2,,1586938714,66,3.0,90,3.0,1,5117
2097,1586919762.336215,2,,1586938714,66,3.0,90,3.0,1,5117
2098,1586920144.109014,2,,1586938714,66,3.0,90,3.0,1,5117
2099,1586920496.099375,2,,1586938714,66,3.0,90,3.0,1,5117
2100,1586920965.144052,2,,1586938714,66,3.0,90,3.0,1,5117
2101,1586921521.2143152,2,,1586938714,66,3.0,90,3.0,1,5442
2102,1586922318.8588393,2,,1586938714,66,3.0,90,3.0,1,5442
2103,1586922737.086436,2,,1586938714,66,3.0,90,3.0,1,5442
2104,1586923587.820979,2,,1586938714,66,3.0,90,3.0,1,5442
2105,1586924418.8531003,2,,1586938714,66,3.0,90,3.0,1,5442
2106,1586925140.8541873,2,,1586938714,66,3.0,90,3.0,1,5442
2107,1586925771.1327882,2,,1586938714,66,3.0,90,3.0,1,5442
2108,1586926644.8687441,2,,1586938714,66,3.0,90,3.0,1,5442
2109,1586927521.814587,2,,1586938714,66,3.0,90,3.0,1,5442
2110,1586928406.8708453,2,,1586938714,66,3.0,90,3.0,1,5442
2111,1586929204.8663871,2,,1586938714,66,3.0,90,3.0,1,5442
2112,1586929984.6733592,2,,1586938714,66,3.0,90,3.0,1,5442
2113,1586930718.844181,2,,1586938714,66,3.0,90,3.0,1,5442
2114,1586931586.875256,2,,1586938714,66,3.0,90,3.0,1,5442
2115,1586932387.141976,2,,1586938714,66,3.0,90,3.0,1,5442
2116,1586933178.854474,2,,1586938714,66,3.0,90,3.0,1,5442
2117,1586933342.36204,5,,1586938714,66,3.0,90,3.0,1,5766
2118,1586933342.4053192,5,,0,66,3.0,90,3.0,1,5766
2119,1586933468.145772,5,,0,66,3.0,90,3.0,1,5117
2120,1586934042.244791,5,,0,66,3.0,90,3.0,1,4144
2121,1586934835.818562,5,,0,66,3.0,90,3.0,1,4144
2122,1586935644.872881,5,,0,66,3.0,90,3.0,1,4144
2123,1586935645.0601783,5,,0,66,3.0,90,3.0,1,2522
2124,1586936373.1971712,5,,0,66,3.0,90,3.0,1,2522
2125,1586937107.009287,5,,0,66,3.0,90,3.0,1,2522
2126,1586937988.8529701,5,,0,66,3.0,90,3.0,1,2522
2127,1586938804.8320742,5,,0,66,3.0,90,3.0,1,2522
2128,1586939001.899203,5,,0,66,3.0,90,3.0,1,1224
2129,1586939002.130375,7,,0,66,3.0,90,3.0,1,900
2130,1586939748.817212,7,,0,66,3.0,90,3.0,1,900
2131,1586939749.125011,7,,0,66,3.0,90,3.0,1,900
2132,1586940528.8812342,7,,0,66,3.0,90,3.0,1,900
2133,1586940917.1199942,7,,0,66,3.0,90,3.0,1,900
2134,1586941664.791546,7,,0,66,3.0,90,3.0,1,900
2135,1586942563.7824512,7,,0,66,3.0,90,3.0,1,900
2136,1586943384.7993891,7,,0,66,3.0,90,3.0,1,900
2137,1586944273.747528,7,,0,66,3.0,90,3.0,1,900
2138,1586944765.0896382,7,,0,66,3.0,90,3.0,1,900
2139,1586945503.3923151,7,,0,66,3.0,90,3.0,1,900
2140,1586946325.7982302,7,,0,66,3.0,90,3.0,1,900
2141,1586947175.1419091,7,,0,66,3.0,90,3.0,1,900
2142,1586947938.8695192,7,,0,66,3.0,90,3.0,1,900
2143,1586948141.6663332,0,,0,66,3.0,90,3.0,1,900
2144,1586948141.706067,0,,0,-10,3.0,-100,3.0,1,900
2145,1586948177.4142861,0,,0,-10,3.0,-100,3.0,1,900
2146,1586948198.0115442,0,,0,-10,3.0,-100,3.0,1,900
2147,1586948361.8462842,0,,0,-10,3.0,-100,3.0,1,900
2148,1586950308.320579,0,,0,-10,3.0,-100,3.0,1,900
2149,1586950595.119441,0,,0,-10,3.0,-100,3.0,1,900
2150,1586950615.648201,0,,0,-10,3.0,-100,3.0,1,1224
2151,1586950718.0293941,0,,0,-10,3.0,-100,3.0,1,1224
2152,1586952192.588406,0,,0,-10,3.0,-100,3.0,1,1548
2153,1586953483.536448,0,,0,-10,3.0,-100,3.0,1,1873
2154,1586953524.4928372,0,,0,-10,3.0,-100,3.0,1,1873
2155,1586953565.4993522,0,,0,-10,3.0,-100,3.0,1,2197
2156,1586953626.908381,0,,0,-10,3.0,-100,3.0,1,2197
2157,1586953667.8632193,0,,0,-10,3.0,-100,3.0,1,2197
2158,1586953729.2909021,0,,0,-10,3.0,-100,3.0,1,2197
2159,1586953770.247446,0,,0,-10,3.0,-100,3.0,1,2197
2160,1586953852.1637912,0,,0,-10,3.0,-100,3.0,1,2197
2161,1586953954.5451632,0,,0,-10,3.0,-100,3.0,1,2197
2162,1586954036.49868,0,,0,-10,3.0,-100,3.0,1,2197
2163,1586954098.1621082,0,,0,-10,3.0,-100,3.0,1,2197
2164,1586954180.1098511,0,,0,-10,3.0,-100,3.0,1,2522
2165,1586954528.227857,0,,0,-10,3.0,-100,3.0,1,2522
2166,1586954672.7925243,0,,0,-10,3.0,-100,3.0,1,2522
2167,1586954692.6292152,0,,0,-10,3.0,-100,3.0,1,2522
2168,1586954733.5890222,0,,0,-10,3.0,-100,3.0,1,2522
2169,1586954754.072952,0,,0,-10,3.0,-100,3.0,1,2522
2170,1586954795.014875,0,,0,-10,3.0,-100,3.0,1,2522
2171,1586954876.957318,0,,0,-10,3.0,-100,3.0,1,2522
2172,1586954917.9093204,0,,0,-10,3.0,-100,3.0,1,2522
2173,1586955061.2973251,0,,0,-10,3.0,-100,3.0,1,2522
2174,1586955102.2620173,0,,0,-10,3.0,-100,3.0,1,2522
2175,1586955225.226788,0,,0,-10,3.0,-100,3.0,1,2846
2176,1586955327.627747,0,,0,-10,3.0,-100,3.0,1,2846
2177,1586955511.979045,0,,0,-10,3.0,-100,3.0,1,3495
2178,1586956577.6789951,0,,0,-10,3.0,-100,3.0,1,3819
2179,1586956803.038455,0,,0,-10,3.0,-100,3.0,1,4144
2180,1586956987.34166,0,,0,-10,3.0,-100,3.0,1,4144
2181,1586957048.769941,0,,0,-10,3.0,-100,3.0,1,4144
2182,1586957089.73316,0,,0,-10,3.0,-100,3.0,1,4144
2183,1586957356.0481682,0,,0,-10,3.0,-100,3.0,1,4144
2184,1586957519.903191,0,,0,-10,3.0,-100,3.0,1,4468
2185,1586957540.3609931,0,,0,-10,3.0,-100,3.0,1,4468
2186,1586957642.7640772,0,,0,-10,3.0,-100,3.0,1,4468
2187,1586957663.243642,0,,0,-10,3.0,-100,3.0,1,4468
2188,1586957929.4813452,0,,0,-10,3.0,-100,3.0,1,4468
2189,1586958072.9726171,0,,0,-10,3.0,-100,3.0,1,4468
2190,1586959383.6913733,0,,0,-10,3.0,-100,3.0,1,5442
2191,1586959670.2687492,0,,0,-10,3.0,-100,3.0,1,5442
2192,1586959711.2427282,0,,0,-10,3.0,-100,3.0,1,5442
2193,1586959772.564603,0,,0,-10,3.0,-100,3.0,1,5766
2194,1586960203.714584,0,,0,-10,3.0,-100,3.0,1,5766
2195,1586960756.7032871,0,,0,-10,3.0,-100,3.0,1,6090
2196,1586961289.211697,0,,0,-10,3.0,-100,3.0,1,6415
2197,1586962415.720902,0,,0,-10,3.0,-100,3.0,1,7064
2198,1586962497.682645,0,,0,-10,3.0,-100,3.0,1,7064
2199,1586962641.097075,0,,0,-10,3.0,-100,3.0,1,7064
2200,1586962661.582602,0,,0,-10,3.0,-100,3.0,1,7064
2201,1586962764.0138822,0,,0,-10,3.0,-100,3.0,1,7064
2202,1586962927.853374,0,,0,-10,3.0,-100,3.0,1,7064
2203,1586963071.3220382,0,,0,-10,3.0,-100,3.0,1,7388
2204,1586963194.197637,0,,0,-10,3.0,-100,3.0,1,7448
2205,1586964608.279182,0,,0,-10,3.0,-100,3.0,1,7568
2206,1586965837.1921492,0,,0,-10,3.0,-100,3.0,1,7688
2207,1586966206.15729,0,,0,-10,3.0,-100,3.0,1,7688
2208,1586966390.49085,0,,0,-10,3.0,-100,3.0,1,7688
2209,1586966472.4087672,0,,0,-10,3.0,-100,3.0,1,7688
2210,1586967045.8969002,0,,0,-10,3.0,-100,3.0,1,7868
2211,1586967209.709268,0,,0,-10,3.0,-100,3.0,1,7868
2212,1586967271.1769402,0,,0,-10,3.0,-100,3.0,1,7868
2213,1586967415.2386382,0,,0,-10,3.0,-100,3.0,1,7868
2214,1586967415.92174,0,,0,-10,3.0,-100,3.0,1,7868
2215,1586967415.937169,0,,0,-10,3.0,-100,3.0,1,7868
2216,1586967415.9433591,0,,0,-10,3.0,-100,3.0,1,7868
2217,1586967422.94633,0,,0,-10,3.0,-100,3.0,1,7868
2218,1586967424.249561,0,,0,-10,3.0,-100,3.0,1,7868
2219,1586967436.8138762,0,,0,-10,3.0,-100,3.0,1,7868
2220,1586967498.210886,0,,0,-10,3.0,-100,3.0,1,7628
2221,1586967559.8238301,0,,0,-10,3.0,-100,3.0,1,7568
2222,1586967641.995588,0,,0,-10,3.0,-100,3.0,1,7568
2223,1586967662.5345302,0,,0,-10,3.0,-100,3.0,1,7508
2224,1586967744.6675272,0,,0,-10,3.0,-100,3.0,1,7508
2225,1586967823.461969,0,,0,-10,3.0,-100,3.0,1,7448
2226,1586967823.5509772,0,,0,-10,3.0,-100,3.0,1,7448
2227,1586967843.7465782,0,,0,-10,3.0,-100,3.0,1,7508
2228,1586967894.6626642,0,,0,-10,3.0,-100,3.0,1,7688
2229,1586967987.034163,0,,0,-10,3.0,-100,3.0,1,7688
2230,1586968048.4614062,0,,0,-10,3.0,-100,3.0,1,7688
2231,1586968068.94561,0,,0,-10,3.0,-100,3.0,1,7688
2232,1586968109.9242182,0,,0,-10,3.0,-100,3.0,1,7688
2233,1586968150.8980813,0,,0,-10,3.0,-100,3.0,1,7688
2234,1586968212.3440611,0,,0,-10,3.0,-100,3.0,1,7688
2235,1586968294.2680883,0,,0,-10,3.0,-100,3.0,1,7688
2236,1586968355.708589,0,,0,-10,3.0,-100,3.0,1,7688
2237,1586968437.6470962,0,,0,-10,3.0,-100,3.0,1,7688
2238,1586968519.553865,0,,0,-10,3.0,-100,3.0,1,7688
2239,1586968642.4554563,0,,0,-10,3.0,-100,3.0,1,7688
2240,1586968662.9296203,0,,0,-10,3.0,-100,3.0,1,7688
2241,1586968806.314227,0,,0,-10,3.0,-100,3.0,1,7688
2242,1586969031.594791,0,,0,-10,3.0,-100,3.0,1,7748
2243,1586969318.3543391,0,,0,-10,3.0,-100,3.0,1,7808
2244,1586969891.8505921,0,,0,-10,3.0,-100,3.0,1,7868
2245,1586970629.1727033,0,,0,-10,3.0,-100,3.0,1,7928
2246,1586970772.6064572,0,,0,-10,3.0,-100,3.0,1,7988
2247,1586970854.488347,0,,0,-10,3.0,-100,3.0,1,7988
2248,1586970874.9713132,0,,0,-10,3.0,-100,3.0,1,7988
2249,1586971469.8019152,0,,0,-10,3.0,-100,3.0,1,7988
2250,1586971715.7064242,0,,0,-10,3.0,-100,3.0,1,8048
2251,1586971736.225234,0,,0,-10,3.0,-100,3.0,1,8048
2252,1586971981.952969,0,,0,-10,3.0,-100,3.0,1,8048
2253,1586972002.426809,0,,0,-10,3.0,-100,3.0,1,8048
2254,1586972145.8124661,0,,0,-10,3.0,-100,3.0,1,8048
2255,1586972760.28765,0,,0,-10,3.0,-100,3.0,1,8108
2256,1586972780.7507052,0,,0,-10,3.0,-100,3.0,1,8168
2257,1586972801.301176,0,,0,-10,3.0,-100,3.0,1,8288
2258,1586974911.6551561,0,,0,-10,3.0,-100,3.0,1,8288
2259,1586975034.576555,0,,0,-10,3.0,-100,3.0,1,8288
2260,1586975116.4971871,0,,0,-10,3.0,-100,3.0,1,8288
2261,1586975403.3457272,0,,0,-10,3.0,-100,3.0,1,8348
2262,1586977820.2083101,0,,0,-10,3.0,-100,3.0,1,8468
2263,1586978024.9410582,0,,0,-10,3.0,-100,3.0,1,8528
2264,1586978394.267728,0,,0,-10,3.0,-100,3.0,1,8528
2265,1586978414.741168,0,,0,-10,3.0,-100,3.0,1,8528
2266,1586978844.8833592,0,,0,-10,3.0,-100,3.0,1,8588
2267,1586978906.2998412,0,,0,-10,3.0,-100,3.0,1,8588
2268,1586979684.634072,0,,0,-10,3.0,-100,3.0,1,8648
2269,1586981364.13081,0,,0,-10,3.0,-100,3.0,1,8708
2270,1586983269.873326,0,,0,-10,3.0,-100,3.0,1,8888
2271,1586983310.7928553,0,,0,-10,3.0,-100,3.0,1,8888
2272,1586983966.1315641,0,,0,-10,3.0,-100,3.0,1,8888
2273,1586983986.626655,0,,0,-10,3.0,-100,3.0,1,8888
2274,1586986363.479212,0,,0,-10,3.0,-100,3.0,1,9068
2275,1586987817.2748332,0,,0,-10,3.0,-100,3.0,1,9188
2276,1586988001.548212,0,,0,-10,3.0,-100,3.0,1,9188
2277,1586988411.1511402,0,,0,-10,3.0,-100,3.0,1,9188
2278,1586988697.8927922,0,,0,-10,3.0,-100,3.0,1,9188
2279,1586988738.850402,0,,0,-10,3.0,-100,3.0,1,9188
2280,1586988882.1882322,0,,0,-10,3.0,-100,3.0,1,9188
2281,1586988903.0551782,0,,0,-10,3.0,-100,3.0,1,9188
2282,1586988984.9214172,0,,0,-10,3.0,-100,3.0,1,9188
2283,1586989025.7244532,0,,0,-10,3.0,-100,3.0,1,9188
2284,1586989203.8128011,0,,0,-10,3.0,-100,3.0,1,9248
2285,1586989322.883058,0,,0,-10,3.0,-100,3.0,1,9248
2286,1586989352.462824,0,,0,-10,3.0,-100,3.0,1,9248
2287,1586989471.379043,0,,0,-10,3.0,-100,3.0,1,9308
2288,1586989666.2244382,0,,0,-10,3.0,-100,3.0,1,9308
2289,1586989847.257235,0,,0,-10,3.0,-100,3.0,1,9308
2290,1586989872.1877751,0,,0,-10,3.0,-100,3.0,1,9368
2291,1586990137.868093,0,,0,-10,3.0,-100,3.0,1,9368
2292,1586990438.9125922,0,,0,-10,3.0,-100,3.0,1,9428
2293,1586990965.37118,0,,0,-10,3.0,-100,3.0,1,9428
2294,1586991005.0001593,0,,0,-10,3.0,-100,3.0,1,9488
2295,1586991730.648314,0,,0,-10,3.0,-100,3.0,1,9488
2296,1586993496.090059,0,,0,-10,3.0,-100,3.0,1,9608
2297,1586995949.608277,0,,0,-10,3.0,-100,3.0,1,9848
2298,1586996857.9841752,0,,0,-10,3.0,-100,3.0,1,9848
2299,1586998539.9442172,0,,0,-10,3.0,-100,3.0,1,9968
2300,1586998540.1871111,0,,0,-10,3.0,-100,3.0,1,9968
2301,1586998540.4230711,0,,0,-10,3.0,-100,3.0,1,9968
2302,1586998540.4558253,0,,0,-10,3.0,-100,3.0,1,9968
