id,timestamp,name,value
1,1584848408.005027,ktNetworkBagSize,5647.0
2,1584848408.030216,ktNetworkBagTime-Success,0.5489259958267212
3,1584848408.484818,ktIDSNetworkPublicKeysSize,4267.0
4,1584848408.4869761,ktIDSNetworkPublicKeysTime-Success,0.4549410343170166
5,1584848408.9293041,ktTotalStorageSize,126.0
6,1584848408.93784,ktTLTOutstandingSTHs,0.0
7,1584848408.93854,ktTLTTotalSTHs,0.0
8,1584848408.9417539,ktIDSOutstandingRequests,0.0
9,1584848408.942311,ktIDSTotalRequests,0.0
10,1584848408.943696,ktIDSOutstandingSMTs,0.0
11,1584848408.9445028,ktIDSTotalSMTs,0.0
12,1584848408.9452472,ktIDSOutstandingSTHs,0.0
13,1584848408.945801,ktIDSTotalSTHs,0.0
16,1584905302.414904,ktTotalStorageSize,126.0
17,1584905302.43013,ktTLTOutstandingSTHs,0.0
18,1584905302.4304519,ktTLTTotalSTHs,0.0
19,1584905302.432715,ktIDSOutstandingRequests,0.0
20,1584905302.432899,ktIDSTotalRequests,0.0
21,1584905302.4341521,ktIDSOutstandingSMTs,0.0
22,1584905302.434318,ktIDSTotalSMTs,0.0
23,1584905302.434413,ktIDSOutstandingSTHs,0.0
24,1584905302.4349189,ktIDSTotalSTHs,0.0
27,1584947746.073234,ktTotalStorageSize,126.0
28,1584947746.080425,ktTLTOutstandingSTHs,0.0
29,1584947746.081451,ktTLTTotalSTHs,0.0
30,1584947746.0858788,ktIDSOutstandingRequests,0.0
31,1584947746.086697,ktIDSTotalRequests,0.0
32,1584947746.088656,ktIDSOutstandingSMTs,0.0
33,1584947746.089871,ktIDSTotalSMTs,0.0
34,1584947746.09098,ktIDSOutstandingSTHs,0.0
35,1584947746.091813,ktIDSTotalSTHs,0.0
38,1584995873.376357,ktTotalStorageSize,126.0
39,1584995873.4023108,ktTLTOutstandingSTHs,0.0
40,1584995873.405961,ktTLTTotalSTHs,0.0
41,1584995873.4092832,ktIDSOutstandingRequests,0.0
42,1584995873.4123468,ktIDSTotalRequests,0.0
43,1584995873.413784,ktIDSOutstandingSMTs,0.0
44,1584995873.414906,ktIDSTotalSMTs,0.0
45,1584995873.41553,ktIDSOutstandingSTHs,0.0
46,1584995873.415629,ktIDSTotalSTHs,0.0
