id,timestamp,name,value
49,1585022257.317498,ktTotalStorageSize,126.0
50,1585022257.320003,ktTLTOutstandingSTHs,0.0
51,1585022257.3203092,ktTLTTotalSTHs,0.0
52,1585022257.3217502,ktIDSOutstandingRequests,0.0
53,1585022257.322222,ktIDSTotalRequests,0.0
54,1585022257.323008,ktIDSOutstandingSMTs,0.0
55,1585022257.323452,ktIDSTotalSMTs,0.0
56,1585022257.3237882,ktIDSOutstandingSTHs,0.0
57,1585022257.323944,ktIDSTotalSTHs,0.0
60,1585077266.308076,ktTotalStorageSize,126.0
61,1585077266.315954,ktTLTOutstandingSTHs,0.0
62,1585077266.316184,ktTLTTotalSTHs,0.0
63,1585077266.3213348,ktIDSOutstandingRequests,0.0
64,1585077266.321558,ktIDSTotalRequests,0.0
65,1585077266.321641,ktIDSOutstandingSMTs,0.0
66,1585077266.3217359,ktIDSTotalSMTs,0.0
67,1585077266.321816,ktIDSOutstandingSTHs,0.0
68,1585077266.321885,ktIDSTotalSTHs,0.0
69,1585108067.9298182,ktTotalStorageSize,126.0
70,1585108067.933136,ktTLTOutstandingSTHs,0.0
71,1585108067.933676,ktTLTTotalSTHs,0.0
72,1585108067.936441,ktIDSOutstandingRequests,0.0
73,1585108067.936929,ktIDSTotalRequests,0.0
74,1585108067.93806,ktIDSOutstandingSMTs,0.0
75,1585108067.938765,ktIDSTotalSMTs,0.0
76,1585108067.939561,ktIDSOutstandingSTHs,0.0
77,1585108067.940001,ktIDSTotalSTHs,0.0
80,1585172968.472793,ktTotalStorageSize,126.0
81,1585172968.540127,ktTLTOutstandingSTHs,0.0
82,1585172968.5404658,ktTLTTotalSTHs,0.0
83,1585172968.542297,ktIDSOutstandingRequests,0.0
84,1585172968.5424562,ktIDSTotalRequests,0.0
85,1585172968.5448198,ktIDSOutstandingSMTs,0.0
86,1585172968.54498,ktIDSTotalSMTs,0.0
87,1585172968.545074,ktIDSOutstandingSTHs,0.0
88,1585172968.545144,ktIDSTotalSTHs,0.0
91,1585193943.147221,ktTotalStorageSize,126.0
92,1585193943.158588,ktTLTOutstandingSTHs,0.0
93,1585193943.158773,ktTLTTotalSTHs,0.0
94,1585193943.16336,ktIDSOutstandingRequests,0.0
95,1585193943.16355,ktIDSTotalRequests,0.0
96,1585193943.163616,ktIDSOutstandingSMTs,0.0
97,1585193943.16367,ktIDSTotalSMTs,0.0
98,1585193943.1637259,ktIDSOutstandingSTHs,0.0
99,1585193943.163811,ktIDSTotalSTHs,0.0
102,1585259212.704819,ktTotalStorageSize,126.0
103,1585259212.7215738,ktTLTOutstandingSTHs,0.0
104,1585259212.722137,ktTLTTotalSTHs,0.0
105,1585259212.724629,ktIDSOutstandingRequests,0.0
106,1585259212.726716,ktIDSTotalRequests,0.0
107,1585259212.735271,ktIDSOutstandingSMTs,0.0
108,1585259212.73598,ktIDSTotalSMTs,0.0
109,1585259212.737334,ktIDSOutstandingSTHs,0.0
110,1585259212.738481,ktIDSTotalSTHs,0.0
113,1585280528.62262,ktTotalStorageSize,126.0
114,1585280528.630549,ktTLTOutstandingSTHs,0.0
115,1585280528.630738,ktTLTTotalSTHs,0.0
116,1585280528.6316829,ktIDSOutstandingRequests,0.0
117,1585280528.631788,ktIDSTotalRequests,0.0
118,1585280528.633734,ktIDSOutstandingSMTs,0.0
119,1585280528.633893,ktIDSTotalSMTs,0.0
120,1585280528.6339579,ktIDSOutstandingSTHs,0.0
121,1585280528.634022,ktIDSTotalSTHs,0.0
124,1585360735.37868,ktTotalStorageSize,126.0
125,1585360735.382546,ktTLTOutstandingSTHs,0.0
126,1585360735.3834128,ktTLTTotalSTHs,0.0
127,1585360735.386703,ktIDSOutstandingRequests,0.0
128,1585360735.3872771,ktIDSTotalRequests,0.0
129,1585360735.38877,ktIDSOutstandingSMTs,0.0
130,1585360735.389579,ktIDSTotalSMTs,0.0
131,1585360735.390326,ktIDSOutstandingSTHs,0.0
132,1585360735.390882,ktIDSTotalSTHs,0.0
135,1585372020.783325,ktTotalStorageSize,126.0
136,1585372020.797442,ktTLTOutstandingSTHs,0.0
137,1585372020.7977118,ktTLTTotalSTHs,0.0
138,1585372020.802899,ktIDSOutstandingRequests,0.0
139,1585372020.803084,ktIDSTotalRequests,0.0
140,1585372020.803158,ktIDSOutstandingSMTs,0.0
141,1585372020.803246,ktIDSTotalSMTs,0.0
142,1585372020.803308,ktIDSOutstandingSTHs,0.0
143,1585372020.8033671,ktIDSTotalSTHs,0.0
144,1585449488.605679,ktTotalStorageSize,126.0
145,1585449488.6076388,ktTLTOutstandingSTHs,0.0
146,1585449488.607991,ktTLTTotalSTHs,0.0
147,1585449488.608283,ktIDSOutstandingRequests,0.0
148,1585449488.618092,ktIDSTotalRequests,0.0
149,1585449488.61853,ktIDSOutstandingSMTs,0.0
150,1585449488.618853,ktIDSTotalSMTs,0.0
151,1585449488.619135,ktIDSOutstandingSTHs,0.0
152,1585449488.619423,ktIDSTotalSTHs,0.0
153,1585472343.253439,ktTotalStorageSize,126.0
154,1585472343.264251,ktTLTOutstandingSTHs,0.0
155,1585472343.264607,ktTLTTotalSTHs,0.0
156,1585472343.266354,ktIDSOutstandingRequests,0.0
157,1585472343.266609,ktIDSTotalRequests,0.0
158,1585472343.266962,ktIDSOutstandingSMTs,0.0
159,1585472343.267218,ktIDSTotalSMTs,0.0
160,1585472343.2677932,ktIDSOutstandingSTHs,0.0
161,1585472343.268173,ktIDSTotalSTHs,0.0
164,1585531644.418473,ktTotalStorageSize,126.0
165,1585531644.427347,ktTLTOutstandingSTHs,0.0
166,1585531644.427491,ktTLTTotalSTHs,0.0
167,1585531644.4286652,ktIDSOutstandingRequests,0.0
168,1585531644.4287949,ktIDSTotalRequests,0.0
169,1585531644.429028,ktIDSOutstandingSMTs,0.0
170,1585531644.429343,ktIDSTotalSMTs,0.0
171,1585531644.429636,ktIDSOutstandingSTHs,0.0
172,1585531644.438077,ktIDSTotalSTHs,0.0
175,1585542464.848983,ktTotalStorageSize,126.0
176,1585542464.8562222,ktTLTOutstandingSTHs,0.0
177,1585542464.856484,ktTLTTotalSTHs,0.0
178,1585542464.864159,ktIDSOutstandingRequests,0.0
179,1585542464.864372,ktIDSTotalRequests,0.0
180,1585542464.8644729,ktIDSOutstandingSMTs,0.0
181,1585542464.8645701,ktIDSTotalSMTs,0.0
182,1585542464.934427,ktIDSOutstandingSTHs,0.0
183,1585542464.9520988,ktIDSTotalSTHs,0.0
186,1585622613.520005,ktTotalStorageSize,126.0
187,1585622613.527766,ktTLTOutstandingSTHs,0.0
188,1585622613.5279078,ktTLTTotalSTHs,0.0
189,1585622613.528954,ktIDSOutstandingRequests,0.0
190,1585622613.529041,ktIDSTotalRequests,0.0
191,1585622613.530837,ktIDSOutstandingSMTs,0.0
192,1585622613.530957,ktIDSTotalSMTs,0.0
193,1585622613.5310168,ktIDSOutstandingSTHs,0.0
194,1585622613.5310678,ktIDSTotalSTHs,0.0
197,1585633703.710096,ktTotalStorageSize,126.0
198,1585633703.717936,ktTLTOutstandingSTHs,0.0
199,1585633703.718114,ktTLTTotalSTHs,0.0
200,1585633703.719362,ktIDSOutstandingRequests,0.0
201,1585633703.719624,ktIDSTotalRequests,0.0
202,1585633703.73345,ktIDSOutstandingSMTs,0.0
203,1585633703.733642,ktIDSTotalSMTs,0.0
204,1585633703.733711,ktIDSOutstandingSTHs,0.0
205,1585633703.733777,ktIDSTotalSTHs,0.0
208,1585710741.662462,ktTotalStorageSize,126.0
209,1585710741.673118,ktTLTOutstandingSTHs,0.0
210,1585710741.673346,ktTLTTotalSTHs,0.0
211,1585710741.6751509,ktIDSOutstandingRequests,0.0
212,1585710741.675422,ktIDSTotalRequests,0.0
213,1585710741.678842,ktIDSOutstandingSMTs,0.0
214,1585710741.6790462,ktIDSTotalSMTs,0.0
215,1585710741.6791592,ktIDSOutstandingSTHs,0.0
216,1585710741.679305,ktIDSTotalSTHs,0.0
217,1585731189.4518619,ktTotalStorageSize,126.0
218,1585731189.4577,ktTLTOutstandingSTHs,0.0
219,1585731189.458681,ktTLTTotalSTHs,0.0
220,1585731189.462967,ktIDSOutstandingRequests,0.0
221,1585731189.4641352,ktIDSTotalRequests,0.0
222,1585731189.465147,ktIDSOutstandingSMTs,0.0
223,1585731189.466167,ktIDSTotalSMTs,0.0
224,1585731189.467217,ktIDSOutstandingSTHs,0.0
225,1585731189.46813,ktIDSTotalSTHs,0.0
228,1585764073.448627,ktTotalStorageSize,126.0
229,1585764073.4561791,ktTLTOutstandingSTHs,0.0
230,1585764073.456664,ktTLTTotalSTHs,0.0
231,1585764073.458839,ktIDSOutstandingRequests,0.0
232,1585764073.4589949,ktIDSTotalRequests,0.0
233,1585764073.4598122,ktIDSOutstandingSMTs,0.0
234,1585764073.460063,ktIDSTotalSMTs,0.0
235,1585764073.461061,ktIDSOutstandingSTHs,0.0
236,1585764073.46119,ktIDSTotalSTHs,0.0
237,1585807440.624061,ktTotalStorageSize,126.0
238,1585807440.632112,ktTLTOutstandingSTHs,0.0
239,1585807440.632597,ktTLTTotalSTHs,0.0
240,1585807440.633774,ktIDSOutstandingRequests,0.0
241,1585807440.633888,ktIDSTotalRequests,0.0
242,1585807440.634671,ktIDSOutstandingSMTs,0.0
243,1585807440.635246,ktIDSTotalSMTs,0.0
244,1585807440.6355639,ktIDSOutstandingSTHs,0.0
245,1585807440.635664,ktIDSTotalSTHs,0.0
246,1585842425.3653898,ktTotalStorageSize,126.0
247,1585842425.368614,ktTLTOutstandingSTHs,0.0
248,1585842425.369112,ktTLTTotalSTHs,0.0
249,1585842425.372159,ktIDSOutstandingRequests,0.0
250,1585842425.372565,ktIDSTotalRequests,0.0
251,1585842425.373631,ktIDSOutstandingSMTs,0.0
252,1585842425.374185,ktIDSTotalSMTs,0.0
253,1585842425.374628,ktIDSOutstandingSTHs,0.0
254,1585842425.375061,ktIDSTotalSTHs,0.0
257,1585890006.055677,ktTotalStorageSize,126.0
258,1585890006.061291,ktTLTOutstandingSTHs,0.0
259,1585890006.068289,ktTLTTotalSTHs,0.0
260,1585890006.069439,ktIDSOutstandingRequests,0.0
261,1585890006.0695739,ktIDSTotalRequests,0.0
262,1585890006.07129,ktIDSOutstandingSMTs,0.0
263,1585890006.0713968,ktIDSTotalSMTs,0.0
264,1585890006.071463,ktIDSOutstandingSTHs,0.0
265,1585890006.071523,ktIDSTotalSTHs,0.0
266,1585940598.627806,ktTotalStorageSize,126.0
267,1585940598.634506,ktTLTOutstandingSTHs,0.0
268,1585940598.637605,ktTLTTotalSTHs,0.0
269,1585940598.640349,ktIDSOutstandingRequests,0.0
270,1585940598.640514,ktIDSTotalRequests,0.0
271,1585940598.651629,ktIDSOutstandingSMTs,0.0
272,1585940598.651819,ktIDSTotalSMTs,0.0
273,1585940598.651908,ktIDSOutstandingSTHs,0.0
274,1585940598.652001,ktIDSTotalSTHs,0.0
279,1585971727.520732,ktTotalStorageSize,126.0
280,1585971727.532946,ktTLTOutstandingSTHs,0.0
281,1585971727.5331578,ktTLTTotalSTHs,0.0
282,1585971727.5389419,ktIDSOutstandingRequests,0.0
283,1585971727.5391521,ktIDSTotalRequests,0.0
284,1585971727.539256,ktIDSOutstandingSMTs,0.0
285,1585971727.539424,ktIDSTotalSMTs,0.0
286,1585971727.539517,ktIDSOutstandingSTHs,0.0
287,1585971727.539618,ktIDSTotalSTHs,0.0
288,1586014789.169133,ktTotalStorageSize,126.0
289,1586014789.1767259,ktTLTOutstandingSTHs,0.0
290,1586014789.17783,ktTLTTotalSTHs,0.0
291,1586014789.185116,ktIDSOutstandingRequests,0.0
292,1586014789.211199,ktIDSTotalRequests,0.0
293,1586014789.211708,ktIDSOutstandingSMTs,0.0
294,1586014789.2121592,ktIDSTotalSMTs,0.0
295,1586014789.212451,ktIDSOutstandingSTHs,0.0
296,1586014789.212718,ktIDSTotalSTHs,0.0
297,1586038653.724685,ktTotalStorageSize,126.0
298,1586038653.754267,ktTLTOutstandingSTHs,0.0
299,1586038653.7544398,ktTLTTotalSTHs,0.0
300,1586038653.7557511,ktIDSOutstandingRequests,0.0
301,1586038653.756044,ktIDSTotalRequests,0.0
302,1586038653.7583451,ktIDSOutstandingSMTs,0.0
303,1586038653.758868,ktIDSTotalSMTs,0.0
304,1586038653.759049,ktIDSOutstandingSTHs,0.0
305,1586038653.759994,ktIDSTotalSTHs,0.0
310,1586081909.7512522,ktTotalStorageSize,126.0
311,1586081909.752427,ktTLTOutstandingSTHs,0.0
312,1586081909.752553,ktTLTTotalSTHs,0.0
313,1586081909.752641,ktIDSOutstandingRequests,0.0
314,1586081909.75275,ktIDSTotalRequests,0.0
315,1586081909.755427,ktIDSOutstandingSMTs,0.0
316,1586081909.755579,ktIDSTotalSMTs,0.0
317,1586081909.7556481,ktIDSOutstandingSTHs,0.0
318,1586081909.755715,ktIDSTotalSTHs,0.0
319,1586125406.292472,ktTotalStorageSize,126.0
320,1586125406.319839,ktTLTOutstandingSTHs,0.0
321,1586125406.320322,ktTLTTotalSTHs,0.0
322,1586125406.3366308,ktIDSOutstandingRequests,0.0
323,1586125406.337131,ktIDSTotalRequests,0.0
324,1586125406.3374429,ktIDSOutstandingSMTs,0.0
325,1586125406.337724,ktIDSTotalSMTs,0.0
326,1586125406.3380089,ktIDSOutstandingSTHs,0.0
327,1586125406.338279,ktIDSTotalSTHs,0.0
328,1586185341.721628,ktTotalStorageSize,126.0
329,1586185341.728894,ktTLTOutstandingSTHs,0.0
330,1586185341.7290912,ktTLTTotalSTHs,0.0
331,1586185341.731067,ktIDSOutstandingRequests,0.0
332,1586185341.731446,ktIDSTotalRequests,0.0
333,1586185341.733316,ktIDSOutstandingSMTs,0.0
334,1586185341.733564,ktIDSTotalSMTs,0.0
335,1586185341.733685,ktIDSOutstandingSTHs,0.0
336,1586185341.733776,ktIDSTotalSTHs,0.0
341,1586211849.789619,ktTotalStorageSize,126.0
342,1586211849.797962,ktTLTOutstandingSTHs,0.0
343,1586211849.7987561,ktTLTTotalSTHs,0.0
344,1586211849.803551,ktIDSOutstandingRequests,0.0
345,1586211849.8082309,ktIDSTotalRequests,0.0
346,1586211849.808628,ktIDSOutstandingSMTs,0.0
347,1586211849.8089309,ktIDSTotalSMTs,0.0
348,1586211849.809208,ktIDSOutstandingSTHs,0.0
349,1586211849.809483,ktIDSTotalSTHs,0.0
350,1586241008.7762,ktTotalStorageSize,126.0
351,1586241008.824926,ktTLTOutstandingSTHs,0.0
352,1586241008.825371,ktTLTTotalSTHs,0.0
353,1586241008.863367,ktIDSOutstandingRequests,0.0
354,1586241008.863868,ktIDSTotalRequests,0.0
355,1586241008.864171,ktIDSOutstandingSMTs,0.0
356,1586241008.8644462,ktIDSTotalSMTs,0.0
357,1586241008.8647242,ktIDSOutstandingSTHs,0.0
358,1586241008.864989,ktIDSTotalSTHs,0.0
359,1586287810.031218,ktTotalStorageSize,126.0
360,1586287810.039398,ktTLTOutstandingSTHs,0.0
361,1586287810.040426,ktTLTTotalSTHs,0.0
362,1586287810.069758,ktIDSOutstandingRequests,0.0
363,1586287810.099153,ktIDSTotalRequests,0.0
364,1586287810.10492,ktIDSOutstandingSMTs,0.0
365,1586287810.105238,ktIDSTotalSMTs,0.0
366,1586287810.105575,ktIDSOutstandingSTHs,0.0
367,1586287810.1059198,ktIDSTotalSTHs,0.0
374,1586329997.634845,ktTotalStorageSize,126.0
375,1586329997.6469002,ktTLTOutstandingSTHs,0.0
376,1586329997.647174,ktTLTTotalSTHs,0.0
377,1586329997.64889,ktIDSOutstandingRequests,0.0
378,1586329997.649034,ktIDSTotalRequests,0.0
379,1586329997.649558,ktIDSOutstandingSMTs,0.0
380,1586329997.651706,ktIDSTotalSMTs,0.0
381,1586329997.65183,ktIDSOutstandingSTHs,0.0
382,1586329997.6519399,ktIDSTotalSTHs,0.0
383,1586372802.007626,ktTotalStorageSize,126.0
384,1586372802.070644,ktTLTOutstandingSTHs,0.0
385,1586372802.0712829,ktTLTTotalSTHs,0.0
386,1586372802.1111732,ktIDSOutstandingRequests,0.0
387,1586372802.1116672,ktIDSTotalRequests,0.0
388,1586372802.111937,ktIDSOutstandingSMTs,0.0
389,1586372802.112195,ktIDSTotalSMTs,0.0
390,1586372802.112436,ktIDSOutstandingSTHs,0.0
391,1586372802.112683,ktIDSTotalSTHs,0.0
392,1586413798.671607,ktTotalStorageSize,126.0
393,1586413798.69555,ktTLTOutstandingSTHs,0.0
394,1586413798.696052,ktTLTTotalSTHs,0.0
395,1586413798.7178931,ktIDSOutstandingRequests,0.0
396,1586413798.718338,ktIDSTotalRequests,0.0
397,1586413798.718756,ktIDSOutstandingSMTs,0.0
398,1586413798.719006,ktIDSTotalSMTs,0.0
399,1586413798.719255,ktIDSOutstandingSTHs,0.0
400,1586413798.719492,ktIDSTotalSTHs,0.0
401,1586458142.4835072,ktTotalStorageSize,126.0
402,1586458142.568151,ktTLTOutstandingSTHs,0.0
403,1586458142.5687551,ktTLTTotalSTHs,0.0
404,1586458142.613855,ktIDSOutstandingRequests,0.0
405,1586458142.6143022,ktIDSTotalRequests,0.0
406,1586458142.614574,ktIDSOutstandingSMTs,0.0
407,1586458142.614839,ktIDSTotalSMTs,0.0
408,1586458142.6150799,ktIDSOutstandingSTHs,0.0
409,1586458142.615327,ktIDSTotalSTHs,0.0
414,1586500086.2074862,ktTotalStorageSize,126.0
415,1586500086.2334971,ktTLTOutstandingSTHs,0.0
416,1586500086.234132,ktTLTTotalSTHs,0.0
417,1586500086.237862,ktIDSOutstandingRequests,0.0
418,1586500086.24107,ktIDSTotalRequests,0.0
419,1586500086.245758,ktIDSOutstandingSMTs,0.0
420,1586500086.246203,ktIDSTotalSMTs,0.0
421,1586500086.246729,ktIDSOutstandingSTHs,0.0
422,1586500086.247013,ktIDSTotalSTHs,0.0
425,1586549679.1653628,ktTotalStorageSize,126.0
426,1586549679.194243,ktTLTOutstandingSTHs,0.0
427,1586549679.196635,ktTLTTotalSTHs,0.0
428,1586549679.2008162,ktIDSOutstandingRequests,0.0
429,1586549679.200988,ktIDSTotalRequests,0.0
430,1586549679.209982,ktIDSOutstandingSMTs,0.0
431,1586549679.210665,ktIDSTotalSMTs,0.0
432,1586549679.211196,ktIDSOutstandingSTHs,0.0
433,1586549679.2119288,ktIDSTotalSTHs,0.0
438,1586586335.230623,ktTotalStorageSize,126.0
439,1586586335.237488,ktTLTOutstandingSTHs,0.0
440,1586586335.2377691,ktTLTTotalSTHs,0.0
441,1586586335.23927,ktIDSOutstandingRequests,0.0
442,1586586335.2393909,ktIDSTotalRequests,0.0
443,1586586335.240302,ktIDSOutstandingSMTs,0.0
444,1586586335.240687,ktIDSTotalSMTs,0.0
445,1586586335.241008,ktIDSOutstandingSTHs,0.0
446,1586586335.241118,ktIDSTotalSTHs,0.0
449,1586632152.492113,ktTotalStorageSize,126.0
450,1586632152.493898,ktTLTOutstandingSTHs,0.0
451,1586632152.49405,ktTLTTotalSTHs,0.0
452,1586632152.4951758,ktIDSOutstandingRequests,0.0
453,1586632152.4953132,ktIDSTotalRequests,0.0
454,1586632152.495988,ktIDSOutstandingSMTs,0.0
455,1586632152.496285,ktIDSTotalSMTs,0.0
456,1586632152.49654,ktIDSOutstandingSTHs,0.0
457,1586632152.4968219,ktIDSTotalSTHs,0.0
460,1586672839.4348412,ktTotalStorageSize,126.0
461,1586672839.4370198,ktTLTOutstandingSTHs,0.0
462,1586672839.437358,ktTLTTotalSTHs,0.0
463,1586672839.438653,ktIDSOutstandingRequests,0.0
464,1586672839.438803,ktIDSTotalRequests,0.0
465,1586672839.439622,ktIDSOutstandingSMTs,0.0
466,1586672839.439961,ktIDSTotalSMTs,0.0
467,1586672839.440259,ktIDSOutstandingSTHs,0.0
468,1586672839.440473,ktIDSTotalSTHs,0.0
471,1586715943.132113,ktTotalStorageSize,126.0
472,1586715943.142199,ktTLTOutstandingSTHs,0.0
473,1586715943.142941,ktTLTTotalSTHs,0.0
474,1586715943.1463761,ktIDSOutstandingRequests,0.0
475,1586715943.148034,ktIDSTotalRequests,0.0
476,1586715943.1491132,ktIDSOutstandingSMTs,0.0
477,1586715943.150089,ktIDSTotalSMTs,0.0
478,1586715943.1534061,ktIDSOutstandingSTHs,0.0
479,1586715943.155144,ktIDSTotalSTHs,0.0
482,1586759414.174831,ktTotalStorageSize,126.0
483,1586759414.185367,ktTLTOutstandingSTHs,0.0
484,1586759414.1858048,ktTLTTotalSTHs,0.0
485,1586759414.188295,ktIDSOutstandingRequests,0.0
486,1586759414.1886492,ktIDSTotalRequests,0.0
487,1586759414.199511,ktIDSOutstandingSMTs,0.0
488,1586759414.201736,ktIDSTotalSMTs,0.0
489,1586759414.2020512,ktIDSOutstandingSTHs,0.0
490,1586759414.202332,ktIDSTotalSTHs,0.0
493,1586805987.3885999,ktTotalStorageSize,151.0
494,1586805987.401593,ktTLTOutstandingSTHs,0.0
495,1586805987.4018059,ktTLTTotalSTHs,0.0
496,1586805987.414548,ktIDSOutstandingRequests,0.0
497,1586805987.4147491,ktIDSTotalRequests,0.0
498,1586805987.41542,ktIDSOutstandingSMTs,0.0
499,1586805987.41587,ktIDSTotalSMTs,0.0
500,1586805987.416398,ktIDSOutstandingSTHs,0.0
501,1586805987.416825,ktIDSTotalSTHs,0.0
502,1586845838.748244,ktTotalStorageSize,151.0
503,1586845838.751576,ktTLTOutstandingSTHs,0.0
504,1586845838.7521272,ktTLTTotalSTHs,0.0
505,1586845838.756151,ktIDSOutstandingRequests,0.0
506,1586845838.756308,ktIDSTotalRequests,0.0
507,1586845838.7568169,ktIDSOutstandingSMTs,0.0
508,1586845838.757174,ktIDSTotalSMTs,0.0
509,1586845838.75743,ktIDSOutstandingSTHs,0.0
510,1586845838.7575989,ktIDSTotalSTHs,0.0
511,1586889991.5469608,ktTotalStorageSize,151.0
512,1586889991.552007,ktTLTOutstandingSTHs,0.0
513,1586889991.552922,ktTLTTotalSTHs,0.0
514,1586889991.5708451,ktIDSOutstandingRequests,0.0
515,1586889991.571913,ktIDSTotalRequests,0.0
516,1586889991.573452,ktIDSOutstandingSMTs,0.0
517,1586889991.5743399,ktIDSTotalSMTs,0.0
518,1586889991.575422,ktIDSOutstandingSTHs,0.0
519,1586889991.5770931,ktIDSTotalSTHs,0.0
526,1586931979.445375,ktTotalStorageSize,151.0
527,1586931979.452568,ktTLTOutstandingSTHs,0.0
528,1586931979.453013,ktTLTTotalSTHs,0.0
529,1586931979.4583879,ktIDSOutstandingRequests,0.0
530,1586931979.4587522,ktIDSTotalRequests,0.0
531,1586931979.45999,ktIDSOutstandingSMTs,0.0
532,1586931979.4608002,ktIDSTotalSMTs,0.0
533,1586931979.461547,ktIDSOutstandingSTHs,0.0
534,1586931979.462102,ktIDSTotalSTHs,0.0
535,1586976357.536191,ktTotalStorageSize,151.0
536,1586976357.544208,ktTLTOutstandingSTHs,0.0
537,1586976357.545226,ktTLTTotalSTHs,0.0
538,1586976357.5574489,ktIDSOutstandingRequests,0.0
539,1586976357.558302,ktIDSTotalRequests,0.0
540,1586976357.56025,ktIDSOutstandingSMTs,0.0
541,1586976357.561486,ktIDSTotalSMTs,0.0
542,1586976357.562633,ktIDSOutstandingSTHs,0.0
543,1586976357.563449,ktIDSTotalSTHs,0.0
546,1587009702.612905,ktIDSLogBeginMs,1564294651295.0
547,1587009702.6132731,ktTLTLogBeginMs,1564294651662.0
548,1587024067.3359299,ktTotalStorageSize,151.0
549,1587024067.342668,ktTLTOutstandingSTHs,0.0
550,1587024067.345125,ktTLTTotalSTHs,0.0
551,1587024067.365274,ktIDSOutstandingRequests,0.0
552,1587024067.3674998,ktIDSTotalRequests,0.0
553,1587024067.3676848,ktIDSOutstandingSMTs,0.0
554,1587024067.367824,ktIDSTotalSMTs,0.0
555,1587024067.367949,ktIDSOutstandingSTHs,0.0
556,1587024067.368075,ktIDSTotalSTHs,0.0
