composer_pid,composer,sort_composer,grouping_key,cloud_status,representative_item_pid,keep_local,keep_local_status,sync_id
4485973069418606161,"Mike Shinoda, R. Maginn & T. Bashir",,"b'B:>2\x04N8:DF0*\x06\x04L\x08\x04B*6:DD\x04\n\x90\x04P\x08\x04,*N8:L'",0,8877232900939930995,0,0,0
4486043318710035823,"M. Taylor, J. Pierre, J. Cain, T. Thaxton & J. Johnson",,b'B\x08\x04P*Z@FL\x06\x04<\x08\x04H:2LL2\x06\x04<\x08\x04.*:D\x06\x04P\x08\x04P8*XPFD\x04\n\x90\x04<\x08\x04<F8DNFD',0,8877232900939931024,0,0,0
4488616012205954052,"Alex Grant, Bobby Simmons Jr., Jeremy Dussolliet, Luis Resto, Marshall Mathers & Tim Sommers",,"b'*@2X\x046L*DP\x06\x04,F,,Z\x04N:BBFDN\x04<L\x08\x06\x04<2L2BZ\x040RNNF@@:2P\x06\x04@R:N\x04L2NPF\x06\x04B*LN8*@@\x04B*P82LN\x04\n\x90\x04P:B\x04NFBB2LN'",0,8877232900939930978,0,0,0
4557757273635557833,"O'Shea Jackson, Lorenzo Patterson, Eric Wright & Dr. Dre",,b'F\tjN82*\x04<*.>NFD\x06\x04@FL2D\\F\x04H*PP2LNFD\x06\x042L:.\x04VL:68P\x04\n\x90\x040L\x08\x040L2',0,8877232900939931050,0,0,0
4632628775809288661,"D. Carter, J. Preyan, F. Najm, J. Salinas & O. Salinas",,b'0\x08\x04.*LP2L\x06\x04<\x08\x04HL2Z*D\x06\x044\x08\x04D*<B\x06\x04<\x08\x04N*@:D*N\x04\n\x90\x04F\x08\x04N*@:D*N',0,8877232900939931040,0,0,0
4701909932550292056,"Earl Simmons, Edward Hinson & I. Lorenzo",,b'2*L@\x04N:BBFDN\x06\x0420V*L0\x048:DNFD\x04\n\x90\x04:\x08\x04@FL2D\\F',0,8877232900939930953,0,0,0
4702953401684166401,"Che Smith, Justin Smith, Jerry Harris, Toby Henry & Sylvia Robinson",,"b'.82\x04NB:P8\x06\x04<RNP:D\x04NB:P8\x06\x04<2LLZ\x048*LL:N\x06\x04PF,Z\x0482DLZ\x04\n\x90\x04NZ@T:*\x04LF,:DNFD'",0,8877232900939931021,0,0,0
5065098256301406884,Black Kids,,"b',@*.>\x04>:0N'",0,8877232900939930971,0,0,0
5135558587853162036,D. Grohl,,b'0\x08\x046LF8@',0,4334992639745348074,0,0,0
5207341196926341086,"Isaac Brock, Eric Judy & Dann Gallucci",,"b':N**.\x04,LF.>\x06\x042L:.\x04<R0Z\x04\n\x90\x040*DD\x046*@@R..:'",0,8877232900939930980,0,0,0
5207654056070242315,Chris DeGarmo & Geoff Tate,,b'.8L:N\x04026*LBF\x04\n\x90\x0462F44\x04P*P2',0,8877232900939931054,0,0,0
5496033892512613276,"K. Ørsted, P. Meckseper, S. Guess, T. Pentz & W. Grigahcine",,b'>\x08\x04FLNP20\x06\x04H\x08\x04B2.>N2H2L\x06\x04N\x08\x046R2NN\x06\x04P\x08\x04H2DP\\\x04\n\x90\x04V\x08\x046L:6*8.:D2',0,1605611714792925283,0,0,0
5639965721706977103,Oliver Siebert & Charles Bletstein,,"b'F@:T2L\x04N:2,2LP\x04\n\x90\x04.8*L@2N\x04,@2PNP2:D'",0,8877232900939931016,0,0,0
5641530262657909586,"Shawn Carter, Rick Rubin, Norman Landsberg, Felix Pappalardi, Leslie Weinstein, John Ventura, William Squier, Tracy Marrow & Alphonso Henderson",,"b'N8*VD\x04.*LP2L\x06\x04L:.>\x04LR,:D\x06\x04DFLB*D\x04@*D0N,2L6\x06\x0442@:X\x04H*HH*@*L0:\x06\x04@2N@:2\x04V2:DNP2:D\x06\x04<F8D\x04T2DPRL*\x06\x04V:@@:*B\x04NJR:2L\x06\x04PL*.Z\x04B*LLFV\x04\n\x90\x04*@H8FDNF\x0482D02LNFD'",0,8877232900939930990,0,0,0
5711516559433930689,"John Davis, A. Muhammad & M. Taylor",,b'<F8D\x040*T:N\x06\x04*\x08\x04BR8*BB*0\x04\n\x90\x04B\x08\x04P*Z@FL',0,8877232900939931018,0,0,0
6072337108185379698,"Chris James, Josh Davis & Michael Collins",,b'.8L:N\x04<*B2N\x06\x04<FN8\x040*T:N\x04\n\x90\x04B:.8*2@\x04.F@@:DN',0,8877232900939930947,0,0,0
6503664389045254411,Röyksopp,,b'LFZ>NFHH',0,8877232900939930998,0,0,0
6579705222309285315,"Mark Ronson, Bruno Mars, Philip Lawrence, Jeff Bhasker, Devon Gallaspy, Nicholaus Williams, Lonnie Simmons, Ronnie Wilson, Charles Wilson, Rudolph Taylor & Robert Wilson",,"b'B*L>\x04LFDNFD\x06\x04,LRDF\x04B*LN\x06\x04H8:@:H\x04@*VL2D.2\x06\x04<244\x04,8*N>2L\x06\x0402TFD\x046*@@*NHZ\x06\x04D:.8F@*RN\x04V:@@:*BN\x06\x04@FDD:2\x04N:BBFDN\x06\x04LFDD:2\x04V:@NFD\x06\x04.8*L@2N\x04V:@NFD\x06\x04LR0F@H8\x04P*Z@FL\x04\n\x90\x04LF,2LP\x04V:@NFD'",0,8877232900939931015,0,0,0
6723206215465898856,"Adam Horovitz, Adam Yauch, Michael Diamond, Mario Caldato Jr. & Ed Chalpin",,b'*0*B\x048FLFT:P\\\x06\x04*0*B\x04Z*R.8\x06\x04B:.8*2@\x040:*BFD0\x06\x04B*L:F\x04.*@0*PF\x04<L\x08\x04\n\x90\x0420\x04.8*@H:D',0,6834521314832366794,0,0,0
6791850520242336188,"Mark Ronson, Bruno Mars, Philip Lawrence & Jeff Bhasker",,"b'B*L>\x04LFDNFD\x06\x04,LRDF\x04B*LN\x06\x04H8:@:H\x04@*VL2D.2\x04\n\x90\x04<244\x04,8*N>2L'",0,1605611714792925290,0,0,0
6793387656683419856,Rage Against the Machine,,b'L*62\x04*6*:DNP\x04P82\x04B*.8:D2',0,8877232900939931071,0,0,0
6866650834141154059,"The Notorious B.I.G., Bernard Edwards, Mason Betha, Nile Gregory Rodgers, Sean ""Puffy"" Combs & Stevie J.",,"b'P82\x04DFPFL:FRN\x04,\x08:\x086\x08\x06\x04,2LD*L0\x0420V*L0N\x06\x04B*NFD\x04,2P8*\x06\x04D:@2\x046L26FLZ\x04LF062LN\x06\x04N2*D\x04\txHR44Z\tx\x04.FB,N\x04\n\x90\x04NP2T:2\x04<\x08'",0,8877232900939931069,0,0,0
6936778808590539122,"Dan Hawkins, Ed Graham, Frankie Poullain & Justin Hawkins",,b'0*D\x048*V>:DN\x06\x0420\x046L*8*B\x06\x044L*D>:2\x04HFR@@*:D\x04\n\x90\x04<RNP:D\x048*V>:DN',0,8877232900939931057,0,0,0
6938266498156108817,"Anthony Kiedis, Hillel Slovak, Jack Irons & Flea",,b'*DP8FDZ\x04>:20:N\x06\x048:@@2@\x04N@FT*>\x06\x04<*.>\x04:LFDN\x04\n\x90\x044@2*',0,1359453492144287603,0,0,0
7083649056874087023,"Axl Rose, Jeffrey Isbell, Saul Hudson, Duff McKagan & Steven Adler",,"b'*X@\x04LFN2\x06\x04<244L2Z\x04:N,2@@\x06\x04N*R@\x048R0NFD\x06\x040R44\x04B.>*6*D\x04\n\x90\x04NP2T2D\x04*0@2L'",0,8877232900939930986,0,0,0
7516159122447798371,"Kanye West, Thomas Banghalter, Guy-Manuel de Homem-Christo & Edwin Birdsong",,"b'>*DZ2\x04V2NP\x06\x04P8FB*N\x04,*D68*@P2L\x06\x046RZ\x05\x0eB*DR2@\x0402\x048FB2B\x05\x0e.8L:NPF\x04\n\x90\x0420V:D\x04,:L0NFD6'",0,8877232900939931002,0,0,0
7587119357056364892,Cornel Wilczek,,b'.FLD2@\x04V:@.\\2>',0,3300013925658268616,0,0,0
7659408193068982632,"Jamal Grinnage, Eric Murry, Daryl Pittman, Linwood Starling & Trevor Smith",,b'<*B*@\x046L:DD*62\x06\x042L:.\x04BRLLZ\x06\x040*LZ@\x04H:PPB*D\x06\x04@:DVFF0\x04NP*L@:D6\x04\n\x90\x04PL2TFL\x04NB:P8',0,8877232900939931036,0,0,0
7730107089885120607,"Joseph Ward Simmons, Darryl McDaniels, Peter Phillips, Peter Phillips, Corey Brent Penn, Jim Rado, Gerome Ragni & Galt MacDermot",,"b'<FN2H8\x04V*L0\x04N:BBFDN\x06\x040*LLZ@\x04B.0*D:2@N\x06\x04H2P2L\x04H8:@@:HN\x06\x04H2P2L\x04H8:@@:HN\x06\x04.FL2Z\x04,L2DP\x04H2DD\x06\x04<:B\x04L*0F\x06\x0462LFB2\x04L*6D:\x04\n\x90\x046*@P\x04B*.02LBFP'",0,8877232900939930981,0,0,0
7731697377713538857,Dennis Coles & J. Smith,,b'02DD:N\x04.F@2N\x04\n\x90\x04<\x08\x04NB:P8',0,8877232900939930972,0,0,0
7802375481404687946,Ted Nugent & Dr. Marcell Hall,,b'P20\x04DR62DP\x04\n\x90\x040L\x08\x04B*L.2@@\x048*@@',0,6834521314832366801,0,0,0
8018380017743302337,"Anthony Kiedis, Chad Smith, Flea & Josh Klinghoffer",,b'*DP8FDZ\x04>:20:N\x06\x04.8*0\x04NB:P8\x06\x044@2*\x04\n\x90\x04<FN8\x04>@:D68F442L',0,1359453492144287598,0,0,0
8377899314360239027,Walter Becker & Donald Fagen,,"b'V*@P2L\x04,2.>2L\x04\n\x90\x040FD*@0\x044*62D'",0,8877232900939931046,0,0,0
8666111246287566863,"Kamaal Fareed, A. Muhammad, M. Taylor & J. Yancey",,b'>*B**@\x044*L220\x06\x04*\x08\x04BR8*BB*0\x06\x04B\x08\x04P*Z@FL\x04\n\x90\x04<\x08\x04Z*D.2Z',0,8877232900939931033,0,0,0
8811658738821165538,"LINKIN PARK, S. Carter, T. Marrow, W. Squier, A. Henderson, F. Pappalardi, J. Ventura, L. Weinstein, N. Landsberg & R. Rubin",,"b'@:D>:D\x04H*L>\x06\x04N\x08\x04.*LP2L\x06\x04P\x08\x04B*LLFV\x06\x04V\x08\x04NJR:2L\x06\x04*\x08\x0482D02LNFD\x06\x044\x08\x04H*HH*@*L0:\x06\x04<\x08\x04T2DPRL*\x06\x04@\x08\x04V2:DNP2:D\x06\x04D\x08\x04@*D0N,2L6\x04\n\x90\x04L\x08\x04LR,:D'",0,8877232900939930989,0,0,0
8956748330253622067,"Amy Winehouse, Nasir Jones p/k/a NAS & Salaam Remi",,b'*BZ\x04V:D28FRN2\x06\x04D*N:L\x04<FD2N\x04H\n\x8a>\n\x8a*\x04D*N\x04\n\x90\x04N*@**B\x04L2B:',0,0,0,0,0
9098722577815718677,"Esther Dean, Lukasz Gottwald, Calvin Harris, Geoff Mack & Henry Walter",,b'2NP82L\x0402*D\x06\x04@R>*N\\\x046FPPV*@0\x06\x04.*@T:D\x048*LL:N\x06\x0462F44\x04B*.>\x04\n\x90\x0482DLZ\x04V*@P2L',0,8877232900939930965,0,0,0
