Z_PK,Z_ENT,Z_OPT,ZNUMOFEVENTS,ZEVENTLOCATIONIDENTIFIER,ZPROBABILITY,ZTIMEOFSTAY,ZLOCATIONOFINTERESTIDENTIFIER
117,15,1,1,72,0.3740902865099541,1080.0,5C0D17A1-4473-4422-A413-271347130F63
118,15,1,1,69,0.625909713490046,1807.003589630127,0CF1A1CE-578B-46B8-95AF-4404DD7B4133
119,15,1,1,70,0.3740902865099541,1080.0,5C0D17A1-4473-4422-A413-271347130F63
120,15,1,1,72,0.625909713490046,1807.003589630127,0CF1A1CE-578B-46B8-95AF-4404DD7B4133
121,15,1,1,70,0.625909713490046,1807.003589630127,0CF1A1CE-578B-46B8-95AF-4404DD7B4133
122,15,1,1,71,0.625909713490046,1807.003589630127,0CF1A1CE-578B-46B8-95AF-4404DD7B4133
123,15,1,1,71,0.3740902865099541,1080.0,5C0D17A1-4473-4422-A413-271347130F63
124,15,1,1,69,0.3740902865099541,1080.0,5C0D17A1-4473-4422-A413-271347130F63
