_id,bundle_identifier,namespace,key,value
104,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_vc_session_sampling_rate,b'0.01'
105,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_fg,b'300'
106,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_disabled_web_versions,b''
107,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_disabled_android_versions,b''
108,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_bg_ms,b'0'
109,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_bg,b'70'
110,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_disabled_ios_versions,b''
111,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_enabled,b'true'
112,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_log_endpoint_url,b'https://firebaselogging.googleapis.com/v0cc/log?format=json_proto'
113,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_cpu_capture_frequency_fg_ms,b'100'
114,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_log_transport_web_percent,b'0.0'
115,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_trace_event_count_bg,b'30'
116,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_max_length_min,b'240'
117,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_fg_ms,b'100'
118,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_network_request_event_count_fg,b'700'
119,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_vc_network_request_sampling_rate,b'1.0'
120,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_session_gauge_memory_capture_frequency_bg_ms,b'0'
121,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_vc_trace_sampling_rate,b'1.0'
122,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_log_source,b'462'
123,com.mentionmobile.cyberdust,fireperf:__FIRAPP_DEFAULT,fpr_rl_time_limit_sec,b'600'
124,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,jpeg_compression_value,b'0.8'
125,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,conversations_paging_size,b'20'
126,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_what_can_link,b'https://usedust.com/watchdog-next-steps/'
127,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,image_max_width,b'1920'
128,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_key_upload_count,b'50'
129,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_signup_invite_text,b'Hey I just signed up for Watchdog Pro on Dust and the results were shocking! You should try Watchdog for free to learn if your personal info has been hacked or leaked. %@'
130,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,group_chat_enabled,b'true'
131,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,minimum_supported_version,b'6.0.0'
132,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,minimum_messages_sent_for_app_review,b'20'
133,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_invite_text,"b""Let's use the Dust app to chat in private.  Download the app for free and search for my username: %@. Click here to start: https://dust.chat/udCc"""
134,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,privacy_policy_url,b'https://usedust.com/privacy-policy'
135,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,profile_photo_sync_time_seconds,b'86400'
136,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,image_max_height,b'1080'
137,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,messages_paging_size,b'12'
138,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,terms_of_service_url,b'https://usedust.com/terms'
139,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,message_dynamic_invite_text,"b""Let's use the Dust app to chat in private.  Download the app for free and search for my username: %@. Click here to start: %@"""
140,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,watchdog_protect_text,b'I just used the Dust app to check if my personal info was hacked. You should try it too %@'
141,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,group_max_participants_count,b'26'
142,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,tips_and_shortcuts_url,b'https://support.usedust.com/collection/22-tips-shortcuts'
143,com.mentionmobile.cyberdust,firebase:__FIRAPP_DEFAULT,people_paging_size,b'20'
