Z_ENT,Z_NAME,Z_SUPER,Z_MAX
1,AirInstanceEntity,0,0
2,Certificate,0,0
3,ClassicAppletInstance,0,0
4,DBInfo,0,1
5,DBKey,0,0
6,ExternalCA,0,3
7,Invitation,0,0
8,PrivacyEncryptionCert,0,6
9,SEEndPointCAEntity,0,0
10,SEEndPointEntity,0,0
11,SignatureVerificationCert,0,6
12,UuidToEndpointId,0,0
13,VehicleOEMRoot,0,2
