sid,nid,bandclass,channel,numpoints,id
440,5,0,384,6,2804
4160,3,0,384,5,2805
4160,3,0,384,6,2806
220,5,0,384,5,2807
220,5,0,384,7,2808
220,5,0,384,6,2809
6502,1,0,691,6,2810
4622,100,1,350,6,2811
418,22,0,384,5,2812
418,22,0,384,7,2813
418,22,0,384,7,2814
4119,7,1,75,6,2815
22407,312,10,476,5,2816
4119,4,0,384,5,2817
4119,4,0,384,6,2818
4119,4,0,384,8,2819
22407,312,10,476,7,2820
4120,312,1,425,6,2821
4120,312,1,450,6,2822
4119,4,0,384,6,2823
4119,4,0,384,5,2824
13903,11,0,283,6,2825
13902,6,0,283,7,2826
13902,6,0,283,6,2827
13902,6,0,283,8,2828
13910,6,0,283,9,2829
13910,6,0,1019,7,2830
13910,6,0,242,6,2831
13910,6,0,283,11,2832
13910,6,0,242,10,2833
13910,6,0,1019,9,2834
13910,6,0,283,9,2835
13910,6,0,1019,8,2836
13915,6,0,283,8,2837
13915,6,0,283,9,2838
13907,6,0,283,9,2839
13907,6,0,242,8,2840
13907,6,0,1019,8,2841
13907,6,0,283,9,2842
13915,6,0,283,8,2843
13907,6,0,1019,8,2844
13913,6,0,283,7,2845
13907,6,0,242,7,2846
13913,6,0,1019,6,2847
13913,6,0,283,10,2848
13913,6,0,242,9,2849
13913,6,0,1019,8,2850
13907,6,0,283,7,2851
13913,6,0,283,9,2852
13913,6,0,242,8,2853
13913,6,0,1019,8,2854
13908,6,0,283,7,2855
13908,6,0,1019,7,2856
13908,6,0,242,5,2857
13908,6,0,283,8,2858
13908,6,0,1019,7,2859
14274,18,0,283,7,2860
14274,18,0,283,8,2861
14274,18,0,283,7,2862
14274,18,0,283,7,2863
13892,17,0,283,6,2864
13935,1,0,283,5,2865
13892,17,0,283,7,2866
13893,46,0,283,5,2867
13893,46,0,283,8,2868
13893,46,0,283,9,2869
13893,46,0,283,10,2870
13893,46,0,283,8,2871
13894,62,0,283,7,2872
13889,18,0,283,6,2873
13894,62,0,283,10,2874
13894,62,0,283,9,2875
13895,33,0,283,9,2876
13894,62,0,283,8,2877
14018,65535,0,283,7,2878
14018,65535,0,283,9,2879
13895,33,0,283,7,2880
14007,1,0,283,6,2881
14018,65535,0,283,9,2882
14164,24,0,283,9,2883
14018,65535,0,283,8,2884
14164,23,0,283,8,2885
14164,24,0,283,10,2886
14164,24,0,242,9,2887
14164,23,0,283,8,2888
14164,24,0,283,10,2889
14164,24,0,242,9,2890
14151,10,0,283,9,2891
14151,10,0,283,11,2892
14151,10,0,242,11,2893
14151,11,0,242,11,2894
14151,11,0,283,11,2895
14151,25,0,242,10,2896
14151,25,0,283,10,2897
14151,9,0,283,10,2898
14151,9,0,242,10,2899
14151,9,0,283,10,2900
14151,9,0,242,9,2901
14151,10,0,283,8,2902
14155,15,0,283,8,2903
14160,20,0,283,7,2904
14155,15,0,283,11,2905
14155,15,0,242,10,2906
14174,11,0,283,11,2907
14155,15,0,283,11,2908
14174,11,0,242,11,2909
14155,15,0,242,10,2910
14174,12,0,283,10,2911
14174,12,0,242,10,2912
14174,10,0,283,9,2913
14174,10,0,242,9,2914
14178,11,0,283,10,2915
14174,11,0,283,10,2916
14177,11,0,283,9,2917
14174,11,0,242,9,2918
14177,11,0,283,12,2919
14177,11,0,242,11,2920
14178,11,0,283,10,2921
14178,11,0,242,9,2922
14176,11,0,283,12,2923
14176,11,0,242,12,2924
14176,12,0,283,11,2925
14177,11,0,283,11,2926
14176,12,0,242,10,2927
14175,13,0,283,10,2928
14181,1,0,283,9,2929
14177,11,0,242,9,2930
14175,13,0,283,12,2931
14175,13,0,242,11,2932
14179,11,0,283,10,2933
14179,11,0,242,10,2934
14176,11,0,283,9,2935
14179,11,0,283,11,2936
14175,13,0,283,11,2937
13840,42,0,283,9,2938
13840,42,0,242,9,2939
14179,11,0,283,11,2940
14179,11,0,242,10,2941
13840,42,0,283,9,2942
13840,42,0,242,9,2943
12337,28163,0,40,7,2944
12337,28168,0,40,6,2945
12337,28167,0,40,6,2946
12337,28165,0,40,6,2947
12337,28165,0,40,7,2948
12337,28160,0,40,7,2949
12337,28168,0,40,7,2950
12337,28166,0,40,7,2951
12337,28162,0,40,7,2952
12337,28106,0,40,6,2953
12337,28285,0,40,8,2954
12337,28284,0,40,8,2955
12337,28281,0,40,7,2956
12337,28283,0,40,6,2957
12337,28106,0,40,6,2958
12337,28287,0,40,5,2959
14276,1,0,283,6,2960
14276,1,0,283,5,2961
14276,1,0,283,6,2962
13903,11,0,283,7,2963
13903,11,0,242,7,2964
529,1,0,283,8,2965
4120,311,1,425,6,2966
4120,311,1,450,6,2967
529,1,0,283,7,2968
529,1,0,283,6,2969
529,1,0,283,6,2970
529,1,0,283,6,2971
529,1,0,283,8,2972
4120,311,1,425,6,2973
529,1,0,283,6,2974
92,1,0,384,5,2975
92,1,0,384,7,2976
92,1,0,384,8,2977
4274,313,1,1075,6,2978
92,1,0,384,5,2979
1034,3,0,691,6,2980
140,3,0,691,10,2981
4170,1,1,675,8,2982
22426,1,10,476,8,2983
4170,1,1,650,8,2984
140,3,0,691,9,2985
4170,1,1,675,7,2986
4170,1,1,650,6,2987
22426,1,10,476,6,2988
140,3,0,283,5,2989
22426,1,10,476,5,2990
1030,2,0,691,5,2991
299,119,0,283,6,2992
299,119,0,283,10,2993
1015,1,0,283,7,2994
1015,1,0,283,9,2995
299,119,0,283,7,2996
22437,68,10,487,7,2997
1015,1,0,283,8,2998
1015,1,0,384,6,2999
4274,68,1,575,5,3000
22437,68,10,487,5,3001
1015,1,0,384,8,3002
1015,1,0,283,6,3003
1015,1,0,283,7,3004
1015,5,0,283,6,3005
1015,1,0,283,8,3006
1015,5,0,283,5,3007
1015,1,0,283,7,3008
1015,5,0,283,6,3009
22437,301,10,487,5,3010
1015,5,0,283,8,3011
1015,5,0,283,8,3012
22437,301,10,487,5,3013
1015,5,0,283,7,3014
329,6,0,283,5,3015
329,6,0,283,7,3016
329,6,0,283,9,3017
22404,303,10,487,7,3018
329,6,0,283,7,3019
329,6,0,283,7,3020
2094,65535,1,925,5,3021
113,5,0,283,5,3022
5660,0,1,925,8,3023
4160,7,0,283,6,3024
5660,0,1,925,7,3025
4160,7,0,283,6,3026
5660,0,1,925,8,3027
5660,0,1,950,6,3028
4160,7,0,283,6,3029
5660,0,1,925,10,3030
5660,0,1,950,9,3031
4160,7,0,283,8,3032
5660,0,1,925,8,3033
4160,7,0,283,6,3034
5660,0,1,950,6,3035
440,5,0,384,5,3036
440,5,0,384,6,3037
440,5,0,384,7,3038
440,5,0,384,6,3039
4160,3,0,384,5,3040
220,5,0,384,7,3041
220,5,0,384,9,3042
22407,302,10,476,7,3043
4120,302,1,425,6,3044
418,22,0,384,7,3045
418,22,0,384,8,3046
22407,312,10,476,5,3047
4120,312,1,425,5,3048
418,22,0,384,9,3049
22407,312,10,476,7,3050
4120,312,1,425,7,3051
418,22,0,384,8,3052
4120,312,1,950,5,3053
4119,7,1,75,7,3054
4120,312,1,950,6,3055
4120,312,1,975,6,3056
22407,312,10,476,5,3057
4119,7,1,75,7,3058
22407,312,10,476,7,3059
4120,312,1,950,6,3060
4120,312,1,975,5,3061
4119,7,1,75,7,3062
4120,311,1,950,6,3063
4119,4,1,75,5,3064
22407,311,10,476,5,3065
4119,7,1,75,7,3066
4120,311,1,950,5,3067
4119,7,1,75,6,3068
22407,311,10,476,6,3069
4119,7,1,75,6,3070
13902,6,0,283,6,3071
13902,6,0,283,6,3072
13902,6,0,283,6,3073
13902,6,0,283,6,3074
13910,6,0,283,7,3075
13910,6,0,283,7,3076
13910,6,0,1019,6,3077
13915,6,0,283,5,3078
13915,6,0,283,8,3079
13910,6,0,283,7,3080
13910,6,0,1019,6,3081
13915,6,0,242,6,3082
13915,6,0,283,10,3083
13915,6,0,242,9,3084
13915,6,0,283,9,3085
13913,6,0,283,9,3086
13913,6,0,1019,7,3087
13913,6,0,242,7,3088
13915,6,0,283,7,3089
13913,6,0,283,8,3090
13913,6,0,1019,7,3091
13936,4,0,283,6,3092
13913,6,0,283,6,3093
13908,6,0,283,6,3094
13908,6,0,283,7,3095
13935,1,0,283,7,3096
13908,6,0,242,6,3097
13908,6,0,1019,6,3098
13936,4,0,283,6,3099
13935,1,0,283,8,3100
13935,1,0,242,6,3101
13935,1,0,283,8,3102
13935,1,0,242,6,3103
13892,17,0,283,8,3104
13892,17,0,283,8,3105
13892,17,0,283,9,3106
13893,46,0,283,8,3107
13892,17,0,283,7,3108
13893,46,0,283,10,3109
13893,46,0,283,11,3110
13893,46,0,283,10,3111
14016,65535,0,283,7,3112
13894,62,0,283,8,3113
14016,65535,0,283,8,3114
14018,65535,0,283,8,3115
13894,62,0,283,8,3116
14016,65535,0,283,6,3117
14018,65535,0,283,10,3118
14019,65535,0,283,8,3119
14018,65535,0,1019,7,3120
14018,65535,0,283,9,3121
14018,65535,0,1019,7,3122
14018,65535,0,283,10,3123
14018,65535,0,1019,7,3124
14018,65535,0,283,10,3125
14164,24,0,283,8,3126
14018,65535,0,1019,7,3127
14158,8,0,283,7,3128
14164,24,0,283,10,3129
14164,24,0,242,8,3130
14154,28,0,283,10,3131
14164,24,0,283,7,3132
14151,10,0,283,10,3133
14151,10,0,242,7,3134
14160,20,0,283,9,3135
14151,10,0,283,8,3136
14160,20,0,242,7,3137
14160,20,0,283,11,3138
14160,20,0,242,10,3139
14174,10,0,242,12,3140
14174,10,0,283,12,3141
14174,11,0,283,12,3142
14174,11,0,242,11,3143
14174,12,0,283,11,3144
14174,12,0,242,11,3145
14160,20,0,283,9,3146
14180,1,0,283,12,3147
14180,1,0,242,11,3148
14178,11,0,283,11,3149
14178,11,0,242,10,3150
14180,1,0,283,11,3151
14181,1,0,283,11,3152
14178,11,0,283,10,3153
14180,1,0,242,10,3154
14178,11,0,242,10,3155
14181,1,0,242,10,3156
14177,11,0,283,9,3157
14181,1,0,283,11,3158
14181,1,0,242,10,3159
14179,12,0,283,10,3160
14179,12,0,242,9,3161
14179,11,0,283,11,3162
14179,12,0,283,11,3163
14179,12,0,242,10,3164
14179,11,0,242,10,3165
14179,12,0,283,11,3166
14179,11,0,283,10,3167
14179,11,0,242,9,3168
14179,11,0,283,10,3169
12337,28163,0,40,6,3170
12337,28190,0,40,5,3171
12337,28197,0,40,6,3172
12337,28287,0,40,6,3173
12337,28193,0,40,5,3174
12337,28286,0,40,5,3175
12337,28281,0,40,5,3176
12337,28284,0,40,5,3177
12337,28289,0,40,6,3178
14078,976,0,283,6,3179
14078,976,0,242,6,3180
13903,11,0,283,5,3181
529,1,0,283,6,3182
529,1,0,283,6,3183
529,1,0,283,7,3184
529,29,0,283,6,3185
529,29,0,283,5,3186
529,1,0,283,5,3187
92,1,1,25,7,3188
92,1,0,384,6,3189
92,1,0,384,7,3190
92,1,0,384,5,3191
92,1,0,384,7,3192
1034,3,0,691,7,3193
48,3,0,384,7,3194
140,3,0,691,6,3195
4170,1,1,675,5,3196
48,3,0,384,6,3197
48,3,0,384,8,3198
4170,1,1,675,6,3199
48,3,0,425,6,3200
1030,2,0,384,7,3201
1030,2,0,691,6,3202
22426,1,10,476,5,3203
1030,2,0,384,8,3204
1030,2,0,691,7,3205
4170,1,1,725,7,3206
22426,1,10,476,6,3207
4170,1,1,775,6,3208
4,54,0,384,6,3209
4,54,0,384,7,3210
4145,7,1,1175,6,3211
4145,7,1,1075,6,3212
4,54,0,384,6,3213
4,54,0,384,9,3214
4,40,0,384,8,3215
4145,7,1,950,7,3216
4145,7,1,975,7,3217
4145,1,1,950,7,3218
4145,1,1,975,7,3219
4,40,0,384,10,3220
4,54,0,384,10,3221
4145,1,1,975,9,3222
4145,1,1,950,9,3223
4145,7,1,950,9,3224
4145,7,1,975,8,3225
299,119,0,283,9,3226
22438,68,10,476,7,3227
4376,68,1,375,7,3228
299,119,0,283,9,3229
22438,68,10,476,7,3230
4376,68,1,375,7,3231
299,119,0,283,8,3232
299,119,0,283,7,3233
1015,1,0,283,6,3234
299,122,0,283,5,3235
1015,1,0,283,7,3236
1015,4,0,283,6,3237
1015,4,0,283,6,3238
1015,1,0,283,5,3239
1015,1,0,283,7,3240
1015,1,0,283,8,3241
1015,1,0,283,9,3242
22437,301,10,487,7,3243
1015,5,0,283,8,3244
1015,1,0,283,5,3245
1015,5,0,283,9,3246
329,6,0,283,8,3247
1015,5,0,283,7,3248
41,4,0,283,7,3249
22437,301,10,487,6,3250
329,6,0,283,8,3251
113,5,0,283,7,3252
329,6,0,283,8,3253
113,5,0,283,6,3254
22404,303,10,487,6,3255
113,5,0,283,7,3256
329,6,0,283,6,3257
113,5,0,283,6,3258
329,6,0,283,5,3259
113,5,0,283,7,3260
5660,0,1,925,5,3261
113,5,0,283,5,3262
5660,0,1,925,6,3263
4160,7,0,283,5,3264
5660,0,1,925,7,3265
4160,7,0,283,6,3266
5660,0,1,925,7,3267
4160,7,0,283,6,3268
1382,0,1,925,5,3269
5660,0,1,925,8,3270
1382,0,0,425,7,3271
1382,0,0,384,7,3272
4160,7,0,283,6,3273
5660,0,1,950,6,3274
1382,0,1,925,5,3275
1382,0,0,384,6,3276
1382,0,0,425,5,3277
440,5,0,384,6,3278
440,5,0,384,7,3279
440,5,0,384,8,3280
22407,302,10,476,6,3281
440,5,0,384,7,3282
220,5,0,384,5,3283
220,5,0,384,7,3284
440,5,0,384,5,3285
220,5,0,384,8,3286
4120,302,1,425,6,3287
418,22,0,384,7,3288
418,11,0,283,5,3289
418,22,0,384,8,3290
418,11,0,283,7,3291
418,5,0,384,6,3292
418,5,0,283,5,3293
22407,312,10,476,5,3294
418,5,0,283,8,3295
418,22,0,384,6,3296
418,5,0,384,6,3297
418,11,0,283,5,3298
22407,312,10,476,5,3299
418,5,0,283,7,3300
418,22,0,384,6,3301
22407,312,10,476,6,3302
4119,7,1,75,6,3303
4119,7,1,75,8,3304
22407,312,10,476,7,3305
4120,312,1,975,6,3306
4120,312,1,950,6,3307
4119,7,0,283,5,3308
4119,7,1,75,10,3309
22407,312,10,476,9,3310
4120,312,1,975,9,3311
4120,312,1,950,9,3312
4120,311,1,975,8,3313
22407,311,10,476,8,3314
4120,311,1,950,8,3315
4119,7,1,75,10,3316
22407,311,10,476,9,3317
4120,311,1,950,9,3318
4120,311,1,975,9,3319
4120,312,1,975,8,3320
22407,312,10,476,7,3321
4120,312,1,950,7,3322
4119,7,1,75,8,3323
22407,311,10,476,7,3324
4120,311,1,950,7,3325
4120,311,1,975,5,3326
22407,311,10,476,6,3327
4119,7,1,75,5,3328
4119,7,0,283,5,3329
529,29,0,283,6,3330
4119,7,0,283,5,3331
13902,6,0,283,7,3332
13902,6,0,242,6,3333
13902,6,0,283,5,3334
13902,6,0,283,7,3335
14065,1,0,283,5,3336
14065,1,0,283,7,3337
14065,1,0,242,6,3338
14065,1,0,1019,6,3339
13915,6,0,283,5,3340
13915,6,0,283,7,3341
14065,1,0,283,7,3342
13915,6,0,283,8,3343
13936,4,0,283,6,3344
13936,4,0,283,8,3345
13915,6,0,283,7,3346
13936,4,0,283,8,3347
13913,6,0,283,7,3348
13936,4,0,283,7,3349
13936,4,0,283,9,3350
13935,1,0,283,7,3351
13936,4,0,283,7,3352
13935,1,0,242,6,3353
13935,1,0,283,9,3354
13935,1,0,242,8,3355
13935,1,0,283,9,3356
13935,1,0,242,9,3357
13935,1,0,283,8,3358
13892,17,0,283,6,3359
13892,17,0,283,8,3360
13935,1,0,283,7,3361
13935,1,0,242,6,3362
13892,17,0,283,10,3363
13892,17,0,283,8,3364
14016,65535,0,283,8,3365
13892,17,0,283,8,3366
13893,46,0,283,7,3367
14016,65535,0,283,10,3368
14016,65535,0,283,10,3369
14016,65535,0,1019,7,3370
14019,65535,0,283,9,3371
14016,65535,0,283,8,3372
14019,65535,0,1019,7,3373
14019,65535,0,283,9,3374
14019,65535,0,1019,8,3375
14016,65535,0,283,6,3376
14019,65535,0,283,10,3377
14019,65535,0,1019,9,3378
14019,65535,0,283,10,3379
14019,65535,0,1019,8,3380
14018,65535,0,283,7,3381
14158,8,0,283,10,3382
14019,65535,0,283,8,3383
14018,65535,0,283,7,3384
14158,18,0,283,10,3385
14158,18,0,242,10,3386
14158,8,0,283,10,3387
14158,8,0,242,8,3388
14158,18,0,283,10,3389
14167,26,0,283,8,3390
14154,14,0,283,8,3391
14158,18,0,242,8,3392
14154,14,0,283,11,3393
14154,14,0,242,10,3394
14154,28,0,283,9,3395
14154,28,0,242,8,3396
14152,12,0,283,11,3397
14152,12,0,242,10,3398
14154,14,0,283,10,3399
14154,14,0,242,10,3400
14152,13,0,283,9,3401
14160,20,0,283,9,3402
14160,20,0,283,10,3403
14160,20,0,242,10,3404
14152,12,0,283,8,3405
14160,20,0,283,9,3406
14182,11,0,283,8,3407
14160,20,0,242,8,3408
14160,20,0,283,10,3409
14182,11,0,283,10,3410
14174,11,0,283,8,3411
14160,20,0,242,8,3412
14174,11,0,242,8,3413
14182,11,0,37,7,3414
14180,1,0,283,11,3415
14160,20,0,283,9,3416
14182,11,0,283,8,3417
14181,1,0,283,11,3418
14180,1,0,283,11,3419
14181,1,0,242,9,3420
14180,1,0,242,8,3421
14183,1,0,283,11,3422
14181,1,0,283,11,3423
14179,12,0,242,10,3424
14179,12,0,283,10,3425
14183,1,0,242,9,3426
14181,1,0,242,9,3427
14183,1,0,283,10,3428
14179,12,0,283,10,3429
14179,12,0,242,9,3430
14179,12,0,283,7,3431
12337,28136,0,40,5,3432
12337,28134,0,40,8,3433
12337,28131,0,40,7,3434
12337,28135,0,40,7,3435
12337,28133,0,40,5,3436
12337,28133,0,40,6,3437
12337,28191,0,40,6,3438
12337,28194,0,40,8,3439
12337,28196,0,40,8,3440
12337,28192,0,40,8,3441
12337,28193,0,40,8,3442
12337,28198,0,40,7,3443
12337,28191,0,40,7,3444
12337,28198,0,40,6,3445
12337,28103,0,40,6,3446
12337,28286,0,40,5,3447
12337,28288,0,40,7,3448
12337,28103,0,40,6,3449
12342,27044,0,40,6,3450
14276,1,0,283,5,3451
14078,976,0,283,6,3452
14078,976,0,242,5,3453
14078,976,0,283,7,3454
529,29,0,283,6,3455
529,29,0,283,7,3456
4120,311,1,450,5,3457
4120,311,1,425,5,3458
529,29,0,283,6,3459
4120,311,1,425,6,3460
92,1,0,384,6,3461
22437,313,10,476,6,3462
92,1,0,384,7,3463
3002,1,1,975,6,3464
4274,313,1,325,5,3465
92,1,0,384,6,3466
92,1,0,384,6,3467
48,1,0,384,7,3468
48,1,0,384,8,3469
48,3,0,384,6,3470
48,3,0,425,6,3471
48,1,0,384,10,3472
48,4,0,384,10,3473
4170,8,1,675,9,3474
22426,8,10,476,8,3475
4170,1,1,675,8,3476
22426,1,10,476,8,3477
48,4,0,384,10,3478
22426,1,10,476,8,3479
22426,8,10,476,8,3480
4170,1,1,675,8,3481
4170,8,1,675,7,3482
48,3,0,384,7,3483
48,2,0,384,7,3484
48,4,0,384,8,3485
4170,1,1,675,5,3486
22426,1,10,476,5,3487
4,54,0,384,6,3488
4,54,0,384,6,3489
4,54,0,384,8,3490
2,4,0,384,6,3491
4145,7,1,950,5,3492
4,54,0,384,10,3493
4145,7,1,950,9,3494
4145,7,1,975,9,3495
2,4,0,384,8,3496
2,55,0,384,8,3497
4145,3,1,25,7,3498
4145,3,1,75,6,3499
2,55,0,384,5,3500
299,103,0,384,8,3501
299,119,0,283,5,3502
299,119,0,283,7,3503
299,103,0,384,6,3504
299,119,0,283,9,3505
22438,68,10,476,6,3506
4376,68,1,375,6,3507
299,119,0,283,7,3508
299,122,0,283,7,3509
4376,68,1,375,5,3510
22438,68,10,476,5,3511
299,122,0,283,7,3512
1015,4,0,283,8,3513
22437,1,10,487,6,3514
4274,1,1,375,5,3515
1015,4,0,283,9,3516
4274,1,1,375,6,3517
1015,4,0,283,6,3518
1015,1,0,283,5,3519
1015,1,0,283,7,3520
41,4,0,283,7,3521
41,4,0,283,8,3522
1015,1,0,283,7,3523
22437,301,10,487,6,3524
4274,301,1,350,6,3525
41,4,0,283,9,3526
22437,301,10,487,7,3527
4274,301,1,350,7,3528
41,4,0,283,9,3529
22437,301,10,487,7,3530
4274,301,1,350,7,3531
1015,5,0,283,6,3532
41,4,0,283,7,3533
113,5,0,283,7,3534
41,2,0,283,6,3535
113,5,0,242,5,3536
113,5,0,283,7,3537
113,5,0,283,7,3538
22404,303,10,487,5,3539
4103,303,1,25,5,3540
113,5,0,283,10,3541
22404,303,10,487,8,3542
4103,303,1,25,7,3543
113,5,0,242,7,3544
113,5,0,283,7,3545
4103,303,1,25,6,3546
22404,303,10,487,6,3547
113,5,0,283,8,3548
22404,303,10,487,6,3549
4103,303,1,25,5,3550
1996,0,0,384,7,3551
1996,0,0,425,7,3552
143,2,0,283,6,3553
113,5,0,283,5,3554
1996,0,0,384,8,3555
1996,0,0,425,8,3556
143,2,0,283,7,3557
1996,0,0,425,8,3558
1996,0,0,384,7,3559
143,2,0,283,5,3560
1996,0,1,925,5,3561
1382,0,1,25,6,3562
1996,0,1,925,6,3563
143,2,0,283,6,3564
1382,0,1,925,5,3565
1382,0,0,384,6,3566
1382,0,0,425,6,3567
1382,0,1,925,6,3568
1382,0,0,384,8,3569
1382,0,0,425,7,3570
1382,0,0,384,7,3571
1382,0,0,425,7,3572
208,200,0,384,6,3573
208,200,0,384,5,3574
208,200,0,384,7,3575
208,200,0,384,7,3576
220,5,0,384,5,3577
550,5,0,384,6,3578
550,5,0,384,8,3579
22407,311,10,476,6,3580
418,5,0,384,6,3581
4120,311,1,425,6,3582
418,5,0,384,7,3583
22407,311,10,476,6,3584
418,5,0,283,5,3585
418,5,0,283,6,3586
418,5,0,384,6,3587
22407,311,10,476,5,3588
418,5,0,283,7,3589
22407,311,10,476,6,3590
4120,311,1,1050,5,3591
22407,311,10,476,7,3592
4119,7,0,283,6,3593
4119,7,1,75,6,3594
4120,311,1,1050,5,3595
4119,7,1,75,10,3596
22407,311,10,476,9,3597
4120,311,1,950,9,3598
4120,311,1,975,8,3599
4119,7,1,75,9,3600
22407,311,10,476,8,3601
4120,311,1,950,8,3602
4120,311,1,975,7,3603
4119,7,1,75,7,3604
22407,311,10,476,6,3605
4120,311,1,950,6,3606
529,29,0,283,6,3607
13902,6,0,283,6,3608
13902,6,0,283,5,3609
13902,6,0,283,6,3610
13902,6,0,283,8,3611
14065,1,0,283,6,3612
14065,1,0,283,8,3613
14065,1,0,242,8,3614
14065,1,0,283,7,3615
14065,1,0,242,6,3616
14065,1,0,283,6,3617
13936,4,0,283,6,3618
14065,1,0,242,5,3619
13936,4,0,283,8,3620
13936,4,0,283,10,3621
13936,4,0,283,11,3622
13936,4,0,283,8,3623
13935,1,0,283,8,3624
13935,1,0,242,7,3625
13936,4,0,283,6,3626
13934,1,0,283,6,3627
13935,1,0,283,6,3628
13934,1,0,283,8,3629
13935,1,0,283,7,3630
13934,1,0,283,7,3631
13892,17,0,283,5,3632
13934,1,0,283,7,3633
13892,17,0,283,7,3634
13934,1,0,283,7,3635
13892,17,0,283,5,3636
14016,65535,0,283,8,3637
13892,17,0,283,6,3638
14016,65535,0,283,8,3639
14016,65535,0,1019,6,3640
14016,65535,0,283,10,3641
14016,65535,0,283,10,3642
14016,65535,0,283,8,3643
14017,65535,0,283,8,3644
14019,65535,0,283,7,3645
14019,65535,0,283,9,3646
14024,65535,0,283,8,3647
14017,65535,0,283,8,3648
14019,65535,0,1019,7,3649
14019,65535,0,283,10,3650
14019,65535,0,1019,9,3651
14020,65535,0,283,9,3652
14019,65535,0,283,9,3653
14020,65535,0,1019,8,3654
14158,8,0,283,7,3655
14158,8,0,283,10,3656
14020,65535,0,283,10,3657
14158,8,0,242,8,3658
14020,65535,0,1019,8,3659
14158,8,0,283,10,3660
14158,18,0,283,9,3661
14167,26,0,283,8,3662
14158,8,0,242,8,3663
14167,27,0,283,8,3664
14167,26,0,283,10,3665
14167,27,0,283,9,3666
14167,26,0,242,8,3667
14167,27,0,242,7,3668
14167,26,0,283,10,3669
14152,12,0,283,9,3670
14161,21,0,283,8,3671
14167,26,0,242,8,3672
14157,17,0,283,7,3673
14152,12,0,283,10,3674
14157,17,0,283,8,3675
14152,12,0,242,7,3676
14152,12,0,283,10,3677
14157,16,0,283,9,3678
14157,16,0,242,8,3679
14152,12,0,242,7,3680
14186,11,0,283,10,3681
14186,11,0,242,9,3682
14182,11,0,283,9,3683
14160,20,0,283,8,3684
14182,11,0,283,10,3685
14180,1,0,283,11,3686
14182,11,0,283,10,3687
14183,2,0,283,10,3688
14180,1,0,283,9,3689
14183,2,0,242,9,3690
14181,1,0,283,9,3691
14183,1,0,283,9,3692
14183,1,0,242,8,3693
14183,1,0,283,12,3694
14183,1,0,242,11,3695
14181,1,0,283,9,3696
14183,1,0,283,9,3697
14183,1,0,242,7,3698
12337,28138,0,40,8,3699
12337,28385,0,40,7,3700
12337,28135,0,40,6,3701
12337,28136,0,40,6,3702
12337,28382,0,40,6,3703
12337,28381,0,40,8,3704
12337,28382,0,40,8,3705
12337,28384,0,40,8,3706
12337,28389,0,40,7,3707
12337,28128,0,40,6,3708
12337,28386,0,40,6,3709
12337,28385,0,40,6,3710
12337,28066,0,40,5,3711
12337,28128,0,40,8,3712
12337,28151,0,40,8,3713
12337,28146,0,40,7,3714
12337,28386,0,40,7,3715
12337,28105,0,40,7,3716
12337,28389,0,40,6,3717
12337,28191,0,40,6,3718
12337,28129,0,40,6,3719
12337,28107,0,40,6,3720
12337,28105,0,40,6,3721
12337,28102,0,40,6,3722
12337,28101,0,40,8,3723
12337,28108,0,40,8,3724
12337,28102,0,40,6,3725
12337,28107,0,40,6,3726
12337,28103,0,40,6,3727
12342,27031,0,40,6,3728
12342,27036,0,40,7,3729
12342,27033,0,40,6,3730
12342,27038,0,40,5,3731
14078,976,0,283,6,3732
14078,976,0,283,7,3733
529,29,0,283,5,3734
529,29,0,283,8,3735
22407,311,10,476,7,3736
4120,311,1,425,7,3737
4120,311,1,450,7,3738
529,29,0,283,6,3739
4120,311,1,425,5,3740
22407,311,10,476,5,3741
92,1,0,384,5,3742
48,1,0,384,6,3743
48,1,0,384,10,3744
22426,1,10,476,7,3745
4170,1,1,675,7,3746
48,2,0,384,10,3747
48,4,0,384,9,3748
4170,1,1,675,9,3749
22426,1,10,476,9,3750
48,2,0,384,7,3751
48,4,0,384,6,3752
22426,1,10,476,6,3753
1030,2,0,384,5,3754
1030,2,0,384,6,3755
2,4,0,384,6,3756
2,4,0,384,6,3757
2,4,0,384,6,3758
2,4,0,384,10,3759
4145,5,1,25,8,3760
4145,5,1,75,8,3761
22415,5,10,476,7,3762
2,4,0,384,9,3763
2,5,0,384,8,3764
4145,5,1,25,7,3765
4145,5,1,75,7,3766
2,4,0,384,10,3767
4145,5,1,75,9,3768
4145,5,1,25,9,3769
2,55,0,384,11,3770
4145,3,1,25,10,3771
2,51,0,384,10,3772
4145,3,1,75,10,3773
2,3,0,384,9,3774
2,4,0,384,9,3775
4145,5,1,75,8,3776
4145,5,1,25,8,3777
2,3,0,384,11,3778
2,9,0,384,10,3779
22415,15,10,476,9,3780
4145,15,1,75,9,3781
4145,3,1,75,9,3782
4145,15,1,25,9,3783
4145,3,1,25,9,3784
22415,3,10,476,8,3785
299,104,0,384,8,3786
1541,11,0,283,6,3787
299,103,0,384,9,3788
299,104,0,384,7,3789
22438,68,10,476,7,3790
299,103,0,384,8,3791
22438,68,10,476,6,3792
4376,68,1,375,6,3793
299,103,0,384,7,3794
299,122,0,283,8,3795
299,103,0,384,7,3796
22438,68,10,476,6,3797
299,103,0,283,6,3798
4376,68,1,375,6,3799
299,119,0,384,5,3800
299,122,0,283,8,3801
22438,68,10,476,7,3802
299,122,0,283,9,3803
22438,68,10,476,8,3804
