sid,nid,bandclass,channel,numpoints,id
14084,974,0,242,5,5673
14084,974,0,283,5,5674
324,20,0,384,5,5675
529,29,0,283,5,5676
529,29,0,283,5,5677
529,29,0,283,5,5678
3002,1,0,283,6,5679
110,1,0,384,7,5680
3002,1,1,575,7,5681
110,1,0,384,6,5682
1026,2,0,384,6,5683
64,49,0,384,7,5684
4145,6,1,950,6,5685
22415,6,10,476,5,5686
64,49,0,384,10,5687
22415,6,10,476,9,5688
4145,6,1,950,9,5689
4145,6,1,975,9,5690
64,49,0,384,6,5691
64,49,0,384,5,5692
162,2,0,384,5,5693
162,2,0,384,8,5694
4183,248,1,50,6,5695
22431,248,10,476,6,5696
4183,248,1,75,6,5697
162,2,0,384,8,5698
4183,248,1,75,5,5699
22431,248,10,476,5,5700
162,2,0,384,7,5701
40,7,0,384,7,5702
40,7,0,384,6,5703
170,51,0,384,7,5704
170,51,0,691,6,5705
22447,403,10,476,5,5706
170,51,0,384,8,5707
170,51,0,425,6,5708
1541,10,0,283,6,5709
22447,403,10,476,6,5710
170,51,0,691,5,5711
4982,403,1,1050,5,5712
1541,10,0,241,7,5713
170,51,0,384,6,5714
1541,10,0,283,6,5715
299,104,0,384,6,5716
1541,10,0,283,7,5717
1541,10,0,241,7,5718
170,51,0,384,6,5719
299,104,0,384,6,5720
299,104,0,384,8,5721
299,102,0,384,7,5722
1541,10,0,241,7,5723
1541,10,0,283,6,5724
22438,1,10,476,6,5725
4376,1,1,375,5,5726
299,102,0,384,8,5727
22438,404,10,476,6,5728
1541,10,0,241,6,5729
1541,10,0,283,6,5730
4376,404,1,375,6,5731
299,102,0,384,10,5732
4376,404,1,375,7,5733
22438,404,10,476,7,5734
299,101,0,384,9,5735
299,102,0,384,8,5736
22438,404,10,476,7,5737
4376,404,1,375,7,5738
299,101,0,283,10,5739
299,101,0,384,9,5740
22438,404,10,476,8,5741
4376,404,1,375,8,5742
4376,404,1,350,7,5743
299,101,0,283,10,5744
22438,404,10,476,8,5745
4376,404,1,375,8,5746
1522,1,0,426,8,5747
1522,1,0,384,8,5748
299,101,0,283,8,5749
309,0,0,242,6,5750
309,0,0,283,6,5751
4376,404,1,375,5,5752
22438,404,10,476,5,5753
299,101,0,242,5,5754
1522,1,0,384,9,5755
1522,1,0,426,8,5756
309,0,0,283,6,5757
299,174,0,283,8,5758
1522,1,0,384,8,5759
1522,1,0,426,7,5760
93,1,0,283,6,5761
93,1,0,283,9,5762
22445,304,10,476,7,5763
93,1,0,1019,7,5764
4694,304,1,350,6,5765
93,1,0,283,8,5766
22445,304,10,476,6,5767
4694,304,1,350,6,5768
93,1,0,283,9,5769
22445,304,10,476,6,5770
4694,304,1,350,6,5771
93,1,0,283,9,5772
104,11,0,384,8,5773
4694,304,1,350,7,5774
104,11,0,426,7,5775
22445,304,10,476,6,5776
93,1,0,283,8,5777
4694,304,1,350,7,5778
22445,304,10,476,6,5779
104,11,0,384,6,5780
179,3,0,283,7,5781
93,1,0,283,7,5782
1678,11,0,384,6,5783
179,3,0,283,9,5784
1678,11,0,384,7,5785
179,3,0,283,9,5786
1678,11,0,384,6,5787
179,3,0,283,9,5788
22420,303,10,476,7,5789
4157,303,1,175,7,5790
179,3,0,283,10,5791
22420,303,10,476,9,5792
4157,303,1,175,9,5793
4157,303,1,150,8,5794
179,3,0,283,9,5795
22420,303,10,476,6,5796
179,3,0,283,7,5797
143,2,0,283,7,5798
143,2,0,283,8,5799
143,2,0,283,8,5800
22446,303,10,476,6,5801
17,2,0,283,6,5802
208,200,0,384,6,5803
208,200,0,384,7,5804
208,200,0,384,6,5805
208,200,0,384,7,5806
208,200,0,384,7,5807
208,200,0,384,7,5808
208,200,0,384,7,5809
342,1,0,384,6,5810
342,1,0,384,7,5811
342,1,0,384,9,5812
4164,303,1,625,7,5813
22423,303,10,476,7,5814
342,1,0,384,7,5815
166,1,0,384,7,5816
1322,1,1,1150,6,5817
1322,1,1,1150,8,5818
22423,308,10,476,8,5819
4164,308,1,625,8,5820
166,1,0,384,8,5821
166,1,0,426,7,5822
1322,1,1,1125,6,5823
166,1,0,384,7,5824
1322,1,1,1150,7,5825
22423,308,10,476,7,5826
4164,308,1,625,7,5827
166,1,0,426,6,5828
1322,1,0,283,6,5829
1322,1,0,283,7,5830
22423,308,10,476,5,5831
4164,308,1,625,5,5832
324,20,0,384,7,5833
324,20,0,466,6,5834
324,20,0,384,7,5835
324,20,0,384,6,5836
324,20,0,384,6,5837
324,20,0,466,6,5838
324,20,0,507,5,5839
14084,974,0,283,7,5840
14084,974,0,242,7,5841
14084,974,0,283,7,5842
14084,974,0,242,6,5843
14081,972,0,283,6,5844
14078,971,0,283,6,5845
14083,973,0,283,6,5846
14081,972,0,283,8,5847
14081,972,0,242,7,5848
14059,1,0,242,8,5849
14081,972,0,283,8,5850
14081,972,0,242,6,5851
14061,1,0,283,6,5852
14059,1,0,242,7,5853
14059,1,0,283,7,5854
14059,1,0,283,12,5855
14059,1,0,242,11,5856
14059,1,0,283,8,5857
14060,1,0,283,7,5858
14059,1,0,242,6,5859
14060,1,0,283,8,5860
14060,1,0,283,7,5861
14055,11,0,283,5,5862
14055,11,0,283,7,5863
14055,11,0,283,9,5864
14067,1,0,283,5,5865
14067,1,0,283,7,5866
14067,1,0,283,8,5867
14067,1,0,242,7,5868
14067,1,0,283,6,5869
13931,4,0,283,7,5870
13931,4,0,283,6,5871
13931,4,0,283,8,5872
14097,70,0,283,7,5873
14097,70,0,283,8,5874
14097,70,0,242,7,5875
14097,70,0,283,10,5876
14097,70,0,242,9,5877
14097,70,0,283,6,5878
14095,50,0,283,8,5879
14095,50,0,283,10,5880
14095,50,0,242,8,5881
14021,1,0,283,9,5882
13998,7,0,283,10,5883
14021,1,0,283,10,5884
13998,7,0,242,8,5885
13998,7,0,283,10,5886
13998,7,0,242,9,5887
14021,1,0,283,8,5888
13998,7,0,283,9,5889
14022,1,0,283,9,5890
13953,113,0,283,9,5891
13953,113,0,283,10,5892
13953,113,0,242,9,5893
13953,113,0,283,9,5894
13953,113,0,242,8,5895
13942,115,0,283,8,5896
13948,109,0,283,7,5897
13948,109,0,283,9,5898
13942,115,0,283,8,5899
13948,109,0,283,10,5900
13949,105,0,283,10,5901
13943,1,0,283,8,5902
13943,1,0,283,8,5903
13944,12,0,283,7,5904
13944,12,0,283,8,5905
13956,112,0,283,6,5906
13944,12,0,283,10,5907
13944,11,0,283,9,5908
13945,12,0,283,9,5909
13945,13,0,283,8,5910
13944,12,0,283,7,5911
13945,12,0,283,11,5912
13945,21,0,283,10,5913
13945,11,0,242,10,5914
13945,11,0,283,10,5915
13945,21,0,242,10,5916
13945,12,0,242,10,5917
13945,13,0,283,9,5918
13945,12,0,283,8,5919
13945,21,0,283,8,5920
13945,21,0,242,7,5921
13945,12,0,242,6,5922
12340,24128,0,40,8,5923
12340,24126,0,40,8,5924
12340,24126,0,40,7,5925
12304,20193,0,40,7,5926
12304,20172,0,40,8,5927
12304,20181,0,40,8,5928
12304,20173,0,40,8,5929
12304,20181,0,40,7,5930
12304,20172,0,40,5,5931
12305,21312,0,40,8,5932
12305,21027,0,40,6,5933
12304,20173,0,40,6,5934
12305,21071,0,40,9,5935
12305,21345,0,40,8,5936
12305,21312,0,40,8,5937
12305,21024,0,40,8,5938
12305,21334,0,40,8,5939
12305,21344,0,40,8,5940
12305,21023,0,40,8,5941
12305,21329,0,40,7,5942
12305,21330,0,40,7,5943
12305,21027,0,40,7,5944
12305,21067,0,40,7,5945
12305,21342,0,40,6,5946
12305,21322,0,40,8,5947
12305,21682,0,40,8,5948
12305,21068,0,40,8,5949
12305,21064,0,40,8,5950
12305,21681,0,40,8,5951
12305,21330,0,40,7,5952
12305,21321,0,40,7,5953
12305,21067,0,40,7,5954
12305,21071,0,40,7,5955
12305,21356,0,40,6,5956
12305,21321,0,81,6,5957
12305,21329,0,40,6,5958
12305,21798,0,40,5,5959
12305,21678,0,40,8,5960
12305,21346,0,40,8,5961
12305,21798,0,40,8,5962
12305,21681,0,40,7,5963
12305,21348,0,40,7,5964
12305,21679,0,40,6,5965
12305,21356,0,40,6,5966
12305,21353,0,40,6,5967
12305,21680,0,40,6,5968
12305,21353,0,40,8,5969
12305,21348,0,40,7,5970
12305,21346,0,40,6,5971
14079,979,0,242,8,5972
14079,979,0,283,8,5973
14079,979,0,283,5,5974
14082,977,0,283,5,5975
14082,977,0,283,5,5976
324,20,0,384,7,5977
529,29,0,283,6,5978
529,29,0,283,6,5979
1094,1,0,384,5,5980
1094,1,0,384,7,5981
4274,313,1,325,6,5982
1026,2,0,384,5,5983
64,49,0,384,6,5984
64,49,0,384,8,5985
22415,6,10,476,5,5986
228,2,0,384,5,5987
162,2,0,384,8,5988
162,2,0,384,9,5989
4183,248,1,50,8,5990
22431,248,10,476,7,5991
4183,248,1,75,7,5992
162,2,0,384,7,5993
162,2,0,384,6,5994
40,7,0,384,8,5995
22431,233,10,476,6,5996
40,7,0,384,10,5997
22431,233,10,476,8,5998
40,7,0,384,8,5999
4183,233,1,75,5,6000
22431,233,10,476,5,6001
170,3,0,691,7,6002
4982,403,1,1050,6,6003
170,51,0,691,5,6004
170,3,0,691,10,6005
22447,403,10,476,8,6006
4982,403,1,1050,8,6007
4982,403,1,1075,8,6008
170,3,0,691,8,6009
22447,403,10,476,6,6010
170,3,0,777,6,6011
170,2,0,384,6,6012
170,2,0,384,7,6013
170,51,0,384,6,6014
22447,405,10,476,6,6015
4982,405,1,1075,6,6016
170,51,0,384,7,6017
299,102,0,384,6,6018
170,51,0,384,7,6019
299,102,0,384,5,6020
170,51,0,691,8,6021
4379,16,10,476,6,6022
4379,16,1,350,6,6023
170,51,0,384,6,6024
170,51,0,37,5,6025
170,51,0,384,7,6026
309,10,0,242,6,6027
4379,16,10,476,6,6028
170,51,0,691,6,6029
299,101,0,384,6,6030
4379,16,1,350,6,6031
309,10,0,283,6,6032
502,4,0,384,5,6033
502,4,0,384,7,6034
309,0,0,242,6,6035
309,0,0,283,6,6036
299,101,0,283,6,6037
4379,16,10,476,5,6038
170,51,0,384,5,6039
309,0,0,242,7,6040
309,0,0,283,7,6041
502,4,0,384,7,6042
1522,1,0,384,7,6043
1522,1,0,426,7,6044
4379,16,1,350,6,6045
4379,16,10,476,5,6046
502,4,0,384,7,6047
309,0,0,283,6,6048
1522,1,0,384,6,6049
309,0,0,242,6,6050
1522,1,0,426,6,6051
93,1,0,283,8,6052
502,4,0,384,7,6053
22445,304,10,476,6,6054
4694,304,1,350,6,6055
1749,1,0,283,5,6056
93,1,0,283,9,6057
22445,304,10,476,7,6058
1749,1,0,283,7,6059
93,1,0,242,6,6060
4694,304,1,350,6,6061
93,1,0,283,8,6062
1749,1,0,283,7,6063
4694,304,1,350,7,6064
93,1,0,1019,7,6065
22445,304,10,476,6,6066
1290,1,1,25,7,6067
1749,1,0,283,6,6068
93,1,0,283,5,6069
65,5,0,384,7,6070
93,1,0,283,6,6071
65,5,0,384,7,6072
93,1,0,283,6,6073
1280,1,0,384,6,6074
1280,1,0,425,6,6075
4148,304,1,775,5,6076
1280,1,0,384,6,6077
65,5,0,283,6,6078
1280,1,0,425,6,6079
1280,1,0,425,7,6080
1280,1,0,384,7,6081
179,3,0,283,7,6082
1280,1,0,384,8,6083
1280,1,0,425,8,6084
179,3,0,283,6,6085
1678,11,0,384,5,6086
1280,1,0,425,8,6087
1280,1,0,384,8,6088
179,3,0,283,7,6089
4148,304,1,775,6,6090
22416,304,10,476,5,6091
179,3,0,283,7,6092
1280,1,0,384,7,6093
1280,1,0,425,7,6094
22420,303,10,476,5,6095
179,3,0,283,8,6096
4157,303,1,175,6,6097
22420,303,10,476,6,6098
1280,1,0,384,5,6099
179,3,0,283,6,6100
190,1,0,384,6,6101
190,1,0,384,7,6102
190,1,0,384,7,6103
190,1,0,384,5,6104
17,2,0,283,6,6105
22434,309,10,476,5,6106
17,2,0,283,7,6107
1215,1,0,283,5,6108
1423,1,0,283,7,6109
546,17,0,384,6,6110
1423,1,0,241,6,6111
1215,1,0,283,5,6112
546,17,0,384,5,6113
546,17,0,384,6,6114
546,17,0,384,8,6115
1423,1,0,283,6,6116
4190,309,1,625,6,6117
546,17,0,384,8,6118
1423,1,0,283,5,6119
546,17,0,384,6,6120
1434,2,1,725,6,6121
384,1,0,384,5,6122
1423,1,0,283,5,6123
384,1,0,426,5,6124
1322,1,0,283,6,6125
384,1,0,384,6,6126
166,1,0,384,6,6127
166,1,0,426,6,6128
1434,2,1,725,5,6129
1272,1,0,426,5,6130
166,1,0,426,6,6131
166,1,0,384,5,6132
166,1,0,426,7,6133
166,1,0,384,6,6134
22423,308,10,476,6,6135
166,1,0,384,6,6136
1322,1,0,283,6,6137
324,20,0,384,6,6138
324,20,0,384,6,6139
324,20,0,384,6,6140
14080,970,0,283,6,6141
14078,971,0,283,7,6142
14078,971,0,242,5,6143
14078,971,0,283,10,6144
14078,971,0,242,10,6145
14081,972,0,283,7,6146
14081,972,0,242,6,6147
14059,1,0,283,6,6148
14059,1,0,283,8,6149
14059,1,0,242,6,6150
14068,1,0,283,6,6151
14068,1,0,242,6,6152
14059,1,0,283,8,6153
14059,1,0,242,6,6154
14060,1,0,283,9,6155
14060,1,0,242,9,6156
14060,1,0,283,9,6157
14060,1,0,242,8,6158
14060,1,0,283,6,6159
14055,11,0,242,5,6160
14055,11,0,283,8,6161
14055,11,0,242,6,6162
14055,11,0,283,7,6163
14067,1,0,283,5,6164
14067,1,0,283,7,6165
14067,1,0,242,7,6166
13931,4,0,283,7,6167
13931,4,0,242,6,6168
13931,4,0,283,8,6169
13931,4,0,283,9,6170
13931,4,0,242,9,6171
13931,4,0,283,8,6172
13931,4,0,242,7,6173
13931,4,0,283,7,6174
14097,70,0,283,7,6175
14098,10,0,283,6,6176
14097,70,0,283,5,6177
14094,9,0,283,8,6178
14097,70,0,283,7,6179
14097,70,0,37,6,6180
14098,10,0,283,6,6181
14095,50,0,283,7,6182
14095,50,0,283,8,6183
14094,9,0,283,5,6184
14095,50,0,283,8,6185
13998,7,0,283,8,6186
13998,7,0,242,7,6187
13998,7,0,283,11,6188
13998,7,0,242,10,6189
13998,7,0,1019,8,6190
13999,7,0,283,8,6191
13998,7,0,283,11,6192
13998,7,0,242,10,6193
13999,7,0,283,9,6194
13998,7,0,1019,8,6195
13998,7,0,283,10,6196
13999,7,0,283,9,6197
13998,7,0,242,8,6198
13953,113,0,283,8,6199
13999,7,0,242,7,6200
13999,7,0,1019,7,6201
13953,113,0,283,9,6202
13999,7,0,283,8,6203
13951,114,0,283,7,6204
13953,113,0,283,9,6205
13951,114,0,283,8,6206
13942,115,0,283,10,6207
13942,115,0,242,9,6208
13951,114,0,283,9,6209
13942,116,0,283,10,6210
13942,115,0,283,10,6211
13942,115,0,242,10,6212
13942,116,0,242,8,6213
13943,1,0,283,10,6214
13942,116,0,283,9,6215
13952,5,0,283,9,6216
13943,1,0,242,7,6217
13943,1,0,283,11,6218
13944,12,0,283,9,6219
13943,1,0,242,9,6220
13944,12,0,283,10,6221
13944,11,0,283,8,6222
13950,1,0,283,8,6223
13944,11,0,283,11,6224
13944,11,0,242,10,6225
13945,12,0,283,10,6226
13944,11,0,283,8,6227
13945,12,0,283,10,6228
13946,12,0,283,10,6229
13945,12,0,283,9,6230
13946,12,0,283,9,6231
13947,5,0,283,7,6232
13947,5,0,283,8,6233
13947,5,0,283,9,6234
12340,24125,0,40,8,6235
12340,24131,0,40,8,6236
12340,24126,0,40,8,6237
12340,24129,0,40,7,6238
12340,24127,0,40,6,6239
12340,24132,0,40,8,6240
12340,24131,0,40,8,6241
12340,24140,0,40,8,6242
12304,20172,0,40,7,6243
12340,24140,0,40,5,6244
12304,20171,0,40,8,6245
12304,20172,0,40,6,6246
12305,21027,0,40,7,6247
12305,21270,0,40,5,6248
12305,21027,0,40,7,6249
12305,21063,0,40,8,6250
12305,21356,0,40,7,6251
12305,21067,0,40,7,6252
12305,21064,0,40,7,6253
12305,21356,0,40,8,6254
12305,21352,0,40,5,6255
12305,21353,0,40,5,6256
12339,23402,0,40,5,6257
12305,21352,0,40,8,6258
12339,23401,0,40,8,6259
14045,1,0,283,5,6260
14045,1,0,283,6,6261
14045,1,0,283,6,6262
14045,1,0,242,6,6263
14079,979,0,283,6,6264
14082,977,0,283,5,6265
14082,977,0,242,5,6266
14082,977,0,242,5,6267
6498,650,1,425,5,6268
1258,21,0,384,5,6269
1258,21,0,384,6,6270
6498,650,1,425,6,6271
1258,21,0,384,5,6272
490,3,0,384,6,6273
490,3,0,384,6,6274
1094,3,0,384,6,6275
1094,3,0,384,6,6276
1094,3,0,384,8,6277
1094,3,0,384,6,6278
1094,3,0,384,6,6279
1740,2,0,384,6,6280
1740,2,0,384,8,6281
4180,237,1,650,5,6282
4180,237,1,675,5,6283
1740,2,0,384,9,6284
4180,237,1,650,7,6285
228,2,0,384,7,6286
162,2,0,384,8,6287
112,55,0,384,6,6288
112,55,0,425,6,6289
162,2,0,384,7,6290
22431,248,10,476,5,6291
162,2,0,384,8,6292
22431,248,10,476,6,6293
4183,248,1,50,6,6294
4183,248,1,75,6,6295
112,6,0,384,6,6296
112,6,0,384,7,6297
162,2,0,384,6,6298
4183,248,1,50,6,6299
4183,248,1,75,5,6300
40,7,0,384,11,6301
22431,233,10,476,9,6302
4183,233,1,75,9,6303
4183,233,1,50,8,6304
40,7,0,384,10,6305
22431,233,10,476,8,6306
22431,231,10,476,7,6307
4183,231,1,50,7,6308
4183,233,1,75,7,6309
170,3,0,384,6,6310
170,3,0,691,9,6311
4982,403,1,1075,7,6312
22447,403,10,476,7,6313
170,2,0,384,7,6314
4982,403,1,1050,6,6315
170,3,0,691,9,6316
170,2,0,384,8,6317
22447,403,10,476,7,6318
4982,403,1,1075,7,6319
170,2,0,384,9,6320
22447,405,10,476,7,6321
4982,405,1,1075,7,6322
4982,405,1,1050,6,6323
170,2,0,384,9,6324
22447,405,10,476,7,6325
4982,405,1,1075,7,6326
4982,405,1,1050,6,6327
170,51,0,384,7,6328
309,10,0,283,6,6329
170,51,0,384,7,6330
309,10,0,283,6,6331
309,10,0,242,6,6332
4379,16,10,476,5,6333
170,51,0,384,8,6334
4379,16,10,476,8,6335
4379,16,1,350,8,6336
309,10,0,283,7,6337
309,10,0,242,7,6338
170,51,0,691,6,6339
502,4,0,384,9,6340
4379,16,10,476,7,6341
4379,16,1,350,7,6342
309,0,0,283,6,6343
309,10,0,242,6,6344
309,10,0,283,6,6345
502,4,0,384,9,6346
4379,16,10,476,7,6347
309,0,0,283,7,6348
309,0,0,242,6,6349
502,4,0,384,7,6350
309,0,0,283,7,6351
309,0,0,242,6,6352
4379,16,1,425,6,6353
4379,16,10,476,6,6354
4379,16,1,350,6,6355
4379,22,10,476,7,6356
502,4,1,925,7,6357
4379,22,1,350,6,6358
1802,10,0,384,6,6359
1802,10,0,426,5,6360
502,4,0,384,7,6361
1749,1,0,283,6,6362
502,4,1,925,5,6363
1290,1,0,384,8,6364
1749,1,0,283,7,6365
1290,1,0,426,6,6366
1290,1,0,384,9,6367
1290,1,0,426,8,6368
1290,1,0,384,8,6369
1290,1,0,426,7,6370
1290,1,1,1125,5,6371
1290,1,0,384,7,6372
65,5,0,384,7,6373
1290,1,1,825,6,6374
65,5,0,283,5,6375
65,5,0,283,8,6376
22416,304,10,476,6,6377
1290,1,1,825,5,6378
1290,1,0,384,5,6379
65,5,0,283,8,6380
1280,1,0,384,8,6381
1280,2,0,384,8,6382
1280,1,0,425,7,6383
1280,2,0,425,7,6384
1280,1,0,384,8,6385
1280,2,0,384,7,6386
1280,1,0,425,7,6387
1280,1,0,384,8,6388
1280,1,0,425,7,6389
1280,2,0,384,7,6390
1280,2,0,425,6,6391
22416,304,10,476,5,6392
4148,304,1,775,5,6393
1280,1,0,384,7,6394
190,1,0,384,6,6395
1280,1,0,425,6,6396
190,1,0,384,6,6397
190,1,0,384,7,6398
1189,3,0,283,6,6399
190,1,0,384,7,6400
1189,3,0,283,7,6401
1189,3,0,283,6,6402
17,2,0,283,7,6403
22434,309,10,476,5,6404
4190,309,1,625,5,6405
17,2,0,283,6,6406
1425,1,0,283,6,6407
546,17,0,384,6,6408
546,17,0,384,6,6409
546,17,0,384,7,6410
1425,1,0,283,6,6411
546,17,0,384,9,6412
4190,309,1,625,8,6413
22434,309,10,476,7,6414
6419,1,1,25,6,6415
546,17,0,384,7,6416
1423,1,0,283,5,6417
1434,2,1,725,7,6418
384,1,0,384,7,6419
384,1,0,426,6,6420
22413,308,10,476,5,6421
4139,308,1,1050,5,6422
22413,308,10,476,7,6423
1272,1,0,426,7,6424
1271,5,0,283,7,6425
1434,2,1,725,6,6426
4139,308,1,1050,6,6427
1272,1,0,384,6,6428
384,1,0,426,5,6429
1271,5,0,283,7,6430
1272,1,0,426,5,6431
1272,1,0,384,5,6432
1272,1,0,384,7,6433
1272,1,0,426,6,6434
1271,5,0,283,6,6435
1258,5,0,384,6,6436
1258,5,0,384,7,6437
1271,7,0,283,6,6438
1411,1,0,241,5,6439
1411,1,0,283,5,6440
22436,308,10,476,5,6441
324,20,1,425,6,6442
1258,5,0,384,5,6443
324,20,1,425,6,6444
324,20,1,425,6,6445
1258,21,0,384,5,6446
14080,970,0,283,5,6447
14078,971,0,283,6,6448
14080,970,0,283,6,6449
14080,970,0,242,6,6450
14068,1,0,283,7,6451
14068,1,0,283,7,6452
14060,1,0,283,6,6453
14068,1,0,283,5,6454
14060,1,0,283,8,6455
14060,1,0,242,7,6456
14060,1,0,283,7,6457
14055,11,0,283,7,6458
14055,11,0,283,8,6459
14055,11,0,242,6,6460
14055,11,0,283,7,6461
14055,11,0,242,6,6462
14055,11,0,283,6,6463
13932,1,0,283,7,6464
14055,11,0,283,6,6465
13932,1,0,283,7,6466
13932,1,0,283,6,6467
13931,4,0,283,5,6468
13932,1,0,283,6,6469
13931,4,0,283,6,6470
13931,4,0,283,8,6471
13931,4,0,242,7,6472
13932,1,0,283,8,6473
13932,1,0,242,7,6474
14098,10,0,283,7,6475
13932,1,0,283,7,6476
14098,10,0,283,7,6477
14098,10,0,242,5,6478
14098,10,0,283,9,6479
14094,9,0,283,8,6480
14098,10,0,242,8,6481
14094,9,0,283,9,6482
14098,10,0,283,9,6483
14098,10,0,242,7,6484
14094,9,0,283,9,6485
14094,9,0,283,7,6486
14094,9,0,283,7,6487
13999,7,0,283,6,6488
13999,7,0,283,10,6489
13999,7,0,242,9,6490
13999,7,0,1019,8,6491
13999,7,0,283,11,6492
13999,7,0,242,9,6493
13999,7,0,283,10,6494
13999,7,0,242,9,6495
13999,7,0,283,10,6496
14002,6,0,283,9,6497
13999,7,0,242,8,6498
13951,114,0,283,7,6499
13951,114,0,283,10,6500
14002,6,0,283,7,6501
13951,114,0,283,9,6502
13942,116,0,283,6,6503
13942,116,0,283,9,6504
13952,5,0,283,7,6505
13951,114,0,283,6,6506
13952,5,0,283,9,6507
13952,5,0,242,8,6508
13943,1,0,283,8,6509
13950,1,0,283,10,6510
13952,5,0,283,9,6511
13952,5,0,242,9,6512
13950,1,0,242,8,6513
13943,1,0,283,7,6514
13950,1,0,283,10,6515
13950,1,0,242,9,6516
13944,12,0,283,7,6517
13944,11,0,283,7,6518
13944,12,0,283,5,6519
13946,13,0,283,10,6520
13946,13,0,283,10,6521
13946,12,0,283,9,6522
13946,13,0,283,6,6523
13946,19,0,283,10,6524
13946,11,0,283,9,6525
13946,12,0,283,8,6526
13946,19,0,283,9,6527
13947,5,0,283,8,6528
13947,5,0,283,10,6529
13947,5,0,242,9,6530
13947,5,0,283,7,6531
12340,24127,0,40,6,6532
12305,21267,0,40,7,6533
12305,21268,0,40,7,6534
12305,21270,0,40,7,6535
12305,21267,0,40,6,6536
12339,23404,0,40,6,6537
12339,23407,0,40,8,6538
12339,23405,0,40,8,6539
12339,23402,0,40,7,6540
12339,23408,0,40,7,6541
12305,21356,0,40,6,6542
12339,23332,0,40,7,6543
12339,23408,0,40,6,6544
12339,23401,0,40,6,6545
14045,1,0,242,5,6546
14045,1,0,283,9,6547
14045,1,0,242,9,6548
14045,1,0,283,6,6549
14045,1,0,242,6,6550
14045,1,0,242,6,6551
14082,977,0,242,7,6552
14082,977,0,283,6,6553
14082,977,0,1019,5,6554
14082,977,0,283,5,6555
1258,21,0,384,7,6556
6498,650,1,425,6,6557
1258,21,0,384,7,6558
6498,650,1,425,6,6559
6498,650,1,450,5,6560
1258,21,0,384,7,6561
6498,650,1,425,6,6562
1258,21,0,384,6,6563
1258,21,0,384,5,6564
490,3,0,384,6,6565
490,3,0,384,6,6566
490,3,0,384,6,6567
1094,3,0,384,6,6568
1740,2,0,384,6,6569
1740,2,0,384,6,6570
1740,2,0,384,7,6571
4180,237,1,650,5,6572
4180,237,1,675,5,6573
1740,2,0,384,5,6574
228,2,0,384,6,6575
112,55,0,425,6,6576
112,55,0,384,5,6577
112,55,0,384,7,6578
112,55,0,425,7,6579
112,6,0,384,9,6580
4183,248,1,75,7,6581
22431,248,10,476,7,6582
4183,248,1,50,7,6583
112,6,0,384,9,6584
4183,248,1,50,8,6585
4183,248,1,75,8,6586
22431,248,10,476,7,6587
40,4,0,384,10,6588
22431,232,10,476,8,6589
4183,232,1,50,8,6590
4183,232,1,75,7,6591
4183,234,1,50,7,6592
4183,234,1,75,7,6593
40,4,0,384,11,6594
40,7,0,384,10,6595
22431,232,10,476,9,6596
4183,232,1,75,9,6597
4183,232,1,50,9,6598
22431,231,10,476,9,6599
4183,231,1,75,8,6600
4183,231,1,50,8,6601
22431,234,10,476,8,6602
40,7,0,384,9,6603
22431,231,10,476,8,6604
4183,231,1,50,7,6605
4183,231,1,75,7,6606
18,3,0,777,6,6607
18,3,0,777,6,6608
18,2,0,384,7,6609
18,2,0,425,7,6610
170,2,0,425,5,6611
170,2,0,384,5,6612
170,2,0,384,7,6613
18,2,0,384,6,6614
18,2,0,425,6,6615
170,2,0,384,10,6616
22447,405,10,476,8,6617
4982,405,1,1075,7,6618
170,2,0,384,10,6619
22447,405,10,476,8,6620
170,51,0,384,7,6621
4982,405,1,1075,7,6622
170,2,0,425,7,6623
4982,405,1,1050,7,6624
170,51,0,384,8,6625
4379,16,1,1050,6,6626
4379,16,10,476,6,6627
309,10,0,242,5,6628
170,51,0,384,8,6629
4379,16,1,1050,6,6630
4379,16,10,476,6,6631
309,10,0,283,5,6632
502,4,0,384,8,6633
4379,16,10,476,7,6634
4379,16,1,350,6,6635
170,51,0,384,6,6636
502,4,0,384,7,6637
4379,16,10,476,6,6638
1802,10,0,384,7,6639
502,4,0,384,6,6640
502,4,1,925,6,6641
1802,10,0,426,5,6642
1802,10,0,384,7,6643
502,4,1,925,6,6644
4379,22,10,476,7,6645
1802,10,0,426,7,6646
1802,10,0,384,7,6647
4379,22,1,350,7,6648
502,4,1,925,7,6649
126,18,0,384,6,6650
1290,1,0,384,7,6651
1290,1,1,925,7,6652
1290,1,0,426,7,6653
126,18,0,384,6,6654
126,250,0,548,6,6655
126,250,0,507,6,6656
1290,1,0,384,9,6657
1290,1,0,426,8,6658
1290,1,0,384,8,6659
1290,1,0,426,7,6660
1290,1,0,384,7,6661
65,5,0,283,5,6662
65,5,0,283,8,6663
22416,304,10,476,7,6664
4148,304,1,625,6,6665
1290,1,0,384,6,6666
4148,304,1,675,5,6667
65,5,0,283,8,6668
22416,304,10,476,7,6669
4148,304,1,625,7,6670
4148,304,1,675,5,6671
65,5,1,1125,5,6672
1280,2,0,384,8,6673
1280,2,0,425,7,6674
22416,304,10,476,5,6675
4148,304,1,625,5,6676
1280,2,0,384,8,6677
1280,2,0,425,8,6678
22416,304,10,476,7,6679
4148,304,1,625,7,6680
65,5,0,283,6,6681
4148,304,1,675,5,6682
