item_pid,media_type,title_order,title_order_section,item_artist_pid,item_artist_order,item_artist_order_section,series_name_order,series_name_order_section,album_pid,album_order,album_order_section,album_artist_pid,album_artist_order,album_artist_order_section,composer_pid,composer_order,composer_order_section,genre_id,genre_order,genre_order_section,disc_number,track_number,episode_sort_id,base_location_id,remote_location_id,exclude_from_shuffle,keep_local,keep_local_status,in_my_library,is_compilation,date_added,show_composer,is_music_show,date_downloaded,download_source_container_pid
8877232900939931036,8,3867719264,0,-629546770821952432,4206136966,12,0,27,-5673499489838205037,3769261055369314755,22,4056879418357309445,4206136966,12,7659408193068982632,4125515698,9,2111966536109256348,4076390828,7,1,20,20,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931037,8,4054444251,6,6218540896471444143,3930259931,2,0,27,-7257306463938572833,3967405021,3,5498345057592635623,3930259931,2,-8195024367406564317,4157653635,10,2111966536109256348,4076390828,7,1,4,4,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931038,8,3893388348,1,-6682991292751313948,4053694301,6,0,27,-8841921732739249480,4294121278,15,8378530852178761397,4053694301,6,0,0,27,8089479700516397825,3991967719,4,1,2,2,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931039,8,4054206817,6,-773161009448746233,4022602185,5,0,27,1535123977841975784,3829237182095410547,22,-8124482956107243148,4022602185,5,2327885125939563513,3870547178,0,2111966536109256348,4076390828,7,1,4,4,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931040,8,4054494186,6,-6898938064655782495,4186755919,11,0,27,1174125062189917867,908203145268293886,19,-1133358272478098610,4186755919,11,4632628775809288661,3960040101,3,2111966536109256348,4076390828,7,1,4,4,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931041,8,3924770168,2,-6898938064655782495,4186755919,11,0,27,1174125062189917867,908203145268293886,19,-1133358272478098610,4186755919,11,1102291258604280809,3960062061,3,2111966536109256348,4076390828,7,1,5,5,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931042,8,801118683873048307,18,164112524110172586,4244606150,13,0,27,-5311501498595550223,3189097900348779738,19,3695399016875984420,4244606150,13,-7472974130480022689,3183135972053065000,19,-5024278388930694182,46568994131859416,15,1,9,9,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931043,8,3763209600978752096,22,-8770436218729684734,427969020896007752,17,0,27,-5530316684734802827,4268279614,14,3263579393426175261,427969020896007752,17,-2431665440414388059,3867952026,0,-8050334969916582895,3865470566,0,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931044,8,3823219660026322191,22,-485727149413535646,4027285255,5,0,27,-7547059102605116524,4293842295,15,1822602041266911724,4027285255,5,2037173955552374696,4185907361,11,2111966536109256348,4076390828,7,1,2,2,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931045,8,4054155565,6,-5602331284242500124,4130128535,9,0,27,-3868911372303877761,4185976515,11,-4950701530143841047,4130128535,9,-1710160108149616056,4128831252,9,2111966536109256348,4076390828,7,1,20,20,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931046,8,3921784443,2,6577403789595358758,4157482143,10,0,27,7513529165276942931,4054943608,6,-918064615598628735,4157482143,10,8377899314360239027,3721214647396466337,22,2111966536109256348,4076390828,7,1,2,2,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931047,8,468651507075249663,17,8737686907004165052,3921688255,2,0,27,8450949114332131810,3898117823,1,-1133429523376404452,3921688255,2,4055447358864425681,3867640058,0,-2719246062502823582,3962699720,3,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931048,8,3599458999682095910,21,3192398568526032025,3962480118,3,0,27,3263525185872676417,3964834881,3,-8769889143432183282,3962480118,3,-2430226693178524922,4061862080,6,-2719246062502823582,3962699720,3,1,10,10,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931049,8,3518209214,0,3192398568526032025,3962480118,3,0,27,3263525185872676417,3964834881,3,-8769889143432183282,3962480118,3,-2430226693178524922,4061862080,6,-2719246062502823582,3962699720,3,1,2,2,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931050,8,789626031986268665,18,-3945130849721599388,4235834280,13,0,27,-774238351851397970,789626031986268665,18,-7257623055771996677,4235834280,13,4557757273635557833,4261252471,14,2111966536109256348,4076390828,7,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931051,8,4138921022,9,-700216785949014552,4075401420,7,0,27,-125669727915126687,3361827808366302240,20,-2286790395614695585,4075325122,7,1101167115735081738,4185846145,11,7154480521592735382,4074200840,7,1,10,10,0,50,0,-1,0,0,1,0,0,0,0.0,0
8877232900939931052,8,462164460845900872,17,4919407284403282585,3967593593,3,0,27,5207130754740119454,3890933931,1,-7545400873080997889,3967528524,3,-6102377912038868988,4130968733,9,8160736743350596435,465689902663892224,17,1,48,48,0,50,0,-1,0,0,1,0,0,0,0.0,0
8877232900939931053,8,688478231506828677,18,-7112419235696369869,4191970959,11,0,27,598054161317062270,4180675390,11,-7907624537481772517,4191970959,11,-2718867662332301661,3962985954,3,2111966536109256348,4076390828,7,1,6,6,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931054,8,4130212554,9,4778001899891955393,265771702992093652,16,0,27,-9057418763699488233,3992149924,4,7297964771465337667,265771702992093652,16,5207654056070242315,3922080907,2,7154480521592735382,4074200840,7,1,3,3,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931055,8,3222598294184305802,19,-5310564315995264780,3990569968,4,0,27,-1636594559241745864,6036139800046299488,26,2615943499875563201,3990569968,4,-2287793138545089531,3990709743,4,-6682586349049903090,369916583855233364,17,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931056,8,4185969599,11,-554427958353958146,740441750479590468,18,0,27,-916557256706997981,801183561532253241,18,-6394807481694496478,740441750479590468,18,-2359701954840762181,3922071104,2,7154480521592735382,4074200840,7,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931057,8,4095157766,8,7299967692881495725,3963137044,3,0,27,6863780467311586136,4292528872,15,9028382689579269802,3963137044,3,6936778808590539122,3962677759,3,7154480521592735382,4074200840,7,1,4,4,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931058,8,4026491860,5,-6753389942540449675,805604709961437966,18,0,27,5208287201129746528,4026571199,5,-2862034186513313600,805604709961437966,18,0,0,27,-3437235471323396325,741792211709909333,18,1,1,1,0,50,0,-1,0,0,0,0,0,0,0.0,0
8877232900939931059,8,4021494075,5,-5382760933218563802,4292413312,15,0,27,-5529659990536211171,3888604521,1,2543824287287438700,4292413312,15,1966455904171611658,3990551309,4,-8050334969916582895,3865470566,0,1,3,3,0,50,0,-1,0,0,0,0,0,0,0.0,0
