Z_ENT,Z_NAME,Z_SUPER,Z_MAX
1,AdditionChangeSet,0,0
2,ContextualChangeRegistration,0,2
3,ContextualKeyPath,0,0
4,CustomMetadata,0,184
5,DeletionChangeSet,0,0
6,Histogram,0,21
7,HistogramValue,0,217
8,KeyValue,0,1794
9,Object,0,22243
10,Category,9,0
11,Event,9,0
12,Identifier,9,0
13,Quantity,9,0
14,Relation,9,0
15,Source,0,930
16,StructuredMetadata,0,7746
17,SyncPeer,0,1181
