ID,timestamp,activeBand,airplaneMode,callStatus,campedRat,currentRat,dataStatus,preferredRat,signalBars,signalStrength,simStatus,subsId
45645,1586915800.542267,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45646,1586915850.425673,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45647,1586915850.451888,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45648,1586915866.212163,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45649,1586915888.5777972,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45650,1586916048.0811462,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45651,1586916048.143685,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45652,1586916059.433731,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45653,1586916079.0121942,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45654,1586916079.053907,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45655,1586916092.724812,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45656,1586916208.8079631,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45657,1586916208.8683271,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45658,1586916216.6204772,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45659,1586916335.080351,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45660,1586916335.123736,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45661,1586916336.301938,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45662,1586916347.643541,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45663,1586916568.068882,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45664,1586916568.103704,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45665,1586916572.2714052,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45666,1586916686.198011,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45667,1586916686.220912,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45668,1586916701.202579,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45669,1586916711.832923,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45670,1586916735.0611992,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45671,1586916735.089551,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45672,1586916737.8165083,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45673,1586916746.275785,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45674,1586916746.3092442,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45675,1586916765.6847231,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45676,1586916910.936057,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45677,1586916910.9816923,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45678,1586916926.133501,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45679,1586916942.042667,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45680,1586916942.074606,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45681,1586916942.17161,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45682,1586916946.745712,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45683,1586916979.2399142,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45684,1586916979.2729273,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45685,1586916979.494702,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45686,1586916985.91439,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45687,1586917149.0630503,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45688,1586917149.0841112,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45689,1586917152.2380462,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45690,1586917200.0431952,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45691,1586917200.065972,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45692,1586917202.823916,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45693,1586917237.1035452,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45694,1586917237.164112,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45695,1586917239.8785949,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45696,1586917361.839037,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45697,1586917361.868483,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45698,1586917370.955058,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45699,1586917394.052937,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45700,1586917394.08274,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45701,1586917412.414496,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45702,1586917598.131225,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45703,1586917598.1319141,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45704,1586917598.6128502,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45705,1586917612.4700704,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45706,1586917620.5808253,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45707,1586917630.992047,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45708,1586917664.7387242,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45709,1586917681.8028371,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45710,1586917699.635305,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45711,1586917726.89399,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45712,1586917726.9140272,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45713,1586917737.5133421,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45714,1586917740.8419192,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45715,1586917740.8736222,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45716,1586917745.385703,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45717,1586917755.1385522,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45718,1586917865.2627153,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45719,1586917865.270256,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45720,1586917878.014944,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45721,1586917959.122373,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45722,1586917959.150299,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45723,1586917967.6546493,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45724,1586918109.040113,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45725,1586918109.08817,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45726,1586918116.225996,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45727,1586918142.06186,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45728,1586918142.0966651,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45729,1586918145.5481892,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45730,1586918343.32086,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45731,1586918343.3513541,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45732,1586918741.5934002,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45733,1586918757.55589,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45734,1586918835.055093,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45735,1586919003.101298,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45736,1586919003.1221752,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45737,1586919018.728066,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45738,1586919019.0862923,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45739,1586919174.09362,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45740,1586919174.136992,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45741,1586919177.279234,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45742,1586919208.0451612,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45743,1586919208.07836,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45744,1586919211.202207,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45745,1586919534.152862,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45746,1586919534.159522,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45747,1586919560.0021071,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45748,1586919600.946033,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45749,1586919600.979601,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45750,1586919612.7951922,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45751,1586919762.2156982,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45752,1586919762.238378,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45753,1586919786.1214242,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45754,1586919817.8992672,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45755,1586919929.087514,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45756,1586919929.114861,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45757,1586919929.234908,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45758,1586919932.876503,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45759,1586919963.1720521,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45760,1586919963.2041242,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45761,1586919966.0053153,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45762,1586920144.0965152,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45763,1586920144.1204731,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45764,1586920146.855384,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45765,1586920496.102107,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45766,1586920496.103192,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45767,1586920532.705379,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45768,1586920560.8541012,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45769,1586920560.896676,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45770,1586920572.821835,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45771,1586920626.1593423,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45772,1586920626.180911,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45773,1586920636.4800463,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45774,1586920651.0519853,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45775,1586920651.0926502,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45776,1586920665.152079,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45777,1586920782.5061162,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45778,1586920782.5279393,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45779,1586920793.3421931,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45780,1586920965.1328611,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45781,1586920965.191051,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45782,1586920982.66539,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45783,1586921035.0735822,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45784,1586921035.0912602,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45785,1586921043.641056,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45786,1586921099.018404,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45787,1586921099.063389,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45788,1586921109.71583,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45789,1586921289.1170359,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45790,1586921289.118731,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45791,1586921302.819703,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45792,1586921460.867021,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45793,1586921460.9083061,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45794,1586921477.7219641,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45795,1586921521.1425433,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45796,1586921521.202662,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45797,1586921532.914215,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45798,1586921589.120788,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45799,1586921589.139296,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45800,1586921592.1641471,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45801,1586921649.0510352,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45802,1586921649.075179,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45803,1586921651.8156202,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45804,1586921655.931085,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45805,1586921655.974194,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45806,1586921674.7043762,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45807,1586921677.268382,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45808,1586921677.311206,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45809,1586921698.136804,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45810,1586921807.6303983,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45811,1586921807.6469111,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45812,1586921818.44069,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45813,1586922009.084096,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45814,1586922009.114583,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45815,1586922009.578177,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45816,1586922013.7925782,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45817,1586922014.4900322,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45818,1586922014.5348473,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45819,1586922027.04039,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45820,1586922084.7470822,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45821,1586922095.4989352,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45822,1586922098.87647,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45823,1586922319.048139,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45824,1586922319.0777853,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45825,1586922322.168939,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45826,1586922365.7122803,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45827,1586922365.7477262,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45828,1586922381.3457081,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45829,1586922390.5734222,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45830,1586922398.743662,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45831,1586922398.791049,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45832,1586922415.509603,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45833,1586922458.769617,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45834,1586922458.8157992,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45835,1586922470.6170201,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45836,1586922737.0905542,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45837,1586922737.091733,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45838,1586922739.893815,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45839,1586922821.407524,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45840,1586922821.427866,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45841,1586922832.028563,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45842,1586922863.0697072,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45843,1586922863.106023,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45844,1586922865.8347201,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45845,1586923096.0664072,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45846,1586923096.1243763,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45847,1586923103.390289,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45848,1586923358.708301,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45849,1586923358.710838,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45850,1586923376.4805021,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45851,1586923409.0477233,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45852,1586923409.078774,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45853,1586923411.9965732,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45854,1586923418.799252,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45855,1586923418.8340511,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45856,1586923430.6010332,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45857,1586923548.41611,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45858,1586923548.459871,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45859,1586923565.944817,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45860,1586923588.0407572,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45861,1586923588.068756,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45862,1586923598.3578162,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45863,1586923692.0918832,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45864,1586923692.1515622,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45865,1586923710.361134,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45866,1586923841.66855,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45867,1586923841.6899061,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45868,1586923852.557902,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45869,1586923949.525247,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45870,1586923949.5574791,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45871,1586923961.2831402,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45872,1586924067.062868,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45873,1586924067.0901322,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45874,1586924069.8338041,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45875,1586924251.2025332,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45876,1586924251.2039382,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45877,1586924266.708743,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45878,1586924318.9554062,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45879,1586924318.9655032,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45880,1586924341.2161922,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45881,1586924378.81635,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45882,1586924378.843604,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45883,1586924390.6609402,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45884,1586924419.0718193,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45885,1586924419.1202922,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45886,1586924419.461286,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45887,1586924425.2822962,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45888,1586924426.0081763,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45889,1586924426.043127,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45890,1586924428.8635392,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45891,1586924594.1068141,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45892,1586924594.1293352,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45893,1586924612.0523162,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45894,1586924632.047933,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45895,1586924632.0937872,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45896,1586924634.833759,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45897,1586924680.0646973,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45898,1586924680.0940433,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45899,1586924701.9227133,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45900,1586924861.832983,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45901,1586924861.857903,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45902,1586924872.4553523,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45903,1586925051.0533242,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45904,1586925051.0860982,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45905,1586925054.175591,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45906,1586925091.9375033,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45907,1586925091.9836512,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45908,1586925099.852117,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45909,1586925141.04887,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45910,1586925141.0744324,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45911,1586925143.8150191,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45912,1586925278.9105883,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45913,1586925278.9394631,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45914,1586925295.7812042,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45915,1586925338.7886434,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45916,1586925338.8213782,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45917,1586925350.613356,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45918,1586925411.1071353,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45919,1586925411.1250992,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45920,1586925414.1455812,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45921,1586925771.084157,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45922,1586925771.1292942,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45923,1586925771.1970773,,off,Inactive,LTE,Automatic,,Automatic,1,0,,
45924,1586925777.4708931,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45925,1586925882.0188813,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45926,1586925882.0377183,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45927,1586925894.7337503,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45928,1586925935.70465,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45929,1586925935.735365,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45930,1586925938.5490022,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45931,1586925943.0486422,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45932,1586925943.080597,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45933,1586925949.578807,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45934,1586926084.0929842,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45935,1586926084.1195202,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45936,1586926087.1935673,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45937,1586926238.8569682,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45938,1586926238.9004622,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45939,1586926255.713417,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45940,1586926269.477616,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45941,1586926269.521759,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45942,1586926282.4316301,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45943,1586926298.768406,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45944,1586926298.8129182,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45945,1586926310.582953,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45946,1586926390.078767,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45947,1586926390.1209931,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45948,1586926393.211277,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45949,1586926494.0577822,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45950,1586926494.1033902,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45951,1586926497.868701,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45952,1586926518.542699,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45953,1586926645.0447693,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45954,1586926645.0908911,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45955,1586926648.1916611,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45956,1586926720.430581,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45957,1586926720.461544,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45958,1586926732.8226233,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45959,1586926902.1540332,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45960,1586926902.193202,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45961,1586926912.77074,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45962,1586926957.0802612,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45963,1586926957.109098,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45964,1586926974.114472,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45965,1586927082.105287,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45966,1586927082.128315,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45967,1586927085.5540931,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45968,1586927198.980385,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45969,1586927199.013947,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45970,1586927216.8129473,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45971,1586927258.9673371,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45972,1586927259.0162382,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45973,1586927273.4488,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45974,1586927294.0874732,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45975,1586927294.10252,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45976,1586927310.422595,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45977,1586927443.1097531,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45978,1586927443.139638,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45979,1586927446.154149,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45980,1586927471.281665,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45981,1586927471.3045042,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45982,1586927479.857067,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45983,1586927522.0909953,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45984,1586927522.1428502,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45985,1586927533.603485,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45986,1586927775.395637,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45987,1586927775.427103,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
45988,1586927805.43456,,off,Inactive,LTE,Automatic,,Automatic,2,0,,
